iso3c,animal,system,product,leach_n_leave_rate
MHL,chickens,industrial,eggs,4.39875e-5
MKD,chickens,industrial,eggs,1.4015999999999998e-5
MLI,chickens,industrial,eggs,3.9241238372093026e-5
MLT,chickens,industrial,eggs,1.4015999999999998e-5
MMR,chickens,industrial,eggs,4.455000000000001e-5
MNE,chickens,industrial,eggs,1.4015999999999998e-5
MNG,chickens,industrial,eggs,6.195375e-5
MNP,chickens,industrial,eggs,4.39875e-5
MOZ,chickens,industrial,eggs,3.9241238372093026e-5
MRT,chickens,industrial,eggs,3.9241238372093026e-5
MSR,chickens,industrial,eggs,3.9241238372093026e-5
MTQ,chickens,industrial,eggs,3.9241238372093026e-5
MUS,chickens,industrial,eggs,3.9241238372093026e-5
MWI,chickens,industrial,eggs,3.9241238372093026e-5
MYS,chickens,industrial,eggs,5.4270000000000014e-5
MYT,chickens,industrial,eggs,3.9241238372093026e-5
NAM,chickens,industrial,eggs,3.9241238372093026e-5
NCL,chickens,industrial,eggs,2.553e-5
NER,chickens,industrial,eggs,3.9241238372093026e-5
NFK,chickens,industrial,eggs,4.7955000000000004e-5
NGA,chickens,industrial,eggs,3.9241238372093026e-5
NIC,chickens,industrial,eggs,3.9241238372093026e-5
NIU,chickens,industrial,eggs,4.39875e-5
NLD,chickens,industrial,eggs,3.5999999999999994e-5
NOR,chickens,industrial,eggs,1.65e-6
NPL,chickens,industrial,eggs,6.195375e-5
NRU,chickens,industrial,eggs,4.39875e-5
NZL,chickens,industrial,eggs,4.83e-5
OMN,chickens,industrial,eggs,6.195375e-5
PAK,chickens,industrial,eggs,6.195375e-5
PAN,chickens,industrial,eggs,3.9241238372093026e-5
PCN,chickens,industrial,eggs,4.39875e-5
PER,chickens,industrial,eggs,3.9241238372093026e-5
PHL,chickens,industrial,eggs,6.195375e-5
PLW,chickens,industrial,eggs,4.39875e-5
PNG,chickens,industrial,eggs,5.382e-5
POL,chickens,industrial,eggs,1.4015999999999998e-5
PRI,chickens,industrial,eggs,3.9241238372093026e-5
PRK,chickens,industrial,eggs,6.195375e-5
PRT,chickens,industrial,eggs,1.4015999999999998e-5
PRY,chickens,industrial,eggs,3.9241238372093026e-5
PSE,chickens,industrial,eggs,6.195375e-5
PYF,chickens,industrial,eggs,4.39875e-5
QAT,chickens,industrial,eggs,6.195375e-5
REU,chickens,industrial,eggs,3.9241238372093026e-5
ROU,chickens,industrial,eggs,1.4015999999999998e-5
RUS,chickens,industrial,eggs,1.4015999999999998e-5
RWA,chickens,industrial,eggs,3.9241238372093026e-5
SAU,chickens,industrial,eggs,6.195375e-5
SDN,chickens,industrial,eggs,3.9241238372093026e-5
SEN,chickens,industrial,eggs,3.9241238372093026e-5
SGP,chickens,industrial,eggs,6.195375e-5
SHN,chickens,industrial,eggs,3.9241238372093026e-5
SJM,chickens,industrial,eggs,1.65e-6
SLB,chickens,industrial,eggs,2.691e-5
SLE,chickens,industrial,eggs,3.9241238372093026e-5
SLV,chickens,industrial,eggs,3.9241238372093026e-5
SMR,chickens,industrial,eggs,1.4015999999999998e-5
SOM,chickens,industrial,eggs,3.9241238372093026e-5
SPM,chickens,industrial,eggs,3.9241238372093026e-5
SRB,chickens,industrial,eggs,1.4015999999999998e-5
SSD,chickens,industrial,eggs,3.9241238372093026e-5
STP,chickens,industrial,eggs,3.9241238372093026e-5
SUR,chickens,industrial,eggs,3.9241238372093026e-5
SVK,chickens,industrial,eggs,1.4015999999999998e-5
SVN,chickens,industrial,eggs,1.4015999999999998e-5
SWE,chickens,industrial,eggs,1.65e-6
SWZ,chickens,industrial,eggs,3.9241238372093026e-5
SXM,chickens,industrial,eggs,3.9241238372093026e-5
SYC,chickens,industrial,eggs,3.9241238372093026e-5
SYR,chickens,industrial,eggs,6.195375e-5
TCA,chickens,industrial,eggs,3.9241238372093026e-5
TCD,chickens,industrial,eggs,3.9241238372093026e-5
TGO,chickens,industrial,eggs,3.9241238372093026e-5
THA,chickens,industrial,eggs,1.368e-4
TJK,chickens,industrial,eggs,6.195375e-5
TKL,chickens,industrial,eggs,4.39875e-5
TKM,chickens,industrial,eggs,6.195375e-5
TLS,chickens,industrial,eggs,5.670000000000001e-5
TON,chickens,industrial,eggs,4.39875e-5
TTO,chickens,industrial,eggs,3.9241238372093026e-5
TUN,chickens,industrial,eggs,3.9241238372093026e-5
TUR,chickens,industrial,eggs,6.195375e-5
TUV,chickens,industrial,eggs,4.39875e-5
TWN,chickens,industrial,eggs,6.195375e-5
TZA,chickens,industrial,eggs,3.9241238372093026e-5
UGA,chickens,industrial,eggs,3.9241238372093026e-5
UKR,chickens,industrial,eggs,1.4015999999999998e-5
URY,chickens,industrial,eggs,3.9241238372093026e-5
USA,chickens,industrial,eggs,3.9241238372093026e-5
UZB,chickens,industrial,eggs,6.195375e-5
VCT,chickens,industrial,eggs,3.9241238372093026e-5
VEN,chickens,industrial,eggs,3.9241238372093026e-5
VGB,chickens,industrial,eggs,3.9241238372093026e-5
VIR,chickens,industrial,eggs,3.9241238372093026e-5
VNM,chickens,industrial,eggs,4.374000000000001e-5
VUT,chickens,industrial,eggs,5.382e-5
WLF,chickens,industrial,eggs,4.39875e-5
WSM,chickens,industrial,eggs,4.39875e-5
XKO,chickens,industrial,eggs,1.4015999999999998e-5
XMI,chickens,industrial,eggs,3.9241238372093026e-5
YEM,chickens,industrial,eggs,6.195375e-5
ZAF,chickens,industrial,eggs,3.9241238372093026e-5
ZMB,chickens,industrial,eggs,3.9241238372093026e-5
ZWE,chickens,industrial,eggs,3.9241238372093026e-5
