iso3c,animal,system,product,leach_n_leave_rate
ABW,buffaloes,grassland,milk,0.01524865909090909
AFG,buffaloes,grassland,milk,0.011818285714285713
AGO,buffaloes,grassland,milk,0.009846
AIA,buffaloes,grassland,milk,0.01524865909090909
ALA,buffaloes,grassland,milk,0.015822384615384617
ALB,buffaloes,grassland,milk,0.016722
AND,buffaloes,grassland,milk,0.016722
ARE,buffaloes,grassland,milk,0.013389749999999999
ARG,buffaloes,grassland,milk,0.016221
ARM,buffaloes,grassland,milk,0.013389749999999999
ASM,buffaloes,grassland,milk,0.013030580374924614
ATG,buffaloes,grassland,milk,0.01524865909090909
AUS,buffaloes,grassland,milk,0.013030580374924614
AUT,buffaloes,grassland,milk,0.015822384615384617
AZE,buffaloes,grassland,milk,0.014577
BDI,buffaloes,grassland,milk,0.009846
BEL,buffaloes,grassland,milk,0.015822384615384617
BEN,buffaloes,grassland,milk,0.009846
BES,buffaloes,grassland,milk,0.01524865909090909
BFA,buffaloes,grassland,milk,0.009846
BGD,buffaloes,grassland,milk,0.009732
BGR,buffaloes,grassland,milk,0.015828
BHR,buffaloes,grassland,milk,0.013389749999999999
BHS,buffaloes,grassland,milk,0.01524865909090909
BIH,buffaloes,grassland,milk,0.015801
BLM,buffaloes,grassland,milk,0.01524865909090909
BLR,buffaloes,grassland,milk,0.014383
BLZ,buffaloes,grassland,milk,0.013970999999999999
BMU,buffaloes,grassland,milk,0.017429999999999998
BOL,buffaloes,grassland,milk,0.01597875
BRA,buffaloes,grassland,milk,0.015825
BRB,buffaloes,grassland,milk,0.01524865909090909
BRN,buffaloes,grassland,milk,0.009909000000000001
BTN,buffaloes,grassland,milk,0.012342
BWA,buffaloes,grassland,milk,0.009846
CAF,buffaloes,grassland,milk,0.009846
CAN,buffaloes,grassland,milk,0.017429999999999998
CCK,buffaloes,grassland,milk,0.013030580374924614
CHE,buffaloes,grassland,milk,0.015822384615384617
CHL,buffaloes,grassland,milk,0.01597875
CHN,buffaloes,grassland,milk,0.009408
CIV,buffaloes,grassland,milk,0.009846
CMR,buffaloes,grassland,milk,0.009846
COD,buffaloes,grassland,milk,0.009846
COG,buffaloes,grassland,milk,0.009846
COK,buffaloes,grassland,milk,0.013030580374924614
COL,buffaloes,grassland,milk,0.015753
COM,buffaloes,grassland,milk,0.009846
CPV,buffaloes,grassland,milk,0.009846
CRI,buffaloes,grassland,milk,0.013970999999999999
CUB,buffaloes,grassland,milk,0.01524865909090909
CUW,buffaloes,grassland,milk,0.01524865909090909
CXR,buffaloes,grassland,milk,0.013030580374924614
CYM,buffaloes,grassland,milk,0.01524865909090909
CYP,buffaloes,grassland,milk,0.013389749999999999
CZE,buffaloes,grassland,milk,0.014383
DEU,buffaloes,grassland,milk,0.015822384615384617
DJI,buffaloes,grassland,milk,0.009846
DMA,buffaloes,grassland,milk,0.01524865909090909
DNK,buffaloes,grassland,milk,0.015822384615384617
DOM,buffaloes,grassland,milk,0.01524865909090909
DZA,buffaloes,grassland,milk,0.009846
ECU,buffaloes,grassland,milk,0.01597875
EGY,buffaloes,grassland,milk,0.009846
ERI,buffaloes,grassland,milk,0.009846
ESH,buffaloes,grassland,milk,0.009846
ESP,buffaloes,grassland,milk,0.016722
EST,buffaloes,grassland,milk,0.015822384615384617
ETH,buffaloes,grassland,milk,0.009846
FIN,buffaloes,grassland,milk,0.015822384615384617
FJI,buffaloes,grassland,milk,0.013030580374924614
FLK,buffaloes,grassland,milk,0.01597875
FRA,buffaloes,grassland,milk,0.015822384615384617
FRO,buffaloes,grassland,milk,0.015822384615384617
FSM,buffaloes,grassland,milk,0.013030580374924614
GAB,buffaloes,grassland,milk,0.009846
GBR,buffaloes,grassland,milk,0.015822384615384617
GEO,buffaloes,grassland,milk,0.013725
GGY,buffaloes,grassland,milk,0.015822384615384617
GHA,buffaloes,grassland,milk,0.009846
GIB,buffaloes,grassland,milk,0.016722
GIN,buffaloes,grassland,milk,0.009846
GLP,buffaloes,grassland,milk,0.01524865909090909
GMB,buffaloes,grassland,milk,0.009846
GNB,buffaloes,grassland,milk,0.009846
GNQ,buffaloes,grassland,milk,0.009846
GRC,buffaloes,grassland,milk,0.016722
GRD,buffaloes,grassland,milk,0.01524865909090909
GRL,buffaloes,grassland,milk,0.017429999999999998
GTM,buffaloes,grassland,milk,0.013970999999999999
GUF,buffaloes,grassland,milk,0.01597875
GUM,buffaloes,grassland,milk,0.013030580374924614
GUY,buffaloes,grassland,milk,0.01597875
HKG,buffaloes,grassland,milk,0.010191
HND,buffaloes,grassland,milk,0.013970999999999999
HRV,buffaloes,grassland,milk,0.016722
HTI,buffaloes,grassland,milk,0.01524865909090909
HUN,buffaloes,grassland,milk,0.014383
IDN,buffaloes,grassland,milk,0.009528
IMN,buffaloes,grassland,milk,0.015822384615384617
IND,buffaloes,grassland,milk,0.024342
IOT,buffaloes,grassland,milk,0.009846
IRL,buffaloes,grassland,milk,0.015822384615384617
IRN,buffaloes,grassland,milk,0.012702
IRQ,buffaloes,grassland,milk,0.013389749999999999
ISL,buffaloes,grassland,milk,0.015822384615384617
ISR,buffaloes,grassland,milk,0.013389749999999999
ITA,buffaloes,grassland,milk,0.017643
JAM,buffaloes,grassland,milk,0.01524865909090909
JEY,buffaloes,grassland,milk,0.015822384615384617
JOR,buffaloes,grassland,milk,0.013389749999999999
JPN,buffaloes,grassland,milk,0.0097995
KAZ,buffaloes,grassland,milk,0.010527
KEN,buffaloes,grassland,milk,0.009846
KGZ,buffaloes,grassland,milk,0.010527
KHM,buffaloes,grassland,milk,0.009432000000000001
KIR,buffaloes,grassland,milk,0.013030580374924614
KNA,buffaloes,grassland,milk,0.01524865909090909
KOR,buffaloes,grassland,milk,0.0097995
KWT,buffaloes,grassland,milk,0.013389749999999999
LAO,buffaloes,grassland,milk,0.009444
LBN,buffaloes,grassland,milk,0.013389749999999999
LBR,buffaloes,grassland,milk,0.009846
LBY,buffaloes,grassland,milk,0.009846
LCA,buffaloes,grassland,milk,0.01524865909090909
LIE,buffaloes,grassland,milk,0.015822384615384617
LKA,buffaloes,grassland,milk,0.011087999999999999
LSO,buffaloes,grassland,milk,0.009846
LTU,buffaloes,grassland,milk,0.015822384615384617
LUX,buffaloes,grassland,milk,0.015822384615384617
LVA,buffaloes,grassland,milk,0.015822384615384617
MAC,buffaloes,grassland,milk,0.0097995
MAF,buffaloes,grassland,milk,0.01524865909090909
MAR,buffaloes,grassland,milk,0.009846
MCO,buffaloes,grassland,milk,0.015822384615384617
MDA,buffaloes,grassland,milk,0.014383
MDG,buffaloes,grassland,milk,0.009846
MDV,buffaloes,grassland,milk,0.011818285714285713
MEX,buffaloes,grassland,milk,0.013970999999999999
MHL,buffaloes,grassland,milk,0.013030580374924614
MKD,buffaloes,grassland,milk,0.016722
MLI,buffaloes,grassland,milk,0.009846
MLT,buffaloes,grassland,milk,0.016722
MMR,buffaloes,grassland,milk,0.010172999999999998
MNE,buffaloes,grassland,milk,0.016722
MNG,buffaloes,grassland,milk,0.0097995
MNP,buffaloes,grassland,milk,0.013030580374924614
MOZ,buffaloes,grassland,milk,0.009846
MRT,buffaloes,grassland,milk,0.009846
MSR,buffaloes,grassland,milk,0.01524865909090909
MTQ,buffaloes,grassland,milk,0.01524865909090909
MUS,buffaloes,grassland,milk,0.009846
MWI,buffaloes,grassland,milk,0.009846
MYS,buffaloes,grassland,milk,0.009045
MYT,buffaloes,grassland,milk,0.009846
NAM,buffaloes,grassland,milk,0.009846
NCL,buffaloes,grassland,milk,0.013030580374924614
NER,buffaloes,grassland,milk,0.009846
NFK,buffaloes,grassland,milk,0.013030580374924614
NGA,buffaloes,grassland,milk,0.009846
NIC,buffaloes,grassland,milk,0.013970999999999999
NIU,buffaloes,grassland,milk,0.013030580374924614
NLD,buffaloes,grassland,milk,0.015822384615384617
NOR,buffaloes,grassland,milk,0.015822384615384617
NPL,buffaloes,grassland,milk,0.011693999999999998
NRU,buffaloes,grassland,milk,0.013030580374924614
NZL,buffaloes,grassland,milk,0.013030580374924614
