iso3c,animal,system,product,leach_n_leave_rate
SXM,chickens,industrial,meat,0
SYC,chickens,industrial,meat,0
SYR,chickens,industrial,meat,0
TCA,chickens,industrial,meat,0
TCD,chickens,industrial,meat,0
TGO,chickens,industrial,meat,0
THA,chickens,industrial,meat,0
TJK,chickens,industrial,meat,0
TKL,chickens,industrial,meat,0
TKM,chickens,industrial,meat,0
TLS,chickens,industrial,meat,0
TON,chickens,industrial,meat,0
TTO,chickens,industrial,meat,0
TUN,chickens,industrial,meat,0
TUR,chickens,industrial,meat,0
TUV,chickens,industrial,meat,0
TWN,chickens,industrial,meat,0
TZA,chickens,industrial,meat,0
UGA,chickens,industrial,meat,0
UKR,chickens,industrial,meat,0
URY,chickens,industrial,meat,0
USA,chickens,industrial,meat,0
UZB,chickens,industrial,meat,0
VCT,chickens,industrial,meat,0
VEN,chickens,industrial,meat,0
VGB,chickens,industrial,meat,0
VIR,chickens,industrial,meat,0
VNM,chickens,industrial,meat,0
VUT,chickens,industrial,meat,0
WLF,chickens,industrial,meat,0
WSM,chickens,industrial,meat,0
XKO,chickens,industrial,meat,0
XMI,chickens,industrial,meat,0
YEM,chickens,industrial,meat,0
ZAF,chickens,industrial,meat,0
ZMB,chickens,industrial,meat,0
ZWE,chickens,industrial,meat,0
