iso3c,animal,system,product,leach_n_leave_rate
ABW,pigs,backyard,meat,2.4245714285714282e-4
AFG,pigs,backyard,meat,2.2595999999999998e-4
AGO,pigs,backyard,meat,1.2029999999999998e-4
AIA,pigs,backyard,meat,2.4245714285714282e-4
ALA,pigs,backyard,meat,2.8395e-4
ALB,pigs,backyard,meat,2.8289999999999994e-4
AND,pigs,backyard,meat,2.759375e-4
ARE,pigs,backyard,meat,2.2239374999999997e-4
ARG,pigs,backyard,meat,3.7575e-4
ARM,pigs,backyard,meat,1.9395e-4
ASM,pigs,backyard,meat,2.8155e-4
ATG,pigs,backyard,meat,3.063e-4
AUS,pigs,backyard,meat,1.8375e-4
AUT,pigs,backyard,meat,3.126e-4
AZE,pigs,backyard,meat,2.3399999999999997e-4
BDI,pigs,backyard,meat,9.015e-5
BEL,pigs,backyard,meat,1.9965e-4
BEN,pigs,backyard,meat,1.8075e-4
BES,pigs,backyard,meat,2.40711801242236e-4
BFA,pigs,backyard,meat,1.1384999999999999e-4
BGD,pigs,backyard,meat,1.8164999999999997e-4
BGR,pigs,backyard,meat,2.9025000000000003e-4
BHR,pigs,backyard,meat,2.2239374999999997e-4
BHS,pigs,backyard,meat,3.1965e-4
BIH,pigs,backyard,meat,2.4765e-4
BLM,pigs,backyard,meat,2.40711801242236e-4
BLR,pigs,backyard,meat,2.9265000000000004e-4
BLZ,pigs,backyard,meat,2.1555e-4
BMU,pigs,backyard,meat,1.7804999999999996e-4
BOL,pigs,backyard,meat,3.1035e-4
BRA,pigs,backyard,meat,2.511e-4
BRB,pigs,backyard,meat,1.182e-4
BRN,pigs,backyard,meat,3.2535e-4
BTN,pigs,backyard,meat,1.8915e-4
BWA,pigs,backyard,meat,1.3365e-4
CAF,pigs,backyard,meat,1.5735e-4
CAN,pigs,backyard,meat,1.9559999999999998e-4
CCK,pigs,backyard,meat,1.84125e-4
CHE,pigs,backyard,meat,2.85e-4
CHL,pigs,backyard,meat,3.2295e-4
CHN,pigs,backyard,meat,2.1705e-4
CIV,pigs,backyard,meat,1.917e-4
CMR,pigs,backyard,meat,1.341e-4
COD,pigs,backyard,meat,9.075e-5
COG,pigs,backyard,meat,1.1954999999999999e-4
COK,pigs,backyard,meat,2.877e-4
COL,pigs,backyard,meat,2.1539999999999998e-4
COM,pigs,backyard,meat,1.1449999999999999e-4
CPV,pigs,backyard,meat,2.139e-4
CRI,pigs,backyard,meat,2.3190000000000003e-4
CUB,pigs,backyard,meat,1.8825e-4
CUW,pigs,backyard,meat,2.40711801242236e-4
CXR,pigs,backyard,meat,1.84125e-4
CYM,pigs,backyard,meat,2.9325e-4
CYP,pigs,backyard,meat,2.8559999999999995e-4
CZE,pigs,backyard,meat,2.8395e-4
DEU,pigs,backyard,meat,3.1095e-4
DJI,pigs,backyard,meat,1.1449999999999999e-4
DMA,pigs,backyard,meat,3.5085e-4
DNK,pigs,backyard,meat,3.0284999999999996e-4
DOM,pigs,backyard,meat,2.4555000000000003e-4
DZA,pigs,backyard,meat,1.884e-4
ECU,pigs,backyard,meat,2.535e-4
EGY,pigs,backyard,meat,1.2255e-4
ERI,pigs,backyard,meat,1.1449999999999999e-4
ESH,pigs,backyard,meat,1.7831249999999998e-4
ESP,pigs,backyard,meat,2.643e-4
EST,pigs,backyard,meat,2.8664999999999995e-4
ETH,pigs,backyard,meat,1.1339999999999999e-4
FIN,pigs,backyard,meat,2.8515e-4
FJI,pigs,backyard,meat,3.7785e-4
FLK,pigs,backyard,meat,3.0659999999999997e-4
FRA,pigs,backyard,meat,2.2019999999999999e-4
FRO,pigs,backyard,meat,2.8395e-4
FSM,pigs,backyard,meat,2.7479999999999996e-4
GAB,pigs,backyard,meat,9.315e-5
GBR,pigs,backyard,meat,2.8094999999999997e-4
GEO,pigs,backyard,meat,2.1525e-4
GGY,pigs,backyard,meat,2.8395e-4
GHA,pigs,backyard,meat,1.5375e-4
GIB,pigs,backyard,meat,2.759375e-4
GIN,pigs,backyard,meat,2.2514999999999997e-4
GLP,pigs,backyard,meat,1.7774999999999998e-4
GMB,pigs,backyard,meat,1.2854999999999998e-4
GNB,pigs,backyard,meat,2.1794999999999999e-4
GNQ,pigs,backyard,meat,1.8284999999999997e-4
GRC,pigs,backyard,meat,2.8515e-4
GRD,pigs,backyard,meat,3.699e-4
GRL,pigs,backyard,meat,1.7804999999999996e-4
GTM,pigs,backyard,meat,2.1105e-4
GUF,pigs,backyard,meat,1.893e-4
GUM,pigs,backyard,meat,2.778e-4
GUY,pigs,backyard,meat,2.232e-4
HKG,pigs,backyard,meat,2.283e-4
HND,pigs,backyard,meat,2.4180000000000002e-4
HRV,pigs,backyard,meat,2.7509999999999996e-4
HTI,pigs,backyard,meat,2.0055e-4
HUN,pigs,backyard,meat,2.454e-4
IDN,pigs,backyard,meat,2.6835e-4
IMN,pigs,backyard,meat,2.8395e-4
IND,pigs,backyard,meat,4.6229999999999996e-4
IOT,pigs,backyard,meat,1.1449999999999999e-4
IRL,pigs,backyard,meat,2.7975e-4
IRN,pigs,backyard,meat,2.2595999999999998e-4
IRQ,pigs,backyard,meat,2.2239374999999997e-4
ISL,pigs,backyard,meat,2.8515e-4
ISR,pigs,backyard,meat,2.6565e-4
ITA,pigs,backyard,meat,2.6744999999999997e-4
JAM,pigs,backyard,meat,2.7194999999999997e-4
JEY,pigs,backyard,meat,2.8395e-4
JOR,pigs,backyard,meat,2.2239374999999997e-4
JPN,pigs,backyard,meat,1.7565000000000001e-4
KAZ,pigs,backyard,meat,2.151e-4
KEN,pigs,backyard,meat,1.1655e-4
KGZ,pigs,backyard,meat,2.4434999999999995e-4
KHM,pigs,backyard,meat,1.701e-4
KIR,pigs,backyard,meat,2.559e-4
KNA,pigs,backyard,meat,1.047e-4
KOR,pigs,backyard,meat,2.2935e-4
KWT,pigs,backyard,meat,2.2239374999999997e-4
LAO,pigs,backyard,meat,1.5705e-4
LBN,pigs,backyard,meat,3.1755e-4
LBR,pigs,backyard,meat,1.479e-4
LBY,pigs,backyard,meat,1.7831249999999998e-4
LCA,pigs,backyard,meat,2.9685e-4
LIE,pigs,backyard,meat,2.5305e-4
LKA,pigs,backyard,meat,3.3195e-4
LSO,pigs,backyard,meat,9.9e-5
LTU,pigs,backyard,meat,2.6894999999999995e-4
LUX,pigs,backyard,meat,2.8424999999999994e-4
LVA,pigs,backyard,meat,2.616e-4
MAC,pigs,backyard,meat,2.16825e-4
MAF,pigs,backyard,meat,2.40711801242236e-4
MAR,pigs,backyard,meat,1.527e-4
MCO,pigs,backyard,meat,2.6413125e-4
MDA,pigs,backyard,meat,2.919e-4
MDG,pigs,backyard,meat,1.1759999999999999e-4
MDV,pigs,backyard,meat,2.2595999999999998e-4
MEX,pigs,backyard,meat,1.9365e-4
MHL,pigs,backyard,meat,2.695e-4
MKD,pigs,backyard,meat,2.5949999999999997e-4
MLI,pigs,backyard,meat,1.6424999999999998e-4
MLT,pigs,backyard,meat,2.5755e-4
MMR,pigs,backyard,meat,1.632e-4
MNE,pigs,backyard,meat,3.2474999999999995e-4
MNG,pigs,backyard,meat,1.9125e-4
MNP,pigs,backyard,meat,2.695e-4
MOZ,pigs,backyard,meat,1.2974999999999998e-4
MRT,pigs,backyard,meat,1.2059999999999998e-4
MSR,pigs,backyard,meat,3.804e-4
MTQ,pigs,backyard,meat,1.7879999999999998e-4
MUS,pigs,backyard,meat,8.145e-5
MWI,pigs,backyard,meat,9.6e-5
MYS,pigs,backyard,meat,3.6359999999999995e-4
MYT,pigs,backyard,meat,1.1449999999999999e-4
NAM,pigs,backyard,meat,1.272e-4
NCL,pigs,backyard,meat,3.7695e-4
NER,pigs,backyard,meat,1.4774999999999999e-4
NFK,pigs,backyard,meat,1.8412500000000002e-4
NGA,pigs,backyard,meat,1.5179999999999998e-4
NIC,pigs,backyard,meat,1.992e-4
NIU,pigs,backyard,meat,3.6885e-4
NLD,pigs,backyard,meat,2.4734999999999997e-4
NOR,pigs,backyard,meat,2.8515e-4
NPL,pigs,backyard,meat,1.959e-4
NRU,pigs,backyard,meat,2.695e-4
NZL,pigs,backyard,meat,1.8449999999999999e-4
OMN,pigs,backyard,meat,2.2239374999999997e-4
PAK,pigs,backyard,meat,2.2595999999999998e-4
PAN,pigs,backyard,meat,2.1615e-4
PCN,pigs,backyard,meat,3.395357142857143e-4
PER,pigs,backyard,meat,2.1075e-4
PHL,pigs,backyard,meat,2.8859999999999997e-4
PLW,pigs,backyard,meat,2.695e-4
PNG,pigs,backyard,meat,4.215e-4
POL,pigs,backyard,meat,2.6175e-4
PRI,pigs,backyard,meat,2.085e-4
PRK,pigs,backyard,meat,2.5935e-4
PRT,pigs,backyard,meat,3.2145e-4
PRY,pigs,backyard,meat,4.0694999999999994e-4
PSE,pigs,backyard,meat,4.4478749999999994e-4
PYF,pigs,backyard,meat,3.5355e-4
QAT,pigs,backyard,meat,2.2239374999999997e-4
REU,pigs,backyard,meat,2.2005e-4
ROU,pigs,backyard,meat,2.3265e-4
RUS,pigs,backyard,meat,2.8890000000000003e-4
RWA,pigs,backyard,meat,9.66e-5
SAU,pigs,backyard,meat,2.4855772058823524e-4
SDN,pigs,backyard,meat,1.7831249999999998e-4
SEN,pigs,backyard,meat,1.2809999999999997e-4
SGP,pigs,backyard,meat,2.4155999999999998e-4
SHN,pigs,backyard,meat,1.57734375e-4
SJM,pigs,backyard,meat,2.8395e-4
SLB,pigs,backyard,meat,3.7755e-4
SLE,pigs,backyard,meat,1.1699999999999998e-4
SLV,pigs,backyard,meat,2.151e-4
SMR,pigs,backyard,meat,2.759375e-4
SOM,pigs,backyard,meat,1.0334999999999999e-4
SPM,pigs,backyard,meat,1.7804999999999996e-4
SRB,pigs,backyard,meat,2.7854999999999997e-4
SSD,pigs,backyard,meat,1.1449999999999999e-4
STP,pigs,backyard,meat,2.5065e-4
SUR,pigs,backyard,meat,2.226e-4
SVK,pigs,backyard,meat,2.871e-4
SVN,pigs,backyard,meat,2.4690000000000004e-4
SWE,pigs,backyard,meat,3.0329999999999995e-4
SWZ,pigs,backyard,meat,9.224999999999999e-5
SXM,pigs,backyard,meat,2.40711801242236e-4
SYC,pigs,backyard,meat,4.905e-5
SYR,pigs,backyard,meat,2.2239374999999997e-4
TCA,pigs,backyard,meat,2.4245714285714282e-4
TCD,pigs,backyard,meat,1.7625e-4
TGO,pigs,backyard,meat,1.2075e-4
THA,pigs,backyard,meat,2.2019999999999999e-4
TJK,pigs,backyard,meat,3.402e-4
TKL,pigs,backyard,meat,3.395357142857143e-4
TKM,pigs,backyard,meat,3.384e-4
TLS,pigs,backyard,meat,2.628e-4
TON,pigs,backyard,meat,2.973e-4
TTO,pigs,backyard,meat,2.0145e-4
TUN,pigs,backyard,meat,2.496e-4
TUR,pigs,backyard,meat,2.6714999999999996e-4
TUV,pigs,backyard,meat,3.9539999999999996e-4
TWN,pigs,backyard,meat,2.16825e-4
TZA,pigs,backyard,meat,1.335e-4
UGA,pigs,backyard,meat,9.465e-5
UKR,pigs,backyard,meat,2.97e-4
URY,pigs,backyard,meat,2.2815000000000002e-4
USA,pigs,backyard,meat,1.605e-4
UZB,pigs,backyard,meat,3.6405e-4
VCT,pigs,backyard,meat,2.1480000000000002e-4
VEN,pigs,backyard,meat,2.103e-4
VGB,pigs,backyard,meat,1.914e-4
VIR,pigs,backyard,meat,1.8989999999999998e-4
VNM,pigs,backyard,meat,1.9634999999999998e-4
VUT,pigs,backyard,meat,4.4715e-4
WLF,pigs,backyard,meat,3.395357142857143e-4
WSM,pigs,backyard,meat,3.924e-4
XKO,pigs,backyard,meat,2.759375e-4
XMI,pigs,backyard,meat,1.7831249999999998e-4
YEM,pigs,backyard,meat,2.2239374999999997e-4
ZAF,pigs,backyard,meat,1.275e-4
ZMB,pigs,backyard,meat,1.2929999999999997e-4
