iso3c,animal,system,product,leach_n_leave_rate
ABW,buffaloes,grassland,meat,0.01524865909090909
AFG,buffaloes,grassland,meat,0.011818285714285713
AGO,buffaloes,grassland,meat,0.009846
AIA,buffaloes,grassland,meat,0.01524865909090909
ALA,buffaloes,grassland,meat,0.015822384615384617
ALB,buffaloes,grassland,meat,0.016722
AND,buffaloes,grassland,meat,0.016722
ARE,buffaloes,grassland,meat,0.013389749999999999
ARG,buffaloes,grassland,meat,0.016221
ARM,buffaloes,grassland,meat,0.013389749999999999
ASM,buffaloes,grassland,meat,0.013030580374924614
ATG,buffaloes,grassland,meat,0.01524865909090909
AUS,buffaloes,grassland,meat,0.013030580374924614
AUT,buffaloes,grassland,meat,0.015822384615384617
AZE,buffaloes,grassland,meat,0.014577
BDI,buffaloes,grassland,meat,0.009846
BEL,buffaloes,grassland,meat,0.015822384615384617
BEN,buffaloes,grassland,meat,0.009846
BES,buffaloes,grassland,meat,0.01524865909090909
BFA,buffaloes,grassland,meat,0.009846
BGD,buffaloes,grassland,meat,0.009732
BGR,buffaloes,grassland,meat,0.015828
BHR,buffaloes,grassland,meat,0.013389749999999999
BHS,buffaloes,grassland,meat,0.01524865909090909
BIH,buffaloes,grassland,meat,0.015801
BLM,buffaloes,grassland,meat,0.01524865909090909
BLR,buffaloes,grassland,meat,0.014383
BLZ,buffaloes,grassland,meat,0.013970999999999999
BMU,buffaloes,grassland,meat,0.017429999999999998
BOL,buffaloes,grassland,meat,0.01597875
BRA,buffaloes,grassland,meat,0.015825
BRB,buffaloes,grassland,meat,0.01524865909090909
BRN,buffaloes,grassland,meat,0.009909000000000001
BTN,buffaloes,grassland,meat,0.012342
BWA,buffaloes,grassland,meat,0.009846
CAF,buffaloes,grassland,meat,0.009846
CAN,buffaloes,grassland,meat,0.017429999999999998
CCK,buffaloes,grassland,meat,0.013030580374924614
CHE,buffaloes,grassland,meat,0.015822384615384617
CHL,buffaloes,grassland,meat,0.01597875
CHN,buffaloes,grassland,meat,0.009408
CIV,buffaloes,grassland,meat,0.009846
CMR,buffaloes,grassland,meat,0.009846
COD,buffaloes,grassland,meat,0.009846
COG,buffaloes,grassland,meat,0.009846
COK,buffaloes,grassland,meat,0.013030580374924614
COL,buffaloes,grassland,meat,0.015753
COM,buffaloes,grassland,meat,0.009846
CPV,buffaloes,grassland,meat,0.009846
CRI,buffaloes,grassland,meat,0.013970999999999999
CUB,buffaloes,grassland,meat,0.01524865909090909
CUW,buffaloes,grassland,meat,0.01524865909090909
CXR,buffaloes,grassland,meat,0.013030580374924614
CYM,buffaloes,grassland,meat,0.01524865909090909
CYP,buffaloes,grassland,meat,0.013389749999999999
CZE,buffaloes,grassland,meat,0.014383
DEU,buffaloes,grassland,meat,0.015822384615384617
DJI,buffaloes,grassland,meat,0.009846
DMA,buffaloes,grassland,meat,0.01524865909090909
DNK,buffaloes,grassland,meat,0.015822384615384617
DOM,buffaloes,grassland,meat,0.01524865909090909
DZA,buffaloes,grassland,meat,0.009846
ECU,buffaloes,grassland,meat,0.01597875
EGY,buffaloes,grassland,meat,0.009846
ERI,buffaloes,grassland,meat,0.009846
ESH,buffaloes,grassland,meat,0.009846
ESP,buffaloes,grassland,meat,0.016722
EST,buffaloes,grassland,meat,0.015822384615384617
ETH,buffaloes,grassland,meat,0.009846
FIN,buffaloes,grassland,meat,0.015822384615384617
FJI,buffaloes,grassland,meat,0.013030580374924614
FLK,buffaloes,grassland,meat,0.01597875
FRA,buffaloes,grassland,meat,0.015822384615384617
FRO,buffaloes,grassland,meat,0.015822384615384617
FSM,buffaloes,grassland,meat,0.013030580374924614
GAB,buffaloes,grassland,meat,0.009846
GBR,buffaloes,grassland,meat,0.015822384615384617
GEO,buffaloes,grassland,meat,0.013725
GGY,buffaloes,grassland,meat,0.015822384615384617
GHA,buffaloes,grassland,meat,0.009846
GIB,buffaloes,grassland,meat,0.016722
GIN,buffaloes,grassland,meat,0.009846
GLP,buffaloes,grassland,meat,0.01524865909090909
GMB,buffaloes,grassland,meat,0.009846
GNB,buffaloes,grassland,meat,0.009846
GNQ,buffaloes,grassland,meat,0.009846
GRC,buffaloes,grassland,meat,0.016722
GRD,buffaloes,grassland,meat,0.01524865909090909
GRL,buffaloes,grassland,meat,0.017429999999999998
GTM,buffaloes,grassland,meat,0.013970999999999999
GUF,buffaloes,grassland,meat,0.01597875
GUM,buffaloes,grassland,meat,0.013030580374924614
GUY,buffaloes,grassland,meat,0.01597875
HKG,buffaloes,grassland,meat,0.010191
HND,buffaloes,grassland,meat,0.013970999999999999
HRV,buffaloes,grassland,meat,0.016722
HTI,buffaloes,grassland,meat,0.01524865909090909
