iso3c,animal,system,product,leach_n_leave_rate
ABW,goats,grassland,milk,8.8025e-4
AFG,goats,grassland,milk,0.001185
AGO,goats,grassland,milk,8.55e-4
AIA,goats,grassland,milk,8.8025e-4
ALA,goats,grassland,milk,0.0017665
ALB,goats,grassland,milk,0.001527
AND,goats,grassland,milk,0.0015929999999999998
ARE,goats,grassland,milk,0.001095
ARG,goats,grassland,milk,0.001269
ARM,goats,grassland,milk,0.001251
ASM,goats,grassland,milk,0.0015214999999999998
ATG,goats,grassland,milk,8.8025e-4
AUS,goats,grassland,milk,0.001602
AUT,goats,grassland,milk,0.0019769999999999996
AZE,goats,grassland,milk,9.18e-4
BDI,goats,grassland,milk,6.33e-4
BEL,goats,grassland,milk,0.0012419999999999998
BEN,goats,grassland,milk,0.001302
BES,goats,grassland,milk,8.753478260869565e-4
BFA,goats,grassland,milk,7.68e-4
BGD,goats,grassland,milk,8.879999999999999e-4
BGR,goats,grassland,milk,0.001449
BHR,goats,grassland,milk,8.399999999999999e-4
BHS,goats,grassland,milk,0.001137
BIH,goats,grassland,milk,0.0014159999999999997
BLM,goats,grassland,milk,8.753478260869565e-4
BLR,goats,grassland,milk,0.002163
BLZ,goats,grassland,milk,9.75e-4
BMU,goats,grassland,milk,0.001716
BOL,goats,grassland,milk,0.001107
BRA,goats,grassland,milk,9.149999999999999e-4
BRB,goats,grassland,milk,8.8025e-4
BRN,goats,grassland,milk,5.459999999999999e-4
BTN,goats,grassland,milk,9.06e-4
BWA,goats,grassland,milk,0.0010769999999999998
CAF,goats,grassland,milk,8.100000000000001e-4
CAN,goats,grassland,milk,0.001569
CCK,goats,grassland,milk,0.0017039999999999998
CHE,goats,grassland,milk,0.001971
CHL,goats,grassland,milk,0.001122
CHN,goats,grassland,milk,7.529999999999999e-4
CIV,goats,grassland,milk,7.56e-4
CMR,goats,grassland,milk,7.709999999999999e-4
COD,goats,grassland,milk,8.13e-4
COG,goats,grassland,milk,8.13e-4
COK,goats,grassland,milk,0.0015214999999999998
COL,goats,grassland,milk,0.001011
COM,goats,grassland,milk,3.63e-4
CPV,goats,grassland,milk,7.445625e-4
CRI,goats,grassland,milk,8.759999999999999e-4
