iso3c,animal,system,product,leach_n_leave_rate
MAR,pigs,industrial,meat,0
MCO,pigs,industrial,meat,0
MDA,pigs,industrial,meat,0
MDG,pigs,industrial,meat,0
MDV,pigs,industrial,meat,0
MEX,pigs,industrial,meat,0
MHL,pigs,industrial,meat,0
MKD,pigs,industrial,meat,0
MLI,pigs,industrial,meat,0
MLT,pigs,industrial,meat,0
MMR,pigs,industrial,meat,0
MNE,pigs,industrial,meat,0
MNG,pigs,industrial,meat,0
MNP,pigs,industrial,meat,0
MOZ,pigs,industrial,meat,0
MRT,pigs,industrial,meat,0
MSR,pigs,industrial,meat,0
MTQ,pigs,industrial,meat,0
MUS,pigs,industrial,meat,0
MWI,pigs,industrial,meat,0
MYS,pigs,industrial,meat,0
MYT,pigs,industrial,meat,0
NAM,pigs,industrial,meat,0
NCL,pigs,industrial,meat,0
NER,pigs,industrial,meat,0
NFK,pigs,industrial,meat,0
NGA,pigs,industrial,meat,0
NIC,pigs,industrial,meat,0
NIU,pigs,industrial,meat,0
NLD,pigs,industrial,meat,0
NOR,pigs,industrial,meat,0
NPL,pigs,industrial,meat,0
NRU,pigs,industrial,meat,0
NZL,pigs,industrial,meat,0
OMN,pigs,industrial,meat,0
PAK,pigs,industrial,meat,0
PAN,pigs,industrial,meat,0
PCN,pigs,industrial,meat,0
PER,pigs,industrial,meat,0
PHL,pigs,industrial,meat,0
PLW,pigs,industrial,meat,0
PNG,pigs,industrial,meat,0
POL,pigs,industrial,meat,0
PRI,pigs,industrial,meat,0
PRK,pigs,industrial,meat,0
PRT,pigs,industrial,meat,0
PRY,pigs,industrial,meat,0
PSE,pigs,industrial,meat,0
PYF,pigs,industrial,meat,0
QAT,pigs,industrial,meat,0
REU,pigs,industrial,meat,0
ROU,pigs,industrial,meat,0
RUS,pigs,industrial,meat,0
RWA,pigs,industrial,meat,0
SAU,pigs,industrial,meat,0
SDN,pigs,industrial,meat,0
SEN,pigs,industrial,meat,0
SGP,pigs,industrial,meat,0
SHN,pigs,industrial,meat,0
SJM,pigs,industrial,meat,0
SLB,pigs,industrial,meat,0
SLE,pigs,industrial,meat,0
SLV,pigs,industrial,meat,0
SMR,pigs,industrial,meat,0
SOM,pigs,industrial,meat,0
SPM,pigs,industrial,meat,0
SRB,pigs,industrial,meat,0
SSD,pigs,industrial,meat,0
STP,pigs,industrial,meat,0
SUR,pigs,industrial,meat,0
SVK,pigs,industrial,meat,0
SVN,pigs,industrial,meat,0
SWE,pigs,industrial,meat,0
SWZ,pigs,industrial,meat,0
SXM,pigs,industrial,meat,0
SYC,pigs,industrial,meat,0
SYR,pigs,industrial,meat,0
TCA,pigs,industrial,meat,0
TCD,pigs,industrial,meat,0
TGO,pigs,industrial,meat,0
THA,pigs,industrial,meat,0
TJK,pigs,industrial,meat,0
TKL,pigs,industrial,meat,0
TKM,pigs,industrial,meat,0
TLS,pigs,industrial,meat,0
TON,pigs,industrial,meat,0
TTO,pigs,industrial,meat,0
TUN,pigs,industrial,meat,0
TUR,pigs,industrial,meat,0
TUV,pigs,industrial,meat,0
TWN,pigs,industrial,meat,0
TZA,pigs,industrial,meat,0
UGA,pigs,industrial,meat,0
UKR,pigs,industrial,meat,0
URY,pigs,industrial,meat,0
USA,pigs,industrial,meat,0
UZB,pigs,industrial,meat,0
VCT,pigs,industrial,meat,0
VEN,pigs,industrial,meat,0
VGB,pigs,industrial,meat,0
VIR,pigs,industrial,meat,0
VNM,pigs,industrial,meat,0
VUT,pigs,industrial,meat,0
WLF,pigs,industrial,meat,0
WSM,pigs,industrial,meat,0
XKO,pigs,industrial,meat,0
XMI,pigs,industrial,meat,0
YEM,pigs,industrial,meat,0
ZAF,pigs,industrial,meat,0
ZMB,pigs,industrial,meat,0
ZWE,pigs,industrial,meat,0
