iso3c,animal,system,product,leach_n_leave_rate
ABW,pigs,industrial,meat,0
AFG,pigs,industrial,meat,0
AGO,pigs,industrial,meat,0
AIA,pigs,industrial,meat,0
ALA,pigs,industrial,meat,0
ALB,pigs,industrial,meat,0
AND,pigs,industrial,meat,0
ARE,pigs,industrial,meat,0
ARG,pigs,industrial,meat,0
ARM,pigs,industrial,meat,0
ASM,pigs,industrial,meat,0
ATG,pigs,industrial,meat,0
AUS,pigs,industrial,meat,0
AUT,pigs,industrial,meat,0
AZE,pigs,industrial,meat,0
BDI,pigs,industrial,meat,0
BEL,pigs,industrial,meat,0
BEN,pigs,industrial,meat,0
BES,pigs,industrial,meat,0
BFA,pigs,industrial,meat,0
BGD,pigs,industrial,meat,0
BGR,pigs,industrial,meat,0
BHR,pigs,industrial,meat,0
BHS,pigs,industrial,meat,0
BIH,pigs,industrial,meat,0
BLM,pigs,industrial,meat,0
BLR,pigs,industrial,meat,0
BLZ,pigs,industrial,meat,0
BMU,pigs,industrial,meat,0
BOL,pigs,industrial,meat,0
BRA,pigs,industrial,meat,0
BRB,pigs,industrial,meat,0
BRN,pigs,industrial,meat,0
BTN,pigs,industrial,meat,0
BWA,pigs,industrial,meat,0
CAF,pigs,industrial,meat,0
CAN,pigs,industrial,meat,0
CCK,pigs,industrial,meat,0
CHE,pigs,industrial,meat,0
CHL,pigs,industrial,meat,0
CHN,pigs,industrial,meat,0
CIV,pigs,industrial,meat,0
CMR,pigs,industrial,meat,0
COD,pigs,industrial,meat,0
COG,pigs,industrial,meat,0
COK,pigs,industrial,meat,0
COL,pigs,industrial,meat,0
COM,pigs,industrial,meat,0
CPV,pigs,industrial,meat,0
CRI,pigs,industrial,meat,0
CUB,pigs,industrial,meat,0
CUW,pigs,industrial,meat,0
CXR,pigs,industrial,meat,0
CYM,pigs,industrial,meat,0
CYP,pigs,industrial,meat,0
CZE,pigs,industrial,meat,0
DEU,pigs,industrial,meat,0
DJI,pigs,industrial,meat,0
DMA,pigs,industrial,meat,0
DNK,pigs,industrial,meat,0
DOM,pigs,industrial,meat,0
DZA,pigs,industrial,meat,0
ECU,pigs,industrial,meat,0
EGY,pigs,industrial,meat,0
ERI,pigs,industrial,meat,0
ESH,pigs,industrial,meat,0
ESP,pigs,industrial,meat,0
EST,pigs,industrial,meat,0
ETH,pigs,industrial,meat,0
FIN,pigs,industrial,meat,0
FJI,pigs,industrial,meat,0
FLK,pigs,industrial,meat,0
FRA,pigs,industrial,meat,0
FRO,pigs,industrial,meat,0
FSM,pigs,industrial,meat,0
GAB,pigs,industrial,meat,0
GBR,pigs,industrial,meat,0
GEO,pigs,industrial,meat,0
GGY,pigs,industrial,meat,0
GHA,pigs,industrial,meat,0
GIB,pigs,industrial,meat,0
GIN,pigs,industrial,meat,0
GLP,pigs,industrial,meat,0
GMB,pigs,industrial,meat,0
GNB,pigs,industrial,meat,0
GNQ,pigs,industrial,meat,0
GRC,pigs,industrial,meat,0
GRD,pigs,industrial,meat,0
GRL,pigs,industrial,meat,0
GTM,pigs,industrial,meat,0
GUF,pigs,industrial,meat,0
GUM,pigs,industrial,meat,0
GUY,pigs,industrial,meat,0
HKG,pigs,industrial,meat,0
HND,pigs,industrial,meat,0
HRV,pigs,industrial,meat,0
HTI,pigs,industrial,meat,0
HUN,pigs,industrial,meat,0
IDN,pigs,industrial,meat,0
IMN,pigs,industrial,meat,0
IND,pigs,industrial,meat,0
IOT,pigs,industrial,meat,0
IRL,pigs,industrial,meat,0
IRN,pigs,industrial,meat,0
IRQ,pigs,industrial,meat,0
ISL,pigs,industrial,meat,0
ISR,pigs,industrial,meat,0
ITA,pigs,industrial,meat,0
JAM,pigs,industrial,meat,0
JEY,pigs,industrial,meat,0
JOR,pigs,industrial,meat,0
JPN,pigs,industrial,meat,0
KAZ,pigs,industrial,meat,0
KEN,pigs,industrial,meat,0
KGZ,pigs,industrial,meat,0
KHM,pigs,industrial,meat,0
KIR,pigs,industrial,meat,0
KNA,pigs,industrial,meat,0
KOR,pigs,industrial,meat,0
KWT,pigs,industrial,meat,0
LAO,pigs,industrial,meat,0
LBN,pigs,industrial,meat,0
LBR,pigs,industrial,meat,0
LBY,pigs,industrial,meat,0
LCA,pigs,industrial,meat,0
LIE,pigs,industrial,meat,0
LKA,pigs,industrial,meat,0
LSO,pigs,industrial,meat,0
LTU,pigs,industrial,meat,0
LUX,pigs,industrial,meat,0
LVA,pigs,industrial,meat,0
MAC,pigs,industrial,meat,0
MAF,pigs,industrial,meat,0
