iso3c,animal,system,product,leach_n_leave_rate
ABW,goats,mixed,milk,4.40125e-4
AFG,goats,mixed,milk,5.925e-4
AGO,goats,mixed,milk,4.275e-4
AIA,goats,mixed,milk,4.40125e-4
ALA,goats,mixed,milk,0.0012250116666666668
ALB,goats,mixed,milk,0.00109944
AND,goats,mixed,milk,0.0011469599999999998
ARE,goats,mixed,milk,5.475e-4
ARG,goats,mixed,milk,6.345e-4
ARM,goats,mixed,milk,6.255e-4
ASM,goats,mixed,milk,0.0015214999999999998
ATG,goats,mixed,milk,4.40125e-4
AUS,goats,mixed,milk,0.001602
AUT,goats,mixed,milk,7.3149e-4
AZE,goats,mixed,milk,4.59e-4
BDI,goats,mixed,milk,3.165e-4
BEL,goats,mixed,milk,4.5954e-4
BEN,goats,mixed,milk,6.51e-4
BES,goats,mixed,milk,4.3767391304347825e-4
BFA,goats,mixed,milk,3.84e-4
BGD,goats,mixed,milk,4.4399999999999995e-4
BGR,goats,mixed,milk,7.245e-4
BHR,goats,mixed,milk,4.1999999999999996e-4
BHS,goats,mixed,milk,5.685e-4
BIH,goats,mixed,milk,0.0010195199999999997
BLM,goats,mixed,milk,4.3767391304347825e-4
BLR,goats,mixed,milk,5.1912e-4
BLZ,goats,mixed,milk,4.875e-4
BMU,goats,mixed,milk,0.001716
BOL,goats,mixed,milk,5.535e-4
BRA,goats,mixed,milk,4.5749999999999995e-4
BRB,goats,mixed,milk,4.40125e-4
BRN,goats,mixed,milk,2.7299999999999997e-4
BTN,goats,mixed,milk,4.53e-4
BWA,goats,mixed,milk,5.384999999999999e-4
CAF,goats,mixed,milk,4.0500000000000003e-4
CAN,goats,mixed,milk,8.786400000000001e-4
CCK,goats,mixed,milk,0.0017039999999999998
CHE,goats,mixed,milk,3.942e-4
CHL,goats,mixed,milk,5.61e-4
CHN,goats,mixed,milk,3.7649999999999994e-4
CIV,goats,mixed,milk,3.78e-4
CMR,goats,mixed,milk,3.8549999999999994e-4
COD,goats,mixed,milk,4.065e-4
COG,goats,mixed,milk,4.065e-4
COK,goats,mixed,milk,0.0015214999999999998
COL,goats,mixed,milk,5.055e-4
COM,goats,mixed,milk,1.815e-4
CPV,goats,mixed,milk,3.7228125e-4
CRI,goats,mixed,milk,4.3799999999999997e-4
CUB,goats,mixed,milk,4.3199999999999993e-4
CUW,goats,mixed,milk,4.3767391304347825e-4
CXR,goats,mixed,milk,0.0017039999999999998
CYM,goats,mixed,milk,4.40125e-4
CYP,goats,mixed,milk,5.49e-4
CZE,goats,mixed,milk,0.0011025
DEU,goats,mixed,milk,5.7792e-4
DJI,goats,mixed,milk,3.96e-4
DMA,goats,mixed,milk,5.475e-4
DNK,goats,mixed,milk,0.001289545
DOM,goats,mixed,milk,4.5e-4
DZA,goats,mixed,milk,3.63e-4
ECU,goats,mixed,milk,4.89e-4
EGY,goats,mixed,milk,2.535e-4
ERI,goats,mixed,milk,3.99e-4
ESH,goats,mixed,milk,3.5075e-4
ESP,goats,mixed,milk,0.0016932
EST,goats,mixed,milk,0.0018
ETH,goats,mixed,milk,3.975e-4
FIN,goats,mixed,milk,4.0689000000000003e-4
FJI,goats,mixed,milk,0.001339
FLK,goats,mixed,milk,5.207307692307692e-4
FRA,goats,mixed,milk,5.5264875e-4
FRO,goats,mixed,milk,0.00169584
FSM,goats,mixed,milk,0.0015214999999999998
GAB,goats,mixed,milk,3.96e-4
GBR,goats,mixed,milk,0.00169584
GEO,goats,mixed,milk,4.785e-4
GGY,goats,mixed,milk,0.0010599000000000001
GHA,goats,mixed,milk,3.5850000000000004e-4
GIB,goats,mixed,milk,0.0011913771428571428
GIN,goats,mixed,milk,4.005e-4
GLP,goats,mixed,milk,1.9649999999999998e-4
GMB,goats,mixed,milk,3.51e-4
GNB,goats,mixed,milk,3.15e-4
GNQ,goats,mixed,milk,3.9e-4
GRC,goats,mixed,milk,0.0015
GRD,goats,mixed,milk,4.40125e-4
GRL,goats,mixed,milk,0.001716
GTM,goats,mixed,milk,4.8449999999999996e-4
GUF,goats,mixed,milk,5.13e-4
GUM,goats,mixed,milk,0.0015214999999999998
GUY,goats,mixed,milk,4.785e-4
HKG,goats,mixed,milk,4.427999999999999e-4
HND,goats,mixed,milk,4.77e-4
HRV,goats,mixed,milk,0.0012333599999999998
HTI,goats,mixed,milk,3.75e-4
HUN,goats,mixed,milk,5.424e-4
IDN,goats,mixed,milk,6.345e-4
IMN,goats,mixed,milk,0.00169584
IND,goats,mixed,milk,8.13e-4
IOT,goats,mixed,milk,4.074e-4
IRL,goats,mixed,milk,0.0015179999999999998
IRN,goats,mixed,milk,5.055e-4
IRQ,goats,mixed,milk,4.965e-4
ISL,goats,mixed,milk,7.419300000000001e-4
ISR,goats,mixed,milk,5.685e-4
ITA,goats,mixed,milk,0.0012312
JAM,goats,mixed,milk,6.66e-4
JEY,goats,mixed,milk,0.0010599000000000001
JOR,goats,mixed,milk,4.74e-4
JPN,goats,mixed,milk,4.17e-4
KAZ,goats,mixed,milk,4.6649999999999996e-4
KEN,goats,mixed,milk,5.325e-4
KGZ,goats,mixed,milk,4.53e-4
KHM,goats,mixed,milk,4.6094999999999996e-4
KIR,goats,mixed,milk,0.0015214999999999998
KNA,goats,mixed,milk,4.40125e-4
KOR,goats,mixed,milk,4.065e-4
KWT,goats,mixed,milk,5.16e-4
LAO,goats,mixed,milk,5.13e-4
LBN,goats,mixed,milk,5.625e-4
LBR,goats,mixed,milk,3.615e-4
LBY,goats,mixed,milk,3.525e-4
LCA,goats,mixed,milk,3.72e-4
LIE,goats,mixed,milk,4.6509000000000003e-4
LKA,goats,mixed,milk,5.28e-4
LSO,goats,mixed,milk,4.86e-4
LTU,goats,mixed,milk,0.0011970000000000001
LUX,goats,mixed,milk,7.884e-4
LVA,goats,mixed,milk,8.526900000000001e-4
MAC,goats,mixed,milk,4.427999999999999e-4
MAF,goats,mixed,milk,4.3767391304347825e-4
MAR,goats,mixed,milk,2.775e-4
MCO,goats,mixed,milk,5.9829e-4
MDA,goats,mixed,milk,6.734999999999999e-4
MDG,goats,mixed,milk,4.68e-4
MDV,goats,mixed,milk,4.6706250000000003e-4
MEX,goats,mixed,milk,4.95e-4
MHL,goats,mixed,milk,0.0015214999999999998
