iso3c,animal,system,product,leach_n_leave_rate
ABW,cows,mixed,meat,0.0033674025
AFG,cows,mixed,meat,0.0031842
AGO,cows,mixed,meat,0.0024172499999999997
AIA,cows,mixed,meat,0.0033674025
ALA,cows,mixed,meat,0.007584046560068885
ALB,cows,mixed,meat,0.0028030200000000003
AND,cows,mixed,meat,0.008837324999999998
ARE,cows,mixed,meat,0.0023062499999999997
ARG,cows,mixed,meat,0.00463122
ARM,cows,mixed,meat,0.003342
ASM,cows,mixed,meat,0.013975875
ATG,cows,mixed,meat,0.0033674025
AUS,cows,mixed,meat,0.014472
AUT,cows,mixed,meat,0.0018150949318674042
AZE,cows,mixed,meat,0.0035130000000000005
BDI,cows,mixed,meat,0.0019822499999999996
BEL,cows,mixed,meat,0.008284464
BEN,cows,mixed,meat,0.0024007499999999997
BES,cows,mixed,meat,0.003356702608695652
BFA,cows,mixed,meat,0.00263325
BGD,cows,mixed,meat,0.0028772999999999997
BGR,cows,mixed,meat,0.0031983600000000004
BHR,cows,mixed,meat,0.00257175
BHS,cows,mixed,meat,0.0038253600000000003
BIH,cows,mixed,meat,0.0014935049999999998
BLM,cows,mixed,meat,0.003356702608695652
BLR,cows,mixed,meat,0.0016937999999999996
BLZ,cows,mixed,meat,0.0034600500000000005
BMU,cows,mixed,meat,0.0170505
BOL,cows,mixed,meat,0.0045936
BRA,cows,mixed,meat,0.0043064999999999996
BRB,cows,mixed,meat,0.0033674025
BRN,cows,mixed,meat,0.002067
BTN,cows,mixed,meat,0.0030185999999999998
BWA,cows,mixed,meat,0.0019995
CAF,cows,mixed,meat,0.00261
CAN,cows,mixed,meat,0.007531199999999999
CCK,cows,mixed,meat,0.015487499999999998
CHE,cows,mixed,meat,0.0037089000000000002
CHL,cows,mixed,meat,0.00455004
CHN,cows,mixed,meat,0.0029962499999999998
CIV,cows,mixed,meat,0.00251625
CMR,cows,mixed,meat,0.00229425
COD,cows,mixed,meat,0.0019695
COG,cows,mixed,meat,0.00217575
COK,cows,mixed,meat,0.013975875
COL,cows,mixed,meat,0.00438174
COM,cows,mixed,meat,0.00194625
CPV,cows,mixed,meat,0.002303109375
CRI,cows,mixed,meat,0.00441243
CUB,cows,mixed,meat,0.00273537
CUW,cows,mixed,meat,0.003356702608695652
CXR,cows,mixed,meat,0.015487499999999998
CYM,cows,mixed,meat,0.0033674025
CYP,cows,mixed,meat,0.0028267499999999994
CZE,cows,mixed,meat,0.0055004400000000005
DEU,cows,mixed,meat,0.002826063
DJI,cows,mixed,meat,0.002094
DMA,cows,mixed,meat,0.00395406
DNK,cows,mixed,meat,0.00532575831894057
DOM,cows,mixed,meat,0.00325017
DZA,cows,mixed,meat,0.001725
ECU,cows,mixed,meat,0.00427086
EGY,cows,mixed,meat,0.0018337499999999999
ERI,cows,mixed,meat,0.00211725
ESH,cows,mixed,meat,0.0012779999999999998
ESP,cows,mixed,meat,0.008998289999999999
EST,cows,mixed,meat,0.0055784400000000005
ETH,cows,mixed,meat,0.00233625
FIN,cows,mixed,meat,0.007584046560068885
FJI,cows,mixed,meat,0.01246425
FLK,cows,mixed,meat,0.004265986153846154
FRA,cows,mixed,meat,0.007045793999999999
FRO,cows,mixed,meat,0.009509136000000001
FSM,cows,mixed,meat,0.013975875
GAB,cows,mixed,meat,0.0024224999999999997
GBR,cows,mixed,meat,0.00931392
GEO,cows,mixed,meat,0.003159
GGY,cows,mixed,meat,0.009509136000000001
GHA,cows,mixed,meat,0.00244275
GIB,cows,mixed,meat,0.003827622178571428
GIN,cows,mixed,meat,0.00242925
GLP,cows,mixed,meat,0.0033095700000000004
GMB,cows,mixed,meat,0.0023265
GNB,cows,mixed,meat,0.0021975
GNQ,cows,mixed,meat,0.0018247499999999998
GRC,cows,mixed,meat,0.004929210000000001
GRD,cows,mixed,meat,0.0033674025
GRL,cows,mixed,meat,0.0170505
GTM,cows,mixed,meat,0.00349767
GUF,cows,mixed,meat,0.00351846
GUM,cows,mixed,meat,0.013975875
GUY,cows,mixed,meat,0.0041807699999999995
HKG,cows,mixed,meat,0.0019215
HND,cows,mixed,meat,0.004012470000000001
HRV,cows,mixed,meat,0.001577394
HTI,cows,mixed,meat,0.0032689800000000003
HUN,cows,mixed,meat,0.0026937
IDN,cows,mixed,meat,0.002298
IMN,cows,mixed,meat,0.009509136000000001
IND,cows,mixed,meat,0.0062046
IOT,cows,mixed,meat,0.00229471875
IRL,cows,mixed,meat,0.011526200855357143
IRN,cows,mixed,meat,0.0030618
IRQ,cows,mixed,meat,0.002316
ISL,cows,mixed,meat,0.0064148933333333345
ISR,cows,mixed,meat,0.005538749999999999
ITA,cows,mixed,meat,3.921e-4
JAM,cows,mixed,meat,0.00318285
JEY,cows,mixed,meat,0.009509136000000001
JOR,cows,mixed,meat,0.0028125
JPN,cows,mixed,meat,0.0041670000000000006
KAZ,cows,mixed,meat,0.0046149599999999995
KEN,cows,mixed,meat,0.0026609999999999997
KGZ,cows,mixed,meat,0.00449652
KHM,cows,mixed,meat,0.00223575
KIR,cows,mixed,meat,0.013975875
