iso3c,animal,system,product,leach_n_leave_rate
DOM,sheep,mixed,meat,6.149999999999999e-4
DZA,sheep,mixed,meat,4.8449999999999996e-4
ECU,sheep,mixed,meat,5.729999999999999e-4
EGY,sheep,mixed,meat,3.5850000000000004e-4
ERI,sheep,mixed,meat,4.8449999999999996e-4
ESH,sheep,mixed,meat,3.044999999999999e-4
ESP,sheep,mixed,meat,0.0012126300000000001
EST,sheep,mixed,meat,0.001404
ETH,sheep,mixed,meat,4.1549999999999996e-4
FIN,sheep,mixed,meat,4.1283000000000004e-4
FJI,sheep,mixed,meat,0.001629
FLK,sheep,mixed,meat,7.319999999999999e-4
FRA,sheep,mixed,meat,6.354028125e-4
FRO,sheep,mixed,meat,0.0013229999999999997
FSM,sheep,mixed,meat,0.0017595
GAB,sheep,mixed,meat,4.755e-4
GBR,sheep,mixed,meat,0.0013229999999999997
GEO,sheep,mixed,meat,6.06e-4
GGY,sheep,mixed,meat,8.268749999999999e-4
GHA,sheep,mixed,meat,4.065e-4
GIB,sheep,mixed,meat,0.0011054721428571427
GIN,sheep,mixed,meat,4.785e-4
GLP,sheep,mixed,meat,2.79e-4
GMB,sheep,mixed,meat,4.725e-4
GNB,sheep,mixed,meat,2.535e-4
GNQ,sheep,mixed,meat,4.785e-4
GRC,sheep,mixed,meat,0.001545
GRD,sheep,mixed,meat,5.765e-4
GRL,sheep,mixed,meat,0.0019424999999999998
GTM,sheep,mixed,meat,6.464999999999999e-4
GUF,sheep,mixed,meat,7.365000000000001e-4
GUM,sheep,mixed,meat,0.0017595
GUY,sheep,mixed,meat,7.005e-4
HKG,sheep,mixed,meat,1.9649999999999998e-4
HND,sheep,mixed,meat,6.749999999999999e-4
HRV,sheep,mixed,meat,0.0010367999999999998
HTI,sheep,mixed,meat,5.715e-4
HUN,sheep,mixed,meat,4.919999999999999e-4
IDN,sheep,mixed,meat,4.875e-4
IMN,sheep,mixed,meat,0.0013229999999999997
IND,sheep,mixed,meat,8.249999999999999e-4
IOT,sheep,mixed,meat,4.393125e-4
IRL,sheep,mixed,meat,0.0013830000000000001
IRN,sheep,mixed,meat,5.039999999999999e-4
IRQ,sheep,mixed,meat,5.715e-4
ISL,sheep,mixed,meat,5.788125e-4
ISR,sheep,mixed,meat,6.51e-4
ITA,sheep,mixed,meat,0.0014175000000000001
JAM,sheep,mixed,meat,6.494999999999999e-4
JEY,sheep,mixed,meat,8.268749999999999e-4
JOR,sheep,mixed,meat,6.06e-4
JPN,sheep,mixed,meat,5.085000000000001e-4
KAZ,sheep,mixed,meat,6.855e-4
KEN,sheep,mixed,meat,4.8e-4
KGZ,sheep,mixed,meat,6.630000000000001e-4
KHM,sheep,mixed,meat,3.6750000000000004e-4
KIR,sheep,mixed,meat,0.0017595
KNA,sheep,mixed,meat,5.765e-4
KOR,sheep,mixed,meat,5.265e-4
KWT,sheep,mixed,meat,5.94e-4
LAO,sheep,mixed,meat,3.5699999999999995e-4
LBN,sheep,mixed,meat,6.42e-4
LBR,sheep,mixed,meat,3.8849999999999996e-4
LBY,sheep,mixed,meat,4.23e-4
LCA,sheep,mixed,meat,5.055e-4
LIE,sheep,mixed,meat,5.9829e-4
LKA,sheep,mixed,meat,3.4649999999999997e-4
LSO,sheep,mixed,meat,3.7949999999999995e-4
LTU,sheep,mixed,meat,8.154e-4
LUX,sheep,mixed,meat,0.0012473999999999999
LVA,sheep,mixed,meat,5.727600000000001e-4
MAC,sheep,mixed,meat,4.959999999999999e-4
MAF,sheep,mixed,meat,5.722173913043477e-4
MAR,sheep,mixed,meat,4.095e-4
MCO,sheep,mixed,meat,6.202125e-4
MDA,sheep,mixed,meat,6.36e-4
MDG,sheep,mixed,meat,5.055e-4
MDV,sheep,mixed,meat,4.98375e-4
MEX,sheep,mixed,meat,6.36e-4
MHL,sheep,mixed,meat,0.0017595
MKD,sheep,mixed,meat,0.0010389599999999998
MLI,sheep,mixed,meat,5.025e-4
MLT,sheep,mixed,meat,0.0011275199999999997
MMR,sheep,mixed,meat,4.514999999999999e-4
MNE,sheep,mixed,meat,0.00103248
MNG,sheep,mixed,meat,6.494999999999999e-4
MNP,sheep,mixed,meat,0.0017595
MOZ,sheep,mixed,meat,5.16e-4
MRT,sheep,mixed,meat,4.6499999999999997e-4
MSR,sheep,mixed,meat,5.765e-4
MTQ,sheep,mixed,meat,6.194999999999999e-4
MUS,sheep,mixed,meat,4.393125e-4
MWI,sheep,mixed,meat,4.53e-4
MYS,sheep,mixed,meat,4.3499999999999995e-4
MYT,sheep,mixed,meat,1.5600000000000002e-4
NAM,sheep,mixed,meat,3.8700000000000003e-4
NCL,sheep,mixed,meat,0.001629
NER,sheep,mixed,meat,4.904999999999999e-4
NFK,sheep,mixed,meat,0.00189
NGA,sheep,mixed,meat,4.005e-4
NIC,sheep,mixed,meat,6.180000000000001e-4
NIU,sheep,mixed,meat,0.0017595
NLD,sheep,mixed,meat,5.705399999999999e-4
NOR,sheep,mixed,meat,8.064000000000001e-4
NPL,sheep,mixed,meat,6.42e-4
NRU,sheep,mixed,meat,0.0017595
NZL,sheep,mixed,meat,0.00189
OMN,sheep,mixed,meat,6.45e-4
PAK,sheep,mixed,meat,4.965e-4
PAN,sheep,mixed,meat,7.170000000000001e-4
PCN,sheep,mixed,meat,0.0017595
PER,sheep,mixed,meat,6.149999999999999e-4
PHL,sheep,mixed,meat,2.8799999999999995e-4
PLW,sheep,mixed,meat,0.0017595
PNG,sheep,mixed,meat,0.001629
POL,sheep,mixed,meat,1.272e-4
PRI,sheep,mixed,meat,6.689999999999999e-4
PRK,sheep,mixed,meat,4.904999999999999e-4
PRT,sheep,mixed,meat,0.0011856000000000002
PRY,sheep,mixed,meat,7.305e-4
PSE,sheep,mixed,meat,0.001257
PYF,sheep,mixed,meat,0.0017595
QAT,sheep,mixed,meat,6.464999999999999e-4
REU,sheep,mixed,meat,4.393125e-4
ROU,sheep,mixed,meat,0.00124752
RUS,sheep,mixed,meat,2.1978e-4
RWA,sheep,mixed,meat,3.3449999999999994e-4
SAU,sheep,mixed,meat,5.955e-4
SDN,sheep,mixed,meat,4.01e-4
SEN,sheep,mixed,meat,4.8300000000000003e-4
SGP,sheep,mixed,meat,5.52e-4
SHN,sheep,mixed,meat,2.1449999999999998e-4
SJM,sheep,mixed,meat,8.268749999999999e-4
SLB,sheep,mixed,meat,0.001629
SLE,sheep,mixed,meat,3.81e-4
SLV,sheep,mixed,meat,5.895000000000001e-4
SMR,sheep,mixed,meat,0.0010605599999999999
SOM,sheep,mixed,meat,4.395e-4
SPM,sheep,mixed,meat,0.0019424999999999998
SRB,sheep,mixed,meat,0.00103248
SSD,sheep,mixed,meat,4.393125e-4
STP,sheep,mixed,meat,2.1599999999999996e-4
SUR,sheep,mixed,meat,7.139999999999999e-4
SVK,sheep,mixed,meat,6.315e-4
SVN,sheep,mixed,meat,6.486e-4
SWE,sheep,mixed,meat,7.938e-4
SWZ,sheep,mixed,meat,4.62e-4
SXM,sheep,mixed,meat,5.722173913043477e-4
SYC,sheep,mixed,meat,4.393125e-4
SYR,sheep,mixed,meat,5.61e-4
TCA,sheep,mixed,meat,5.765e-4
TCD,sheep,mixed,meat,5.13e-4
TGO,sheep,mixed,meat,4.1249999999999994e-4
THA,sheep,mixed,meat,3.7349999999999997e-4
TJK,sheep,mixed,meat,7.5e-4
TKL,sheep,mixed,meat,0.0017595
TKM,sheep,mixed,meat,7.89e-4
TLS,sheep,mixed,meat,4.755e-4
TON,sheep,mixed,meat,0.0017595
TTO,sheep,mixed,meat,5.765e-4
TUN,sheep,mixed,meat,4.2599999999999995e-4
TUR,sheep,mixed,meat,6.014999999999999e-4
TUV,sheep,mixed,meat,0.0017595
TWN,sheep,mixed,meat,4.96e-4
TZA,sheep,mixed,meat,4.919999999999999e-4
UGA,sheep,mixed,meat,4.3799999999999997e-4
UKR,sheep,mixed,meat,0.001362
URY,sheep,mixed,meat,8.730000000000001e-4
USA,sheep,mixed,meat,9.72e-4
UZB,sheep,mixed,meat,7.079999999999999e-4
VCT,sheep,mixed,meat,4.275e-4
VEN,sheep,mixed,meat,7.529999999999999e-4
VGB,sheep,mixed,meat,5.765e-4
VIR,sheep,mixed,meat,5.765e-4
VNM,sheep,mixed,meat,4.185e-4
VUT,sheep,mixed,meat,0.001629
WLF,sheep,mixed,meat,0.0017595
WSM,sheep,mixed,meat,0.0017595
XKO,sheep,mixed,meat,0.0011054721428571427
XMI,sheep,mixed,meat,6.223885714285713e-4
YEM,sheep,mixed,meat,5.79e-4
ZAF,sheep,mixed,meat,5.625e-4
ZMB,sheep,mixed,meat,5.535e-4
ZWE,sheep,mixed,meat,7.410000000000001e-4
