iso3c,animal,system,product,leach_n_leave_rate
ABW,sheep,grassland,meat,0.001153
AFG,sheep,grassland,meat,0.001272
AGO,sheep,grassland,meat,0.001023
AIA,sheep,grassland,meat,0.001153
ALA,sheep,grassland,meat,0.001378125
ALB,sheep,grassland,meat,0.001443
AND,sheep,grassland,meat,0.0014730000000000001
ARE,sheep,grassland,meat,0.0012929999999999999
ARG,sheep,grassland,meat,0.001461
ARM,sheep,grassland,meat,0.001284
ASM,sheep,grassland,meat,0.0017595
ATG,sheep,grassland,meat,0.001153
AUS,sheep,grassland,meat,0.00189
AUT,sheep,grassland,meat,0.0016769999999999999
AZE,sheep,grassland,meat,0.001116
BDI,sheep,grassland,meat,7.62e-4
BEL,sheep,grassland,meat,0.0016049999999999999
BEN,sheep,grassland,meat,9.329999999999999e-4
BES,sheep,grassland,meat,0.0011444347826086955
BFA,sheep,grassland,meat,9.78e-4
BGD,sheep,grassland,meat,7.56e-4
BGR,sheep,grassland,meat,0.001302
BHR,sheep,grassland,meat,0.001098
BHS,sheep,grassland,meat,0.0013289999999999999
BIH,sheep,grassland,meat,0.001443
BLM,sheep,grassland,meat,0.0011444347826086955
BLR,sheep,grassland,meat,0.001221
BLZ,sheep,grassland,meat,0.0013559999999999998
BMU,sheep,grassland,meat,0.0019424999999999998
BOL,sheep,grassland,meat,0.0015179999999999998
BRA,sheep,grassland,meat,0.0015
BRB,sheep,grassland,meat,0.001153
BRN,sheep,grassland,meat,4.41e-4
BTN,sheep,grassland,meat,0.001143
BWA,sheep,grassland,meat,0.001074
CAF,sheep,grassland,meat,0.001107
CAN,sheep,grassland,meat,0.001941
CCK,sheep,grassland,meat,0.00189
CHE,sheep,grassland,meat,0.001647
CHL,sheep,grassland,meat,0.00171
CHN,sheep,grassland,meat,0.0012090000000000002
CIV,sheep,grassland,meat,8.309999999999999e-4
CMR,sheep,grassland,meat,0.0010350000000000001
COD,sheep,grassland,meat,9.48e-4
COG,sheep,grassland,meat,0.001029
COK,sheep,grassland,meat,0.0017595
COL,sheep,grassland,meat,0.001452
COM,sheep,grassland,meat,4.41e-4
CPV,sheep,grassland,meat,8.399999999999999e-4
CRI,sheep,grassland,meat,0.001332
CUB,sheep,grassland,meat,9.809999999999999e-4
CUW,sheep,grassland,meat,0.0011444347826086955
CXR,sheep,grassland,meat,0.00189
CYM,sheep,grassland,meat,0.001153
CYP,sheep,grassland,meat,0.0012059999999999998
CZE,sheep,grassland,meat,0.001341
DEU,sheep,grassland,meat,0.0015719999999999998
DJI,sheep,grassland,meat,8.37e-4
DMA,sheep,grassland,meat,0.0015029999999999998
DNK,sheep,grassland,meat,0.001629
DOM,sheep,grassland,meat,0.0012299999999999998
