iso3c,animal,system,product,leach_n_leave_rate
ABW,buffaloes,mixed,milk,0.0050320575
AFG,buffaloes,mixed,milk,0.003545485714285714
AGO,buffaloes,mixed,milk,0.0024615
AIA,buffaloes,mixed,milk,0.0050320575
ALA,buffaloes,mixed,milk,0.005732780456467836
ALB,buffaloes,mixed,milk,0.0021738600000000005
AND,buffaloes,mixed,milk,0.0019346097500000002
ARE,buffaloes,mixed,milk,0.0033474374999999997
ARG,buffaloes,mixed,milk,0.0053529300000000005
ARM,buffaloes,mixed,milk,0.0033474374999999997
ASM,buffaloes,mixed,milk,0.013030580374924614
ATG,buffaloes,mixed,milk,0.0050320575
AUS,buffaloes,mixed,milk,0.012066317427180192
AUT,buffaloes,mixed,milk,0.0016850839615384617
AZE,buffaloes,mixed,milk,0.00364425
BDI,buffaloes,mixed,milk,0.0024615
BEL,buffaloes,mixed,milk,0.006771980615384615
BEN,buffaloes,mixed,milk,0.0024615
BES,buffaloes,mixed,milk,0.0050320575
BFA,buffaloes,mixed,milk,0.0024615
BGD,buffaloes,mixed,milk,0.0029195999999999996
BGR,buffaloes,mixed,milk,0.0020576400000000003
BHR,buffaloes,mixed,milk,0.0033474374999999997
BHS,buffaloes,mixed,milk,0.0050320575
BIH,buffaloes,mixed,milk,0.001848717
BLM,buffaloes,mixed,milk,0.0050320575
BLR,buffaloes,mixed,milk,0.0034519200000000002
BLZ,buffaloes,mixed,milk,0.00461043
BMU,buffaloes,mixed,milk,0.017429999999999998
BOL,buffaloes,mixed,milk,0.0052729875
BRA,buffaloes,mixed,milk,0.00522225
BRB,buffaloes,mixed,milk,0.0050320575
BRN,buffaloes,mixed,milk,0.0024772500000000003
BTN,buffaloes,mixed,milk,0.0037026000000000003
BWA,buffaloes,mixed,milk,0.0024615
CAF,buffaloes,mixed,milk,0.0024615
CAN,buffaloes,mixed,milk,0.0029631
CCK,buffaloes,mixed,milk,0.012491983052761063
CHE,buffaloes,mixed,milk,0.0030853650000000005
CHL,buffaloes,mixed,milk,0.0052729875
CHN,buffaloes,mixed,milk,0.002352
CIV,buffaloes,mixed,milk,0.0024615
CMR,buffaloes,mixed,milk,0.0024615
COD,buffaloes,mixed,milk,0.0024615
COG,buffaloes,mixed,milk,0.0024615
COK,buffaloes,mixed,milk,0.013030580374924614
COL,buffaloes,mixed,milk,0.00519849
COM,buffaloes,mixed,milk,0.0024615
CPV,buffaloes,mixed,milk,0.0024615
CRI,buffaloes,mixed,milk,0.00461043
CUB,buffaloes,mixed,milk,0.0050320575
CUW,buffaloes,mixed,milk,0.0050320575
CXR,buffaloes,mixed,milk,0.012491983052761063
CYM,buffaloes,mixed,milk,0.0050320575
CYP,buffaloes,mixed,milk,0.0033474374999999997
CZE,buffaloes,mixed,milk,0.00115064
DEU,buffaloes,mixed,milk,0.002341712923076923
DJI,buffaloes,mixed,milk,0.0024615
DMA,buffaloes,mixed,milk,0.0050320575
DNK,buffaloes,mixed,milk,7.911192307692308e-4
DOM,buffaloes,mixed,milk,0.0050320575
DZA,buffaloes,mixed,milk,0.0024615
ECU,buffaloes,mixed,milk,0.0052729875
EGY,buffaloes,mixed,milk,0.0024615
ERI,buffaloes,mixed,milk,0.0024615
ESH,buffaloes,mixed,milk,0.0024615
ESP,buffaloes,mixed,milk,0.0019346097500000002
EST,buffaloes,mixed,milk,0.005732780456467836
ETH,buffaloes,mixed,milk,0.0024615
FIN,buffaloes,mixed,milk,0.004430267692307693
FJI,buffaloes,mixed,milk,0.013030580374924614
FLK,buffaloes,mixed,milk,0.0052729875
FRA,buffaloes,mixed,milk,0.007436520769230769
FRO,buffaloes,mixed,milk,0.007199185000000001
FSM,buffaloes,mixed,milk,0.013030580374924614
GAB,buffaloes,mixed,milk,0.0024615
GBR,buffaloes,mixed,milk,0.007199185000000001
GEO,buffaloes,mixed,milk,0.00343125
GGY,buffaloes,mixed,milk,0.007199185000000001
GHA,buffaloes,mixed,milk,0.0024615
GIB,buffaloes,mixed,milk,0.0019346097500000002
GIN,buffaloes,mixed,milk,0.0024615
GLP,buffaloes,mixed,milk,0.0050320575
