iso3c,country,population
AFG,Afghanistan,32.499525228413404
ALA,Åland,0.02962010691408068
ALB,Albania,2.875935862888582
DZA,Algeria,40.300176772314444
ASM,American Samoa,0.03518885001540184
AND,Andorra,0.05864586750976741
AGO,Angola,25.630915468011153
AIA,Anguilla,0.014424583874642849
ATG,Antigua and Barbuda,0.1324641847750172
ARG,Argentina,43.904275112107825
ARM,Armenia,3.0832606089045385
ABW,Aruba,0.15363992378115654
AUS,Australia,24.35627727980617
AUT,Austria,8.651960161674651
AZE,Azerbaijan,10.26125713478541
BHS,Bahamas,0.4002566286981164
BHR,Bahrain,0.9528768264281098
BGD,Bangladesh,163.99822306958959
BRB,Barbados,0.3509279564023018
BLR,Belarus,9.55952817184152
BEL,Belgium,11.384403277770616
BLZ,Belize,0.3586508156149648
BEN,Benin,11.708010444417596
BMU,Bermuda,0.1532362401485443
BTN,Bhutan,0.8906366983974294
BOL,Bolivia,10.86367156979668
BES,"Bonaire, Sint Eustatius and Saba",0.023937672842293978
BIH,Bosnia and Herzegovina,3.8220909891533665
BWA,Botswana,2.2459677887743723
BRA,Brazil,211.96462722340272
IOT,British Indian Ocean Territory,0
VGB,British Virgin Islands,0.016121717228088528
BRN,Brunei,0.37114237833884545
BGR,Bulgaria,7.131014217462507
BFA,Burkina Faso,18.07191576488549
BDI,Burundi,11.460189918987453
KHM,Cambodia,16.193567016471206
CMR,Cameroon,23.883032222045586
CAN,Canada,37.935740885555944
CPV,Cape Verde,0.5241432763868943
CYM,Cayman Islands,0.11581336334347725
CAF,Central African Republic,4.972615592412694
TCD,Chad,13.9336291122072
CHL,Chile,18.15779511757023
CHN,China,1400.025396143289
CXR,Christmas Island,0.13957515358924866
CCK,Cocos Islands,0.01585562154650688
COL,Colombia,48.39059182960591
COM,Comoros,0.6986650368198752
COK,Cook Islands,0.032677319715730846
CRI,Costa Rica,4.783739348029485
CIV,Côte d'Ivoire,23.71509451408201
HRV,Croatia,4.200148887553951
CUB,Cuba,11.485004172223853
CUW,Curaçao,0.16592063824646175
CYP,Cyprus,1.223316543851979
CZE,Czech Republic,10.570445142919652
DNK,Denmark,5.805376591983077
DJI,Djibouti,0.8007008889107965
DMA,Dominica,0.08644961402751505
DOM,Dominican Republic,10.285946052870713
ECU,Ecuador,17.180614727886223
EGY,Egypt,95.75840090062036
SLV,El Salvador,6.2290003129746765
GNQ,Equatorial Guinea,0.8141516965115443
ERI,Eritrea,5.2085349345288705
EST,Estonia,1.1898802133007393
ETH,Ethiopia,99.70776028366527
FLK,Falkland Islands,0.002881213909184055
FRO,Faroe Islands,0.0533391019962437
FJI,Fiji,1.0270641918468755
FIN,Finland,5.993255819072601
FRA,France,65.200131331374
GUF,French Guiana,0.23499516060860515
PYF,French Polynesia,0.2438155619747704
GAB,Gabon,1.8374871905180044
GMB,Gambia,2.3143803710117936
GEO,Georgia,4.178537684863841
DEU,Germany,81.32423754484626
GHA,Ghana,28.52413517193054
GIB,Gibraltar,0.29848623275756836
GRC,Greece,11.148709012755717
GRL,Greenland,0.05257017760325411
GRD,Grenada,0.11292336694896221
GLP,Guadeloupe,0.427402482368052
GUM,Guam,0.153076964430511
GTM,Guatemala,16.38583928497974
GGY,Guernsey,0.11123344581574202
GIN,Guinea,12.444529623462586
GNB,Guinea-Bissau,1.7543141831993125
GUY,Guyana,0.799294789469684
HTI,Haiti,9.61334193276707
HND,Honduras,8.089348626934225
HKG,Hong Kong,8.165718495845795
HUN,Hungary,10.009398844529642
ISL,Iceland,0.31427758059521693
IND,India,1322.1736955011384
IDN,Indonesia,258.7632568147674
IRN,Iran,79.07523861552181
IRQ,Iraq,36.76749636554041
IRL,Ireland,4.710082254605368
IMN,Isle of Man,0.07301987276878208
ISR,Israel,8.345974694650977
ITA,Italy,60.6949609477512
JAM,Jamaica,2.698183471336961
JPN,Japan,126.87273597904277
JEY,Jersey,0.13651144318282604
JOR,Jordan,7.491499819234377
KAZ,Kazakhstan,17.94478565913323
KEN,Kenya,47.316460260450526
KIR,Kiribati,0.07064719987101853
XKO,Kosovo,1.8248478164314292
KWT,Kuwait,3.1473978855647147
KGZ,Kyrgyzstan,6.352618116579833
LAO,Laos,6.949088619232498
LVA,Latvia,2.1016488480818225
LBN,Lebanon,5.869375230773585
LSO,Lesotho,2.044039169617463
LBR,Liberia,4.394255020248238
LBY,Libya,6.357672492158599
LIE,Liechtenstein,0.038678986951708794
LTU,Lithuania,2.945110718603246
LUX,Luxembourg,0.5245854186359793
MAC,Macao,1.7915091514587402
MKD,Macedonia,2.0672765746567165
MDG,Madagascar,24.333749191457173
MWI,Malawi,18.086119371776817
MYS,Malaysia,30.61322359011126
MDV,Maldives,0.48637742549180984
MLI,Mali,17.792009079209038
MLT,Malta,0.48097709007561207
MHL,Marshall Islands,0.012492428068071604
MTQ,Martinique,0.31313345674425364
MRT,Mauritania,3.7617286229332194
MUS,Mauritius,1.1990497633814812
MYT,Mayotte,0.4169086664915085
MEX,Mexico,126.48155399917168
FSM,Micronesia,0.19420467969030142
MDA,Moldova,4.015974811278284
MCO,Monaco,0.4049883484840393
MNG,Mongolia,2.959803422003347
MNE,Montenegro,0.6462299934501061
MSR,Montserrat,0.018138567509595305
MAR,Morocco,33.67910616817153
MOZ,Mozambique,27.7731635787477
MMR,Myanmar,55.26155861609368
"NAM",Namibia,2.3685834292236727
NRU,Nauru,0.02484063059091568
NPL,Nepal,28.6157032435749
NLD,Netherlands,17.822639090241864
NCL,New Caledonia,0.3649767087044893
NZL,New Zealand,4.668349301773117
NIC,Nicaragua,6.317340745750698
NER,Niger,19.815177792953364
NGA,Nigeria,183.6790531623119
NIU,Niue,0.0018092111859004945
NFK,Norfolk Island,0.004762681201100349
PRK,North Korea,25.707369926269166
MNP,Northern Mariana Islands,0.07879477929964196
NOR,Norway,5.363834654860511
OMN,Oman,4.548296661812856
PAK,Pakistan,187.37438132978423
PLW,Palau,0.018000663461862132
PSE,Palestina,4.754751707427204
PAN,Panama,4.72479642451799
PNG,Papua New Guinea,7.612428116670344
PRY,Paraguay,6.787364505937148
PER,Peru,30.7492129810812
PHL,Philippines,109.41207700210362
PCN,Pitcairn Islands,2.234520361525938e-4
POL,Poland,38.981271089811344
PRT,Portugal,10.106130394789034
PRI,Puerto Rico,3.458107660364476
QAT,Qatar,2.114938648093357
COG,Republic of Congo,4.224849930789787
REU,Reunion,0.8170238810125738
ROU,Romania,19.91090397440712
RUS,Russia,150.34318105816283
RWA,Rwanda,12.628085463889875
BLM,Saint-Barthélemy,0.03441297262907028
MAF,Saint-Martin,0.0792783796787262
SHN,Saint Helena,0.003879337717080489
KNA,Saint Kitts and Nevis,0.06428377516567707
LCA,Saint Lucia,0.17121246457099915
SPM,Saint Pierre and Miquelon,0.012703438507742248
VCT,Saint Vincent and the Grenadines,0.06756502436473966
WSM,Samoa,0.1783062129688915
SMR,San Marino,0.0270632803440094
STP,São Tomé and Príncipe,0.36843529785983264
SAU,Saudi Arabia,31.9322855479968
SEN,Senegal,15.516589555889368
SRB,Serbia,7.129903269000351
SYC,Seychelles,0.018715169746428728
SLE,Sierra Leone,6.036227463977411
SGP,Singapore,6.045314520597458
SXM,Sint Maarten,0.05092006176710129
SVK,Slovakia,5.392967792953641
SVN,Slovenia,2.0393407291485346
SLB,Solomon Islands,0.6229609608490136
SOM,Somalia,10.49793774203863
ZAF,South Africa,54.44198842351843
KOR,South Korea,49.9429681195179
SSD,South Sudan,12.31241986031091
ESP,Spain,46.17666806072822
LKA,Sri Lanka,22.188698003614263
SDN,Sudan,40.18228830899062
SUR,Suriname,0.5704390776736545
SJM,Svalbard and Jan Mayen,0.004409305977247868
SWZ,Swaziland,1.2821703625377268
SWE,Sweden,10.471341914400455
CHE,Switzerland,9.208113237480575
