iso3c,country,population
SYR,Syria,18.496567959101412
TWN,Taiwan,23.73034784437914
TJK,Tajikistan,8.541587148311919
TZA,Tanzania,56.49493174140025
THA,Thailand,69.13992363310535
TLS,Timor-Leste,1.4126842032419518
TGO,Togo,7.3016485115513206
TKL,Tokelau,0.005629079882055521
TON,Tonga,0.09774198499508202
TTO,Trinidad and Tobago,1.4363119024783373
TUN,Tunisia,11.359072812696468
TUR,Turkey,79.02626742699795
TKM,Turkmenistan,5.54903635012306
TCA,Turks and Caicos Islands,0.026870863713156723
TUV,Tuvalu,0
UGA,Uganda,41.967294564674376
UKR,Ukraine,46.20694230381923
ARE,United Arab Emirates,8.668119493537233
GBR,United Kingdom,65.43351771814241
USA,United States,332.0407116433207
URY,Uruguay,3.4999551630339703
UZB,Uzbekistan,29.481070161331445
VUT,Vanuatu,0.3130432746220322
VEN,Venezuela,32.345329651018346
VNM,Vietnam,96.4457153241965
VIR,"Virgin Islands, U.S.",0.06695009209215641
WLF,Wallis and Futuna,0.014211463276296854
ESH,Western Sahara,0.44571358199584843
YEM,Yemen,26.45845671389361
ZMB,Zambia,16.334291747720272
ZWE,Zimbabwe,15.524051581785898
XMI,Madeira Island,0.1447776901186444
COD,Democratic Republic of the Congo,79.61441439055926
