iso3c,category2_production,cumulative_pressure,tonnes,pressure_per_tonne
DJI,human_crop,1.6566785053972364e-5,37469.08122384548,4.4214548403255727e-4
DJI,large_ruminant_milk,8.344459941559848e-6,8850,9.42876829554785e-4
DJI,marine_fisheries,5.532488139851407e-5,17402.90548062709,0.0031790600402962434
DJI,small_ruminant_meat,4.959463612993353e-5,5515.17,0.00899240388418372
DMA,human_crop,4.174590805350098e-5,120265.2115572393,3.471154086286402e-4
DMA,large_ruminant_milk,4.560180373794669e-6,6964,6.548219950882638e-4
DNK,chickens_eggs&meat,6.317376053891735e-5,239611,2.636513371210727e-4
DNK,cows_meat,5.908818874169269e-4,135295.98,0.004367327746300568
DNK,feed_chickens_eggs&meat,2.2071645314043826e-4,713611.5766106,3.0929494472155646e-4
DNK,feed_cows_meat,3.0382892428408565e-4,6900840.521541199,4.40278141967886e-5
DNK,feed_crustaceans_meat,1.2254678053588986e-6,3628.546532311578,3.377296651555437e-4
DNK,feed_large_ruminant_milk,1.37056099832081e-4,2714192.924416557,5.049607881559952e-5
DNK,feed_marine-fish-general_meat,2.3258824640661126e-5,74289.30873544353,3.130844133102602e-4
DNK,feed_pigs_meat,4.140187138243389e-4,3273360.3876209497,1.264812500909025e-4
DNK,feed_salmon_meat,1.2727964890894996e-4,379522.597912112,3.353677741698658e-4
DNK,feed_shrimp_meat,1.3075921903958596e-5,30564.904689013187,4.2780836508411713e-4
DNK,feed_small_ruminant_meat,3.143958994370515e-5,895418.7440582179,3.511160577364575e-5
DNK,feed_small_ruminant_milk,8.4209719335306e-6,240563.47668615164,3.500519717096092e-5
DNK,feed_tuna_meat,2.2305515835522694e-6,6943.479442590278,3.212440681930151e-4
DNK,human_crop,0.0027564810997821394,16298656.851156607,1.6912320597672624e-4
DNK,large_ruminant_milk,6.677779782130864e-4,5557160,1.2016533233037855e-4
DNK,mariculture,7.245966331512414e-6,15450,4.689945845639103e-4
DNK,marine_fisheries,0.0020659988463354517,379355.4773617119,0.005446076225665094
DNK,pigs_meat,6.752786108201364e-4,1600249.85,4.2198323644281944e-4
DOM,chickens_eggs&meat,1.5028263220273296e-4,474463,3.167425746638473e-4
DOM,cows_meat,0.0010474095639378608,76028.42,0.013776553082884805
DOM,feed_chickens_eggs&meat,2.4907639067145047e-4,484217.22204477835,5.143897807261737e-4
DOM,feed_cows_meat,2.9650330568679627e-5,268670.66269936634,1.1035939045513642e-4
DOM,feed_large_ruminant_milk,1.0824798792569294e-5,98686.63308341164,1.0968860173211086e-4
DOM,feed_pigs_meat,5.7291822091530475e-5,188826.29160573494,3.0341019571127585e-4
DOM,feed_small_ruminant_meat,1.165332412073389e-6,10703.213497305116,1.0887687257353126e-4
DOM,human_crop,0.0021329313702009036,12391142.89468351,1.7213354638304185e-4
DOM,large_ruminant_milk,3.2341122425459516e-4,847686,3.815224319554589e-4
DOM,marine_fisheries,1.627242601718088e-4,46894.73036138084,0.003469990314856718
DOM,pigs_meat,0.003801586423795872,80461.78,0.047247108177272144
DOM,small_ruminant_meat,3.342594941862646e-5,2179.5299999999997,0.01533631077279343
DZA,chickens_eggs&meat,2.53846751767143e-4,666014,3.8114326690901845e-4
DZA,cows_meat,2.6056450114820184e-4,191234.69,0.0013625378384444886
DZA,feed_chickens_eggs&meat,3.462613940577644e-4,123286.68717033998,0.002808587058384899
DZA,feed_cows_meat,5.0526909611667716e-5,323417.1021272287,1.562283171772128e-4
DZA,feed_large_ruminant_milk,5.19729790193259e-5,137824.8872395675,3.7709429741078883e-4
DZA,feed_pigs_meat,1.8388245226081677e-5,9383.15763211869,0.0019597075896005877
DZA,feed_small_ruminant_meat,4.572549922965831e-6,40689.627141119294,1.123763043369104e-4
DZA,feed_small_ruminant_milk,1.143597319441042e-6,10176.02457143485,1.1238154069038294e-4
DZA,human_crop,0.005745672517676981,21361597.098792844,2.6897204788127346e-4
DZA,large_ruminant_milk,4.82824985326143e-4,2666000,1.8110464565871832e-4
DZA,marine_fisheries,2.4604972328926087e-4,108375.96188751103,0.0022703348510497976
DZA,small_ruminant_meat,7.989178691688378e-4,389100.1,0.0020532450882660733
DZA,small_ruminant_milk,0.0014059316245636048,915658,0.0015354331252100727
ECU,chickens_eggs&meat,2.2966906854949228e-4,488500,4.7015162446160133e-4
ECU,cows_meat,0.0014746056101696279,259795.19,0.005676031223555863
ECU,feed_chickens_eggs&meat,0.0010703907573780744,4097362.65205127,2.612389598568246e-4
ECU,feed_cows_meat,1.5800184934586413e-4,1793158.8560563137,8.811369322479152e-5
ECU,feed_crustaceans_meat,7.669694848292886e-6,3954.162819408617,0.001939650742414285
ECU,feed_large_ruminant_milk,5.697134521761712e-5,931820.7346857624,6.113981273107165e-5
ECU,feed_marine-fish-general_meat,5.366611192868001e-5,30614.483217509056,0.001752964815619924
ECU,feed_pigs_meat,2.1437021957737836e-4,562817.0855165363,3.808879031819653e-4
ECU,feed_salmon_meat,3.4052309180752966e-5,13105.843305688686,0.0025982539533318176
ECU,feed_shrimp_meat,9.810936502578583e-5,167646.6824242673,5.852150702123542e-4
ECU,feed_small_ruminant_meat,8.403520567446772e-6,57908.17699254457,1.4511803002413096e-4
ECU,feed_small_ruminant_milk,1.0537107806040036e-6,8504.058158252537,1.239068173095051e-4
ECU,feed_tuna_meat,1.4185460650800471e-5,9947.638018523307,0.0014260129514550083
ECU,human_crop,0.005019923706563698,23095648.949739873,2.173536546856908e-4
ECU,large_ruminant_milk,5.273440963698452e-4,1850000,2.85050862902619e-4
ECU,mariculture,0.0031880712443980892,440000,0.007245616464541111
ECU,marine_fisheries,9.021174860882968e-4,382474.3852035653,0.002358635038025254
ECU,pigs_meat,0.0037160497847470633,230734.47,0.016105308343166338
ECU,small_ruminant_meat,1.6439063089384438e-5,6373.74,0.0025791863316333014
ECU,small_ruminant_milk,1.2372374826441323e-5,5500,0.0022495226957166044
EGY,chickens_eggs&meat,3.436752739314027e-4,1479457,2.3229825127151564e-4
EGY,cows_meat,8.988841280505751e-4,441354.96,0.0020366467118678694
EGY,feed_chickens_eggs&meat,9.891669520391477e-4,1882273.481874614,5.255171267960519e-4
EGY,feed_cows_meat,6.906409910631676e-4,19688301.75443968,3.5078748775649433e-05
EGY,feed_large_ruminant_milk,3.6752549921076317e-4,9352562.298200412,3.929677103369642e-5
EGY,feed_marine-fish-general_meat,7.267605573363893e-5,176760.31999236895,4.1115594120205533e-4
EGY,feed_pigs_meat,1.2840137001291215e-4,114695.24725960293,0.0011195003549038661
EGY,feed_shrimp_meat,6.043802813849066e-6,8080.331896051312,7.479646741741569e-4
EGY,feed_small_ruminant_meat,8.400871785355043e-5,2526193.3896716507,3.325506202217943e-5
EGY,feed_small_ruminant_milk,3.191265856365278e-5,865516.7458167393,3.687122024835996e-5
EGY,freshwater_fisheries,1.1257580203871119e-5,212764.92662668752,5.291088330372897e-5
EGY,human_crop,0.01530550531032755,89238944.47915193,1.715115009445594e-4
EGY,large_ruminant_milk,0.0014991446277204722,5312601,2.8218656505927555e-4
EGY,mariculture,2.537758292618018e-4,273248,9.287381033412936e-4
EGY,marine_fisheries,3.857766085747082e-4,139137.96124546265,0.002772619385259884
EGY,small_ruminant_meat,4.252221735931193e-4,106629.56,0.003987845149066725
EGY,small_ruminant_milk,2.4220626063242996e-4,110821,0.002185562850293987
ERI,chickens_eggs&meat,2.7435899514343e-6,4078,6.727783107980138e-4
ERI,cows_meat,4.267921469871494e-4,28109.21,0.015183356166436176
ERI,feed_chickens_eggs&meat,6.56943173743647e-5,5143.188284992297,0.012773072602855933
ERI,feed_pigs_meat,1.575604985991053e-4,5213.478961106631,0.03022175782707311
ERI,human_crop,7.26665493733803e-4,566745.3160014227,0.0012821729147417934
ERI,large_ruminant_milk,3.072658787220405e-4,120000,0.0025605489893503375
ERI,marine_fisheries,2.089461328912849e-4,73296.34700222277,0.002850703226518894
ERI,small_ruminant_meat,2.404882323997066e-4,16563.010000000002,0.014519597126350014
ERI,small_ruminant_milk,3.246941584400996e-5,32238,0.001007178356101804
ESH,marine_fisheries,4.0560542361033113e-4,219259.47660237376,0.00184988776720422
ESH,small_ruminant_milk,3.7377493569488566e-6,6215,6.014077806836454e-4
ESP,chickens_eggs&meat,5.015548695471116e-4,2168203,2.3132283718227102e-4
ESP,cows_meat,0.0033326810734732103,735487.3200000001,0.004531255648939277
ESP,feed_chickens_eggs&meat,0.0011878738092087895,2120271.1538839824,5.602461774914039e-4
ESP,feed_cows_meat,9.027357411256749e-4,12252250.872115497,7.36791754060621e-5
ESP,feed_large_ruminant_milk,4.933215221277197e-4,4211623.983347915,1.1713332531067201e-4
ESP,feed_marine-fish-general_meat,5.462266120908762e-5,27105.128041251453,0.0020152150222628377
ESP,feed_pigs_meat,0.0017236551038495621,4084632.3318707515,4.2198537439969104e-4
ESP,feed_salmon_meat,4.4619831943312974e-5,11281.97860063295,0.003954965128263023
ESP,feed_shrimp_meat,3.098889487528263e-5,11220.954887631706,0.0027616985528958974
ESP,feed_small_ruminant_meat,9.848930292772969e-5,2370049.7376368805,4.155579579774178e-5
ESP,feed_small_ruminant_milk,5.037392223257767e-5,792510.0743531549,6.356250079684193e-5
ESP,feed_tuna_meat,3.368781277863666e-6,5418.532858045007,6.217146534161857e-4
ESP,freshwater_fisheries,1.5575610088156612e-5,4743.013242292538,0.003283906093550802
ESP,human_crop,0.020197166359249143,62898337.10607088,3.2110811332243847e-4
ESP,large_ruminant_milk,8.38150446383148e-4,7018786,1.1941530150415584e-4
ESP,mariculture,8.044888885929528e-5,290031.893878505,2.773794556987429e-4
ESP,marine_fisheries,0.004181018897400033,433797.7973943675,0.009638174565462466
ESP,pigs_meat,0.0019182725669890843,4619837.79,4.152250910500224e-4
ESP,small_ruminant_meat,0.0014047127457604252,154690.6,0.0090807893030373215
ESP,small_ruminant_milk,3.975198364371891e-4,1067768,3.7229045676325667e-4
EST,chickens_eggs&meat,7.979634069542527e-6,33035,2.4155090266512872e-4
EST,cows_meat,1.0083889003627223e-4,14196.49,0.0071030860470631995
EST,feed_chickens_eggs&meat,5.0335755924663826e-5,119498.31490347229,4.212256546489695e-4
EST,feed_cows_meat,8.87933307943761e-5,1682978.025698081,5.2759649525159786e-5
EST,feed_large_ruminant_milk,4.170181049688091e-5,566007.9539424567,7.36770750418121e-5
EST,feed_pigs_meat,5.212383017394112e-5,118877.97370032828,4.3846499525081645e-4
EST,feed_salmon_meat,1.6710905173706478e-5,16060.647734654614,0.0010404876222799397
EST,feed_small_ruminant_meat,6.788171767535793e-6,219040.1969140501,3.0990529880684076e-5
EST,feed_small_ruminant_milk,1.6966042867954932e-6,54970.06764650809,3.0864147697720144e-5
EST,freshwater_fisheries,2.562677376677656e-6,3097.1292304989774,8.274363728325226e-4
EST,human_crop,6.839403197382119e-4,1883307.8818399236,3.6315905982936097e-4
EST,large_ruminant_milk,1.0236505446179795e-4,790028,1.295714259011047e-4
EST,marine_fisheries,1.0068363795493889e-4,47564.68620011603,0.0021167728833811432
EST,pigs_meat,1.6636750972100492e-5,40269.47,4.1313558316264135e-4
ETH,chickens_eggs&meat,1.2515478317215158e-4,126129,9.922760282897e-4
ETH,cows_meat,0.015515606842843742,481462.73,0.03222597695743499
ETH,feed_chickens_eggs&meat,0.0011887932390201405,579185.3575249568,0.002052526403810055
ETH,feed_cows_meat,0.0026076803048220576,1943162.4055066565,0.00134197754003075
ETH,feed_large_ruminant_milk,0.0012053321301005,925292.9448349628,0.0013026492170168718
ETH,feed_pigs_meat,0.0016276702582695868,165672.1617002318,0.009824645502089259
ETH,feed_shrimp_meat,4.7325466792552005e-6,5132.476668293427,9.220785568283537e-4
ETH,freshwater_fisheries,4.026118261940503e-5,12907.569579399531,0.003119191600846517
ETH,human_crop,0.022355121628360248,43168308.29863083,5.17859571278805e-4
ETH,large_ruminant_milk,0.005224596025833408,3100000,0.0016853535567204541
ETH,pigs_meat,0.00950277351303889,2123.36,4.475347333018843
ETH,small_ruminant_meat,0.0037485395391216405,243905.76,0.015368802848779135
ETH,small_ruminant_milk,2.615999828992036e-4,160982,0.0016250262942391297
FIN,chickens_eggs&meat,3.6560293971462396e-5,194350,1.8811573949813426e-4
FIN,cows_meat,4.0014276466299057e-4,92867.08,0.0043087686687574385
FIN,feed_chickens_eggs&meat,1.0956323282869623e-4,188597.79965894483,5.809359018335708e-4
FIN,feed_cows_meat,3.2030861618475784e-4,2641797.0352177466,1.2124648938382841e-4
FIN,feed_large_ruminant_milk,1.9320157340646778e-4,1126323.8571417104,1.715328785601314e-4
FIN,feed_pigs_meat,7.911713975038803e-5,156327.28446752488,5.060993672337708e-4
FIN,feed_salmon_meat,3.5184319923218546e-5,12713.153753599796,0.0027675524582762103
FIN,feed_small_ruminant_meat,2.1171555174150475e-5,344483.16242701537,6.145889693124269e-5
FIN,feed_small_ruminant_milk,4.895865021521207e-6,88056.9382704341,5.559885589577713e-5
FIN,freshwater_fisheries,2.090164288297271e-5,35428.01286605421,5.899750280095409e-4
FIN,human_crop,0.0016409613055257493,5585391.62411245,2.937952100693579e-4
FIN,large_ruminant_milk,3.236565871744077e-4,2405761,1.3453397372989573e-4
FIN,mariculture,6.3252191733756794e-6,12011.5268656716,5.265957645611957e-4
FIN,marine_fisheries,1.7986333498194886e-4,75629.14847025558,0.0023782276889272114
FIN,pigs_meat,6.639975523252865e-5,188601.09,3.5206453596068113e-4
FJI,chickens_eggs&meat,9.759306919988542e-6,41214,2.3679591692115645e-4
FJI,cows_meat,2.299506577578902e-5,4804.39,0.004786261268504226
FJI,feed_chickens_eggs&meat,1.2199780472156705e-5,22450.198860495206,5.434152520414514e-4
FJI,feed_pigs_meat,1.049466901172154e-5,89143.88710571897,1.1772729855582282e-4
FJI,human_crop,2.0841730948128326e-4,1951428.5306156166,1.0680243022558141e-4
FJI,large_ruminant_milk,6.78666904822618e-6,14444,4.6986077597799644e-4
FJI,marine_fisheries,2.607942365790319e-4,85789.89941547999,0.00303991773339198
FJI,pigs_meat,2.266392394203903e-4,4604.51,0.04922114175458198
FLK,marine_fisheries,9.003499390547753e-4,91975.1861955539,0.009789052637963546
FRA,chickens_eggs&meat,5.387901586380337e-4,2039601,2.6416449032827196e-4
FRA,cows_meat,0.008749374706071653,1625654.22,0.005382063786031726
FRA,feed_chickens_eggs&meat,0.0028602288265633575,7757690.374116165,3.6869592476990604e-4
FRA,feed_cows_meat,0.0027947242874811974,52976553.62657126,5.275398447360414e-5
FRA,feed_large_ruminant_milk,0.001819321484997156,25418489.842998967,7.157472754024578e-5
FRA,feed_marine-fish-general_meat,6.039049742595284e-5,22745.84577859705,0.002655012172938319
FRA,feed_pigs_meat,0.002855838862551124,15355819.468501244,1.859776268149797e-4
FRA,feed_salmon_meat,2.2940099057815658e-4,96822.77999728997,0.0023692873782861575
FRA,feed_shrimp_meat,3.4589199294399604e-5,30173.03498603471,0.0011463612894894023
FRA,feed_small_ruminant_meat,2.730487272588749e-4,7024255.698485412,3.8872264760770365e-5
FRA,feed_small_ruminant_milk,1.0225625769050071e-4,2236564.4128589826,4.5720238193268646e-5
FRA,freshwater_fisheries,2.3771458286312562e-5,2967.8953187500592,0.00800953394014045
FRA,human_crop,0.030106407433262792,153246010.57856256,1.964580175340261e-4
FRA,large_ruminant_milk,0.003966859018053376,25539489,1.5532256804564007e-4
FRA,mariculture,2.6134203745437535e-5,140831.274030374,1.8557102408802323e-4
FRA,marine_fisheries,0.0037238876905049964,247876.3145721466,0.01502316869981188
FRA,pigs_meat,7.401807209502493e-4,2423249,3.0544971686782883e-4
FRA,small_ruminant_meat,5.503024014941907e-4,123198.62000000001,0.004466790305720881
FRA,small_ruminant_milk,2.3982591035982958e-4,969576,2.4735132713663455e-4
FRO,feed_pigs_meat,4.679240104671471e-5,20193.674039680383,0.002317181160534139
FRO,feed_salmon_meat,1.412807428267257e-4,52965.4774490643,0.002667411862049052
FRO,mariculture,4.5554249616754856e-5,86800,5.248185439718301e-4
FRO,marine_fisheries,7.82379622099753e-4,184844.49989121873,0.004232636743642276
FSM,human_crop,2.9945364382520253e-5,39155.43059527874,7.647818942931249e-4
FSM,marine_fisheries,1.9774943537966225e-4,55944.18659546634,0.0035347629023475277
GAB,chickens_eggs&meat,5.140609720184954e-6,6400,8.03220268778899e-4
GAB,feed_chickens_eggs&meat,2.949003206334277e-5,61730.47491812306,4.777224232027571e-4
GAB,feed_cows_meat,1.7180361575616642e-6,2606.0043986881115,6.592606514503738e-4
GAB,feed_pigs_meat,4.421066636733327e-5,123389.76490364225,3.583009206789424e-4
GAB,freshwater_fisheries,1.8172540154831773e-5,9808.676739049173,0.0018527004853249318
GAB,human_crop,3.2953286123643184e-4,1406952.227665022,2.3421751979690498e-4
GAB,large_ruminant_milk,4.507022270661789e-6,14000,3.219301621901278e-4
GAB,marine_fisheries,1.2113875236939024e-4,47233.950435145234,0.00256465426358357
GAB,pigs_meat,6.903170905346112e-5,3883.71,0.017774681697001353
GBR,chickens_eggs&meat,5.745469702523641e-4,2412000,2.3820355317262192e-4
GBR,cows_meat,0.0045039289451582944,990472.22,0.0045472541826143235
GBR,feed_chickens_eggs&meat,0.0016418872170215059,3942399.744416055,4.1646898423911623e-4
GBR,feed_cows_meat,7.988431841478521e-4,20049477.615173712,3.984359091447235e-5
GBR,feed_large_ruminant_milk,4.064554296311073e-4,8587862.873305518,4.7329054460630924e-5
GBR,feed_marine-fish-general_meat,1.121655180693227e-4,4588.1131875850915,0.024446981467856926
GBR,feed_pigs_meat,6.872660871263354e-4,1211192.4114372206,5.674293205906189e-4
GBR,feed_salmon_meat,7.872224097681644e-4,231824.20647915674,0.0033957731236273782
GBR,feed_shrimp_meat,7.482260186421565e-5,8631.213369218134,0.008668839323455808
GBR,feed_small_ruminant_meat,1.096123940932277e-4,2931943.542201504,3.7385574624988585e-5
GBR,feed_small_ruminant_milk,2.819224781988753e-5,725935.0456926601,3.883577186025995e-5
GBR,freshwater_fisheries,1.01385958827969e-5,2621.8403572877314,0.003866976818254937
GBR,human_crop,0.008222263331429015,47312728.19837851,1.7378544092730647e-4
GBR,large_ruminant_milk,0.0020646688637201813,15267000,1.352373658033786e-4
GBR,mariculture,1.0459561738328142e-4,212234.1774808324,4.928311670853664e-4
GBR,marine_fisheries,0.009371865436039604,1795638.632094475,0.005219238029596211
GBR,pigs_meat,3.1873557198098667e-4,932703.95,3.417328424319278e-4
GBR,small_ruminant_meat,0.003118666117373615,341798.04,0.009124294912204924
GEO,chickens_eggs&meat,2.020657416228484e-5,61107,3.306752771742164e-4
GEO,cows_meat,1.7108557830918496e-4,27004.760000000002,0.006335385995253613
GEO,feed_chickens_eggs&meat,5.953584662579885e-5,85154.39238512862,6.991517989645852e-4
GEO,feed_cows_meat,6.3764307594775164e-6,13936.999811653917,4.575181779184382e-4
GEO,feed_large_ruminant_milk,2.8241332741692397e-6,5538.117201331735,5.099446565504479e-4
GEO,feed_marine-fish-general_meat,5.368226767611087e-6,16659.00348792159,3.222417698335471e-4
GEO,feed_pigs_meat,8.634940234954036e-6,18450.404625920568,4.6800817705769984e-4
GEO,human_crop,5.251734281296728e-4,1310487.3957597744,4.0074664573572314e-4
GEO,large_ruminant_milk,2.6302606340388216e-4,524271,5.016986699700769e-4
GEO,marine_fisheries,3.810408885594636e-5,18228.39720819983,0.002090369680928704
GEO,pigs_meat,4.866822044717778e-4,18157.14,0.026803902182379925
GEO,small_ruminant_meat,5.162203549768769e-5,7844.09,0.006581010097753555
GEO,small_ruminant_milk,1.3238651345935964e-5,10309,0.0012841838535198335
GGY,marine_fisheries,1.4738772205722178e-4,6724.152056369248,0.021919153645196535
GHA,chickens_eggs&meat,1.6388903242469128e-4,104724,0.001564961541047814
GHA,cows_meat,4.925011838169752e-4,26717.91,0.01843337236396766
GHA,feed_chickens_eggs&meat,6.37962423927753e-4,1208446.6232193299,5.279194063434977e-4
GHA,feed_cows_meat,1.3774162142322067e-4,383356.22126503865,3.5930451570261875e-4
GHA,feed_large_ruminant_milk,5.233153106753718e-5,183863.41179094437,2.846217774259457e-4
GHA,feed_pigs_meat,6.172268563570672e-4,909702.4284105175,6.784931391636715e-4
GHA,feed_shrimp_meat,4.223513983918904e-6,3968.8933062694496,0.0010641540747006839
GHA,feed_small_ruminant_meat,2.207175346278775e-5,99833.8102369408,2.210849551910691e-4
GHA,feed_small_ruminant_milk,2.2446405206426258e-6,8619.223449477216,2.604225930328759e-4
GHA,freshwater_fisheries,1.140874108616289e-5,72227.52149976275,1.5795559433948408e-4
GHA,human_crop,0.01064364677961755,42132454.52183649,2.5262346807022933e-4
GHA,large_ruminant_milk,1.472983268298908e-4,45213,0.003257875540881844
GHA,marine_fisheries,6.522941980652505e-4,264476.7789393194,0.0024663571625504047
GHA,pigs_meat,0.01038103396974849,29023.4,0.35767807940311913
GHA,small_ruminant_meat,7.39727862174545e-4,53158.619999999995,0.013915482797983564
GIN,chickens_eggs&meat,6.816453421203392e-5,40493,0.0016833658709414943
GIN,cows_meat,0.0020362364021153318,97255.81,0.020936912685374086
GIN,feed_chickens_eggs&meat,2.3577537709275088e-4,266166.2410942189,8.858199902567278e-4
GIN,feed_cows_meat,3.428517391310943e-4,234424.5712791692,0.0014625247569411248
GIN,feed_large_ruminant_milk,1.1247329770520418e-4,58135.08497615923,0.0019346887985341149
GIN,feed_pigs_meat,1.2823973838035438e-4,58250.45970925431,0.0022015231986225988
GIN,feed_small_ruminant_meat,1.2072810214834115e-5,14027.731087422897,8.606388402796271e-4
GIN,feed_small_ruminant_milk,2.351420788599041e-6,2882.6121698893885,8.157256855989994e-4
GIN,freshwater_fisheries,1.5817478080432923e-5,4044.254439725271,0.003911098650239082
GIN,human_crop,0.005446431206712911,9440366.280616079,5.769300729248269e-4
GIN,large_ruminant_milk,3.1855724811804094e-4,202533,0.0015728658940421607
GIN,marine_fisheries,9.843914031517048e-4,447854.0831302184,0.0021980181497317786
GIN,small_ruminant_meat,3.179768281736152e-4,26796.41,0.011866396587215049
GIN,small_ruminant_milk,5.309117195435617e-5,50586,0.0010495230291850742
GLP,chickens_eggs&meat,8.102968460114543e-7,3044,2.661947588736709e-4
GLP,cows_meat,3.275565946682723e-5,3336.4700000000003,0.009817459610554637
GLP,human_crop,5.1633675815296694e-5,803329.1204015538,6.427462232352161e-5
GMB,chickens_eggs&meat,2.672719668219992e-6,2545,0.001050184545469545
GMB,cows_meat,1.2825688055667986e-4,5139.82,0.024953574357989165
GMB,feed_chickens_eggs&meat,2.199726537089294e-5,13509.20566555159,0.0016283167134679031
GMB,feed_cows_meat,3.2213919205534383e-6,17214.79160626954,1.8712930102390688e-4
GMB,feed_large_ruminant_milk,1.2047667599835057e-6,6008.634911026782,2.0050590156053097e-4
GMB,feed_pigs_meat,4.159550759227014e-5,5417.372570721779,0.007678170007555563
GMB,freshwater_fisheries,8.747141979614952e-7,3426.93847973618,2.5524654239746797e-4
GMB,human_crop,3.878104920528596e-4,342243.5552347079,0.001133141840426775
GMB,large_ruminant_milk,2.3955943413301808e-5,75356,3.179035964395909e-4
GMB,marine_fisheries,2.950265184525079e-4,98180.92256585979,0.0030049271359678257
GNB,chickens_eggs&meat,4.572642581679317e-6,4004,0.0011420186267930364
GNB,cows_meat,1.9136353936398702e-4,8666.55,0.022080705628420422
GNB,feed_chickens_eggs&meat,1.5295646701595044e-5,22788.905064671973,6.711883110745326e-4
GNB,feed_cows_meat,9.769282676450648e-6,37184.48497086826,2.627247004793606e-4
GNB,feed_large_ruminant_milk,3.0354838010912843e-6,12927.497224383847,2.3480831195737983e-4
GNB,feed_pigs_meat,3.658911216283842e-5,96136.32204555537,3.805961304146858e-4
GNB,feed_small_ruminant_meat,1.316242758835353e-6,8552.664720794615,1.5389855697664517e-4
GNB,feed_small_ruminant_milk,3.201227907051514e-7,2078.3709636179046,1.5402581940805247e-4
GNB,human_crop,6.653301975109558e-4,849830.3260137178,7.828976880971134e-4
GNB,large_ruminant_milk,4.7646192104988984e-5,152180,3.1309102447751993e-4
GNB,marine_fisheries,8.139598363824538e-4,114310.22433041068,0.007120621459281931
GNB,pigs_meat,2.858938664020464e-4,16277.95,0.017563259894645602
GNB,small_ruminant_meat,7.007071118521797e-5,3292.6800000000003,0.021280753424328502
GNB,small_ruminant_milk,1.5876990543399344e-5,22360,7.100621888819028e-4
GNQ,human_crop,1.2125927055924219e-4,340342.60591960326,3.5628589677040443e-4
GNQ,marine_fisheries,2.993678605195428e-4,123415.21640496622,0.0024256965165236812
GRC,chickens_eggs&meat,8.807221563063693e-5,331124,2.6597955941169146e-4
GRC,cows_meat,2.721281404730343e-4,45701.64,0.005954450222640463
GRC,feed_chickens_eggs&meat,2.7298113309142584e-4,593862.2168506958,4.5967082152333094e-4
GRC,feed_cows_meat,1.4588512199300058e-4,2658055.687289752,5.488414809764585e-5
GRC,feed_large_ruminant_milk,7.35493109169616e-5,954722.1480285764,7.703739885875166e-5
GRC,feed_marine-fish-general_meat,5.250245344298209e-5,59471.313400731015,8.828198074121688e-4
GRC,feed_pigs_meat,1.962279360513324e-4,414357.8282295163,4.7357120508566833e-4
GRC,feed_shrimp_meat,1.2268660608148593e-5,5757.6508346358605,0.002130844846364241
GRC,feed_small_ruminant_meat,1.8811129495142735e-5,406171.5693804517,4.631325999462748e-5
GRC,feed_small_ruminant_milk,6.300950110066314e-5,507080.15123600053,1.2425945079309138e-4
GRC,freshwater_fisheries,4.4658750372995005e-6,2044.9590790647699,0.0021838456734996864
GRC,human_crop,0.0040765150696446695,14230733.565684753,2.864585336257412e-4
GRC,large_ruminant_milk,1.390118850475895e-4,665327,2.0893768785512913e-4
GRC,mariculture,8.338114069329219e-5,117364.4232220416,7.104464743591293e-4
GRC,marine_fisheries,0.0020243481326446765,154384.51603326068,0.013112378006927522
GRC,pigs_meat,3.511737288016891e-4,86271.73,0.0040705539207535205
GRC,small_ruminant_meat,3.130614445564078e-4,82728.47,0.003784204452909715
GRC,small_ruminant_milk,8.65539117308172e-4,1255825,6.892195308328565e-4
GRD,human_crop,3.201237103144902e-5,96655.53779958934,3.312005888149435e-4
GRD,marine_fisheries,7.251048083459491e-6,2847.1639666406472,0.0025467616787855606
GRL,marine_fisheries,0.0022063530078587842,558223.0856937219,0.003952457475163138
GTM,chickens_eggs&meat,1.1168659626700592e-4,497406,2.2453809617697801e-4
GTM,cows_meat,0.0013712931594500948,191620,0.007156315413057587
GTM,feed_chickens_eggs&meat,3.799532713456138e-4,791020.4631767094,4.8033304956452745e-4
GTM,feed_cows_meat,1.2934587739079058e-4,983430.3363123431,1.315252058176387e-4
GTM,feed_large_ruminant_milk,4.715806942408903e-5,425377.6920120214,1.1086164204106011e-4
GTM,feed_pigs_meat,1.7357633884401604e-4,955387.6137976535,1.8168158801436867e-4
GTM,feed_shrimp_meat,4.7546495924073115e-6,5847.307679146048,8.131348397082621e-4
GTM,feed_small_ruminant_meat,3.319370908666212e-6,36089.2721261889,9.197666544949362e-5
GTM,feed_small_ruminant_milk,8.713733126778978e-7,9601.938545285364,9.074972814794257e-5
GTM,freshwater_fisheries,7.13625662111015e-6,4365.434494940734,0.0016347185210041808
GTM,human_crop,0.003631161921544568,37800255.259189695,9.606183600206745e-5
GTM,large_ruminant_milk,4.076953920124829e-4,543231,7.505009692239267e-4
GTM,mariculture,1.1922006546297993e-4,16455,0.007245218198904888
GTM,marine_fisheries,2.6208258368853717e-5,8544.339312841063,0.0030673241557092677
GTM,pigs_meat,0.001964579969927629,69200.2,0.02838980190704115
GTM,small_ruminant_meat,4.637467261122914e-5,2710.6,0.017108637427591358
GTM,small_ruminant_milk,1.1381029489949406e-6,2568,4.4318650661796756e-4
GUF,human_crop,3.6357482482744456e-5,119847.65343661234,3.03364158080692e-4
GUF,marine_fisheries,2.5156516186581544e-4,12909.631070099653,0.019486626728510648
