iso3c,year,spi
AFG,2017,38.939998626708984
ALB,2017,75.37999725341797
DZA,2017,68.94000244140625
AGO,2017,46.060001373291016
ARG,2017,79.339996337890625
ARM,2017,72.91999816894531
AUS,2017,90.86000061035156
AUT,2017,89.089996337890625
AZE,2017,63.15999984741211
BHR,2017,65.73999786376953
BGD,2017,55.81999969482422
BRB,2017,79.94999694824219
BLR,2017,76.16999816894531
BEL,2017,89.37000274658203
BEN,2017,54.52000045776367
BTN,2017,66.70999908447266
BOL,2017,68.30000305175781
BIH,2017,72.04000091552734
BWA,2017,67.76000213623047
BRA,2017,75.9800033569336
BGR,2017,79.2699966430664
BFA,2017,49.91999816894531
BDI,2017,39.869998931884766
CPV,2017,70.88999938964844
KHM,2017,54.11000061035156
CMR,2017,50.2599983215332
CAN,2017,90.0999984741211
CAF,2017,31.1299991607666
COL,2017,74.94999694824219
COD,2017,40.52000045776367
COG,2017,47.439998626708984
CRI,2017,82.55000305175781
CIV,2017,51.88999938964844
HRV,2017,81.23999786376953
CUB,2017,69.11000061035156
CYP,2017,84.98999786376953
CZE,2017,86.68000030517578
DNK,2017,92.2699966430664
DJI,2017,46.099998474121094
DOM,2017,69.7300033569336
ECU,2017,73.63999938964844
EGY,2017,58.38999938964844
SLV,2017,65.79000091552734
GNQ,2017,48.25
ERI,2017,34.779998779296875
EST,2017,86.589996337890625
SWZ,2017,50.5099983215332
ETH,2017,45.04999923706055
FJI,2017,67.08000183105469
FIN,2017,92.0199966430664
FRA,2017,89.05000305175781
GAB,2017,63.619998931884766
GMB,2017,47.29999923706055
GEO,2017,74.12000274658203
DEU,2017,90.660003662109375
GHA,2017,63.369998931884766
GRC,2017,85.29000091552734
GTM,2017,61.099998474121094
GIN,2017,43.349998474121094
GNB,2017,44.810001373291016
GUY,2017,65.18000030517578
HTI,2017,48.75
HND,2017,62.220001220703125
HUN,2017,81.37999725341797
TCD,2017,31.75
CHL,2017,83.63999938964844
CHN,2017,64.779998779296875
ISL,2017,91.19000244140625
IND,2017,56.130001068115234
IDN,2017,68.30000305175781
IRN,2017,66.98999786376953
IRQ,2017,61.02000045776367
IRL,2017,90.4000015258789
ISR,2017,83.2699966430664
ITA,2017,86.62999725341797
JAM,2017,73.16999816894531
JPN,2017,89.18000030517578
JOR,2017,70.5999984741211
KAZ,2017,71.48999786376953
KEN,2017,54.45000076293945
PRK,2017,48.560001373291016
KOR,2017,87.43000030517578
KWT,2017,76
KGZ,2017,68.01000213623047
LAO,2017,49.790000915527344
LVA,2017,82.7300033569336
LBN,2017,69.160003662109375
LSO,2017,50.810001373291016
LBR,2017,52.04999923706055
LTU,2017,83.5199966430664
LUX,2017,89.5199966430664
MDG,2017,47.06999969482422
MWI,2017,52.18000030517578
MYS,2017,74.37999725341797
MDV,2017,65.69999694824219
MLI,2017,47.369998931884766
MLT,2017,84.970001220703125
MRT,2017,46.349998474121094
MUS,2017,77.0999984741211
MEX,2017,72.55000305175781
MDA,2017,72.589996337890625
MNG,2017,69.7699966430664
MNE,2017,75.30999755859375
MAR,2017,66.529998779296875
MOZ,2017,49.279998779296875
MMR,2017,53.029998779296875
NAM,2017,65.76000213623047
NPL,2017,56.97999954223633
NLD,2017,91.220001220703125
NZL,2017,91.01000213623047
NIC,2017,66.51000213623047
NER,2017,41.970001220703125
NGA,2017,51.0099983215332
NOR,2017,92.720001220703125
OMN,2017,69.48999786376953
PAK,2017,48.459999084472656
PAN,2017,76.75
PNG,2017,43.41999816894531
PRY,2017,70.68000030517578
PER,2017,73.470001220703125
PHL,2017,66.3499984741211
POL,2017,84.41999816894531
PRT,2017,87.56999969482422
QAT,2017,70.089996337890625
MKD,2017,71.660003662109375
ROU,2017,78.51000213623047
RUS,2017,71.69000244140625
RWA,2017,54
SAU,2017,64.18000030517578
SEN,2017,59.54999923706055
SRB,2017,75.38999938964844
SLE,2017,49.54999923706055
SGP,2017,84.29000091552734
SVK,2017,83.12999725341797
SVN,2017,87.58000183105469
SOM,2017,33.880001068115234
ZAF,2017,69.98999786376953
SSD,2017,29.40999984741211
ESP,2017,88.62000274658203
LKA,2017,70.44999694824219
SDN,2017,44.2400016784668
SUR,2017,70.8499984741211
SWE,2017,91.470001220703125
CHE,2017,91.12000274658203
TJK,2017,56.11000061035156
TZA,2017,55.220001220703125
THA,2017,68.36000061035156
TLS,2017,58.470001220703125
TGO,2017,53.0099983215332
TTO,2017,75.5199966430664
TUN,2017,74.12999725341797
TUR,2017,67.9800033569336
TKM,2017,56.459999084472656
UGA,2017,51.900001525878906
UKR,2017,71.589996337890625
ARE,2017,70.029998779296875
GBR,2017,88.73999786376953
USA,2017,86.12000274658203
URY,2017,82.160003662109375
UZB,2017,61.029998779296875
VNM,2017,67.029998779296875
ZMB,2017,53.9900016784668
ZWE,2017,50.720001220703125
BLZ,2017,NA
BRN,2017,NA
COM,2017,NA
GRD,2017,NA
STP,2017,NA
SYC,2017,NA
SLB,2017,NA
LCA,2017,NA
VCT,2017,NA
TWN,2017,NA
VUT,2017,NA
AND,2017,NA
ATG,2017,NA
BHS,2017,NA
DMA,2017,NA
KIR,2017,NA
KSV,2017,NA
MHL,2017,NA
FSM,2017,NA
WSM,2017,NA
TON,2017,NA
WBG,2017,68.79000091552734
LIE,2017,NA
MCO,2017,NA
NRU,2017,NA
PLW,2017,NA
SMR,2017,NA
KNA,2017,NA
TUV,2017,NA
VAT,2017,NA
