iso3c,country,population
AFG,Afghanistan,33.92345663548258
ALA,Åland,0.021422270743642002
ALB,Albania,2.7360157172297477
DZA,Algeria,39.397470070734016
ASM,American Samoa,0.04869517683982849
AND,Andorra,0.0500752201769501
AGO,Angola,26.122341800361028
AIA,Anguilla,0.014682004228234291
ATG,Antigua and Barbuda,0.11894048389513046
ARG,Argentina,45.197637770904066
ARM,Armenia,3.132130353898214
ABW,Aruba,0.16265822388231754
AUS,Australia,25.9329861011904
AUT,Austria,8.06287833629176
AZE,Azerbaijan,10.486870725173503
BHS,Bahamas,0.40860166470883996
BHR,Bahrain,0.7577139184140833
BGD,Bangladesh,168.9731781926239
BRB,Barbados,0.3789587523788214
BLR,Belarus,10.232859160299995
BEL,Belgium,12.57506968465168
BLZ,Belize,0.3777562835603021
BEN,Benin,12.927494096336886
BMU,Bermuda,0.13850758224725723
BTN,Bhutan,1.047130873443166
BOL,Bolivia,11.122201124425374
BES,"Bonaire, Sint Eustatius and Saba",0.02451195102185011
BIH,Bosnia and Herzegovina,3.853431431991339
BWA,Botswana,2.2905941235246488
BRA,Brazil,219.28538998060665
IOT,British Indian Ocean Territory,0
VGB,British Virgin Islands,9.394015214638785e-4
BRN,Brunei,0.30702580967567883
BGR,Bulgaria,7.097096632489411
BFA,Burkina Faso,18.597417547018267
BDI,Burundi,12.043165126349777
KHM,Cambodia,16.91470705804386
CMR,Cameroon,26.096670114522567
CAN,Canada,37.28521780105782
CPV,Cape Verde,0.4456342486664653
CYM,Cayman Islands,0.15630565583705902
CAF,Central African Republic,5.5805965944155105
TCD,Chad,14.427520984200783
CHL,Chile,18.287511256406333
CHN,China,1422.400614213771
CXR,Christmas Island,0.11079563945531845
CCK,Cocos Islands,0
COL,Colombia,49.38415950997626
COM,Comoros,0.7325694002211094
COK,Cook Islands,0.027201904507819563
CRI,Costa Rica,5.041414451377932
CIV,Côte d'Ivoire,24.038033655663185
HRV,Croatia,4.276099935726961
CUB,Cuba,11.30603356831125
CUW,Curaçao,0.16909916780423373
CYP,Cyprus,1.365469714619394
CZE,Czech Republic,10.295658587872367
DNK,Denmark,5.838117492719903
DJI,Djibouti,0.5759438878740184
DMA,Dominica,0.07923865411430597
DOM,Dominican Republic,10.765430873725563
ECU,Ecuador,17.126042178770604
EGY,Egypt,94.92708932135189
SLV,El Salvador,6.526278967503458
GNQ,Equatorial Guinea,0.848990372964181
ERI,Eritrea,5.48200422807713
