iso3c,country,population
EST,Estonia,1.2266379132759084
ETH,Ethiopia,107.21548668580363
FLK,Falkland Islands,0.0028067350071410146
FRO,Faroe Islands,0.04961022605857579
FJI,Fiji,0.8749453032360179
FIN,Finland,5.769549120584998
FRA,France,66.94902123132056
GUF,French Guiana,0.25964938051606623
PYF,French Polynesia,0.2257264396903338
GAB,Gabon,1.8232015307366964
GMB,Gambia,2.20527707983274
GEO,Georgia,3.816654953078796
DEU,Germany,81.36938935071657
GHA,Ghana,30.404572290717624
GIB,Gibraltar,0.30982837080955505
GRC,Greece,11.070400776390215
GRL,Greenland,0.04992009270996789
GRD,Grenada,0.10885886941105127
GLP,Guadeloupe,0.4576099787373096
GUM,Guam,0.22421149333240464
GTM,Guatemala,16.431208006688394
GGY,Guernsey,0.13454976491630077
GIN,Guinea,13.345845738775097
GNB,Guinea-Bissau,1.942671295022592
GUY,Guyana,0.8158413263564626
HTI,Haiti,9.349483514670283
HND,Honduras,8.125263663736405
HKG,Hong Kong,9.211045430973172
HUN,Hungary,9.745635455357842
ISL,Iceland,0.32702114928042647
IND,India,1357.6612184307464
IDN,Indonesia,262.752113352828
IRN,Iran,80.56037926350109
IRQ,Iraq,38.78798855236755
IRL,Ireland,4.726821963216935
IMN,Isle of Man,0.0445709879277274
ISR,Israel,7.885188103894507
ITA,Italy,59.740819503887415
JAM,Jamaica,2.6928731044754386
JPN,Japan,128.49962101242272
JEY,Jersey,0.23297526128590107
JOR,Jordan,7.9541531442464475
KAZ,Kazakhstan,18.761722302471753
KEN,Kenya,50.39320327253905
KIR,Kiribati,0.09015273937257007
XKO,Kosovo,1.8960825745125476
KWT,Kuwait,2.631894948252011
KGZ,Kyrgyzstan,6.7989974078981845
LAO,Laos,7.240133287587014
LVA,Latvia,1.7716631550574675
LBN,Lebanon,3.261556575459281
LSO,Lesotho,1.9427690334893555
LBR,Liberia,4.557626697191154
LBY,Libya,6.278472713605879
LIE,Liechtenstein,0.025820933980867267
LTU,Lithuania,2.908774079522118
LUX,Luxembourg,0.5670390246086754
MAC,Macao,0.5171735286712646
MKD,Macedonia,2.0852051916735945
MDG,Madagascar,25.723723421484465
MWI,Malawi,18.419057195354753
MYS,Malaysia,31.5949033140634
MDV,Maldives,0.28156648902222514
MLI,Mali,19.720127969828354
MLT,Malta,0.4049970544874668
MHL,Marshall Islands,0.01215984532609582
MTQ,Martinique,0.23912021843716502
MRT,Mauritania,3.6065141496532505
MUS,Mauritius,1.1694474923424423
MYT,Mayotte,0.4485635571181774
MEX,Mexico,123.65482054234035
FSM,Micronesia,0.18715874524787068
MDA,Moldova,3.95397246198263
MCO,Monaco,0
MNG,Mongolia,2.7882463084236484
MNE,Montenegro,0.6617047753825318
MSR,Montserrat,0.009005622938275337
MAR,Morocco,28.985356770201633
MOZ,Mozambique,30.052011187718563
MMR,Myanmar,52.98693575722973
NAM,Namibia,2.2745926857600587
NRU,Nauru,0
NPL,Nepal,28.755533584587244
NLD,Netherlands,18.198692954611033
NCL,New Caledonia,0.374859563424252
NZL,New Zealand,4.909787737241787
NIC,Nicaragua,6.17743364382477
NER,Niger,21.964530853573706
NGA,Nigeria,194.22043613990536
NIU,Niue,0.0013149760925443843
NFK,Norfolk Island,0.0046374681405723095
PRK,North Korea,26.160993965924717
MNP,Northern Mariana Islands,0.005316716684319545
NOR,Norway,5.596679325401965
OMN,Oman,4.625650423166007
PAK,Pakistan,195.1973090004467
PLW,Palau,0.02480021005612798
PSE,Palestina,4.483505215495825
PAN,Panama,4.9519907688882085
PNG,Papua New Guinea,8.17014173813368
PRY,Paraguay,7.144136415283356
PER,Peru,31.647441967056277
PHL,Philippines,108.34614258392321
PCN,Pitcairn Islands,2.3708031221758574e-4
POL,Poland,38.89736457951949
PRT,Portugal,10.69721454370427
PRI,Puerto Rico,3.4807954316493124
QAT,Qatar,2.3571595305929804
COG,Republic of Congo,4.675109780408093
REU,Reunion,0.7235851613804698
ROU,Romania,19.726841246647382
RUS,Russia,151.45342414173015
RWA,Rwanda,12.720641966386893
BLM,Saint-Barthélemy,0
MAF,Saint-Martin,0.03223437815904617
SHN,Saint Helena,0.0019268543546786532
KNA,Saint Kitts and Nevis,0.06757564004510641
LCA,Saint Lucia,0.15854198765009642
SPM,Saint Pierre and Miquelon,0.012811962282285094
VCT,Saint Vincent and the Grenadines,0.05657926294952631
WSM,Samoa,0.16945274398312904
SMR,San Marino,0.024733711034059525
STP,São Tomé and Príncipe,0.5125014395453036
SAU,Saudi Arabia,32.66996207594548
SEN,Senegal,17.193077703443123
SRB,Serbia,6.407477853459966
SYC,Seychelles,0.020173715194687247
SLE,Sierra Leone,6.214206996955909
SGP,Singapore,6.534749358892441
SXM,Sint Maarten,0.06124470382928848
SVK,Slovakia,5.285844282399012
SVN,Slovenia,1.9441039014645867
SLB,Solomon Islands,0.4641820412216475
SOM,Somalia,11.918951573694358
ZAF,South Africa,56.5952950570237
KOR,South Korea,47.7486422782531
SSD,South Sudan,13.119971037587675
ESP,Spain,48.175747734443576
LKA,Sri Lanka,21.405102632001217
SDN,Sudan,42.79296599402096
SUR,Suriname,0.5363901513251221
SJM,Svalbard and Jan Mayen,0.004546582976558966
SWZ,Swaziland,1.3818781387526542
SWE,Sweden,11.177893923977535
CHE,Switzerland,9.18259637304061
SYR,Syria,19.44735697564488
TWN,Taiwan,25.321937669737963
TJK,Tajikistan,8.38508847905905
TZA,Tanzania,61.019811568075966
THA,Thailand,71.06748954170325
TLS,Timor-Leste,1.2493649703101255
TGO,Togo,7.741474466631189
TKL,Tokelau,0.005821818020194769
TON,Tonga,0.09920650324784219
TTO,Trinidad and Tobago,1.3295126669108868
TUN,Tunisia,11.320148967179193
TUR,Turkey,83.69999308574916
TKM,Turkmenistan,5.48014011894702
TCA,Turks and Caicos Islands,0.05798412839794764
TUV,Tuvalu,0
UGA,Uganda,45.94867347663967
UKR,Ukraine,45.87226480183017
ARE,United Arab Emirates,8.935254842370341
GBR,United Kingdom,65.12427391633082
USA,United States,340.05493112960005
URY,Uruguay,4.109673961870868
UZB,Uzbekistan,30.407171125523746
VUT,Vanuatu,0.49664527897584776
VEN,Venezuela,33.27897103811637
VNM,Vietnam,99.66853306468693
VIR,"Virgin Islands, U.S.",0.04955731984227896
WLF,Wallis and Futuna,0.012384338304400444
ESH,Western Sahara,0.4987635254163169
YEM,Yemen,28.16675259220392
ZMB,Zambia,17.59165650452178
ZWE,Zimbabwe,16.216703241601863
XMI,Madeira Island,0.21968353050579026
COD,Democratic Republic of the Congo,85.85784610743771
