"lon","lat","iso3c","subregion"
11.4991759065938,55.1643417814415,"DNK","AFT-Bisserup Havbrug"
11.1979906816716,55.2319503737759,"DNK","Agerso¸ Havbrug"
10.0437412972984,55.7602159859551,"DNK","As Vig Havbrug"
11.0739426203052,55.6630587912492,"DNK","Asno¦s Fiskeopdro¦t"
15.2003405209237,55.0476538569857,"DNK","Bornholms Havbrug A/S"
10.0298494016384,55.8359394829447,"DNK","Borre I Havbrug"
10.0371874038333,55.8326789210125,"DNK","Borre II Havbrug"
9.63206745628604,55.5077033875806,"DNK","Bo¸rup Sande Havbrug"
10.2682483190824,55.7103788526132,"DNK","Endelave Havbrug"
11.3068926806557,55.0073326744227,"DNK","Fejo¸ Havbrug"
9.69020317109644,55.4367779631311,"DNK","Flo¦ko¸jet Havbrug"
11.9931479686892,54.9146333062307,"DNK","Gro¸nsund Havbrug"
10.0680276114618,55.7974962704614,"DNK","Havbruget Hundshage"
10.0529082891805,55.8318804348415,"DNK","Hjarno¸ Havbrug"
12.0493520823482,54.9101420502416,"DNK","Kongsno¦s Havbrug"
11.0538406610119,55.4809655051829,"DNK","Musholm Lax A/S; Vest"
11.0877916474023,55.4822335868356,"DNK","Musholm Lax A/S; o˜st"
10.614120926198,55.9635314106697,"DNK","Nordby Bugt Havbrug"
11.265289157436,55.0106315412274,"DNK","Onsevig Havbrug"
11.2235918732216,54.995679688488,"DNK","R„go¸ Havbrug"
11.431889584502,54.9962408261012,"DNK","Skalo¸ Havbrug"
9.80697324980214,55.2615242947536,"DNK","Åro¸ Havbrug"
