lon,lat,iso3c
-55.404,47.522,CAN
-55.413,47.538,CAN
-55.407,47.552,CAN
-55.387,47.564,CAN
-55.358,47.572,CAN
-55.348,47.554,CAN
-55.341,47.538,CAN
-55.354,47.512,CAN
-55.378,47.513,CAN
-55.47,47.622,CAN
-55.454,47.643,CAN
-55.439,47.637,CAN
-55.433,47.691,CAN
-55.393,47.703,CAN
-55.372,47.638,CAN
-55.348,47.637,CAN
-55.334,47.641,CAN
-55.328,47.648,CAN
-55.342,47.638,CAN
-55.326,47.637,CAN
-55.344,47.639,CAN
-55.262,47.642,CAN
-55.275,47.632,CAN
-55.227,47.619,CAN
-55.183,47.622,CAN
-55.17,47.624,CAN
-55.196,47.62,CAN
-55.636,47.532,CAN
-55.633,47.509,CAN
-55.646,47.491,CAN
-55.714,47.491,CAN
-55.798,47.481,CAN
-55.799,47.497,CAN
-55.776,47.528,CAN
-55.879,47.523,CAN
-55.873,47.5,CAN
-55.742,47.742,CAN
-55.856,47.533,CAN
-55.755,47.65,CAN
-55.928,47.699,CAN
-55.936,47.682,CAN
-55.943,47.672,CAN
-55.945,47.669,CAN
-55.943,47.661,CAN
-55.94,47.65,CAN
-55.934,47.641,CAN
-55.918,47.633,CAN
-55.909,47.63,CAN
-55.894,47.622,CAN
-55.934,47.718,CAN
-55.898,47.722,CAN
-55.885,47.732,CAN
-55.864,47.725,CAN
-55.858,47.754,CAN
-55.847,47.76,CAN
-55.848,47.754,CAN
-55.839,47.754,CAN
-55.832,47.76,CAN
-55.821,47.775,CAN
-55.823,47.786,CAN
-55.831,47.79,CAN
-55.844,47.785,CAN
-55.853,47.777,CAN
-55.851,47.771,CAN
-55.881,47.775,CAN
-55.891,47.769,CAN
-55.903,47.762,CAN
-55.834,47.794,CAN
-55.842,47.802,CAN
-55.834,47.811,CAN
-55.845,47.817,CAN
-55.84,47.826,CAN
-56.072,47.672,CAN
-56.116,47.712,CAN
-56.15,47.729,CAN
-56.21,47.649,CAN
-56.208,47.642,CAN
-56.202,47.638,CAN
-56.202,47.634,CAN
-56.173,47.653,CAN
-56.147,47.661,CAN
-56.145,47.655,CAN
-56.321,47.701,CAN
-56.311,47.688,CAN
-58.915,48.228,CAN
-58.719,48.509,CAN
-57.744,50.056,CAN
