lon,lat,subregion,iso3c
-5.3544973065403685,55.976311015215394,Argyll & Clyde,GBR
-5.60963559249395,57.258406840815674,North Coast & West Highlands,GBR
-5.206701263168004,57.94438287490209,North Coast & West Highlands,GBR
-5.048627140910544,55.87908213417455,Argyll & Clyde,GBR
-7.198479451757216,57.48515141604103,Outer Hebrides,GBR
-0.7964243421700045,60.75157810456293,Shetland Isles,GBR
-1.0150526509393134,60.62226866707877,Shetland Isles,GBR
-1.0293987286079078,60.63135250336745,Shetland Isles,GBR
-2.927365084131092,59.31072874303124,Orkney Islands,GBR
-2.967294260436155,59.17033732195338,Orkney Islands,GBR
-1.1716644344835363,60.429384504998374,Shetland Isles,GBR
-1.0081030956802008,60.61054457274442,Shetland Isles,GBR
-3.2635129274894425,58.901042821332524,Orkney Islands,GBR
-1.5921561071386892,60.213148435227176,Shetland Isles,GBR
-5.132226349648683,58.291370858104884,North Coast & West Highlands,GBR
-5.842857524056649,56.66072972448529,North Coast & West Highlands,GBR
-2.926199119360074,59.00897880244133,Orkney Islands,GBR
-3.237068235374348,58.88962235384221,Orkney Islands,GBR
-1.3548575887583454,60.35138258374709,Shetland Isles,GBR
-1.3423185624541363,60.344137982076305,Shetland Isles,GBR
-1.175660504134876,60.41504274862697,Shetland Isles,GBR
-5.631316476065078,57.12472076466434,North Coast & West Highlands,GBR
-0.9840791197748822,60.61934335331407,Shetland Isles,GBR
-5.713300691161892,55.70434292537527,Argyll & Clyde,GBR
-5.462790201597604,56.45072596049424,Argyll & Clyde,GBR
-1.1914941604893614,60.215801346032585,Shetland Isles,GBR
-1.3821728350570548,60.34432904974728,Shetland Isles,GBR
-6.837611334288398,58.25071597303832,Outer Hebrides,GBR
-5.635809648786555,57.85820318591086,North Coast & West Highlands,GBR
-5.427782483966558,58.01141884307704,North Coast & West Highlands,GBR
-1.1203986654257647,60.44432050138225,Shetland Isles,GBR
-5.81849103825792,56.51671122656725,Argyll & Clyde,GBR
-6.165413007299815,56.461479451638816,Argyll & Clyde,GBR
-5.329635284768471,55.87359352724334,Argyll & Clyde,GBR
-1.1602456138538932,60.238055640792545,Shetland Isles,GBR
-6.693471040330248,57.49420128932084,North Coast & West Highlands,GBR
-5.175953073190089,56.78651712563726,North Coast & West Highlands,GBR
-7.192005060405724,57.41613135615548,Outer Hebrides,GBR
-7.0600059775518975,57.66714775779364,Outer Hebrides,GBR
-7.069816474395282,57.65325770340341,Outer Hebrides,GBR
-1.4616964752900323,60.46588887784681,Shetland Isles,GBR
-7.340714675288425,57.0058291698997,Outer Hebrides,GBR
-1.301182100155204,60.06467378947764,Shetland Isles,GBR
-5.642043156779903,57.836448084459775,North Coast & West Highlands,GBR
-4.667339924038046,58.486128108477075,North Coast & West Highlands,GBR
-5.511791626835824,56.41877902123015,Argyll & Clyde,GBR
-2.964837205102501,59.145208927741166,Orkney Islands,GBR
-1.0073861787842284,60.63388474938728,Shetland Isles,GBR
-5.676392603462095,57.37874257891985,North Coast & West Highlands,GBR
-6.877067674501022,58.2150272197549,Outer Hebrides,GBR
-5.099798471610953,55.517299844245905,Argyll & Clyde,GBR
-1.3248425337532057,60.137529492533844,Shetland Isles,GBR
-6.664525605059395,57.463793390417244,North Coast & West Highlands,GBR
-1.153338937894762,60.43555470309293,Shetland Isles,GBR
-1.2955638623618064,60.07541930036128,Shetland Isles,GBR
-5.072599885176145,58.25327420016397,North Coast & West Highlands,GBR
-5.36363441573933,56.52267992878172,Argyll & Clyde,GBR
-5.4943685589213755,57.24998118426555,North Coast & West Highlands,GBR
-6.410243074146248,57.33445235564719,North Coast & West Highlands,GBR
-5.09890944835242,58.39823446900011,North Coast & West Highlands,GBR
-6.398566199413303,57.556112796889785,North Coast & West Highlands,GBR
-5.744603769114658,56.37779349041311,Argyll & Clyde,GBR
-6.835155192181788,57.81899935422769,Outer Hebrides,GBR
-6.194969418374021,56.49375884027394,Argyll & Clyde,GBR
-7.121632578395807,57.616073288883555,Outer Hebrides,GBR
-5.68605181471859,56.20781086424936,Argyll & Clyde,GBR
-6.044754917679875,56.68580016016811,North Coast & West Highlands,GBR
-7.201048516197743,57.444552370273115,Outer Hebrides,GBR
-5.418133351121447,55.91612017206104,Argyll & Clyde,GBR
-2.8979721643043446,58.99480778401076,Orkney Islands,GBR
-1.5381130965390624,60.20668596089256,Shetland Isles,GBR
-6.211155025730343,56.84395775538129,North Coast & West Highlands,GBR
-5.709056429638097,56.99297207777054,North Coast & West Highlands,GBR
-1.3448408225785582,60.127752686996075,Shetland Isles,GBR
-7.237164282093532,57.44035355797174,Outer Hebrides,GBR
-2.753653931535976,59.16007695423186,Orkney Islands,GBR
-5.623787538896385,55.88955343362013,Argyll & Clyde,GBR
-5.1311558509378585,58.25994054866965,North Coast & West Highlands,GBR
-1.3323706460873812,60.12140488465618,Shetland Isles,GBR
-6.748110070058017,57.849281535465,Outer Hebrides,GBR
-5.615260690497307,56.22698650034618,Argyll & Clyde,GBR
-6.157016718527406,57.41862633151138,North Coast & West Highlands,GBR
-6.147561009373716,57.42343478487738,North Coast & West Highlands,GBR
-1.1428651218623072,60.4193253453246,Shetland Isles,GBR
-3.0039953598548625,59.049712693327685,Orkney Islands,GBR
-2.99063290675451,59.009400273854624,Orkney Islands,GBR
-5.223218802914144,56.13264909755734,Argyll & Clyde,GBR
-6.737830559777573,57.83527363913563,Outer Hebrides,GBR
-5.3174717300275,55.86223443510019,Argyll & Clyde,GBR
-6.270240470696964,57.045203501431146,North Coast & West Highlands,GBR
-6.778598022542446,57.824745656227016,Outer Hebrides,GBR
-1.361915932610416,60.175426122712224,Shetland Isles,GBR
-6.679555826762701,57.9318905622287,Outer Hebrides,GBR
-6.412287793384584,58.10965041225585,Outer Hebrides,GBR
-5.076475546642541,55.92783276804079,Argyll & Clyde,GBR
-5.590863779919487,56.22500047559975,Argyll & Clyde,GBR
-4.6699967462643235,58.521117024256235,North Coast & West Highlands,GBR
-3.1584084934448873,58.87238800867149,Orkney Islands,GBR
-1.4172190551521429,60.41093110681252,Shetland Isles,GBR
-1.3664538626495089,60.12695991550058,Shetland Isles,GBR
-1.4188036538433468,60.32204671944546,Shetland Isles,GBR
-5.534009118610763,57.36933861647926,North Coast & West Highlands,GBR
-5.425366280648854,55.96177283320743,Argyll & Clyde,GBR
-1.161275874712351,60.409565493983834,Shetland Isles,GBR
-5.395600258209049,58.01138361231697,North Coast & West Highlands,GBR
-5.350320330532413,55.835270490959665,Argyll & Clyde,GBR
-1.3105189457472481,60.047661868731254,Shetland Isles,GBR
-3.1233957891393973,58.915808410006676,Orkney Islands,GBR
-7.196920472994651,57.556302988518866,Outer Hebrides,GBR
-0.8835737203669091,60.67241756479463,Shetland Isles,GBR
-0.9143771606260593,60.681649878462025,Shetland Isles,GBR
-6.7828142589388705,58.223997111118514,Outer Hebrides,GBR
-0.9129707848807145,60.66906772532363,Shetland Isles,GBR
-6.894240173875528,58.203573177973645,Outer Hebrides,GBR
-6.901233700590884,58.19250866263086,Outer Hebrides,GBR
-5.5000474405580775,56.50272503267738,Argyll & Clyde,GBR
-2.951228419422309,58.90641172545734,Orkney Islands,GBR
-1.026933744503089,60.591826901338756,Shetland Isles,GBR
-0.9058657865570752,60.66272447942059,Shetland Isles,GBR
