Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","2","Afghanistan","5313","Laying","1062","Eggs, hen, in shell","2017","2017","1000 Head","10688","F","FAO estimate"
"QL","Livestock Primary","2","Afghanistan","5410","Yield","1062","Eggs, hen, in shell","2017","2017","100mg/An","18713","Fc","Calculated data"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1062","Eggs, hen, in shell","2017","2017","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","2","Afghanistan","5513","Production","1067","Eggs, hen, in shell (number)","2017","2017","1000 No","400000","F","FAO estimate"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","1129","Fat, camels","2017","2017","Head","20283","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1129","Fat, camels","2017","2017","tonnes","256","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","869","Fat, cattle","2017","2017","Head","529014","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","869","Fat, cattle","2017","2017","tonnes","2336","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","1019","Fat, goats","2017","2017","Head","3517502","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1019","Fat, goats","2017","2017","tonnes","1681","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","979","Fat, sheep","2017","2017","Head","7047578","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","979","Fat, sheep","2017","2017","tonnes","6333","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","919","Hides, cattle, fresh","2017","2017","Head","529014","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5420","Yield","919","Hides, cattle, fresh","2017","2017","hg/An","295","Fc","Calculated data"
"QL","Livestock Primary","2","Afghanistan","5510","Production","919","Hides, cattle, fresh","2017","2017","tonnes","15632","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1182","Honey, natural","2017","2017","tonnes","1482","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","1127","Meat, camel","2017","2017","Head","20283","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5417","Yield/Carcass Weight","1127","Meat, camel","2017","2017","hg/An","1800","Fc","Calculated data"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1127","Meat, camel","2017","2017","tonnes","3651","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","867","Meat, cattle","2017","2017","Head","529014","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5417","Yield/Carcass Weight","867","Meat, cattle","2017","2017","hg/An","1800","Fc","Calculated data"
"QL","Livestock Primary","2","Afghanistan","5510","Production","867","Meat, cattle","2017","2017","tonnes","95229","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5321","Producing Animals/Slaughtered","1058","Meat, chicken","2017","2017","1000 Head","34812","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5424","Yield/Carcass Weight","1058","Meat, chicken","2017","2017","0.1g/An","8000","Fc","Calculated data"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1058","Meat, chicken","2017","2017","tonnes","27850","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5510","Production","1163","Meat, game","2017","2017","tonnes","8006","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","2","Afghanistan","5320","Producing Animals/Slaughtered","1017","Meat, goat","2017","2017","Head","3517502","Im","FAO data based on imputation methodology"
