iso3c,animal,system,product,kgCO2eq_per_animal
CPV,pigs,industrial,meat,2.115849172541498
CPV,sheep,mixed,meat,1.6253465346534652
KHM,buffaloes,mixed,meat,0
KHM,cows,mixed,meat,3.3357753203779397
KHM,chickens,industrial,meat,1.0637380815047022
KHM,pigs,industrial,meat,20.607819338026367
CMR,cows,mixed,meat,2.9303452472310236
CMR,chickens,industrial,meat,0.7891985741138561
CMR,goats,mixed,meat,1.4806393667919322
CMR,pigs,industrial,meat,1.2025580581507542
CMR,sheep,mixed,meat,2.0665458911346737
CAN,cows,mixed,meat,33.07917847025496
CAN,chickens,industrial,meat,2.757678334350806
CAN,pigs,industrial,meat,20.037840062132958
CAN,sheep,mixed,meat,12.357341196707212
CAF,cows,mixed,meat,3.0795456488704125
CAF,chickens,industrial,meat,0.61528658008658
CAF,goats,mixed,meat,1.2864185615904897
CAF,pigs,industrial,meat,0.9405734744428204
CAF,sheep,mixed,meat,2.053946601775371
TCD,cows,mixed,meat,2.863163488066382
TCD,chickens,industrial,meat,0.6411172197692636
TCD,goats,mixed,meat,1.2416459890123068
TCD,pigs,industrial,meat,1.5272727272727273
TCD,sheep,mixed,meat,2.040790195315116
CHL,cows,mixed,meat,15.534189426712272
CHL,chickens,industrial,meat,2.0206368338208485
CHL,goats,mixed,meat,8.325388942406077
CHL,pigs,industrial,meat,25.652351310118952
CHL,sheep,mixed,meat,1.2142628573223473
HKG,chickens,industrial,meat,8.813968991773951
HKG,goats,mixed,meat,58.41954022988506
MAC,chickens,industrial,meat,2.3821766870112024
CHN,buffaloes,mixed,meat,0
CHN,cows,mixed,meat,22.725809595696482
CHN,chickens,industrial,meat,2.9717037204073424
CHN,goats,mixed,meat,6.669671949123398
CHN,pigs,industrial,meat,45.14138974676012
CHN,sheep,mixed,meat,7.810638400538794
TWN,buffaloes,mixed,meat,0
TWN,cows,mixed,meat,21.642262171593796
TWN,chickens,industrial,meat,4.730662181759568
TWN,goats,mixed,meat,9.189854513726736
TWN,pigs,industrial,meat,51.2014581223752
COL,buffaloes,mixed,meat,0
COL,cows,mixed,meat,6.53120904438383
COL,chickens,industrial,meat,4.556972494894879
COL,goats,mixed,meat,1.7854048868535133
COL,pigs,industrial,meat,9.634236834748089
COL,sheep,mixed,meat,0.8648147604955507
COM,cows,mixed,meat,5.334309776638594
COM,chickens,industrial,meat,0.834254491017964
COM,goats,mixed,meat,1.1835628660889106
COM,sheep,mixed,meat,1.3715397397965388
COG,cows,mixed,meat,3.0475095593931973
COG,chickens,industrial,meat,1.1594083950617282
COG,goats,mixed,meat,1.2909276473671143
COG,pigs,industrial,meat,1.189319996773413
COG,sheep,mixed,meat,1.4126439411271259
COK,cows,mixed,meat,0
COK,chickens,industrial,meat,0.7023076923076922
COK,goats,mixed,meat,0.43337195828505215
COK,pigs,industrial,meat,5.637996680659962
CRI,cows,mixed,meat,24.399521244655862
CRI,chickens,industrial,meat,1.8190226199208
CRI,goats,mixed,meat,1.3424468922108574
CRI,pigs,industrial,meat,17.807270050533784
CRI,sheep,mixed,meat,1.5421023780594585
CIV,cows,mixed,meat,4.152471498326253
CIV,chickens,industrial,meat,0.35569154561130784
CIV,goats,mixed,meat,0.9638016483666931
CIV,pigs,industrial,meat,1.3566215940826807
CIV,sheep,mixed,meat,1.5409232189785431
HRV,cows,mixed,meat,54.51448557581556
HRV,chickens,industrial,meat,3.1935590037998995
HRV,goats,mixed,meat,8.08641849257724
HRV,pigs,industrial,meat,19.26590855568797
HRV,sheep,mixed,meat,6.358145377095735
CUB,cows,mixed,meat,4.253952988430967
CUB,chickens,industrial,meat,0.6394695006470791
CUB,goats,mixed,meat,0.9721226950974395
CUB,pigs,industrial,meat,18.410513382353642
CUB,sheep,mixed,meat,1.8621745788667687
CYP,cows,mixed,meat,54.94952809679615
CYP,chickens,industrial,meat,4.977838779243571
CYP,goats,mixed,meat,14.497879282218598
CYP,pigs,industrial,meat,26.717975442795233
CYP,sheep,mixed,meat,20.998867862125113
CZE,cows,mixed,meat,25.361672581012183
CZE,chickens,industrial,meat,3.6988154697993636
CZE,goats,mixed,meat,17.230298870655773
CZE,pigs,industrial,meat,33.09675034797337
CZE,sheep,mixed,meat,18.558621797088623
PRK,cows,mixed,meat,6.703767950666561
PRK,goats,mixed,meat,1.5852003257328993
PRK,pigs,industrial,meat,17.304429619377164
PRK,sheep,mixed,meat,2.5104880952380952
COD,cows,mixed,meat,3.037212174740975
COD,chickens,industrial,meat,0.2927440103946201
COD,goats,mixed,meat,1.4805644165822558
COD,pigs,industrial,meat,1.78211079056815
COD,sheep,mixed,meat,1.2398596642358062
DNK,cows,mixed,meat,54.107650038646035
DNK,chickens,industrial,meat,3.9125560415952454
DNK,pigs,industrial,meat,28.15511504062197
DNK,sheep,mixed,meat,6.787171784673877
DJI,cows,mixed,meat,4.462160044056596
DJI,goats,mixed,meat,1.8127690588406784
DJI,sheep,mixed,meat,1.782022347274426
DMA,cows,mixed,meat,15.152712353745631
DMA,chickens,industrial,meat,0.9694824161073826
DMA,goats,mixed,meat,1.3731450948062653
DMA,pigs,industrial,meat,13.727281706835242
DMA,sheep,mixed,meat,1.0067294269248666
DOM,cows,mixed,meat,4.347095150872457
DOM,chickens,industrial,meat,0.6990072426185063
DOM,goats,mixed,meat,1.2070417451978988
DOM,pigs,industrial,meat,19.348438576349025
DOM,sheep,mixed,meat,0.89
ECU,cows,mixed,meat,11.766070955693701
ECU,cows,mixed,meat,11.720990224062692
ECU,chickens,industrial,meat,0.7491371003066141
ECU,chickens,industrial,meat,0.73473061760841
ECU,goats,mixed,meat,75.80543272267846
ECU,pigs,industrial,meat,28.135855161627294
ECU,sheep,mixed,meat,4.308588343841304
ECU,sheep,mixed,meat,5.744784458455071
EGY,buffaloes,mixed,meat,0
EGY,cows,mixed,meat,20.553189763796095
EGY,chickens,industrial,meat,4.777420333252297
EGY,goats,mixed,meat,4.645940513336946
EGY,pigs,industrial,meat,19.175313487926044
EGY,sheep,mixed,meat,7.25604352354357
SLV,cows,mixed,meat,4.73229793864497
SLV,chickens,industrial,meat,3.7066012637026615
SLV,goats,mixed,meat,1.7158593419008614
SLV,pigs,industrial,meat,5.386632523210097
SLV,sheep,mixed,meat,2.027407546461423
SLV,sheep,mixed,meat,1.8673490559513106
GNQ,cows,mixed,meat,1.574832464631422
GNQ,chickens,industrial,meat,0.39865049342105263
GNQ,goats,mixed,meat,1.802252816020025
GNQ,pigs,industrial,meat,1.5319889743217756
GNQ,sheep,mixed,meat,0.9203047827058152
ERI,cows,mixed,meat,2.882687280415088
ERI,chickens,industrial,meat,1.3155204896369452
ERI,goats,mixed,meat,1.4339453019272923
ERI,sheep,mixed,meat,1.1873249976161677
EST,cows,mixed,meat,26.662613981762913
EST,chickens,industrial,meat,5.570814354056033
EST,goats,mixed,meat,3.33660273349716
EST,pigs,industrial,meat,27.692210936762994
EST,sheep,mixed,meat,5.6361386138613865
SWZ,cows,mixed,meat,6.110237012246605
SWZ,chickens,industrial,meat,0.8959143920595533
SWZ,goats,mixed,meat,2.3855415943335885
SWZ,pigs,industrial,meat,2.5056559370933984
SWZ,sheep,mixed,meat,5.679025149079594
ETH,cows,mixed,meat,1.6202845076330874
ETH,chickens,industrial,meat,0.8016671716407224
ETH,goats,mixed,meat,0.9551914324877024
ETH,pigs,industrial,meat,3.5975618015577377
ETH,sheep,mixed,meat,1.2632356638268185
FRO,cows,mixed,meat,8.850283794355121
FRO,sheep,mixed,meat,3.0183024445733615
FJI,cows,mixed,meat,0
FJI,chickens,industrial,meat,3.190096288870459
FJI,goats,mixed,meat,0.2710517431538639
FJI,pigs,industrial,meat,9.197406339005598
FJI,sheep,mixed,meat,1.1884648995048064
FIN,cows,mixed,meat,56.304906681233945
FIN,chickens,industrial,meat,9.727723507965443
FIN,pigs,industrial,meat,34.11160169942767
FIN,sheep,mixed,meat,6.285673973551558
FRA,cows,mixed,meat,36.985259456246425
FRA,chickens,industrial,meat,2.4414216477603254
FRA,goats,mixed,meat,17.652383870038097
FRA,pigs,industrial,meat,35.638702423658565
FRA,sheep,mixed,meat,12.150399920803249
PYF,cows,mixed,meat,0
PYF,chickens,industrial,meat,1.56340655105973
PYF,goats,mixed,meat,1.6296782665791203
PYF,pigs,industrial,meat,8.809595895513482
PYF,sheep,mixed,meat,2.5384615384615388
GAB,cows,mixed,meat,6.858231484637485
GAB,chickens,industrial,meat,0.7386152700555997
GAB,goats,mixed,meat,1.2609161749470745
GAB,pigs,industrial,meat,1.0907852084322673
GAB,sheep,mixed,meat,1.434758312377759
GMB,cows,mixed,meat,1.7598175004073653
GMB,chickens,industrial,meat,0.6759863387978142
GMB,goats,mixed,meat,0.9514120451093581
GMB,pigs,industrial,meat,2.2222222222222223
GMB,sheep,mixed,meat,1.7667692307692309
GEO,cows,mixed,meat,10.165925825387669
GEO,chickens,industrial,meat,2.0623384965764924
GEO,goats,mixed,meat,0.4401475946315403
GEO,pigs,industrial,meat,42.26977134466121
GEO,sheep,mixed,meat,4.11941522065856
DEU,cows,mixed,meat,55.580825805171436
DEU,chickens,industrial,meat,3.3399744069666792
DEU,goats,mixed,meat,2.8162266674612475
DEU,pigs,industrial,meat,41.52496867022511
DEU,sheep,mixed,meat,13.699482279569033
GHA,cows,mixed,meat,3.7481875858259617
GHA,chickens,industrial,meat,0.47423514178668
GHA,goats,mixed,meat,1.3582303118445034
GHA,pigs,industrial,meat,1.9233088235294118
GHA,sheep,mixed,meat,1.5225827150591538
GRC,cows,mixed,meat,34.57530468703129
GRC,chickens,industrial,meat,3.2583119262094122
GRC,goats,mixed,meat,12.897616917851911
GRC,pigs,industrial,meat,22.722186882721218
GRC,sheep,mixed,meat,14.21181774178862
GRD,cows,mixed,meat,6.493235303186549
GRD,chickens,industrial,meat,1.9196615454545454
GRD,goats,mixed,meat,1.2232845894263218
GRD,pigs,industrial,meat,11.82423618262959
GRD,sheep,mixed,meat,2.36320235034888
GTM,cows,mixed,meat,9.877479686526419
GTM,chickens,industrial,meat,4.513407841900794
GTM,goats,mixed,meat,0.7069466494922565
GTM,pigs,industrial,meat,2.617431644370555
GTM,sheep,mixed,meat,1.0350285947712419
GIN,cows,mixed,meat,2.883096049527801
GIN,chickens,industrial,meat,0.2788499979897881
GIN,goats,mixed,meat,1.599739334647975
GIN,pigs,industrial,meat,1.2344412003425176
GIN,sheep,mixed,meat,1.3054345701062724
GNB,cows,mixed,meat,2.1711436678772853
GNB,chickens,industrial,meat,0.9359647081636611
GNB,goats,mixed,meat,0.6382734084439773
GNB,pigs,industrial,meat,2.5089725867165735
GNB,sheep,mixed,meat,1.218098664441496
GUY,cows,mixed,meat,5.688416211555045
GUY,chickens,industrial,meat,0.35930355624204513
GUY,goats,mixed,meat,1.0396039603960396
GUY,pigs,industrial,meat,7.842095967029732
GUY,sheep,mixed,meat,1.2662167599122454
HTI,cows,mixed,meat,6.448837591610627
HTI,chickens,industrial,meat,0.5475926623169786
HTI,goats,mixed,meat,1.3071374961673727
HTI,pigs,industrial,meat,5.279282312880419
HTI,sheep,mixed,meat,1.7644269159211865
HND,cows,mixed,meat,4.706653716824652
HND,chickens,industrial,meat,1.5125413264221976
HND,goats,mixed,meat,1.8602630435641216
HND,pigs,industrial,meat,3.445843051834146
HND,sheep,mixed,meat,1.7851721415993687
HUN,cows,mixed,meat,16.932196637426898
HUN,chickens,industrial,meat,6.38123213332798
HUN,goats,mixed,meat,2.413475977229613
HUN,pigs,industrial,meat,31.190971242539337
HUN,sheep,mixed,meat,0.9583333333333334
ISL,cows,mixed,meat,29.73335353752603
ISL,pigs,industrial,meat,45.113821138211385
ISL,sheep,mixed,meat,16.30009114021202
IND,buffaloes,mixed,meat,0
IND,cows,mixed,meat,1.1657254138401365
IND,chickens,industrial,meat,4.964520460952674
IND,goats,mixed,meat,1.7071915284528882
IND,pigs,industrial,meat,15.978218428895346
IND,sheep,mixed,meat,1.4869022749275298
IDN,buffaloes,mixed,meat,0
IDN,cows,mixed,meat,5.509438460547431
IDN,chickens,industrial,meat,0.5041213285575035
IDN,goats,mixed,meat,2.541092769848317
IDN,pigs,industrial,meat,13.158406291471932
IDN,sheep,mixed,meat,1.993833445357716
IRN,buffaloes,mixed,meat,0
IRN,cows,mixed,meat,26.497064188895717
IRN,chickens,industrial,meat,1.0528139060200588
IRN,goats,mixed,meat,2.413223600975734
IRN,sheep,mixed,meat,4.144357698338429
IRQ,buffaloes,mixed,meat,0
IRQ,cows,mixed,meat,2.4121367131289295
IRQ,chickens,industrial,meat,0.9667548899360919
IRQ,goats,mixed,meat,6.299628731939821
IRQ,sheep,mixed,meat,5.125273614645845
IRL,cows,mixed,meat,42.04503095368773
IRL,chickens,industrial,meat,4.571285943477724
IRL,pigs,industrial,meat,40.313829873788045
IRL,sheep,mixed,meat,8.521225135362911
ISR,cows,mixed,meat,60.29028359288321
ISR,chickens,industrial,meat,6.855120752611574
ISR,goats,mixed,meat,87.47132972161133
ISR,pigs,industrial,meat,26.642797783933524
ISR,sheep,mixed,meat,10.812330852503383
ITA,buffaloes,mixed,meat,0
ITA,cows,mixed,meat,66.70829958798558
ITA,chickens,industrial,meat,5.1129380805180125
ITA,goats,mixed,meat,2.41168657573098
ITA,pigs,industrial,meat,34.786394377149364
ITA,sheep,mixed,meat,9.149586423614489
JAM,cows,mixed,meat,9.338458081164227
JAM,chickens,industrial,meat,3.039436493663298
JAM,goats,mixed,meat,9.926285464286009
JAM,pigs,industrial,meat,6.9378935674233615
JAM,sheep,mixed,meat,2.425487282580194
JPN,cows,mixed,meat,68.98490632664144
JPN,chickens,industrial,meat,5.432113999003169
JPN,goats,mixed,meat,3.2588470078983613
JPN,pigs,industrial,meat,36.069855869890866
JPN,sheep,mixed,meat,14.200187090739009
JOR,chickens,industrial,meat,3.813213026274399
JOR,goats,mixed,meat,9.802140486300454
JOR,sheep,mixed,meat,9.270936419478119
KAZ,cows,mixed,meat,17.2627211948143
KAZ,chickens,industrial,meat,5.253131788139664
KAZ,goats,mixed,meat,3.61690133313131
KAZ,pigs,industrial,meat,45.987869814877236
KAZ,sheep,mixed,meat,3.8076151056323653
KEN,cows,mixed,meat,8.289260797426293
KEN,chickens,industrial,meat,1.5211392019002374
KEN,goats,mixed,meat,0.5823554016916365
KEN,pigs,industrial,meat,1.3842498514761419
KEN,sheep,mixed,meat,0.3928428395138601
KIR,chickens,industrial,meat,0.7130791499846011
KIR,pigs,industrial,meat,20.81853869005517
KWT,cows,mixed,meat,19.191997367445463
KWT,chickens,industrial,meat,0.6577058054453288
KWT,goats,mixed,meat,2.608058776675103
KWT,sheep,mixed,meat,25.825613083443177
KGZ,cows,mixed,meat,20.230669869762682
KGZ,chickens,industrial,meat,11.349371428571427
KGZ,goats,mixed,meat,4.820499593915315
KGZ,pigs,industrial,meat,106.09269872913033
KGZ,sheep,mixed,meat,5.540076095882311
LAO,buffaloes,mixed,meat,0
LAO,cows,mixed,meat,2.594688762557626
LAO,chickens,industrial,meat,0.4330718893378073
LAO,goats,mixed,meat,1.3559678416821273
LAO,pigs,industrial,meat,8.884189713104162
LVA,cows,mixed,meat,23.814481291886466
LVA,pigs,industrial,meat,22.08438534534876
LVA,sheep,mixed,meat,4.5872448708450175
LBN,chickens,industrial,meat,0.9543887258030689
LBN,goats,mixed,meat,2.592211008352728
LBN,pigs,industrial,meat,36.66017574651357
LBN,sheep,mixed,meat,9.468646773673756
LSO,cows,mixed,meat,4.161572399547883
LSO,chickens,industrial,meat,5.806013071895425
LSO,goats,mixed,meat,0.8759526308701234
LSO,pigs,industrial,meat,4.527070384009836
LSO,sheep,mixed,meat,1.449467711760367
LBR,cows,mixed,meat,5.62544922134966
LBR,chickens,industrial,meat,0.9203222621794002
LBR,goats,mixed,meat,1.0820496254870686
LBR,pigs,industrial,meat,2.0381458752598407
LBR,sheep,mixed,meat,1.1229560360205888
LBY,cows,mixed,meat,13.992601080204498
LBY,cows,mixed,meat,14.029135286680225
LBY,chickens,industrial,meat,2.236980084342504
LBY,chickens,industrial,meat,2.1147816181967043
LBY,goats,mixed,meat,2.265117004410685
LBY,sheep,mixed,meat,2.2067457848614547
LBY,sheep,mixed,meat,1.986071206375309
LTU,cows,mixed,meat,37.76785528799479
LTU,chickens,industrial,meat,7.33937794038387
LTU,goats,mixed,meat,11.078483226359262
LTU,pigs,industrial,meat,22.494264370306087
LTU,sheep,mixed,meat,5.883715953902119
LUX,cows,mixed,meat,24.663076553928036
LUX,chickens,industrial,meat,7.1267764540995096
LUX,goats,mixed,meat,0.8212360836713931
LUX,pigs,industrial,meat,26.813382151173204
LUX,sheep,mixed,meat,3.8924274593064405
MDG,cows,mixed,meat,3.536149464807244
MDG,chickens,industrial,meat,0.6941071387540569
MDG,goats,mixed,meat,2.62342528587118
MDG,pigs,industrial,meat,2.378192433520678
MDG,sheep,mixed,meat,1.450205640423032
MWI,cows,mixed,meat,5.936065552493478
MWI,chickens,industrial,meat,4.616962391166087
MWI,goats,mixed,meat,2.581010303605464
MWI,pigs,industrial,meat,3.4226834343779644
MWI,sheep,mixed,meat,2.06225950705446
MYS,buffaloes,mixed,meat,0
MYS,cows,mixed,meat,13.973693575333517
MYS,chickens,industrial,meat,4.032457433994205
MYS,goats,mixed,meat,2.566376587928402
MYS,pigs,industrial,meat,49.018571109540595
MYS,sheep,mixed,meat,4.617015414287682
MLI,cows,mixed,meat,3.4162878091083484
MLI,chickens,industrial,meat,0.6107199999999999
MLI,goats,mixed,meat,6.0839667329897855
MLI,pigs,industrial,meat,2.1711229946524067
MLI,sheep,mixed,meat,5.661275862068965
MLT,cows,mixed,meat,51.07713646532438
MLT,chickens,industrial,meat,2.1397059415911377
MLT,goats,mixed,meat,11.53846153846154
MLT,pigs,industrial,meat,27.679280232865835
MLT,sheep,mixed,meat,20.28192839018889
MRT,cows,mixed,meat,3.6425269064388974
MRT,chickens,industrial,meat,0.7759996161719549
MRT,goats,mixed,meat,1.131474012082188
MRT,sheep,mixed,meat,1.4407206039138276
MUS,chickens,industrial,meat,1.457783659584293
MUS,goats,mixed,meat,0.4830587867905378
MUS,pigs,industrial,meat,1.768244346001399
MUS,sheep,mixed,meat,2.535787321063394
MEX,cows,mixed,meat,10.02872857162292
MEX,chickens,industrial,meat,2.7560882534527553
MEX,goats,mixed,meat,1.2477433527717425
MEX,pigs,industrial,meat,11.885912405525085
MEX,sheep,mixed,meat,2.862217067567103
FSM,cows,mixed,meat,0
FSM,chickens,industrial,meat,0.7165869297152361
FSM,goats,mixed,meat,1.0006485363795723
FSM,pigs,industrial,meat,8.350868844152544
MNG,cows,mixed,meat,5.476762136629989
MNG,chickens,industrial,meat,0.4236350896654639
MNG,goats,mixed,meat,1.518962854350906
MNG,pigs,industrial,meat,6.948809325117333
MNG,sheep,mixed,meat,2.170853693165993
MNE,cows,mixed,meat,24.54161398895987
MNE,chickens,industrial,meat,12.958010413762713
MNE,goats,mixed,meat,1.6820408852846764
MNE,pigs,industrial,meat,41.236193746755575
MNE,sheep,mixed,meat,4.345484672742336
MAR,cows,mixed,meat,29.10321755442415
MAR,chickens,industrial,meat,2.753656391572008
MAR,goats,mixed,meat,4.871245222995615
MAR,pigs,industrial,meat,26.43317170210121
MAR,sheep,mixed,meat,3.5269201712369282
MOZ,cows,mixed,meat,2.0085881949318436
MOZ,chickens,industrial,meat,4.378500141843971
MOZ,goats,mixed,meat,0.1586404782940542
MOZ,pigs,industrial,meat,4.7499597486399825
MOZ,sheep,mixed,meat,1.7665116279069766
MMR,buffaloes,mixed,meat,0
MMR,cows,mixed,meat,5.234747005176709
MMR,chickens,industrial,meat,3.0627636954658293
MMR,goats,mixed,meat,3.9090237419139897
MMR,pigs,industrial,meat,19.05674844812297
MMR,sheep,mixed,meat,3.030981275376868
NAM,cows,mixed,meat,2.146780992254255
NAM,chickens,industrial,meat,1.501447130673605
NAM,goats,mixed,meat,0.8193383513524023
NAM,pigs,industrial,meat,4.412545908286613
NAM,sheep,mixed,meat,1.6835377887725884
NRU,chickens,industrial,meat,1.8259999999999998
NRU,pigs,industrial,meat,8.266315095583389
NPL,buffaloes,mixed,meat,0
NPL,cows,mixed,meat,1.4049950949341543
NPL,chickens,industrial,meat,0.49298705265715576
NPL,goats,mixed,meat,2.7718370287885237
NPL,pigs,industrial,meat,9.869421837962225
NPL,sheep,mixed,meat,2.1410272911848605
NLD,cows,mixed,meat,71.67847871971719
NLD,chickens,industrial,meat,6.513487529876409
NLD,goats,mixed,meat,6.234411318311594
NLD,pigs,industrial,meat,24.661995288490907
NLD,sheep,mixed,meat,10.616777036415758
NCL,cows,mixed,meat,0
NCL,chickens,industrial,meat,1.3637997432605904
NCL,goats,mixed,meat,0.36833333333333335
NCL,pigs,industrial,meat,21.415649142402625
NCL,sheep,mixed,meat,0.8272058823529412
NZL,cows,mixed,meat,40.24986628026285
NZL,chickens,industrial,meat,3.774622014814728
NZL,goats,mixed,meat,9.288603150887084
NZL,pigs,industrial,meat,26.988640534485484
NZL,sheep,mixed,meat,10.1552243931011
NIC,cows,mixed,meat,6.498080826257822
NIC,chickens,industrial,meat,2.493191930276394
NIC,goats,mixed,meat,1.3084776428017575
NIC,pigs,industrial,meat,3.7910543771482845
NIC,sheep,mixed,meat,1.214136282127914
NER,cows,mixed,meat,1.1271478299193904
NER,chickens,industrial,meat,0.5719912329212752
NER,goats,mixed,meat,0.963988543952204
NER,pigs,industrial,meat,2.254321218349995
NER,sheep,mixed,meat,0.7454804340926869
NGA,cows,mixed,meat,3.0520903944710494
NGA,chickens,industrial,meat,1.7166496281099686
NGA,goats,mixed,meat,1.2656267160954702
NGA,pigs,industrial,meat,2.176014862177906
NGA,sheep,mixed,meat,1.2149966228073525
NIU,cows,mixed,meat,0
NIU,chickens,industrial,meat,0.7305427956989248
NIU,pigs,industrial,meat,9.466298723697825
MKD,cows,mixed,meat,6.48689580432531
MKD,chickens,industrial,meat,1.9658987688098495
MKD,pigs,industrial,meat,16.72449042010358
MKD,sheep,mixed,meat,6.246220666286004
NOR,cows,mixed,meat,51.63327598076256
NOR,chickens,industrial,meat,3.057050053335375
NOR,goats,mixed,meat,8.773182521879246
NOR,pigs,industrial,meat,33.07614770024306
NOR,sheep,mixed,meat,8.674681579897554
OMN,cows,mixed,meat,9.548112823110896
OMN,chickens,industrial,meat,1.0644324324324324
OMN,goats,mixed,meat,5.720372269274302
OMN,sheep,mixed,meat,63.513135830072656
PAK,buffaloes,mixed,meat,0
PAK,cows,mixed,meat,6.084046954706512
PAK,chickens,industrial,meat,0.6219924719664285
PAK,goats,mixed,meat,3.0162734238676885
PAK,sheep,mixed,meat,3.0547039989100075
PSE,chickens,industrial,meat,4.598015743515076
PSE,goats,mixed,meat,31.175541401273883
PSE,sheep,mixed,meat,18.16290356426891
PAN,cows,mixed,meat,8.81273026777371
PAN,chickens,industrial,meat,2.857733442695645
PAN,pigs,industrial,meat,12.996909045533954
PNG,cows,mixed,meat,0
PNG,chickens,industrial,meat,0.9977273673257022
PNG,goats,mixed,meat,2.201294879340789
PNG,pigs,industrial,meat,12.525723807147045
PNG,sheep,mixed,meat,1.6278563656147986
PRY,cows,mixed,meat,6.764503432714602
PRY,chickens,industrial,meat,1.7223987442378
PRY,goats,mixed,meat,2.341662263153922
PRY,pigs,industrial,meat,6.155751880213423
PRY,sheep,mixed,meat,1.63191480027941
PER,cows,mixed,meat,7.311561179436796
PER,chickens,industrial,meat,3.6711624267339187
PER,goats,mixed,meat,1.0891257968898482
PER,pigs,industrial,meat,7.680884693073869
PER,sheep,mixed,meat,0.9737808358551417
PHL,buffaloes,mixed,meat,0
PHL,cows,mixed,meat,14.888003823482554
PHL,chickens,industrial,meat,7.859450820635144
PHL,goats,mixed,meat,7.0324525230102815
PHL,pigs,industrial,meat,58.583165746168184
PHL,sheep,mixed,meat,1.482
POL,cows,mixed,meat,57.68156032783987
POL,chickens,industrial,meat,4.365924625280587
POL,pigs,industrial,meat,37.31261452934551
POL,sheep,mixed,meat,3.028593182776109
PRT,cows,mixed,meat,24.043614221676805
PRT,chickens,industrial,meat,41.37238916355999
PRT,goats,mixed,meat,2.5220210969034693
PRT,pigs,industrial,meat,36.341315448131866
PRT,sheep,mixed,meat,5.533145888594165
PRI,cows,mixed,meat,4.250072997707186
PRI,chickens,industrial,meat,0.785003389096667
PRI,goats,mixed,meat,4.098227354041307
PRI,pigs,industrial,meat,38.85806412865833
PRI,sheep,mixed,meat,0.9240354829625458
QAT,cows,mixed,meat,8.909349882999287
QAT,chickens,industrial,meat,0.4833581939604638
QAT,goats,mixed,meat,5.181469463295634
QAT,sheep,mixed,meat,5.787822540743962
KOR,cows,mixed,meat,35.72983336872155
KOR,chickens,industrial,meat,3.686779416338238
KOR,goats,mixed,meat,5.06209676925245
KOR,pigs,industrial,meat,29.13213971935843
KOR,sheep,mixed,meat,2.888863713605982
MDA,cows,mixed,meat,17.221858967910673
MDA,chickens,industrial,meat,0.5363829309547107
MDA,pigs,industrial,meat,37.96386340268359
MDA,sheep,mixed,meat,5.938514413932139
ROU,cows,mixed,meat,55.7330734621391
ROU,chickens,industrial,meat,4.261457509046024
ROU,goats,mixed,meat,5.291659362146856
ROU,pigs,industrial,meat,23.405685154109225
ROU,sheep,mixed,meat,26.270596934339174
RUS,cows,mixed,meat,21.907193761471902
RUS,chickens,industrial,meat,4.810332107081186
RUS,goats,mixed,meat,4.862356173230989
RUS,pigs,industrial,meat,31.220174073233824
RUS,sheep,mixed,meat,3.865294353493084
RWA,cows,mixed,meat,6.872364151472606
RWA,chickens,industrial,meat,2.0149437905077456
RWA,goats,mixed,meat,3.98984886365064
RWA,pigs,industrial,meat,0.5768357826748518
RWA,sheep,mixed,meat,3.6282680977442774
KNA,cows,mixed,meat,4.385635359116022
KNA,chickens,industrial,meat,0.082225
KNA,goats,mixed,meat,0.5009276437847866
KNA,pigs,industrial,meat,1.498563611491108
KNA,sheep,mixed,meat,0.5433432687531048
LCA,cows,mixed,meat,7.573942015431378
LCA,chickens,industrial,meat,1.1547916666666667
LCA,goats,mixed,meat,1.5620178957112
LCA,pigs,industrial,meat,6.4484156393186955
LCA,sheep,mixed,meat,3.265139116202946
VCT,cows,mixed,meat,11.60168543254773
VCT,chickens,industrial,meat,1.0012053333333333
VCT,goats,mixed,meat,1.1882176734897654
VCT,pigs,industrial,meat,10.658818284973254
VCT,sheep,mixed,meat,2.2289579713894945
WSM,cows,mixed,meat,0
WSM,chickens,industrial,meat,0.5803923954002572
WSM,pigs,industrial,meat,4.639662797513975
STP,cows,mixed,meat,34.23597678916828
STP,chickens,industrial,meat,1.5867839195979896
STP,goats,mixed,meat,0.36504985634612136
STP,pigs,industrial,meat,1.006739000338251
STP,sheep,mixed,meat,0.21473307485833582
SAU,chickens,industrial,meat,1.8605163208014532
SAU,goats,mixed,meat,4.789776781382793
SAU,sheep,mixed,meat,5.163306025213648
SEN,cows,mixed,meat,4.609839158183577
SEN,chickens,industrial,meat,0.76199280992323
SEN,goats,mixed,meat,1.4412357627091432
SEN,pigs,industrial,meat,2.359274775567682
SEN,sheep,mixed,meat,2.7005963564531728
SRB,cows,mixed,meat,22.285703010376
SRB,chickens,industrial,meat,4.878562710748857
SRB,goats,mixed,meat,13.628822769084042
SRB,pigs,industrial,meat,28.42623915420267
SRB,sheep,mixed,meat,6.938027663471464
SYC,cows,mixed,meat,7.465437788018433
SYC,goats,mixed,meat,1.4142857142857141
SYC,pigs,industrial,meat,6.101917808219178
SLE,cows,mixed,meat,3.7360091588659166
SLE,chickens,industrial,meat,0.43634346298465143
SLE,goats,mixed,meat,0.9841236256098491
SLE,pigs,industrial,meat,0.33613781117551683
SLE,sheep,mixed,meat,0.9310344827586207
SGP,cows,mixed,meat,36.34621553810801
