Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,1107,Asses,2016,2016,Head,1472100
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),1107,Asses,2016,2016,gigagrams,309.141
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,1126,Camels,2016,2016,Head,170500
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),1126,Camels,2016,2016,gigagrams,164.703
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,960,"Cattle, dairy",2016,2016,Head,3577082
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),960,"Cattle, dairy",2016,2016,gigagrams,4356.8859
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,961,"Cattle, non-dairy",2016,2016,Head,1657318
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),961,"Cattle, non-dairy",2016,2016,gigagrams,939.6993
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,1016,Goats,2016,2016,Head,7448000
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),1016,Goats,2016,2016,gigagrams,782.04
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,1096,Horses,2016,2016,Head,171200
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),1096,Horses,2016,2016,gigagrams,64.7136
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,1110,Mules,2016,2016,Head,24900
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),1110,Mules,2016,2016,gigagrams,5.229
GE,Enteric Fermentation,AFG,Afghanistan,5111,Stocks,976,Sheep,2016,2016,Head,13265200
GE,Enteric Fermentation,AFG,Afghanistan,72314,Emissions (CO2eq) (Enteric),976,Sheep,2016,2016,gigagrams,1392.846
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1107,Asses,2016,2016,Head,50057
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1107,Asses,2016,2016,gigagrams,10.512
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,946,Buffaloes,2016,2016,Head,83
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),946,Buffaloes,2016,2016,gigagrams,0.0959
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,960,"Cattle, dairy",2016,2016,Head,354872
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),960,"Cattle, dairy",2016,2016,gigagrams,871.9205
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,961,"Cattle, non-dairy",2016,2016,Head,137521
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),961,"Cattle, non-dairy",2016,2016,gigagrams,164.6126
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1016,Goats,2016,2016,Head,940806
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1016,Goats,2016,2016,gigagrams,98.7846
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1096,Horses,2016,2016,Head,31729
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1096,Horses,2016,2016,gigagrams,11.9936
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1110,Mules,2016,2016,Head,5000
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1110,Mules,2016,2016,gigagrams,1.05
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,976,Sheep,2016,2016,Head,1971933
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),976,Sheep,2016,2016,gigagrams,331.2847
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1051,"Swine, breeding",2016,2016,Head,18102
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1051,"Swine, breeding",2016,2016,gigagrams,0.5702
GE,Enteric Fermentation,ALB,Albania,5111,Stocks,1049,"Swine, market",2016,2016,Head,162922
GE,Enteric Fermentation,ALB,Albania,72314,Emissions (CO2eq) (Enteric),1049,"Swine, market",2016,2016,gigagrams,5.132
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1107,Asses,2016,2016,Head,112846
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1107,Asses,2016,2016,gigagrams,23.6977
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1126,Camels,2016,2016,Head,379094
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1126,Camels,2016,2016,gigagrams,366.2048
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,960,"Cattle, dairy",2016,2016,Head,1066625
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),960,"Cattle, dairy",2016,2016,gigagrams,1030.3597
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,961,"Cattle, non-dairy",2016,2016,Head,1014681
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),961,"Cattle, non-dairy",2016,2016,gigagrams,660.5573
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1016,Goats,2016,2016,Head,4934701
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1016,Goats,2016,2016,gigagrams,518.1436
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1096,Horses,2016,2016,Head,44991
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1096,Horses,2016,2016,gigagrams,17.0066
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1110,Mules,2016,2016,Head,19983
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1110,Mules,2016,2016,gigagrams,4.1964
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,976,Sheep,2016,2016,Head,28135986
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),976,Sheep,2016,2016,gigagrams,2954.2785
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1051,"Swine, breeding",2016,2016,Head,488
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1051,"Swine, breeding",2016,2016,gigagrams,0.0102
GE,Enteric Fermentation,DZA,Algeria,5111,Stocks,1049,"Swine, market",2016,2016,Head,4396
GE,Enteric Fermentation,DZA,Algeria,72314,Emissions (CO2eq) (Enteric),1049,"Swine, market",2016,2016,gigagrams,0.0923
GE,Enteric Fermentation,ASM,American Samoa,5111,Stocks,960,"Cattle, dairy",2016,2016,Head,24
GE,Enteric Fermentation,ASM,American Samoa,72314,Emissions (CO2eq) (Enteric),960,"Cattle, dairy",2016,2016,gigagrams,0.0454
GE,Enteric Fermentation,ASM,American Samoa,5111,Stocks,961,"Cattle, non-dairy",2016,2016,Head,87
