iso3c,species,production_system,product,tonnes_per_head
AFG,buffaloes,grassland,meat,2.4324547969534653
AFG,buffaloes,mixed,meat,2.242904525999037
AFG,cows,grassland,milk,1.5470988516516462
AFG,cows,mixed,milk,1.9256928734332746
AFG,goats,grassland,meat,0.18379081343652717
AFG,goats,grassland,milk,0.1826178216049276
AFG,goats,mixed,meat,0.17339756602190914
AFG,goats,mixed,milk,0.17316324316526768
AFG,sheep,grassland,meat,0.19948087946107879
AFG,sheep,grassland,milk,0.19193179518962705
AFG,sheep,mixed,meat,0.18799533767324877
AFG,sheep,mixed,milk,0.18157251626329837
AGO,cows,grassland,meat,1.4614721175211158
AGO,cows,grassland,milk,1.695823686448726
AGO,cows,mixed,meat,1.272598318777763
AGO,cows,mixed,milk,1.7468714883180911
AGO,goats,grassland,meat,0.1268489898953185
AGO,goats,mixed,meat,0.12061164135835446
AGO,pigs,backyard,meat,0.019107309871416872
AGO,pigs,industrial,meat,0.036254185830262436
AGO,pigs,intermediate,meat,0.02610760431739806
AGO,sheep,grassland,meat,0.17053658097478314
AGO,sheep,mixed,meat,0.1622516942829709
ALB,cows,grassland,milk,1.9528520702756507
ALB,cows,mixed,milk,1.9528528367581335
ALB,goats,grassland,milk,0.18411820604832593
ALB,goats,mixed,milk,0.18411792103565533
ALB,pigs,backyard,meat,0.02997212228965532
ALB,pigs,industrial,meat,0.03567358161435849
ALB,pigs,intermediate,meat,0.033506137142644755
ALB,sheep,grassland,milk,0.17454632983365412
ALB,sheep,mixed,milk,0.1745461621658664
ARE,buffaloes,grassland,meat,2.2730649907591807
ARE,cows,grassland,milk,1.5465032578840767
ARE,goats,grassland,meat,0.17476089852130056
ARE,goats,grassland,milk,0.19355882349518688
ARE,goats,mixed,meat,0.16550263676217034
ARE,goats,mixed,milk,0.18447216822812434
ARE,sheep,grassland,meat,0.20848854194094418
ARE,sheep,grassland,milk,0.22272335125712975
ARE,sheep,mixed,meat,0.1964142873864005
ARE,sheep,mixed,milk,0.21092917769901628
ARG,buffaloes,grassland,meat,2.4891549272344013
ARG,cows,grassland,meat,2.283701662638381
ARG,cows,grassland,milk,2.9804642415750306
ARG,cows,mixed,meat,1.6107650533163036
ARG,cows,mixed,milk,2.885709439808045
ARG,goats,grassland,meat,0.172323364547279
ARG,goats,mixed,meat,0.16305832996950298
ARG,pigs,backyard,meat,0.030995716830266376
ARG,pigs,industrial,meat,0.037277171864534775
ARG,pigs,intermediate,meat,0.033652230878394675
ARG,sheep,grassland,meat,0.2201601893843501
ARG,sheep,mixed,meat,0.2081545778635555
ARM,cows,grassland,milk,2.816466435091294
ARM,cows,mixed,milk,2.6121646534059346
ARM,goats,grassland,milk,0.20387262929427985
ARM,goats,mixed,milk,0.1948457492414403
ARM,pigs,backyard,meat,0.027229198455372524
ARM,pigs,industrial,meat,0.03089345623019235
ARM,pigs,intermediate,meat,0.03097560505049794
ARM,sheep,grassland,milk,0.24423637802159576
ARM,sheep,mixed,milk,0.2325045441507689
ATG,cows,grassland,milk,1.1893570816985752
ATG,cows,mixed,milk,1.104405969306869
ATG,goats,grassland,meat,0.08587952530129558
ATG,goats,mixed,meat,0.08020950280204943
ATG,sheep,grassland,meat,0.12361036539124279
AUS,cows,grassland,meat,1.5420468161223135
AUS,cows,grassland,milk,2.253190057887549
AUS,cows,mixed,meat,1.5289414665860768
AUS,cows,mixed,milk,2.1870250259544592
AUS,goats,grassland,meat,0.14478627216575723
AUS,goats,grassland,milk,0.1391544244345993
AUS,goats,mixed,meat,0.14478639693304668
AUS,goats,mixed,milk,0.13915289721724802
AUS,pigs,backyard,meat,0.0305865587213971
AUS,pigs,industrial,meat,0.03449286484858447
AUS,sheep,grassland,meat,0.1850966227514722
AUS,sheep,mixed,meat,0.18509661591847823
AUT,cows,grassland,meat,1.4871914383894222
AUT,cows,grassland,milk,1.9589662177063034
AUT,cows,mixed,meat,1.4871903995362536
AUT,cows,mixed,milk,1.9589660866490903
AUT,goats,grassland,milk,0.21116603625258232
AUT,goats,mixed,milk,0.21116590998210885
AUT,pigs,industrial,meat,0.03503718508810631
AUT,pigs,intermediate,meat,0.033063686016812616
AUT,sheep,grassland,meat,0.1443155180807749
AUT,sheep,grassland,milk,0.20082519240451818
AUT,sheep,mixed,meat,0.14431570883136996
AUT,sheep,mixed,milk,0.20082702289380366
AZE,buffaloes,grassland,milk,2.4722670356077345
AZE,buffaloes,mixed,milk,2.3193297660122063
AZE,cows,grassland,milk,2.596715581409295
AZE,cows,mixed,milk,2.399490777452686
AZE,goats,grassland,meat,0.16935354235753663
AZE,goats,grassland,milk,0.17888783538507672
AZE,goats,mixed,meat,0.16036935441584663
AZE,goats,mixed,milk,0.1700607534444938
AZE,sheep,grassland,meat,0.20237220919853618
AZE,sheep,grassland,milk,0.22554130540024003
AZE,sheep,mixed,meat,0.19064691406189901
AZE,sheep,mixed,milk,0.2140686233911981
BDI,cows,mixed,meat,1.1209236652425296
BDI,cows,mixed,milk,1.3319889335711104
BDI,goats,grassland,meat,0.11873319119029949
BDI,goats,grassland,milk,0.1324385529921965
BDI,goats,mixed,meat,0.11267105950274897
BDI,goats,mixed,milk,0.1262076255496545
BDI,pigs,backyard,meat,0.020077127989454553
BDI,pigs,intermediate,meat,0.027301534922275276
BDI,sheep,grassland,meat,0.14920390450232146
BDI,sheep,grassland,milk,0.1556115665393513
BDI,sheep,mixed,meat,0.13978563341479408
BDI,sheep,mixed,milk,0.14609437769176814
BEL,cows,grassland,meat,1.6722054683099021
BEL,cows,grassland,milk,2.185782103338075
BEL,cows,mixed,meat,1.6722062582052704
BEL,cows,mixed,milk,2.1857820219078845
BEL,goats,mixed,milk,0.21242766577231095
BEL,pigs,industrial,meat,0.03060349173875472
BEL,sheep,grassland,meat,0.14872268859516086
BEL,sheep,mixed,meat,0.14872764372454364
BEN,cows,grassland,meat,1.0517657000237193
BEN,cows,grassland,milk,1.0646500733216957
BEN,cows,mixed,meat,1.0184011591554896
BEN,cows,mixed,milk,0.9969092054855485
BEN,goats,grassland,meat,0.18944563301917045
BEN,goats,grassland,milk,0.200028255770555
BEN,goats,mixed,meat,0.16842886005221586
BEN,goats,mixed,milk,0.17832267447672093
BEN,pigs,backyard,meat,0.0190499767631581
BEN,pigs,industrial,meat,0.03625469855864862
BEN,pigs,intermediate,meat,0.026080129157395365
BEN,sheep,grassland,meat,0.13539027217590935
BEN,sheep,mixed,meat,0.1214678418282582
BFA,cows,grassland,meat,1.1499978277437846
BFA,cows,grassland,milk,1.1586310538395634
BFA,cows,mixed,meat,1.113887816623356
BFA,cows,mixed,milk,1.0869802663213268
BFA,goats,grassland,meat,0.1038136489595273
BFA,goats,grassland,milk,0.12015429182988757
BFA,goats,mixed,meat,0.09223974188375494
BFA,goats,mixed,milk,0.10731766471806765
BFA,pigs,backyard,meat,0.020234183869261776
BFA,pigs,industrial,meat,0.037036492600232264
BFA,sheep,grassland,meat,0.13333497827151786
BFA,sheep,grassland,milk,0.1532094484915437
BFA,sheep,mixed,meat,0.11872945564117222
BFA,sheep,mixed,milk,0.13706816195981877
BGD,buffaloes,grassland,meat,2.0079488762852584
BGD,buffaloes,mixed,meat,1.8620423187959942
BGD,buffaloes,mixed,milk,1.8743878695651448
BGD,cows,grassland,meat,1.3095618768131871
BGD,cows,grassland,milk,1.3347852040609283
BGD,cows,mixed,meat,1.6558323275692965
BGD,cows,mixed,milk,1.6523421424490417
BGD,goats,grassland,milk,0.13984451623338143
BGD,goats,mixed,milk,0.13336119994690399
BGD,sheep,grassland,milk,0.1285940582820614
BGD,sheep,mixed,meat,0.11241543420403671
BGD,sheep,mixed,milk,0.12305132419505743
BGR,cows,grassland,milk,2.0259933718880396
BGR,cows,mixed,milk,2.025993090327656
BGR,goats,grassland,milk,0.18141650330285863
BGR,goats,mixed,milk,0.1814164298864344
BGR,pigs,backyard,meat,0.031006326228204834
BGR,pigs,industrial,meat,0.0366050506088447
BGR,pigs,intermediate,meat,0.0343139190624155
BGR,sheep,grassland,milk,0.15895070586484128
BGR,sheep,mixed,milk,0.15895077471054167
BHR,sheep,grassland,meat,0.19802635475486094
BHS,goats,grassland,milk,0.1605227002339384
BIH,cows,grassland,milk,1.9514100880803245
BIH,cows,mixed,milk,1.9514091329513434
BIH,goats,grassland,meat,0.18045652839857085
BIH,goats,mixed,meat,0.1804576010231909
BIH,pigs,backyard,meat,0.030849437879479188
BIH,pigs,industrial,meat,0.03513233742135303
BIH,pigs,intermediate,meat,0.03291968694924314
BIH,sheep,grassland,meat,0.1850524263683424
BIH,sheep,grassland,milk,0.17522106784437144
BIH,sheep,mixed,meat,0.18505313951305472
BIH,sheep,mixed,milk,0.17522109955095658
BLR,cows,grassland,milk,1.94767446865873
BLR,cows,mixed,milk,1.9476745172620806
BLR,goats,grassland,milk,0.2794768908056227
BLR,goats,mixed,milk,0.27947693613140906
BLR,pigs,backyard,meat,0.02955451116052476
BLR,pigs,industrial,meat,0.03504126027581463
BLR,pigs,intermediate,meat,0.03472175006639567
BLR,sheep,grassland,meat,0.14765606248502303
BLR,sheep,mixed,meat,0.1476593216953415
BLZ,cows,grassland,meat,1.9247006342798938
BLZ,cows,mixed,meat,1.4023898864771527
BOL,cows,grassland,meat,1.947018866746767
BOL,cows,grassland,milk,2.7086466379758978
BOL,cows,mixed,meat,1.4164934467535102
BOL,cows,mixed,milk,2.304804404610162
BOL,goats,grassland,meat,0.1559798719744215
BOL,goats,grassland,milk,0.16402315169086448
BOL,goats,mixed,meat,0.14731646456706293
BOL,goats,mixed,milk,0.15544112841272906
BOL,pigs,backyard,meat,0.030771222458429975
BOL,pigs,industrial,meat,0.037893036329390097
BOL,pigs,intermediate,meat,0.03417499228718505
BOL,sheep,grassland,meat,0.20730117523216818
BOL,sheep,grassland,milk,0.2126974712140267
BOL,sheep,mixed,meat,0.19481285240712737
BOL,sheep,mixed,milk,0.20031868551664547
BRA,buffaloes,grassland,meat,2.3033846053992835
BRA,buffaloes,grassland,milk,2.5881443671733213
BRA,buffaloes,mixed,meat,2.1668312642093785
BRA,buffaloes,mixed,milk,2.4311867541829715
