Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QA","Live Animals","2","Afghanistan","5111","Stocks","1107","Asses","2017","2017","Head","1317000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","1126","Camels","2017","2017","Head","172000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","866","Cattle","2017","2017","Head","4977000","","Official data"
"QA","Live Animals","2","Afghanistan","5112","Stocks","1057","Chickens","2017","2017","1000 Head","13573","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","1016","Goats","2017","2017","Head","7598000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","1096","Horses","2017","2017","Head","175000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","1110","Mules","2017","2017","Head","24000","","Official data"
"QA","Live Animals","2","Afghanistan","5111","Stocks","976","Sheep","2017","2017","Head","13866000","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","1107","Asses","2017","2017","Head","56000","*","Unofficial figure"
"QA","Live Animals","3","Albania","5114","Stocks","1181","Beehives","2017","2017","No","289962","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","946","Buffaloes","2017","2017","Head","107","Im","FAO data based on imputation methodology"
"QA","Live Animals","3","Albania","5111","Stocks","866","Cattle","2017","2017","Head","475215","","Official data"
"QA","Live Animals","3","Albania","5112","Stocks","1057","Chickens","2017","2017","1000 Head","7835","","Official data"
"QA","Live Animals","3","Albania","5112","Stocks","1068","Ducks","2017","2017","1000 Head","","M","Data not available"
"QA","Live Animals","3","Albania","5112","Stocks","1072","Geese and guinea fowls","2017","2017","1000 Head","","M","Data not available"
"QA","Live Animals","3","Albania","5111","Stocks","1016","Goats","2017","2017","Head","933121","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","1096","Horses","2017","2017","Head","32258","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","1110","Mules","2017","2017","Head","","M","Data not available"
"QA","Live Animals","3","Albania","5111","Stocks","1034","Pigs","2017","2017","Head","180087","","Official data"
"QA","Live Animals","3","Albania","5111","Stocks","976","Sheep","2017","2017","Head","1925511","","Official data"
"QA","Live Animals","3","Albania","5112","Stocks","1079","Turkeys","2017","2017","1000 Head","409","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","1107","Asses","2017","2017","Head","95176","","Official data"
"QA","Live Animals","4","Algeria","5114","Stocks","1181","Beehives","2017","2017","No","414493","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5111","Stocks","1126","Camels","2017","2017","Head","381882","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","866","Cattle","2017","2017","Head","1895126","","Official data"
"QA","Live Animals","4","Algeria","5112","Stocks","1057","Chickens","2017","2017","1000 Head","136207","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5112","Stocks","1068","Ducks","2017","2017","1000 Head","55","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5112","Stocks","1072","Geese and guinea fowls","2017","2017","1000 Head","36","Im","FAO data based on imputation methodology"
"QA","Live Animals","4","Algeria","5111","Stocks","1016","Goats","2017","2017","Head","5007894","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","1096","Horses","2017","2017","Head","46841","","Official data"
"QA","Live Animals","4","Algeria","5111","Stocks","1110","Mules","2017","2017","Head","19247","","Official data"
