iso3c,species,product,kg_co2eq_head
LVA,chickens,eggs,0
LTU,chickens,eggs,0
NOR,chickens,eggs,0
SJM,chickens,eggs,0
SWE,chickens,eggs,0
GBR,chickens,eggs,0
ALB,chickens,eggs,0
AND,chickens,eggs,0
BIH,chickens,eggs,0
HRV,chickens,eggs,0
GIB,chickens,eggs,0
GRC,chickens,eggs,0
VAT,chickens,eggs,0
ITA,chickens,eggs,0
MLT,chickens,eggs,0
MNE,chickens,eggs,0
MKD,chickens,eggs,0
PRT,chickens,eggs,0
SMR,chickens,eggs,0
XKO,chickens,eggs,0
SRB,chickens,eggs,0
SVN,chickens,eggs,0
ESP,chickens,eggs,0
AUT,chickens,eggs,0
BEL,chickens,eggs,0
FRA,chickens,eggs,0
DEU,chickens,eggs,0
LIE,chickens,eggs,0
LUX,chickens,eggs,0
MCO,chickens,eggs,0
NLD,chickens,eggs,0
CHE,chickens,eggs,0
AUS,chickens,eggs,0
CXR,chickens,eggs,0
CCK,chickens,eggs,0
HMD,chickens,eggs,0
NZL,chickens,eggs,0
NFK,chickens,eggs,0
FJI,chickens,eggs,0
NCL,chickens,eggs,0
PNG,chickens,eggs,0
SLB,chickens,eggs,0
VUT,chickens,eggs,0
GUM,chickens,eggs,0
KIR,chickens,eggs,0
MHL,chickens,eggs,0
FSM,chickens,eggs,0
NRU,chickens,eggs,0
MNP,chickens,eggs,0
PLW,chickens,eggs,0
UMI,chickens,eggs,0
ASM,chickens,eggs,0
COK,chickens,eggs,0
PYF,chickens,eggs,0
NIU,chickens,eggs,0
PCN,chickens,eggs,0
WSM,chickens,eggs,0
TKL,chickens,eggs,0
TON,chickens,eggs,0
TUV,chickens,eggs,0
WLF,chickens,eggs,0
XMI,chickens,eggs,0
TWN,chickens,eggs,0
DZA,chickens,eggs&meat,0
EGY,chickens,eggs&meat,0
LBY,chickens,eggs&meat,0
MAR,chickens,eggs&meat,0
SDN,chickens,eggs&meat,0
TUN,chickens,eggs&meat,0
ESH,chickens,eggs&meat,0
IOT,chickens,eggs&meat,0
BDI,chickens,eggs&meat,0
COM,chickens,eggs&meat,0
DJI,chickens,eggs&meat,0
ERI,chickens,eggs&meat,0
ETH,chickens,eggs&meat,0
ATF,chickens,eggs&meat,0
KEN,chickens,eggs&meat,0
MDG,chickens,eggs&meat,0
MWI,chickens,eggs&meat,0
MUS,chickens,eggs&meat,0
MYT,chickens,eggs&meat,0
MOZ,chickens,eggs&meat,0
REU,chickens,eggs&meat,0
RWA,chickens,eggs&meat,0
SYC,chickens,eggs&meat,0
SOM,chickens,eggs&meat,0
SSD,chickens,eggs&meat,0
UGA,chickens,eggs&meat,0
TZA,chickens,eggs&meat,0
ZMB,chickens,eggs&meat,0
ZWE,chickens,eggs&meat,0
AGO,chickens,eggs&meat,0
CMR,chickens,eggs&meat,0
CAF,chickens,eggs&meat,0
TCD,chickens,eggs&meat,0
COG,chickens,eggs&meat,0
COD,chickens,eggs&meat,0
GNQ,chickens,eggs&meat,0
GAB,chickens,eggs&meat,0
STP,chickens,eggs&meat,0
BWA,chickens,eggs&meat,0
SWZ,chickens,eggs&meat,0
LSO,chickens,eggs&meat,0
NAM,chickens,eggs&meat,0
ZAF,chickens,eggs&meat,0
BEN,chickens,eggs&meat,0
BFA,chickens,eggs&meat,0
CPV,chickens,eggs&meat,0
CIV,chickens,eggs&meat,0
GMB,chickens,eggs&meat,0
GHA,chickens,eggs&meat,0
GIN,chickens,eggs&meat,0
GNB,chickens,eggs&meat,0
LBR,chickens,eggs&meat,0
MLI,chickens,eggs&meat,0
MRT,chickens,eggs&meat,0
NER,chickens,eggs&meat,0
NGA,chickens,eggs&meat,0
SHN,chickens,eggs&meat,0
SEN,chickens,eggs&meat,0
SLE,chickens,eggs&meat,0
TGO,chickens,eggs&meat,0
AIA,chickens,eggs&meat,0
ATG,chickens,eggs&meat,0
ABW,chickens,eggs&meat,0
BHS,chickens,eggs&meat,0
BRB,chickens,eggs&meat,0
BES,chickens,eggs&meat,0
VGB,chickens,eggs&meat,0
CYM,chickens,eggs&meat,0
CUB,chickens,eggs&meat,0
CUW,chickens,eggs&meat,0
DMA,chickens,eggs&meat,0
DOM,chickens,eggs&meat,0
GRD,chickens,eggs&meat,0
GLP,chickens,eggs&meat,0
HTI,chickens,eggs&meat,0
JAM,chickens,eggs&meat,0
MTQ,chickens,eggs&meat,0
MSR,chickens,eggs&meat,0
PRI,chickens,eggs&meat,0
BLM,chickens,eggs&meat,0
KNA,chickens,eggs&meat,0
LCA,chickens,eggs&meat,0
MAF,chickens,eggs&meat,0
VCT,chickens,eggs&meat,0
SXM,chickens,eggs&meat,0
TTO,chickens,eggs&meat,0
TCA,chickens,eggs&meat,0
VIR,chickens,eggs&meat,0
BLZ,chickens,eggs&meat,0
CRI,chickens,eggs&meat,0
SLV,chickens,eggs&meat,0
GTM,chickens,eggs&meat,0
HND,chickens,eggs&meat,0
MEX,chickens,eggs&meat,0
NIC,chickens,eggs&meat,0
PAN,chickens,eggs&meat,0
ARG,chickens,eggs&meat,0
BOL,chickens,eggs&meat,0
BVT,chickens,eggs&meat,0
BRA,chickens,eggs&meat,0
CHL,chickens,eggs&meat,0
COL,chickens,eggs&meat,0
ECU,chickens,eggs&meat,0
FLK,chickens,eggs&meat,0
GUF,chickens,eggs&meat,0
GUY,chickens,eggs&meat,0
PRY,chickens,eggs&meat,0
PER,chickens,eggs&meat,0
SGS,chickens,eggs&meat,0
SUR,chickens,eggs&meat,0
URY,chickens,eggs&meat,0
VEN,chickens,eggs&meat,0
BMU,chickens,eggs&meat,0
CAN,chickens,eggs&meat,0
GRL,chickens,eggs&meat,0
SPM,chickens,eggs&meat,0
USA,chickens,eggs&meat,0
ATA,chickens,eggs&meat,0
KAZ,chickens,eggs&meat,0
KGZ,chickens,eggs&meat,0
TJK,chickens,eggs&meat,0
TKM,chickens,eggs&meat,0
UZB,chickens,eggs&meat,0
CHN,chickens,eggs&meat,0
HKG,chickens,eggs&meat,0
MAC,chickens,eggs&meat,0
PRK,chickens,eggs&meat,0
JPN,chickens,eggs&meat,0
MNG,chickens,eggs&meat,0
KOR,chickens,eggs&meat,0
BRN,chickens,eggs&meat,0
KHM,chickens,eggs&meat,0
IDN,chickens,eggs&meat,0
LAO,chickens,eggs&meat,0
MYS,chickens,eggs&meat,0
MMR,chickens,eggs&meat,0
PHL,chickens,eggs&meat,0
SGP,chickens,eggs&meat,0
THA,chickens,eggs&meat,0
TLS,chickens,eggs&meat,0
VNM,chickens,eggs&meat,0
AFG,chickens,eggs&meat,0
BGD,chickens,eggs&meat,0
BTN,chickens,eggs&meat,0
IND,chickens,eggs&meat,0
IRN,chickens,eggs&meat,0
MDV,chickens,eggs&meat,0
NPL,chickens,eggs&meat,0
PAK,chickens,eggs&meat,0
LKA,chickens,eggs&meat,0
ARM,chickens,eggs&meat,0
AZE,chickens,eggs&meat,0
BHR,chickens,eggs&meat,0
CYP,chickens,eggs&meat,0
GEO,chickens,eggs&meat,0
IRQ,chickens,eggs&meat,0
ISR,chickens,eggs&meat,0
JOR,chickens,eggs&meat,0
KWT,chickens,eggs&meat,0
LBN,chickens,eggs&meat,0
OMN,chickens,eggs&meat,0
QAT,chickens,eggs&meat,0
SAU,chickens,eggs&meat,0
PSE,chickens,eggs&meat,0
SYR,chickens,eggs&meat,0
TUR,chickens,eggs&meat,0
ARE,chickens,eggs&meat,0
YEM,chickens,eggs&meat,0
BLR,chickens,eggs&meat,0
BGR,chickens,eggs&meat,0
CZE,chickens,eggs&meat,0
HUN,chickens,eggs&meat,0
POL,chickens,eggs&meat,0
MDA,chickens,eggs&meat,0
ROU,chickens,eggs&meat,0
RUS,chickens,eggs&meat,0
SVK,chickens,eggs&meat,0
UKR,chickens,eggs&meat,0
ALA,chickens,eggs&meat,0
GGY,chickens,eggs&meat,0
JEY,chickens,eggs&meat,0
NA,chickens,eggs&meat,0
DNK,chickens,eggs&meat,0
EST,chickens,eggs&meat,0
FRO,chickens,eggs&meat,0
FIN,chickens,eggs&meat,0
ISL,chickens,eggs&meat,0
IRL,chickens,eggs&meat,0
IMN,chickens,eggs&meat,0
LVA,chickens,eggs&meat,0
LTU,chickens,eggs&meat,0
NOR,chickens,eggs&meat,0
SJM,chickens,eggs&meat,0
SWE,chickens,eggs&meat,0
GBR,chickens,eggs&meat,0
ALB,chickens,eggs&meat,0
AND,chickens,eggs&meat,0
BIH,chickens,eggs&meat,0
HRV,chickens,eggs&meat,0
GIB,chickens,eggs&meat,0
GRC,chickens,eggs&meat,0
VAT,chickens,eggs&meat,0
ITA,chickens,eggs&meat,0
MLT,chickens,eggs&meat,0
MNE,chickens,eggs&meat,0
MKD,chickens,eggs&meat,0
PRT,chickens,eggs&meat,0
SMR,chickens,eggs&meat,0
XKO,chickens,eggs&meat,0
SRB,chickens,eggs&meat,0
SVN,chickens,eggs&meat,0
ESP,chickens,eggs&meat,0
AUT,chickens,eggs&meat,0
BEL,chickens,eggs&meat,0
FRA,chickens,eggs&meat,0
DEU,chickens,eggs&meat,0
LIE,chickens,eggs&meat,0
LUX,chickens,eggs&meat,0
MCO,chickens,eggs&meat,0
NLD,chickens,eggs&meat,0
CHE,chickens,eggs&meat,0
AUS,chickens,eggs&meat,0
CXR,chickens,eggs&meat,0
CCK,chickens,eggs&meat,0
HMD,chickens,eggs&meat,0
NZL,chickens,eggs&meat,0
NFK,chickens,eggs&meat,0
FJI,chickens,eggs&meat,0
NCL,chickens,eggs&meat,0
PNG,chickens,eggs&meat,0
SLB,chickens,eggs&meat,0
VUT,chickens,eggs&meat,0
GUM,chickens,eggs&meat,0
KIR,chickens,eggs&meat,0
MHL,chickens,eggs&meat,0
FSM,chickens,eggs&meat,0
NRU,chickens,eggs&meat,0
MNP,chickens,eggs&meat,0
PLW,chickens,eggs&meat,0
UMI,chickens,eggs&meat,0
ASM,chickens,eggs&meat,0
COK,chickens,eggs&meat,0
PYF,chickens,eggs&meat,0
NIU,chickens,eggs&meat,0
PCN,chickens,eggs&meat,0
WSM,chickens,eggs&meat,0
TKL,chickens,eggs&meat,0
TON,chickens,eggs&meat,0
TUV,chickens,eggs&meat,0
WLF,chickens,eggs&meat,0
XMI,chickens,eggs&meat,0
TWN,chickens,eggs&meat,0
DZA,pigs,meat,25
EGY,pigs,meat,25
LBY,pigs,meat,25
MAR,pigs,meat,25
SDN,pigs,meat,25
TUN,pigs,meat,25
ESH,pigs,meat,25
IOT,pigs,meat,25
BDI,pigs,meat,25
COM,pigs,meat,25
DJI,pigs,meat,25
ERI,pigs,meat,25
ETH,pigs,meat,25
ATF,pigs,meat,25
KEN,pigs,meat,25
MDG,pigs,meat,25
MWI,pigs,meat,25
MUS,pigs,meat,25
MYT,pigs,meat,25
MOZ,pigs,meat,25
REU,pigs,meat,25
RWA,pigs,meat,25
SYC,pigs,meat,25
SOM,pigs,meat,25
SSD,pigs,meat,25
UGA,pigs,meat,25
TZA,pigs,meat,25
ZMB,pigs,meat,25
ZWE,pigs,meat,25
AGO,pigs,meat,25
CMR,pigs,meat,25
CAF,pigs,meat,25
TCD,pigs,meat,25
COG,pigs,meat,25
COD,pigs,meat,25
GNQ,pigs,meat,25
GAB,pigs,meat,25
STP,pigs,meat,25
BWA,pigs,meat,25
SWZ,pigs,meat,25
LSO,pigs,meat,25
NAM,pigs,meat,25
ZAF,pigs,meat,25
BEN,pigs,meat,25
BFA,pigs,meat,25
CPV,pigs,meat,25
CIV,pigs,meat,25
GMB,pigs,meat,25
GHA,pigs,meat,25
GIN,pigs,meat,25
GNB,pigs,meat,25
LBR,pigs,meat,25
MLI,pigs,meat,25
MRT,pigs,meat,25
NER,pigs,meat,25
NGA,pigs,meat,25
SHN,pigs,meat,25
SEN,pigs,meat,25
SLE,pigs,meat,25
TGO,pigs,meat,25
AIA,pigs,meat,25
ATG,pigs,meat,25
ABW,pigs,meat,25
BHS,pigs,meat,25
BRB,pigs,meat,25
BES,pigs,meat,25
VGB,pigs,meat,25
CYM,pigs,meat,25
CUB,pigs,meat,25
CUW,pigs,meat,25
DMA,pigs,meat,25
DOM,pigs,meat,25
GRD,pigs,meat,25
GLP,pigs,meat,25
HTI,pigs,meat,25
JAM,pigs,meat,25
MTQ,pigs,meat,25
MSR,pigs,meat,25
PRI,pigs,meat,25
BLM,pigs,meat,25
KNA,pigs,meat,25
LCA,pigs,meat,25
MAF,pigs,meat,25
VCT,pigs,meat,25
SXM,pigs,meat,25
TTO,pigs,meat,25
TCA,pigs,meat,25
VIR,pigs,meat,25
BLZ,pigs,meat,25
CRI,pigs,meat,25
SLV,pigs,meat,25
GTM,pigs,meat,25
HND,pigs,meat,25
MEX,pigs,meat,25
NIC,pigs,meat,25
PAN,pigs,meat,25
ARG,pigs,meat,25
BOL,pigs,meat,25
BVT,pigs,meat,25
BRA,pigs,meat,25
CHL,pigs,meat,25
COL,pigs,meat,25
ECU,pigs,meat,25
FLK,pigs,meat,25
GUF,pigs,meat,25
GUY,pigs,meat,25
PRY,pigs,meat,25
PER,pigs,meat,25
SGS,pigs,meat,25
SUR,pigs,meat,25
URY,pigs,meat,25
VEN,pigs,meat,25
BMU,pigs,meat,37.5
CAN,pigs,meat,37.5
GRL,pigs,meat,37.5
SPM,pigs,meat,37.5
USA,pigs,meat,37.5
ATA,pigs,meat,25
KAZ,pigs,meat,25
KGZ,pigs,meat,25
TJK,pigs,meat,25
TKM,pigs,meat,25
UZB,pigs,meat,25
CHN,pigs,meat,25
HKG,pigs,meat,25
MAC,pigs,meat,25
PRK,pigs,meat,25
JPN,pigs,meat,37.5
MNG,pigs,meat,25
KOR,pigs,meat,25
BRN,pigs,meat,25
KHM,pigs,meat,25
IDN,pigs,meat,25
LAO,pigs,meat,25
MYS,pigs,meat,25
MMR,pigs,meat,25
PHL,pigs,meat,25
SGP,pigs,meat,25
THA,pigs,meat,25
TLS,pigs,meat,25
VNM,pigs,meat,25
AFG,pigs,meat,25
BGD,pigs,meat,25
BTN,pigs,meat,25
IND,pigs,meat,25
IRN,pigs,meat,25
MDV,pigs,meat,25
NPL,pigs,meat,25
PAK,pigs,meat,25
LKA,pigs,meat,25
ARM,pigs,meat,25
AZE,pigs,meat,25
BHR,pigs,meat,25
CYP,pigs,meat,25
GEO,pigs,meat,25
IRQ,pigs,meat,25
ISR,pigs,meat,25
JOR,pigs,meat,25
KWT,pigs,meat,25
LBN,pigs,meat,25
OMN,pigs,meat,25
QAT,pigs,meat,25
SAU,pigs,meat,25
PSE,pigs,meat,25
SYR,pigs,meat,25
TUR,pigs,meat,25
ARE,pigs,meat,25
YEM,pigs,meat,25
BLR,pigs,meat,37.5
BGR,pigs,meat,37.5
CZE,pigs,meat,37.5
HUN,pigs,meat,37.5
POL,pigs,meat,37.5
MDA,pigs,meat,37.5
ROU,pigs,meat,37.5
RUS,pigs,meat,37.5
SVK,pigs,meat,37.5
UKR,pigs,meat,37.5
ALA,pigs,meat,37.5
GGY,pigs,meat,37.5
JEY,pigs,meat,37.5
NA,pigs,meat,37.5
DNK,pigs,meat,37.5
EST,pigs,meat,37.5
FRO,pigs,meat,37.5
FIN,pigs,meat,37.5
ISL,pigs,meat,37.5
IRL,pigs,meat,37.5
IMN,pigs,meat,37.5
LVA,pigs,meat,37.5
LTU,pigs,meat,37.5
NOR,pigs,meat,37.5
SJM,pigs,meat,37.5
SWE,pigs,meat,37.5
GBR,pigs,meat,37.5
ALB,pigs,meat,37.5
AND,pigs,meat,37.5
BIH,pigs,meat,37.5
HRV,pigs,meat,37.5
GIB,pigs,meat,37.5
GRC,pigs,meat,37.5
VAT,pigs,meat,37.5
ITA,pigs,meat,37.5
MLT,pigs,meat,37.5
MNE,pigs,meat,37.5
MKD,pigs,meat,37.5
PRT,pigs,meat,37.5
SMR,pigs,meat,37.5
XKO,pigs,meat,37.5
SRB,pigs,meat,37.5
SVN,pigs,meat,37.5
ESP,pigs,meat,37.5
AUT,pigs,meat,37.5
BEL,pigs,meat,37.5
FRA,pigs,meat,37.5
DEU,pigs,meat,37.5
LIE,pigs,meat,37.5
LUX,pigs,meat,37.5
MCO,pigs,meat,37.5
NLD,pigs,meat,37.5
CHE,pigs,meat,37.5
AUS,pigs,meat,37.5
CXR,pigs,meat,37.5
CCK,pigs,meat,37.5
HMD,pigs,meat,37.5
NZL,pigs,meat,37.5
NFK,pigs,meat,37.5
FJI,pigs,meat,25
NCL,pigs,meat,25
PNG,pigs,meat,25
SLB,pigs,meat,25
VUT,pigs,meat,25
GUM,pigs,meat,25
KIR,pigs,meat,25
MHL,pigs,meat,25
FSM,pigs,meat,25
NRU,pigs,meat,25
MNP,pigs,meat,25
PLW,pigs,meat,25
UMI,pigs,meat,25
ASM,pigs,meat,25
COK,pigs,meat,25
PYF,pigs,meat,25
NIU,pigs,meat,25
PCN,pigs,meat,25
WSM,pigs,meat,25
TKL,pigs,meat,25
TON,pigs,meat,25
TUV,pigs,meat,25
WLF,pigs,meat,25
XMI,pigs,meat,25
TWN,pigs,meat,25
DZA,cows,meat,775
EGY,cows,meat,775
LBY,cows,meat,775
MAR,cows,meat,775
SDN,cows,meat,775
TUN,cows,meat,775
ESH,cows,meat,775
IOT,cows,meat,775
BDI,cows,meat,775
COM,cows,meat,775
DJI,cows,meat,775
ERI,cows,meat,775
ETH,cows,meat,775
ATF,cows,meat,775
KEN,cows,meat,775
MDG,cows,meat,775
MWI,cows,meat,775
MUS,cows,meat,775
MYT,cows,meat,775
MOZ,cows,meat,775
REU,cows,meat,775
RWA,cows,meat,775
SYC,cows,meat,775
SOM,cows,meat,775
SSD,cows,meat,775
UGA,cows,meat,775
TZA,cows,meat,775
ZMB,cows,meat,775
ZWE,cows,meat,775
AGO,cows,meat,775
CMR,cows,meat,775
CAF,cows,meat,775
TCD,cows,meat,775
COG,cows,meat,775
COD,cows,meat,775
GNQ,cows,meat,775
GAB,cows,meat,775
STP,cows,meat,775
BWA,cows,meat,775
SWZ,cows,meat,775
LSO,cows,meat,775
NAM,cows,meat,775
ZAF,cows,meat,775
BEN,cows,meat,775
BFA,cows,meat,775
CPV,cows,meat,775
CIV,cows,meat,775
GMB,cows,meat,775
GHA,cows,meat,775
GIN,cows,meat,775
GNB,cows,meat,775
LBR,cows,meat,775
MLI,cows,meat,775
MRT,cows,meat,775
NER,cows,meat,775
NGA,cows,meat,775
SHN,cows,meat,775
SEN,cows,meat,775
SLE,cows,meat,775
TGO,cows,meat,775
AIA,cows,meat,1400
ATG,cows,meat,1400
ABW,cows,meat,1400
BHS,cows,meat,1400
BRB,cows,meat,1400
BES,cows,meat,1400
VGB,cows,meat,1400
CYM,cows,meat,1400
CUB,cows,meat,1400
CUW,cows,meat,1400
DMA,cows,meat,1400
DOM,cows,meat,1400
GRD,cows,meat,1400
GLP,cows,meat,1400
HTI,cows,meat,1400
JAM,cows,meat,1400
MTQ,cows,meat,1400
MSR,cows,meat,1400
PRI,cows,meat,1400
BLM,cows,meat,1400
KNA,cows,meat,1400
LCA,cows,meat,1400
MAF,cows,meat,1400
VCT,cows,meat,1400
SXM,cows,meat,1400
TTO,cows,meat,1400
TCA,cows,meat,1400
VIR,cows,meat,1400
BLZ,cows,meat,1400
CRI,cows,meat,1400
SLV,cows,meat,1400
GTM,cows,meat,1400
HND,cows,meat,1400
MEX,cows,meat,1400
NIC,cows,meat,1400
PAN,cows,meat,1400
ARG,cows,meat,1400
BOL,cows,meat,1400
BVT,cows,meat,1400
BRA,cows,meat,1400
CHL,cows,meat,1400
COL,cows,meat,1400
ECU,cows,meat,1400
FLK,cows,meat,1400
GUF,cows,meat,1400
GUY,cows,meat,1400
PRY,cows,meat,1400
PER,cows,meat,1400
SGS,cows,meat,1400
SUR,cows,meat,1400
URY,cows,meat,1400
VEN,cows,meat,1400
BMU,cows,meat,1325
CAN,cows,meat,1325
GRL,cows,meat,1325
SPM,cows,meat,1325
USA,cows,meat,1325
ATA,cows,meat,1400
KAZ,cows,meat,1175
KGZ,cows,meat,1175
TJK,cows,meat,1175
TKM,cows,meat,1175
UZB,cows,meat,1175
CHN,cows,meat,1175
HKG,cows,meat,1175
MAC,cows,meat,1175
PRK,cows,meat,1175
JPN,cows,meat,1175
MNG,cows,meat,1175
KOR,cows,meat,1175
BRN,cows,meat,1175
KHM,cows,meat,1175
IDN,cows,meat,1175
LAO,cows,meat,1175
MYS,cows,meat,1175
MMR,cows,meat,1175
PHL,cows,meat,1175
SGP,cows,meat,1175
THA,cows,meat,1175
TLS,cows,meat,1175
VNM,cows,meat,1175
AFG,cows,meat,675
BGD,cows,meat,675
BTN,cows,meat,675
IND,cows,meat,675
IRN,cows,meat,675
MDV,cows,meat,675
NPL,cows,meat,675
PAK,cows,meat,675
LKA,cows,meat,675
ARM,cows,meat,775
AZE,cows,meat,775
BHR,cows,meat,775
CYP,cows,meat,775
GEO,cows,meat,775
IRQ,cows,meat,775
ISR,cows,meat,775
JOR,cows,meat,775
KWT,cows,meat,775
LBN,cows,meat,775
OMN,cows,meat,775
QAT,cows,meat,775
SAU,cows,meat,775
PSE,cows,meat,775
SYR,cows,meat,775
TUR,cows,meat,775
ARE,cows,meat,775
YEM,cows,meat,775
BLR,cows,meat,1450
BGR,cows,meat,1450
CZE,cows,meat,1450
HUN,cows,meat,1450
POL,cows,meat,1450
MDA,cows,meat,1450
ROU,cows,meat,1450
RUS,cows,meat,1450
SVK,cows,meat,1450
UKR,cows,meat,1450
ALA,cows,meat,1425
GGY,cows,meat,1425
JEY,cows,meat,1425
NA,cows,meat,1425
DNK,cows,meat,1425
EST,cows,meat,1425
FRO,cows,meat,1425
FIN,cows,meat,1425
ISL,cows,meat,1425
IRL,cows,meat,1425
IMN,cows,meat,1425
LVA,cows,meat,1425
LTU,cows,meat,1425
NOR,cows,meat,1425
SJM,cows,meat,1425
SWE,cows,meat,1425
GBR,cows,meat,1425
ALB,cows,meat,1425
AND,cows,meat,1425
BIH,cows,meat,1425
HRV,cows,meat,1425
GIB,cows,meat,1425
GRC,cows,meat,1425
VAT,cows,meat,1425
ITA,cows,meat,1425
MLT,cows,meat,1425
MNE,cows,meat,1425
MKD,cows,meat,1425
PRT,cows,meat,1425
SMR,cows,meat,1425
XKO,cows,meat,1425
SRB,cows,meat,1425
SVN,cows,meat,1425
ESP,cows,meat,1425
AUT,cows,meat,1425
BEL,cows,meat,1425
FRA,cows,meat,1425
DEU,cows,meat,1425
LIE,cows,meat,1425
LUX,cows,meat,1425
MCO,cows,meat,1425
NLD,cows,meat,1425
CHE,cows,meat,1425
AUS,cows,meat,1500
CXR,cows,meat,1500
CCK,cows,meat,1500
HMD,cows,meat,1500
NZL,cows,meat,1500
NFK,cows,meat,1500
FJI,cows,meat,1500
NCL,cows,meat,1500
PNG,cows,meat,1500
SLB,cows,meat,1500
VUT,cows,meat,1500
GUM,cows,meat,1500
KIR,cows,meat,1500
MHL,cows,meat,1500
FSM,cows,meat,1500
NRU,cows,meat,1500
MNP,cows,meat,1500
PLW,cows,meat,1500
UMI,cows,meat,1500
ASM,cows,meat,1500
COK,cows,meat,1500
PYF,cows,meat,1500
NIU,cows,meat,1500
PCN,cows,meat,1500
WSM,cows,meat,1500
TKL,cows,meat,1500
TON,cows,meat,1500
TUV,cows,meat,1500
WLF,cows,meat,1500
XMI,cows,meat,775
TWN,cows,meat,1175
DZA,cows,milk,1150
EGY,cows,milk,1150
LBY,cows,milk,1150
MAR,cows,milk,1150
SDN,cows,milk,1150
TUN,cows,milk,1150
ESH,cows,milk,1150
IOT,cows,milk,1150
BDI,cows,milk,1150
COM,cows,milk,1150
DJI,cows,milk,1150
ERI,cows,milk,1150
ETH,cows,milk,1150
ATF,cows,milk,1150
KEN,cows,milk,1150
MDG,cows,milk,1150
MWI,cows,milk,1150
MUS,cows,milk,1150
MYT,cows,milk,1150
MOZ,cows,milk,1150
REU,cows,milk,1150
RWA,cows,milk,1150
SYC,cows,milk,1150
SOM,cows,milk,1150
SSD,cows,milk,1150
UGA,cows,milk,1150
TZA,cows,milk,1150
ZMB,cows,milk,1150
ZWE,cows,milk,1150
AGO,cows,milk,1150
CMR,cows,milk,1150
CAF,cows,milk,1150
TCD,cows,milk,1150
COG,cows,milk,1150
COD,cows,milk,1150
GNQ,cows,milk,1150
GAB,cows,milk,1150
STP,cows,milk,1150
BWA,cows,milk,1150
SWZ,cows,milk,1150
LSO,cows,milk,1150
NAM,cows,milk,1150
ZAF,cows,milk,1150
BEN,cows,milk,1150
BFA,cows,milk,1150
CPV,cows,milk,1150
CIV,cows,milk,1150
GMB,cows,milk,1150
GHA,cows,milk,1150
GIN,cows,milk,1150
GNB,cows,milk,1150
LBR,cows,milk,1150
MLI,cows,milk,1150
MRT,cows,milk,1150
NER,cows,milk,1150
NGA,cows,milk,1150
SHN,cows,milk,1150
SEN,cows,milk,1150
SLE,cows,milk,1150
TGO,cows,milk,1150
AIA,cows,milk,1800
ATG,cows,milk,1800
ABW,cows,milk,1800
BHS,cows,milk,1800
BRB,cows,milk,1800
BES,cows,milk,1800
VGB,cows,milk,1800
CYM,cows,milk,1800
CUB,cows,milk,1800
CUW,cows,milk,1800
DMA,cows,milk,1800
DOM,cows,milk,1800
GRD,cows,milk,1800
GLP,cows,milk,1800
HTI,cows,milk,1800
JAM,cows,milk,1800
MTQ,cows,milk,1800
MSR,cows,milk,1800
PRI,cows,milk,1800
BLM,cows,milk,1800
KNA,cows,milk,1800
LCA,cows,milk,1800
MAF,cows,milk,1800
VCT,cows,milk,1800
SXM,cows,milk,1800
TTO,cows,milk,1800
TCA,cows,milk,1800
VIR,cows,milk,1800
BLZ,cows,milk,1800
CRI,cows,milk,1800
SLV,cows,milk,1800
GTM,cows,milk,1800
HND,cows,milk,1800
MEX,cows,milk,1800
NIC,cows,milk,1800
PAN,cows,milk,1800
ARG,cows,milk,1800
BOL,cows,milk,1800
BVT,cows,milk,1800
BRA,cows,milk,1800
CHL,cows,milk,1800
COL,cows,milk,1800
ECU,cows,milk,1800
FLK,cows,milk,1800
GUF,cows,milk,1800
GUY,cows,milk,1800
PRY,cows,milk,1800
PER,cows,milk,1800
SGS,cows,milk,1800
SUR,cows,milk,1800
URY,cows,milk,1800
VEN,cows,milk,1800
BMU,cows,milk,3200
CAN,cows,milk,3200
GRL,cows,milk,3200
SPM,cows,milk,3200
USA,cows,milk,3200
ATA,cows,milk,1800
KAZ,cows,milk,1700
KGZ,cows,milk,1700
TJK,cows,milk,1700
TKM,cows,milk,1700
UZB,cows,milk,1700
CHN,cows,milk,1700
HKG,cows,milk,1700
MAC,cows,milk,1700
PRK,cows,milk,1700
JPN,cows,milk,1700
MNG,cows,milk,1700
KOR,cows,milk,1700
BRN,cows,milk,1700
KHM,cows,milk,1700
IDN,cows,milk,1700
LAO,cows,milk,1700
MYS,cows,milk,1700
MMR,cows,milk,1700
PHL,cows,milk,1700
SGP,cows,milk,1700
THA,cows,milk,1700
TLS,cows,milk,1700
VNM,cows,milk,1700
AFG,cows,milk,1450
BGD,cows,milk,1450
BTN,cows,milk,1450
IND,cows,milk,1450
IRN,cows,milk,1450
MDV,cows,milk,1450
NPL,cows,milk,1450
PAK,cows,milk,1450
LKA,cows,milk,1450
ARM,cows,milk,1150
AZE,cows,milk,1150
BHR,cows,milk,1150
CYP,cows,milk,1150
GEO,cows,milk,1150
IRQ,cows,milk,1150
ISR,cows,milk,1150
JOR,cows,milk,1150
KWT,cows,milk,1150
LBN,cows,milk,1150
OMN,cows,milk,1150
QAT,cows,milk,1150
SAU,cows,milk,1150
PSE,cows,milk,1150
SYR,cows,milk,1150
TUR,cows,milk,1150
ARE,cows,milk,1150
YEM,cows,milk,1150
BLR,cows,milk,2475
BGR,cows,milk,2475
CZE,cows,milk,2475
HUN,cows,milk,2475
POL,cows,milk,2475
