iso3c,country,mms_specific,animal,product,production_system,to_mms_percentage,ef_direct,ef_dir_unit,frac_gas,percentage_leach
HRV,Croatia,Solid storage,chickens,meat,industrial,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Burned for fuel,sheep,meat,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Daily spread,pigs,meat,backyard,5,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Pasture/Range/Paddock,pigs,meat,industrial,0,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Liquid/Slurry,sheep,meat,mixed,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Composting intensive windrow,cows,milk,mixed,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Daily spread,goats,milk,mixed,72,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Dry lot,sheep,milk,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Solid storage,chickens,eggs,industrial,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Solid storage,goats,milk,grassland,0,0.005,kg N2O - N kg/N,12,4
HRV,Croatia,Anaerobic digester,goats,meat,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Pasture/Range/Paddock,goats,meat,mixed,0,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Liquid/Slurry,buffaloes,milk,mixed,48.7,0,kg N2O - N kg/N,40,2
HRV,Croatia,Pasture/Range/Paddock,sheep,milk,mixed,0,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Pasture/Range/Paddock,chickens,eggs,industrial,0,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Pasture/Range/Paddock,sheep,meat,mixed,0,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Solid storage,cows,meat,mixed,39.6,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Pasture/Range/Paddock,pigs,meat,backyard,5,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Pasture/Range/Paddock,cows,meat,mixed,0,0.02,kg N2O - N kg/N,0,4
HRV,Croatia,Solid storage,chickens,eggs&meat,backyard,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Liquid/Slurry,pigs,meat,backyard,30,0,kg N2O - N kg/N,48,2
HRV,Croatia,Composting intensive windrow,cows,meat,feedlot,0,0.1,kg N2O - N kg/N,30,4
HRV,Croatia,Daily spread,cows,milk,mixed,11.7,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Solid storage,buffaloes,meat,mixed,39.6,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Pasture/Range/Paddock,pigs,meat,intermediate,0,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Pasture/Range/Paddock,goats,milk,grassland,100,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Liquid/Slurry,cows,milk,mixed,48.7,0,kg N2O - N kg/N,40,2
HRV,Croatia,Composting intensive windrow,goats,meat,mixed,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Burned for fuel,sheep,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Daily spread,cows,meat,mixed,11.7,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Daily spread,cows,milk,grassland,0,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Burned for fuel,cows,meat,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Composting intensive windrow,cows,meat,grassland,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Anaerobic digester,sheep,meat,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Poultry manure with litter,chickens,eggs,industrial,8,0.001,kg N2O - N kg/N,40,4
HRV,Croatia,Uncovered anaerobic lagoon,pigs,meat,intermediate,11.7,0,kg N2O - N kg/N,40,2
HRV,Croatia,Solid storage,sheep,milk,grassland,0,0.005,kg N2O - N kg/N,12,4
HRV,Croatia,Uncovered anaerobic lagoon,chickens,eggs,industrial,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Poultry manure with litter,chickens,meat,industrial,100,0.001,kg N2O - N kg/N,40,4
HRV,Croatia,Composting intensive windrow,goats,meat,grassland,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Burned for fuel,goats,milk,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Pasture/Range/Paddock,cows,milk,grassland,100,0.02,kg N2O - N kg/N,0,4
HRV,Croatia,Composting intensive windrow,goats,milk,mixed,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Liquid/Slurry,chickens,eggs&meat,backyard,0,0,kg N2O - N kg/N,48,2
HRV,Croatia,Daily spread,sheep,meat,mixed,72,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Burned for fuel,cows,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Burned for fuel,goats,meat,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Daily spread,buffaloes,milk,grassland,0,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Liquid/Slurry,goats,milk,mixed,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Daily spread,goats,meat,mixed,72,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Pasture/Range/Paddock,sheep,milk,grassland,100,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Daily spread,cows,meat,feedlot,0,0.0125,kg N2O - N kg/N,NA,4
HRV,Croatia,Composting intensive windrow,buffaloes,meat,grassland,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Dry lot,cows,milk,mixed,0,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Liquid/Slurry,goats,milk,grassland,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Anaerobic digester,goats,meat,grassland,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Solid storage,sheep,meat,mixed,28,0.005,kg N2O - N kg/N,12,4
HRV,Croatia,Composting intensive windrow,cows,meat,mixed,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Dry lot,goats,meat,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Uncovered anaerobic lagoon,chickens,meat,industrial,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Dry lot,chickens,meat,industrial,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Composting intensive windrow,cows,milk,grassland,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Uncovered anaerobic lagoon,goats,milk,grassland,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Pit storage (> 1 month),chickens,eggs,industrial,42,0.001,kg N2O - N kg/N,55,4
HRV,Croatia,Pasture/Range/Paddock,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,0,4
HRV,Croatia,Dry lot,cows,meat,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Liquid/Slurry,goats,meat,grassland,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Daily spread,sheep,milk,mixed,72,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Liquid/Slurry,cows,meat,mixed,48.7,0,kg N2O - N kg/N,40,2
HRV,Croatia,Solid storage,sheep,milk,mixed,28,0.005,kg N2O - N kg/N,12,4
HRV,Croatia,Uncovered anaerobic lagoon,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Uncovered anaerobic lagoon,cows,meat,mixed,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Burned for fuel,sheep,milk,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Liquid/Slurry,pigs,meat,industrial,0,0,kg N2O - N kg/N,48,2
HRV,Croatia,Solid storage,cows,meat,grassland,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Dry lot,sheep,meat,grassland,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Anaerobic digester,pigs,meat,intermediate,0,0,kg N2O - N kg/N,0,2
HRV,Croatia,Composting intensive windrow,sheep,meat,mixed,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Poultry manure with litter,chickens,eggs&meat,backyard,0,0.001,kg N2O - N kg/N,40,4
HRV,Croatia,Liquid/Slurry,chickens,eggs,industrial,0,0,kg N2O - N kg/N,48,2
HRV,Croatia,Anaerobic digester,goats,milk,grassland,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Pasture/Range/Paddock,chickens,eggs&meat,backyard,50,0.02,kg N2O - N kg/N,20,4
HRV,Croatia,Dry lot,sheep,meat,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Anaerobic digester,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Burned for fuel,sheep,meat,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Daily spread,chickens,eggs&meat,backyard,50,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Uncovered anaerobic lagoon,sheep,milk,grassland,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Uncovered anaerobic lagoon,pigs,meat,backyard,5,0,kg N2O - N kg/N,40,2
HRV,Croatia,Uncovered anaerobic lagoon,sheep,milk,mixed,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Uncovered anaerobic lagoon,sheep,meat,grassland,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Solid storage,pigs,meat,industrial,13.7,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Anaerobic digester,sheep,milk,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Anaerobic digester,sheep,milk,grassland,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Dry lot,pigs,meat,industrial,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Burned for fuel,cows,milk,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Pit storage (> 1 month),pigs,meat,backyard,5,0.002,kg N2O - N kg/N,25,4
HRV,Croatia,Liquid/Slurry,cows,meat,grassland,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Burned for fuel,buffaloes,meat,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Composting intensive windrow,sheep,milk,grassland,0,0.1,kg N2O - N kg/N,NA,4
HRV,Croatia,Dry lot,cows,meat,feedlot,96,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Solid storage,cows,meat,feedlot,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Dry lot,buffaloes,milk,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Dry lot,pigs,meat,backyard,15,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Anaerobic digester,goats,milk,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Anaerobic digester,pigs,meat,backyard,5,0,kg N2O - N kg/N,0,2
HRV,Croatia,Pasture/Range/Paddock,goats,meat,grassland,100,0.01,kg N2O - N kg/N,0,4
HRV,Croatia,Burned for fuel,buffaloes,milk,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Dry lot,sheep,milk,grassland,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Liquid/Slurry,sheep,meat,grassland,0,0,kg N2O - N kg/N,40,2
HRV,Croatia,Daily spread,pigs,meat,industrial,2,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Uncovered anaerobic lagoon,cows,milk,mixed,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Daily spread,goats,meat,grassland,0,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Uncovered anaerobic lagoon,cows,meat,feedlot,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Daily spread,pigs,meat,intermediate,2,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Solid storage,sheep,meat,grassland,0,0.005,kg N2O - N kg/N,12,4
HRV,Croatia,Uncovered anaerobic lagoon,cows,milk,grassland,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Uncovered anaerobic lagoon,buffaloes,milk,mixed,0,0,kg N2O - N kg/N,35,2
HRV,Croatia,Burned for fuel,buffaloes,milk,mixed,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Anaerobic digester,buffaloes,meat,grassland,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Anaerobic digester,pigs,meat,industrial,0,0,kg N2O - N kg/N,0,2
HRV,Croatia,Burned for fuel,cows,meat,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Burned for fuel,goats,meat,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Dry lot,buffaloes,milk,grassland,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Solid storage,buffaloes,milk,grassland,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Anaerobic digester,buffaloes,milk,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Dry lot,goats,milk,mixed,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Daily spread,goats,milk,grassland,0,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Pit storage (> 1 month),chickens,meat,industrial,0,0.001,kg N2O - N kg/N,55,4
HRV,Croatia,Anaerobic digester,buffaloes,meat,mixed,0,0,kg N2O - N kg/N,NA,2
HRV,Croatia,Dry lot,pigs,meat,intermediate,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Solid storage,buffaloes,meat,grassland,0,0.005,kg N2O - N kg/N,45,4
HRV,Croatia,Dry lot,buffaloes,meat,grassland,0,0.02,kg N2O - N kg/N,30,4
HRV,Croatia,Daily spread,buffaloes,meat,grassland,0,0.0125,kg N2O - N kg/N,7,4
HRV,Croatia,Burned for fuel,buffaloes,meat,grassland,0,0.007,kg N2O - N kg/N,NA,4
HRV,Croatia,Pit storage (> 1 month),pigs,meat,industrial,69.8,0.002,kg N2O - N kg/N,25,4
HRV,Croatia,Daily spread,cows,meat,grassland,0,0.0125,kg N2O - N kg/N,7,4
CUB,Cuba,Pit storage (< 1 month),pigs,meat,backyard,15,0.002,kg N2O - N kg/N,25,6
CUB,Cuba,Burned for fuel,cows,meat,feedlot,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Uncovered anaerobic lagoon,buffaloes,meat,mixed,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Liquid/Slurry,goats,meat,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Uncovered anaerobic lagoon,chickens,eggs&meat,backyard,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Uncovered anaerobic lagoon,goats,meat,grassland,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Daily spread,buffaloes,meat,mixed,33,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Uncovered anaerobic lagoon,goats,milk,mixed,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Liquid/Slurry,buffaloes,meat,grassland,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Uncovered anaerobic lagoon,cows,meat,grassland,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Composting intensive windrow,goats,milk,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Dry lot,goats,meat,grassland,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Solid storage,pigs,meat,intermediate,10,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Liquid/Slurry,sheep,milk,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Solid storage,goats,meat,grassland,0,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Solid storage,cows,milk,mixed,67,0.005,kg N2O - N kg/N,30,6
CUB,Cuba,Anaerobic digester,cows,meat,grassland,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Composting intensive windrow,buffaloes,milk,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,sheep,meat,grassland,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Solid storage,cows,milk,grassland,0,0.005,kg N2O - N kg/N,30,6
CUB,Cuba,Dry lot,chickens,eggs,industrial,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Solid storage,goats,milk,mixed,50,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Daily spread,chickens,meat,industrial,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Composting intensive windrow,sheep,milk,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Pasture/Range/Paddock,goats,milk,mixed,0,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Pasture/Range/Paddock,cows,meat,grassland,100,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Anaerobic digester,cows,meat,feedlot,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Liquid/Slurry,pigs,meat,intermediate,42,0,kg N2O - N kg/N,48,18
CUB,Cuba,Pasture/Range/Paddock,cows,milk,mixed,0,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Composting intensive windrow,buffaloes,meat,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Pit storage (< 1 month),pigs,meat,intermediate,0,0.002,kg N2O - N kg/N,25,6
CUB,Cuba,Uncovered anaerobic lagoon,goats,meat,mixed,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Uncovered anaerobic lagoon,pigs,meat,industrial,5,0,kg N2O - N kg/N,40,18
CUB,Cuba,Pasture/Range/Paddock,cows,meat,feedlot,0,0.02,kg N2O - N kg/N,NA,6
CUB,Cuba,Uncovered anaerobic lagoon,buffaloes,meat,grassland,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Pit storage (> 1 month),chickens,eggs&meat,backyard,0,0.001,kg N2O - N kg/N,55,6
CUB,Cuba,Pasture/Range/Paddock,buffaloes,meat,grassland,100,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Anaerobic digester,cows,meat,mixed,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Solid storage,pigs,meat,backyard,15,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Liquid/Slurry,buffaloes,milk,grassland,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Composting intensive windrow,buffaloes,milk,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,sheep,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Pit storage (< 1 month),pigs,meat,industrial,0,0.002,kg N2O - N kg/N,25,6
CUB,Cuba,Daily spread,chickens,eggs,industrial,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Pit storage (> 1 month),pigs,meat,intermediate,0,0.002,kg N2O - N kg/N,25,6
CUB,Cuba,Anaerobic digester,cows,milk,grassland,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Liquid/Slurry,cows,meat,feedlot,5,0,kg N2O - N kg/N,40,18
CUB,Cuba,Uncovered anaerobic lagoon,sheep,meat,mixed,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Liquid/Slurry,chickens,meat,industrial,0,0,kg N2O - N kg/N,48,18
CUB,Cuba,Dry lot,cows,meat,grassland,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Solid storage,buffaloes,milk,mixed,67,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Liquid/Slurry,buffaloes,meat,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Dry lot,goats,milk,grassland,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Pasture/Range/Paddock,buffaloes,milk,grassland,100,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Pasture/Range/Paddock,chickens,meat,industrial,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Pasture/Range/Paddock,buffaloes,milk,mixed,0,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Anaerobic digester,cows,milk,mixed,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Anaerobic digester,sheep,meat,grassland,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Pasture/Range/Paddock,sheep,meat,grassland,100,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Liquid/Slurry,sheep,milk,grassland,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Dry lot,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Burned for fuel,goats,milk,mixed,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,buffaloes,milk,mixed,33,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Dry lot,chickens,eggs&meat,backyard,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Dry lot,cows,milk,grassland,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Composting intensive windrow,sheep,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Liquid/Slurry,cows,milk,grassland,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Solid storage,goats,meat,mixed,50,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Solid storage,chickens,meat,industrial,0,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Burned for fuel,sheep,meat,grassland,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,pigs,meat,backyard,5,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Pasture/Range/Paddock,pigs,meat,industrial,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Liquid/Slurry,sheep,meat,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Composting intensive windrow,cows,milk,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,goats,milk,mixed,50,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Dry lot,sheep,milk,mixed,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Solid storage,chickens,eggs,industrial,0,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Solid storage,goats,milk,grassland,0,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Anaerobic digester,goats,meat,mixed,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Pasture/Range/Paddock,goats,meat,mixed,0,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Liquid/Slurry,buffaloes,milk,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Pasture/Range/Paddock,sheep,milk,mixed,0,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Pasture/Range/Paddock,chickens,eggs,industrial,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Pasture/Range/Paddock,sheep,meat,mixed,0,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Solid storage,cows,meat,mixed,67,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Pasture/Range/Paddock,pigs,meat,backyard,5,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Pasture/Range/Paddock,cows,meat,mixed,0,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Solid storage,chickens,eggs&meat,backyard,0,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Liquid/Slurry,pigs,meat,backyard,30,0,kg N2O - N kg/N,48,18
CUB,Cuba,Composting intensive windrow,cows,meat,feedlot,6,0.1,kg N2O - N kg/N,30,6
CUB,Cuba,Daily spread,cows,milk,mixed,33,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Solid storage,buffaloes,meat,mixed,67,0.005,kg N2O - N kg/N,45,6
CUB,Cuba,Pasture/Range/Paddock,pigs,meat,intermediate,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Pasture/Range/Paddock,goats,milk,grassland,100,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Liquid/Slurry,cows,milk,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Composting intensive windrow,goats,meat,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Burned for fuel,sheep,milk,mixed,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,cows,meat,mixed,33,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Daily spread,cows,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Burned for fuel,cows,meat,mixed,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Composting intensive windrow,cows,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Anaerobic digester,sheep,meat,mixed,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Poultry manure with litter,chickens,eggs,industrial,0,0.001,kg N2O - N kg/N,40,6
CUB,Cuba,Uncovered anaerobic lagoon,pigs,meat,intermediate,5,0,kg N2O - N kg/N,40,18
CUB,Cuba,Solid storage,sheep,milk,grassland,0,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Uncovered anaerobic lagoon,chickens,eggs,industrial,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Poultry manure with litter,chickens,meat,industrial,100,0.001,kg N2O - N kg/N,40,6
CUB,Cuba,Composting intensive windrow,goats,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Burned for fuel,goats,milk,grassland,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Pasture/Range/Paddock,cows,milk,grassland,100,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Composting intensive windrow,goats,milk,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Liquid/Slurry,chickens,eggs&meat,backyard,0,0,kg N2O - N kg/N,48,18
CUB,Cuba,Daily spread,sheep,meat,mixed,50,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Burned for fuel,cows,milk,mixed,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Burned for fuel,goats,meat,mixed,0,0.007,kg N2O - N kg/N,NA,6
CUB,Cuba,Daily spread,buffaloes,milk,grassland,0,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Liquid/Slurry,goats,milk,mixed,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Daily spread,goats,meat,mixed,50,0.0125,kg N2O - N kg/N,7,6
CUB,Cuba,Pasture/Range/Paddock,sheep,milk,grassland,100,0.01,kg N2O - N kg/N,0,6
CUB,Cuba,Daily spread,cows,meat,feedlot,0,0.0125,kg N2O - N kg/N,NA,6
CUB,Cuba,Composting intensive windrow,buffaloes,meat,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Dry lot,cows,milk,mixed,0,0.02,kg N2O - N kg/N,20,6
CUB,Cuba,Liquid/Slurry,goats,milk,grassland,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Anaerobic digester,goats,meat,grassland,0,0,kg N2O - N kg/N,NA,18
CUB,Cuba,Solid storage,sheep,meat,mixed,50,0.005,kg N2O - N kg/N,12,6
CUB,Cuba,Composting intensive windrow,cows,meat,mixed,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Dry lot,goats,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Uncovered anaerobic lagoon,chickens,meat,industrial,0,0,kg N2O - N kg/N,40,18
CUB,Cuba,Dry lot,chickens,meat,industrial,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Composting intensive windrow,cows,milk,grassland,0,0.1,kg N2O - N kg/N,NA,6
CUB,Cuba,Uncovered anaerobic lagoon,goats,milk,grassland,0,0,kg N2O - N kg/N,35,18
CUB,Cuba,Pit storage (> 1 month),chickens,eggs,industrial,0,0.001,kg N2O - N kg/N,55,6
CUB,Cuba,Pasture/Range/Paddock,buffaloes,meat,mixed,0,0.02,kg N2O - N kg/N,0,6
CUB,Cuba,Dry lot,cows,meat,mixed,0,0.02,kg N2O - N kg/N,30,6
CUB,Cuba,Liquid/Slurry,goats,meat,grassland,0,0,kg N2O - N kg/N,40,18
