Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GE","Enteric Fermentation","2","Afghanistan","5111","Stocks","960","Cattle, dairy","2017","2017","Head","3388888","F","FAO estimate"
"GE","Enteric Fermentation","2","Afghanistan","72244","Implied emission factor for CH4 (Enteric)","960","Cattle, dairy","2017","2017","kg CH4/head","58","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72254","Emissions (CH4) (Enteric)","960","Cattle, dairy","2017","2017","gigagrams","196.5555","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72314","Emissions (CO2eq) (Enteric)","960","Cattle, dairy","2017","2017","gigagrams","4127.6656","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","5111","Stocks","961","Cattle, non-dairy","2017","2017","Head","1588112","F","FAO estimate"
"GE","Enteric Fermentation","2","Afghanistan","72244","Implied emission factor for CH4 (Enteric)","961","Cattle, non-dairy","2017","2017","kg CH4/head","27","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72254","Emissions (CH4) (Enteric)","961","Cattle, non-dairy","2017","2017","gigagrams","42.879","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72314","Emissions (CO2eq) (Enteric)","961","Cattle, non-dairy","2017","2017","gigagrams","900.4595","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","5111","Stocks","1016","Goats","2017","2017","Head","7598000","","Official data"
"GE","Enteric Fermentation","2","Afghanistan","72244","Implied emission factor for CH4 (Enteric)","1016","Goats","2017","2017","kg CH4/head","5","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72254","Emissions (CH4) (Enteric)","1016","Goats","2017","2017","gigagrams","37.99","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72314","Emissions (CO2eq) (Enteric)","1016","Goats","2017","2017","gigagrams","797.79","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","5111","Stocks","976","Sheep","2017","2017","Head","13866000","","Official data"
"GE","Enteric Fermentation","2","Afghanistan","72244","Implied emission factor for CH4 (Enteric)","976","Sheep","2017","2017","kg CH4/head","5","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72254","Emissions (CH4) (Enteric)","976","Sheep","2017","2017","gigagrams","69.33","Fc","Calculated data"
"GE","Enteric Fermentation","2","Afghanistan","72314","Emissions (CO2eq) (Enteric)","976","Sheep","2017","2017","gigagrams","1455.93","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","946","Buffaloes","2017","2017","Head","95","Im","FAO data based on imputation methodology"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","946","Buffaloes","2017","2017","kg CH4/head","55","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","946","Buffaloes","2017","2017","gigagrams","0.0052","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","946","Buffaloes","2017","2017","gigagrams","0.1097","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","960","Cattle, dairy","2017","2017","Head","349207","F","FAO estimate"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","960","Cattle, dairy","2017","2017","kg CH4/head","117","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","960","Cattle, dairy","2017","2017","gigagrams","40.8572","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","960","Cattle, dairy","2017","2017","gigagrams","858.0016","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","961","Cattle, non-dairy","2017","2017","Head","126008","F","FAO estimate"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","961","Cattle, non-dairy","2017","2017","kg CH4/head","57","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","961","Cattle, non-dairy","2017","2017","gigagrams","7.1825","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","961","Cattle, non-dairy","2017","2017","gigagrams","150.8316","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","1016","Goats","2017","2017","Head","933121","","Official data"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","1016","Goats","2017","2017","kg CH4/head","5","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","1016","Goats","2017","2017","gigagrams","4.6656","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","1016","Goats","2017","2017","gigagrams","97.9777","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","976","Sheep","2017","2017","Head","1925511","","Official data"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","976","Sheep","2017","2017","kg CH4/head","8","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","976","Sheep","2017","2017","gigagrams","15.4041","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","976","Sheep","2017","2017","gigagrams","323.4858","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","1051","Swine, breeding","2017","2017","Head","18009","F","FAO estimate"
"GE","Enteric Fermentation","3","Albania","72244","Implied emission factor for CH4 (Enteric)","1051","Swine, breeding","2017","2017","kg CH4/head","1.5","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72254","Emissions (CH4) (Enteric)","1051","Swine, breeding","2017","2017","gigagrams","0.027","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","72314","Emissions (CO2eq) (Enteric)","1051","Swine, breeding","2017","2017","gigagrams","0.5673","Fc","Calculated data"
"GE","Enteric Fermentation","3","Albania","5111","Stocks","1049","Swine, market","2017","2017","Head","162078","F","FAO estimate"
