iso3c,species,product,kg_co2eq_head
PHL,chickens,eggs,0.5
SGP,chickens,eggs,0.5
THA,chickens,eggs,0.5
TLS,chickens,eggs,0.5
VNM,chickens,eggs,0.5
AFG,chickens,eggs,0.25
BGD,chickens,eggs,0.5
BTN,chickens,eggs,0.25
IND,chickens,eggs,0.5
IRN,chickens,eggs,0.5
MDV,chickens,eggs,0.5
NPL,chickens,eggs,0.25
PAK,chickens,eggs,0.5
LKA,chickens,eggs,0.5
ARM,chickens,eggs,0.25
AZE,chickens,eggs,0.25
BHR,chickens,eggs,0.5
CYP,chickens,eggs,0.5
GEO,chickens,eggs,0.25
IRQ,chickens,eggs,0.5
ISR,chickens,eggs,0.5
JOR,chickens,eggs,0.5
KWT,chickens,eggs,0.5
LBN,chickens,eggs,0.325
OMN,chickens,eggs,0.5
QAT,chickens,eggs,0.5
SAU,chickens,eggs,0.5
PSE,chickens,eggs,0.5
SYR,chickens,eggs,0.5
TUR,chickens,eggs,0.25
ARE,chickens,eggs,0.5
YEM,chickens,eggs,0.5
BLR,chickens,eggs,8.94
BGR,chickens,eggs,8.94
CZE,chickens,eggs,8.94
HUN,chickens,eggs,8.94
POL,chickens,eggs,8.94
MDA,chickens,eggs,8.94
ROU,chickens,eggs,8.94
RUS,chickens,eggs,8.94
SVK,chickens,eggs,8.94
UKR,chickens,eggs,8.94
ALA,chickens,eggs,4.5525
GGY,chickens,eggs,4.5525
JEY,chickens,eggs,4.5525
NA,chickens,eggs,4.5525
DNK,chickens,eggs,4.5525
EST,chickens,eggs,4.5525
FRO,chickens,eggs,4.5525
FIN,chickens,eggs,4.5525
ISL,chickens,eggs,4.5525
IRL,chickens,eggs,4.5525
IMN,chickens,eggs,4.5525
LVA,chickens,eggs,4.5525
LTU,chickens,eggs,4.5525
NOR,chickens,eggs,4.5525
SJM,chickens,eggs,4.5525
SWE,chickens,eggs,4.5525
GBR,chickens,eggs,4.5525
ALB,chickens,eggs,4.5525
AND,chickens,eggs,4.5525
BIH,chickens,eggs,4.5525
HRV,chickens,eggs,4.5525
GIB,chickens,eggs,4.5525
GRC,chickens,eggs,4.5525
VAT,chickens,eggs,4.5525
ITA,chickens,eggs,4.5525
MLT,chickens,eggs,5.202500000000001
MNE,chickens,eggs,4.5525
MKD,chickens,eggs,4.5525
PRT,chickens,eggs,5.202500000000001
SMR,chickens,eggs,4.5525
XKO,chickens,eggs,4.5525
SRB,chickens,eggs,4.5525
SVN,chickens,eggs,4.5525
ESP,chickens,eggs,4.5525
AUT,chickens,eggs,4.5525
BEL,chickens,eggs,4.5525
FRA,chickens,eggs,4.5525
DEU,chickens,eggs,4.5525
LIE,chickens,eggs,4.5525
LUX,chickens,eggs,4.5525
MCO,chickens,eggs,4.5525
NLD,chickens,eggs,4.5525
CHE,chickens,eggs,4.5525
AUS,chickens,eggs,0.75
CXR,chickens,eggs,0.75
CCK,chickens,eggs,0.75
HMD,chickens,eggs,0.75
NZL,chickens,eggs,0.75
NFK,chickens,eggs,0.75
FJI,chickens,eggs,0.5
NCL,chickens,eggs,0.5
PNG,chickens,eggs,0.5
SLB,chickens,eggs,0.5
VUT,chickens,eggs,0.5
GUM,chickens,eggs,0.5
KIR,chickens,eggs,0.5
MHL,chickens,eggs,0.5
FSM,chickens,eggs,0.5
NRU,chickens,eggs,0.5
MNP,chickens,eggs,0.5
PLW,chickens,eggs,0.5
UMI,chickens,eggs,0.5
ASM,chickens,eggs,0.5
COK,chickens,eggs,0.5
PYF,chickens,eggs,0.5
NIU,chickens,eggs,0.5
PCN,chickens,eggs,0.5
WSM,chickens,eggs,0.5
TKL,chickens,eggs,0.5
TON,chickens,eggs,0.5
TUV,chickens,eggs,0.5
WLF,chickens,eggs,0.5
XMI,chickens,eggs,0.5
TWN,chickens,eggs,0.5
ABW,chickens,eggs&meat,0.5
AFG,chickens,eggs&meat,0.25
AGO,chickens,eggs&meat,0.5
AIA,chickens,eggs&meat,0.5
ALA,chickens,eggs&meat,2.52625
ALB,chickens,eggs&meat,2.52625
AND,chickens,eggs&meat,2.52625
ARE,chickens,eggs&meat,0.5
ARG,chickens,eggs&meat,0.44999999999999996
ARM,chickens,eggs&meat,0.25
ASM,chickens,eggs&meat,0.5
ATA,chickens,eggs&meat,0.5
ATF,chickens,eggs&meat,0.5
ATG,chickens,eggs&meat,0.5
AUS,chickens,eggs&meat,0.625
AUT,chickens,eggs&meat,2.52625
AZE,chickens,eggs&meat,0.25
BDI,chickens,eggs&meat,0.5
BEL,chickens,eggs&meat,2.52625
BEN,chickens,eggs&meat,0.5
BES,chickens,eggs&meat,0.5
BFA,chickens,eggs&meat,0.5
BGD,chickens,eggs&meat,0.5
BGR,chickens,eggs&meat,4.72
BHR,chickens,eggs&meat,0.5
BHS,chickens,eggs&meat,0.5
BIH,chickens,eggs&meat,2.52625
BLM,chickens,eggs&meat,0.5
BLR,chickens,eggs&meat,4.72
BLZ,chickens,eggs&meat,0.5
BMU,chickens,eggs&meat,2.16625
BOL,chickens,eggs&meat,0.5
BRA,chickens,eggs&meat,0.5
BRB,chickens,eggs&meat,0.5
BRN,chickens,eggs&meat,0.5
BTN,chickens,eggs&meat,0.25
BVT,chickens,eggs&meat,0.5
BWA,chickens,eggs&meat,0.5
CAF,chickens,eggs&meat,0.5
CAN,chickens,eggs&meat,1.9412500000000001
CCK,chickens,eggs&meat,0.625
CHE,chickens,eggs&meat,2.52625
CHL,chickens,eggs&meat,0.25
CHN,chickens,eggs&meat,0.25
CIV,chickens,eggs&meat,0.5
CMR,chickens,eggs&meat,0.5
COD,chickens,eggs&meat,0.5
COG,chickens,eggs&meat,0.5
COK,chickens,eggs&meat,0.5
COL,chickens,eggs&meat,0.5
COM,chickens,eggs&meat,0.5
CPV,chickens,eggs&meat,0.5
CRI,chickens,eggs&meat,0.5
CUB,chickens,eggs&meat,0.5
CUW,chickens,eggs&meat,0.5
CXR,chickens,eggs&meat,0.625
CYM,chickens,eggs&meat,0.5
CYP,chickens,eggs&meat,0.5
CZE,chickens,eggs&meat,4.72
DEU,chickens,eggs&meat,2.52625
DJI,chickens,eggs&meat,0.5
DMA,chickens,eggs&meat,0.5
DNK,chickens,eggs&meat,2.52625
DOM,chickens,eggs&meat,0.5
DZA,chickens,eggs&meat,0.5
ECU,chickens,eggs&meat,0.5
EGY,chickens,eggs&meat,0.5
ERI,chickens,eggs&meat,0.5
ESH,chickens,eggs&meat,0.5
ESP,chickens,eggs&meat,2.52625
EST,chickens,eggs&meat,2.52625
ETH,chickens,eggs&meat,0.5
FIN,chickens,eggs&meat,2.52625
FJI,chickens,eggs&meat,0.5
FLK,chickens,eggs&meat,0.25
FRA,chickens,eggs&meat,2.52625
FRO,chickens,eggs&meat,2.52625
FSM,chickens,eggs&meat,0.5
GAB,chickens,eggs&meat,0.5
GBR,chickens,eggs&meat,2.52625
GEO,chickens,eggs&meat,0.25
GGY,chickens,eggs&meat,2.52625
GHA,chickens,eggs&meat,0.5
GIB,chickens,eggs&meat,2.52625
GIN,chickens,eggs&meat,0.5
GLP,chickens,eggs&meat,0.5
GMB,chickens,eggs&meat,0.5
GNB,chickens,eggs&meat,0.5
GNQ,chickens,eggs&meat,0.5
GRC,chickens,eggs&meat,2.52625
GRD,chickens,eggs&meat,0.5
GRL,chickens,eggs&meat,1.9412500000000001
GTM,chickens,eggs&meat,0.5
GUF,chickens,eggs&meat,0.5
GUM,chickens,eggs&meat,0.5
GUY,chickens,eggs&meat,0.5
HKG,chickens,eggs&meat,0.5
HMD,chickens,eggs&meat,0.625
HND,chickens,eggs&meat,0.5
HRV,chickens,eggs&meat,2.52625
HTI,chickens,eggs&meat,0.5
HUN,chickens,eggs&meat,4.72
IDN,chickens,eggs&meat,0.5
IMN,chickens,eggs&meat,2.52625
IND,chickens,eggs&meat,0.5
IOT,chickens,eggs&meat,0.5
IRL,chickens,eggs&meat,2.52625
IRN,chickens,eggs&meat,0.5
IRQ,chickens,eggs&meat,0.5
ISL,chickens,eggs&meat,2.52625
ISR,chickens,eggs&meat,0.5
ITA,chickens,eggs&meat,2.52625
JAM,chickens,eggs&meat,0.5
JEY,chickens,eggs&meat,2.52625
JOR,chickens,eggs&meat,0.5
JPN,chickens,eggs&meat,1.0637500000000002
KAZ,chickens,eggs&meat,0.25
KEN,chickens,eggs&meat,0.5
KGZ,chickens,eggs&meat,0.25
KHM,chickens,eggs&meat,0.5
KIR,chickens,eggs&meat,0.5
KNA,chickens,eggs&meat,0.5
KOR,chickens,eggs&meat,0.25
KWT,chickens,eggs&meat,0.5
LAO,chickens,eggs&meat,0.5
LBN,chickens,eggs&meat,0.325
LBR,chickens,eggs&meat,0.5
LBY,chickens,eggs&meat,0.5
LCA,chickens,eggs&meat,0.5
LIE,chickens,eggs&meat,2.52625
LKA,chickens,eggs&meat,0.5
LSO,chickens,eggs&meat,0.25
LTU,chickens,eggs&meat,2.52625
LUX,chickens,eggs&meat,2.52625
LVA,chickens,eggs&meat,2.52625
MAC,chickens,eggs&meat,0.5
MAF,chickens,eggs&meat,0.5
MAR,chickens,eggs&meat,0.5
MCO,chickens,eggs&meat,2.52625
MDA,chickens,eggs&meat,4.72
MDG,chickens,eggs&meat,0.5
MDV,chickens,eggs&meat,0.5
MEX,chickens,eggs&meat,0.5
MHL,chickens,eggs&meat,0.5
MKD,chickens,eggs&meat,2.52625
MLI,chickens,eggs&meat,0.5
MLT,chickens,eggs&meat,2.8512500000000003
MMR,chickens,eggs&meat,0.5
MNE,chickens,eggs&meat,2.52625
MNG,chickens,eggs&meat,0.25
MNP,chickens,eggs&meat,0.5
MOZ,chickens,eggs&meat,0.5
MRT,chickens,eggs&meat,0.5
MSR,chickens,eggs&meat,0.5
MTQ,chickens,eggs&meat,0.5
MUS,chickens,eggs&meat,0.5
MWI,chickens,eggs&meat,0.5
MYS,chickens,eggs&meat,0.5
MYT,chickens,eggs&meat,0.5
NAM,chickens,eggs&meat,0.5
NCL,chickens,eggs&meat,0.5
NER,chickens,eggs&meat,0.5
NFK,chickens,eggs&meat,0.625
NGA,chickens,eggs&meat,0.5
NIC,chickens,eggs&meat,0.5
NIU,chickens,eggs&meat,0.5
NLD,chickens,eggs&meat,2.52625
NOR,chickens,eggs&meat,2.52625
NPL,chickens,eggs&meat,0.25
NRU,chickens,eggs&meat,0.5
NZL,chickens,eggs&meat,0.625
OMN,chickens,eggs&meat,0.5
PAK,chickens,eggs&meat,0.5
PAN,chickens,eggs&meat,0.5
PCN,chickens,eggs&meat,0.5
PER,chickens,eggs&meat,0.5
PHL,chickens,eggs&meat,0.5
PLW,chickens,eggs&meat,0.5
PNG,chickens,eggs&meat,0.5
POL,chickens,eggs&meat,4.72
PRI,chickens,eggs&meat,0.5
PRK,chickens,eggs&meat,0.25
PRT,chickens,eggs&meat,2.8512500000000003
PRY,chickens,eggs&meat,0.5
PSE,chickens,eggs&meat,0.5
PYF,chickens,eggs&meat,0.5
QAT,chickens,eggs&meat,0.5
REU,chickens,eggs&meat,0.5
ROU,chickens,eggs&meat,4.72
RUS,chickens,eggs&meat,4.72
RWA,chickens,eggs&meat,0.5
SAU,chickens,eggs&meat,0.5
SDN,chickens,eggs&meat,0.5
SEN,chickens,eggs&meat,0.5
SGP,chickens,eggs&meat,0.5
SGS,chickens,eggs&meat,0.5
SHN,chickens,eggs&meat,0.5
SJM,chickens,eggs&meat,2.52625
SLB,chickens,eggs&meat,0.5
SLE,chickens,eggs&meat,0.5
SLV,chickens,eggs&meat,0.5
SMR,chickens,eggs&meat,2.52625
SOM,chickens,eggs&meat,0.5
SPM,chickens,eggs&meat,1.9412500000000001
SRB,chickens,eggs&meat,2.52625
SSD,chickens,eggs&meat,0.5
STP,chickens,eggs&meat,0.5
SUR,chickens,eggs&meat,0.5
SVK,chickens,eggs&meat,4.72
SVN,chickens,eggs&meat,2.52625
SWE,chickens,eggs&meat,2.52625
SWZ,chickens,eggs&meat,0.5
SXM,chickens,eggs&meat,0.5
SYC,chickens,eggs&meat,0.5
SYR,chickens,eggs&meat,0.5
TCA,chickens,eggs&meat,0.5
TCD,chickens,eggs&meat,0.5
TGO,chickens,eggs&meat,0.5
THA,chickens,eggs&meat,0.5
TJK,chickens,eggs&meat,0.25
TKL,chickens,eggs&meat,0.5
TKM,chickens,eggs&meat,0.2525
TLS,chickens,eggs&meat,0.5
TON,chickens,eggs&meat,0.5
TTO,chickens,eggs&meat,0.5
TUN,chickens,eggs&meat,0.5
TUR,chickens,eggs&meat,0.25
TUV,chickens,eggs&meat,0.5
TWN,chickens,eggs&meat,0.5
TZA,chickens,eggs&meat,0.5
UGA,chickens,eggs&meat,0.5
UKR,chickens,eggs&meat,4.72
UMI,chickens,eggs&meat,0.5
URY,chickens,eggs&meat,0.5
USA,chickens,eggs&meat,1.9412500000000001
UZB,chickens,eggs&meat,0.25
VAT,chickens,eggs&meat,2.52625
VCT,chickens,eggs&meat,0.5
VEN,chickens,eggs&meat,0.5
VGB,chickens,eggs&meat,0.5
VIR,chickens,eggs&meat,0.5
VNM,chickens,eggs&meat,0.5
VUT,chickens,eggs&meat,0.5
WLF,chickens,eggs&meat,0.5
WSM,chickens,eggs&meat,0.5
XKO,chickens,eggs&meat,2.52625
XMI,chickens,eggs&meat,0.5
YEM,chickens,eggs&meat,0.5
ZAF,chickens,eggs&meat,0.5
ZMB,chickens,eggs&meat,0.5
ZWE,chickens,eggs&meat,0.5
NA,chickens,eggs&meat,2.52625
DZA,pigs,meat,25
EGY,pigs,meat,25
LBY,pigs,meat,25
MAR,pigs,meat,25
SDN,pigs,meat,25
TUN,pigs,meat,25
ESH,pigs,meat,25
IOT,pigs,meat,25
BDI,pigs,meat,25
COM,pigs,meat,25
DJI,pigs,meat,25
ERI,pigs,meat,25
ETH,pigs,meat,25
ATF,pigs,meat,25
KEN,pigs,meat,25
MDG,pigs,meat,25
MWI,pigs,meat,25
MUS,pigs,meat,25
MYT,pigs,meat,25
MOZ,pigs,meat,25
REU,pigs,meat,25
RWA,pigs,meat,25
SYC,pigs,meat,25
SOM,pigs,meat,25
SSD,pigs,meat,25
UGA,pigs,meat,25
TZA,pigs,meat,25
ZMB,pigs,meat,25
ZWE,pigs,meat,25
AGO,pigs,meat,25
CMR,pigs,meat,25
CAF,pigs,meat,25
TCD,pigs,meat,25
COG,pigs,meat,25
COD,pigs,meat,25
GNQ,pigs,meat,25
GAB,pigs,meat,25
STP,pigs,meat,25
BWA,pigs,meat,25
SWZ,pigs,meat,25
LSO,pigs,meat,0
NAM,pigs,meat,25
ZAF,pigs,meat,25
BEN,pigs,meat,38.92000000000001
BFA,pigs,meat,50
CPV,pigs,meat,25
CIV,pigs,meat,25
GMB,pigs,meat,42.08
GHA,pigs,meat,30.95
GIN,pigs,meat,25
GNB,pigs,meat,30.880000000000003
LBR,pigs,meat,25
MLI,pigs,meat,50
MRT,pigs,meat,27.94
NER,pigs,meat,38.60750000000001
NGA,pigs,meat,25
SHN,pigs,meat,25
SEN,pigs,meat,50
SLE,pigs,meat,25
TGO,pigs,meat,25
AIA,pigs,meat,37.8275
ATG,pigs,meat,50
ABW,pigs,meat,37.8275
BHS,pigs,meat,25
BRB,pigs,meat,47.9325
BES,pigs,meat,50
VGB,pigs,meat,40.705000000000005
CYM,pigs,meat,50
CUB,pigs,meat,27.920000000000005
CUW,pigs,meat,37.8275
DMA,pigs,meat,25
DOM,pigs,meat,25
GRD,pigs,meat,37.8275
GLP,pigs,meat,25
HTI,pigs,meat,25
JAM,pigs,meat,33.01
MTQ,pigs,meat,38.0025
MSR,pigs,meat,28.622500000000002
PRI,pigs,meat,30.415
BLM,pigs,meat,37.8275
KNA,pigs,meat,38.015
LCA,pigs,meat,50
MAF,pigs,meat,37.8275
VCT,pigs,meat,28.305000000000003
SXM,pigs,meat,37.8275
TTO,pigs,meat,50
TCA,pigs,meat,37.8275
VIR,pigs,meat,43.81
BLZ,pigs,meat,27.015
CRI,pigs,meat,25
SLV,pigs,meat,25
GTM,pigs,meat,25
HND,pigs,meat,25
MEX,pigs,meat,25
NIC,pigs,meat,34.885
PAN,pigs,meat,29.255
ARG,pigs,meat,25
BOL,pigs,meat,25
BVT,pigs,meat,25
BRA,pigs,meat,25
CHL,pigs,meat,25
COL,pigs,meat,25
ECU,pigs,meat,25
FLK,pigs,meat,25
GUF,pigs,meat,40.8675
GUY,pigs,meat,50
PRY,pigs,meat,25
PER,pigs,meat,25
SGS,pigs,meat,25
SUR,pigs,meat,50
URY,pigs,meat,25
VEN,pigs,meat,48.362500000000004
BMU,pigs,meat,471.81425
CAN,pigs,meat,272.5
GRL,pigs,meat,272.5
SPM,pigs,meat,272.5
USA,pigs,meat,272.5
ATA,pigs,meat,50
KAZ,pigs,meat,50
KGZ,pigs,meat,50
TJK,pigs,meat,50
TKM,pigs,meat,50.3425
UZB,pigs,meat,50
CHN,pigs,meat,50
HKG,pigs,meat,125
MAC,pigs,meat,50
PRK,pigs,meat,50
JPN,pigs,meat,50
MNG,pigs,meat,50
KOR,pigs,meat,50
BRN,pigs,meat,173.33500000000004
KHM,pigs,meat,171.9125
IDN,pigs,meat,150
LAO,pigs,meat,125
MYS,pigs,meat,150
MMR,pigs,meat,125
PHL,pigs,meat,150
SGP,pigs,meat,150
THA,pigs,meat,159.38250000000002
TLS,pigs,meat,142
VNM,pigs,meat,136.3625
AFG,pigs,meat,102.08125
BGD,pigs,meat,102.08125
BTN,pigs,meat,50
IND,pigs,meat,129.1625
IRN,pigs,meat,102.08125
MDV,pigs,meat,102.08125
NPL,pigs,meat,75
PAK,pigs,meat,102.08125
LKA,pigs,meat,150
ARM,pigs,meat,25
AZE,pigs,meat,25
BHR,pigs,meat,37.5
CYP,pigs,meat,75
GEO,pigs,meat,25
IRQ,pigs,meat,37.5
ISR,pigs,meat,75
JOR,pigs,meat,37.5
KWT,pigs,meat,37.5
LBN,pigs,meat,50
OMN,pigs,meat,37.5
QAT,pigs,meat,37.5
SAU,pigs,meat,37.5
PSE,pigs,meat,37.5
SYR,pigs,meat,72.5525
TUR,pigs,meat,25
ARE,pigs,meat,37.5
YEM,pigs,meat,37.5
BLR,pigs,meat,77.5
BGR,pigs,meat,78.54050000000001
CZE,pigs,meat,77.5
HUN,pigs,meat,78.52825
POL,pigs,meat,77.5
MDA,pigs,meat,77.5
ROU,pigs,meat,77.5
RUS,pigs,meat,77.5
SVK,pigs,meat,77.5
UKR,pigs,meat,77.5
ALA,pigs,meat,157.5
GGY,pigs,meat,157.5
JEY,pigs,meat,157.5
NA,pigs,meat,157.5
DNK,pigs,meat,157.5
EST,pigs,meat,157.5
FRO,pigs,meat,157.5
FIN,pigs,meat,157.5
ISL,pigs,meat,157.5
IRL,pigs,meat,157.5
IMN,pigs,meat,157.5
LVA,pigs,meat,157.5
LTU,pigs,meat,157.5
NOR,pigs,meat,157.5
SJM,pigs,meat,157.5
SWE,pigs,meat,157.5
GBR,pigs,meat,157.5
ALB,pigs,meat,174.38425
AND,pigs,meat,166.91075
BIH,pigs,meat,157.5
HRV,pigs,meat,159.43725
GIB,pigs,meat,166.91075
GRC,pigs,meat,206.1025
VAT,pigs,meat,166.91075
ITA,pigs,meat,183.14625
MLT,pigs,meat,288.66949999999997
MNE,pigs,meat,157.5
MKD,pigs,meat,157.60075
PRT,pigs,meat,235.2345
SMR,pigs,meat,166.91075
XKO,pigs,meat,166.91075
SRB,pigs,meat,158.01325
SVN,pigs,meat,157.5
ESP,pigs,meat,189.325
AUT,pigs,meat,157.5
BEL,pigs,meat,157.5
FRA,pigs,meat,158.8755
DEU,pigs,meat,157.5
LIE,pigs,meat,157.5
LUX,pigs,meat,157.5
MCO,pigs,meat,157.5
NLD,pigs,meat,157.5
CHE,pigs,meat,157.5
AUS,pigs,meat,352.5
CXR,pigs,meat,325
CCK,pigs,meat,325
HMD,pigs,meat,325
NZL,pigs,meat,297.5
NFK,pigs,meat,325
FJI,pigs,meat,352.5
NCL,pigs,meat,352.5
PNG,pigs,meat,352.5
SLB,pigs,meat,352.5
VUT,pigs,meat,352.5
GUM,pigs,meat,352.5
KIR,pigs,meat,352.5
MHL,pigs,meat,352.5
FSM,pigs,meat,352.5
NRU,pigs,meat,352.5
MNP,pigs,meat,352.5
PLW,pigs,meat,352.5
UMI,pigs,meat,352.5
ASM,pigs,meat,352.5
COK,pigs,meat,352.5
PYF,pigs,meat,352.5
NIU,pigs,meat,352.5
PCN,pigs,meat,352.5
WSM,pigs,meat,352.5
TKL,pigs,meat,352.5
TON,pigs,meat,352.5
TUV,pigs,meat,352.5
WLF,pigs,meat,352.5
XMI,pigs,meat,25
TWN,pigs,meat,125
DZA,cows,meat,25
EGY,cows,meat,25
LBY,cows,meat,25
MAR,cows,meat,25
SDN,cows,meat,25
TUN,cows,meat,25
ESH,cows,meat,25
IOT,cows,meat,25
BDI,cows,meat,25
COM,cows,meat,25
DJI,cows,meat,25
ERI,cows,meat,25
ETH,cows,meat,25
ATF,cows,meat,25
KEN,cows,meat,25
MDG,cows,meat,25
MWI,cows,meat,25
MUS,cows,meat,25
MYT,cows,meat,25
MOZ,cows,meat,25
REU,cows,meat,25
RWA,cows,meat,25
SYC,cows,meat,25
SOM,cows,meat,25
SSD,cows,meat,25
UGA,cows,meat,25
TZA,cows,meat,25
ZMB,cows,meat,25
ZWE,cows,meat,25
AGO,cows,meat,25
CMR,cows,meat,25
CAF,cows,meat,25
TCD,cows,meat,25
COG,cows,meat,25
COD,cows,meat,25
GNQ,cows,meat,25
GAB,cows,meat,25
STP,cows,meat,25
BWA,cows,meat,25
SWZ,cows,meat,25
LSO,cows,meat,0
NAM,cows,meat,25
ZAF,cows,meat,25
BEN,cows,meat,25
BFA,cows,meat,25
CPV,cows,meat,25
CIV,cows,meat,25
GMB,cows,meat,25
GHA,cows,meat,25
GIN,cows,meat,25
GNB,cows,meat,25
LBR,cows,meat,25
MLI,cows,meat,25
MRT,cows,meat,25
NER,cows,meat,25
NGA,cows,meat,25
SHN,cows,meat,25
SEN,cows,meat,25
SLE,cows,meat,25
TGO,cows,meat,25
AIA,cows,meat,25
ATG,cows,meat,25
ABW,cows,meat,25
BHS,cows,meat,25
BRB,cows,meat,25
BES,cows,meat,25
VGB,cows,meat,25
CYM,cows,meat,25
CUB,cows,meat,25
CUW,cows,meat,25
DMA,cows,meat,25
DOM,cows,meat,25
GRD,cows,meat,25
GLP,cows,meat,25
HTI,cows,meat,25
JAM,cows,meat,25
MTQ,cows,meat,25
MSR,cows,meat,25
PRI,cows,meat,25
BLM,cows,meat,25
KNA,cows,meat,25
LCA,cows,meat,25
MAF,cows,meat,25
VCT,cows,meat,25
SXM,cows,meat,25
TTO,cows,meat,25
TCA,cows,meat,25
VIR,cows,meat,25
BLZ,cows,meat,25
CRI,cows,meat,25
SLV,cows,meat,25
GTM,cows,meat,25
HND,cows,meat,25
MEX,cows,meat,25
NIC,cows,meat,25
PAN,cows,meat,25
ARG,cows,meat,25
BOL,cows,meat,25
BVT,cows,meat,25
BRA,cows,meat,25
CHL,cows,meat,25
COL,cows,meat,25
ECU,cows,meat,25
FLK,cows,meat,25
GUF,cows,meat,25
GUY,cows,meat,25
PRY,cows,meat,25
PER,cows,meat,25
SGS,cows,meat,25
SUR,cows,meat,25
URY,cows,meat,25
VEN,cows,meat,25
BMU,cows,meat,50
CAN,cows,meat,25
GRL,cows,meat,25
SPM,cows,meat,25
USA,cows,meat,25
ATA,cows,meat,25
KAZ,cows,meat,25
KGZ,cows,meat,25
TJK,cows,meat,25
TKM,cows,meat,25
UZB,cows,meat,25
CHN,cows,meat,25
HKG,cows,meat,25
MAC,cows,meat,25
PRK,cows,meat,25
JPN,cows,meat,25
MNG,cows,meat,25
KOR,cows,meat,25
BRN,cows,meat,25
KHM,cows,meat,25
IDN,cows,meat,25
LAO,cows,meat,25
MYS,cows,meat,25
MMR,cows,meat,25
PHL,cows,meat,25
SGP,cows,meat,25
THA,cows,meat,25
TLS,cows,meat,25
VNM,cows,meat,25
AFG,cows,meat,50
BGD,cows,meat,50
BTN,cows,meat,50
IND,cows,meat,50
IRN,cows,meat,50
MDV,cows,meat,50
NPL,cows,meat,50
PAK,cows,meat,50
LKA,cows,meat,50
ARM,cows,meat,25
AZE,cows,meat,25
BHR,cows,meat,25
CYP,cows,meat,25
GEO,cows,meat,25
IRQ,cows,meat,25
ISR,cows,meat,25
JOR,cows,meat,25
KWT,cows,meat,25
LBN,cows,meat,25
OMN,cows,meat,25
QAT,cows,meat,25
SAU,cows,meat,25
PSE,cows,meat,25
SYR,cows,meat,25
TUR,cows,meat,25
ARE,cows,meat,25
YEM,cows,meat,25
BLR,cows,meat,150
BGR,cows,meat,150
CZE,cows,meat,150
HUN,cows,meat,150
POL,cows,meat,150
MDA,cows,meat,150
ROU,cows,meat,150
RUS,cows,meat,150
SVK,cows,meat,150
UKR,cows,meat,150
ALA,cows,meat,150
GGY,cows,meat,150
JEY,cows,meat,150
NA,cows,meat,150
DNK,cows,meat,150
EST,cows,meat,150
FRO,cows,meat,150
FIN,cows,meat,150
ISL,cows,meat,150
IRL,cows,meat,150
IMN,cows,meat,150
LVA,cows,meat,150
LTU,cows,meat,150
NOR,cows,meat,150
SJM,cows,meat,150
SWE,cows,meat,150
GBR,cows,meat,150
ALB,cows,meat,175
AND,cows,meat,172.18625
BIH,cows,meat,150
HRV,cows,meat,169.3725
GIB,cows,meat,172.18625
GRC,cows,meat,200
VAT,cows,meat,172.18625
ITA,cows,meat,181.4625
MLT,cows,meat,336.695
MNE,cows,meat,150
MKD,cows,meat,151.0075
PRT,cows,meat,252.345
SMR,cows,meat,172.18625
XKO,cows,meat,172.18625
SRB,cows,meat,155.1325
SVN,cows,meat,150
ESP,cows,meat,200
AUT,cows,meat,150
BEL,cows,meat,150
FRA,cows,meat,163.755
DEU,cows,meat,150
LIE,cows,meat,150
LUX,cows,meat,150
MCO,cows,meat,150
NLD,cows,meat,150
CHE,cows,meat,150
AUS,cows,meat,50
CXR,cows,meat,37.5
CCK,cows,meat,37.5
HMD,cows,meat,37.5
NZL,cows,meat,25
NFK,cows,meat,37.5
FJI,cows,meat,50
NCL,cows,meat,50
PNG,cows,meat,50
SLB,cows,meat,50
VUT,cows,meat,50
GUM,cows,meat,50
KIR,cows,meat,50
MHL,cows,meat,50
FSM,cows,meat,50
NRU,cows,meat,50
MNP,cows,meat,50
PLW,cows,meat,50
UMI,cows,meat,50
ASM,cows,meat,50
COK,cows,meat,50
PYF,cows,meat,50
NIU,cows,meat,50
PCN,cows,meat,50
WSM,cows,meat,50
TKL,cows,meat,50
TON,cows,meat,50
TUV,cows,meat,50
WLF,cows,meat,50
XMI,cows,meat,25
TWN,cows,meat,25
DZA,cows,milk,25
EGY,cows,milk,25
LBY,cows,milk,25
MAR,cows,milk,25
SDN,cows,milk,25
TUN,cows,milk,25
ESH,cows,milk,25
IOT,cows,milk,25
BDI,cows,milk,25
COM,cows,milk,25
DJI,cows,milk,25
ERI,cows,milk,25
ETH,cows,milk,25
ATF,cows,milk,25
KEN,cows,milk,25
MDG,cows,milk,25
MWI,cows,milk,25
MUS,cows,milk,25
MYT,cows,milk,25
MOZ,cows,milk,25
REU,cows,milk,25
RWA,cows,milk,25
SYC,cows,milk,25
SOM,cows,milk,25
SSD,cows,milk,25
UGA,cows,milk,25
TZA,cows,milk,25
ZMB,cows,milk,25
ZWE,cows,milk,25
AGO,cows,milk,25
CMR,cows,milk,25
CAF,cows,milk,25
TCD,cows,milk,25
COG,cows,milk,25
COD,cows,milk,25
GNQ,cows,milk,25
GAB,cows,milk,25
STP,cows,milk,25
BWA,cows,milk,25
SWZ,cows,milk,25
LSO,cows,milk,25
NAM,cows,milk,25
ZAF,cows,milk,25
BEN,cows,milk,25
BFA,cows,milk,25
