iso3c,animal,system,product,unit,value
FRA,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
FRA,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
FRA,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
FRA,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
DEU,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
DEU,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
DEU,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
DEU,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
DEU,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
DEU,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
DEU,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
DEU,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
GRC,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
GRC,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
GRC,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
GRC,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
GRC,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
GRC,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
GRC,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
GRC,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
HUN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
HUN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
HUN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
HUN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
HUN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
HUN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
HUN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
HUN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
IRL,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
IRL,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
IRL,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
IRL,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
IRL,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
IRL,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
IRL,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
IRL,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ITA,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
ITA,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
ITA,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
ITA,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
ITA,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ITA,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ITA,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ITA,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LVA,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
LVA,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
LVA,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
LVA,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
LVA,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LVA,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LVA,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LVA,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LTU,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
LTU,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
LTU,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
LTU,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
LTU,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LTU,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LTU,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LTU,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LUX,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
LUX,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
LUX,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
LUX,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
LUX,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LUX,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
LUX,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
LUX,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
MLT,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
MLT,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
MLT,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
MLT,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
MLT,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
MLT,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
MLT,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
MLT,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
NLD,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
NLD,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
NLD,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
NLD,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
NLD,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
NLD,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
NLD,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
NLD,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
POL,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
POL,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
POL,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
POL,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
POL,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
POL,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
POL,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
POL,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
PRT,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
PRT,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
PRT,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
PRT,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
PRT,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
PRT,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
PRT,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
PRT,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ROU,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
ROU,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
ROU,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
ROU,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
ROU,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ROU,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ROU,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ROU,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SVK,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
SVK,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
SVK,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
SVK,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
SVK,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SVK,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SVK,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SVK,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SVN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
SVN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
SVN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
SVN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
SVN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SVN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SVN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SVN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ESP,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
ESP,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
ESP,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
ESP,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
ESP,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ESP,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
ESP,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ESP,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SWE,cows,grassland,milk,kg CO2-eq·kg milk-1,0.06
SWE,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.06
SWE,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.12
SWE,goats,grassland,milk,kg CO2-eq·kg milk-1,0.12
SWE,cows,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SWE,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.060666667
SWE,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
SWE,goats,mixed,milk,kg CO2-eq·kg milk-1,0.121333334
ISL,cows,grassland,milk,kg CO2-eq·kg milk-1,0.059
ISL,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.059
ISL,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.118
ISL,goats,grassland,milk,kg CO2-eq·kg milk-1,0.118
ISL,cows,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
ISL,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
ISL,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
ISL,goats,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
NOR,cows,grassland,milk,kg CO2-eq·kg milk-1,0.059
NOR,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.059
NOR,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.118
NOR,goats,grassland,milk,kg CO2-eq·kg milk-1,0.118
NOR,cows,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
NOR,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
NOR,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
NOR,goats,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
CHE,cows,grassland,milk,kg CO2-eq·kg milk-1,0.059
CHE,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.059
CHE,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.118
CHE,goats,grassland,milk,kg CO2-eq·kg milk-1,0.118
CHE,cows,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
CHE,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
CHE,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
CHE,goats,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
GBR,cows,grassland,milk,kg CO2-eq·kg milk-1,0.059
GBR,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.059
GBR,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.118
GBR,goats,grassland,milk,kg CO2-eq·kg milk-1,0.118
GBR,cows,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
GBR,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.059666667
GBR,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
GBR,goats,mixed,milk,kg CO2-eq·kg milk-1,0.119333334
USA,cows,grassland,milk,kg CO2-eq·kg milk-1,0.069333333
USA,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.069333333
USA,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.138666666
USA,goats,grassland,milk,kg CO2-eq·kg milk-1,0.138666666
USA,cows,mixed,milk,kg CO2-eq·kg milk-1,0.070333333
USA,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.070333333
USA,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.140666666
USA,goats,mixed,milk,kg CO2-eq·kg milk-1,0.140666666
CAN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.069333333
CAN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.069333333
CAN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.138666666
CAN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.138666666
CAN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.070333333
CAN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.070333333
CAN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.140666666
CAN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.140666666
AUS,cows,grassland,milk,kg CO2-eq·kg milk-1,0.095666667
AUS,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.095666667
AUS,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.191333334
AUS,goats,grassland,milk,kg CO2-eq·kg milk-1,0.191333334
AUS,cows,mixed,milk,kg CO2-eq·kg milk-1,0.097
AUS,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.097
AUS,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.194
AUS,goats,mixed,milk,kg CO2-eq·kg milk-1,0.194
JPN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.065333333
JPN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.065333333
JPN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.130666666
JPN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.130666666
JPN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.066333333
JPN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.066333333
JPN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.132666666
JPN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.132666666
KOR,cows,grassland,milk,kg CO2-eq·kg milk-1,0.067
KOR,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.067
KOR,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.134
KOR,goats,grassland,milk,kg CO2-eq·kg milk-1,0.134
KOR,cows,mixed,milk,kg CO2-eq·kg milk-1,0.067666667
KOR,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.067666667
KOR,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.135333334
KOR,goats,mixed,milk,kg CO2-eq·kg milk-1,0.135333334
NZL,cows,grassland,milk,kg CO2-eq·kg milk-1,0.067
NZL,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.067
NZL,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.134
NZL,goats,grassland,milk,kg CO2-eq·kg milk-1,0.134
NZL,cows,mixed,milk,kg CO2-eq·kg milk-1,0.067666667
NZL,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.067666667
NZL,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.135333334
NZL,goats,mixed,milk,kg CO2-eq·kg milk-1,0.135333334
DZA,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
DZA,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
DZA,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
DZA,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
DZA,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
DZA,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
DZA,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
DZA,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
EGY,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
EGY,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
EGY,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
EGY,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
EGY,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
EGY,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
EGY,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
EGY,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
LBY,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
LBY,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
LBY,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
LBY,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
LBY,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
LBY,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
LBY,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
LBY,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
MAR,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
MAR,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
MAR,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
MAR,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
MAR,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
MAR,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
MAR,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
MAR,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
SDN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
SDN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
SDN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
SDN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
SDN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
SDN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
SDN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
SDN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
TUN,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
TUN,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
TUN,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
TUN,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
TUN,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
TUN,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
TUN,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
TUN,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
ESH,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
ESH,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
ESH,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
ESH,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
ESH,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
ESH,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
ESH,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
ESH,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
IOT,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
IOT,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
IOT,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
IOT,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
IOT,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
IOT,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
IOT,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
IOT,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
BDI,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
BDI,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
BDI,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
BDI,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
BDI,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
BDI,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
BDI,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
BDI,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
COM,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
COM,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
COM,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
COM,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
COM,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
COM,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
COM,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
COM,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
DJI,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
DJI,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
DJI,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
DJI,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
DJI,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
DJI,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
DJI,sheep,mixed,milk,kg CO2-eq·kg milk-1,0.054
DJI,goats,mixed,milk,kg CO2-eq·kg milk-1,0.054
ERI,cows,grassland,milk,kg CO2-eq·kg milk-1,0.02
ERI,buffaloes,grassland,milk,kg CO2-eq·kg milk-1,0.02
ERI,sheep,grassland,milk,kg CO2-eq·kg milk-1,0.04
ERI,goats,grassland,milk,kg CO2-eq·kg milk-1,0.04
ERI,cows,mixed,milk,kg CO2-eq·kg milk-1,0.027
ERI,buffaloes,mixed,milk,kg CO2-eq·kg milk-1,0.027
