iso3c,animal,system,product,leach_n_rate
ABW,goats,grassland,milk,0.0201279
AFG,goats,grassland,milk,0.02352225
AGO,goats,grassland,milk,0.01720995
AIA,goats,grassland,milk,0.0201279
ALA,goats,grassland,milk,0.024526512962962963
ALB,goats,grassland,milk,0.020207299999999997
AND,goats,grassland,milk,0.0210807
ARE,goats,grassland,milk,0.021735749999999998
ARG,goats,grassland,milk,0.02052093
ARM,goats,grassland,milk,0.024832350000000007
ASM,goats,grassland,milk,0.00871415
ATG,goats,grassland,milk,0.0201279
AUS,goats,grassland,milk,0.00871415
AUT,goats,grassland,milk,0.026162299999999996
AZE,goats,grassland,milk,0.0182223
BDI,goats,grassland,milk,0.012565050000000001
BEL,goats,grassland,milk,0.016435799999999997
BEN,goats,grassland,milk,0.025844699999999998
BES,goats,grassland,milk,0.0201279
BFA,goats,grassland,milk,0.015244800000000001
BGD,goats,grassland,milk,0.0176268
BGR,goats,grassland,milk,0.0191751
BHR,goats,grassland,milk,0.022029997058823532
BHS,goats,grassland,milk,0.022569449999999998
BIH,goats,grassland,milk,0.02100490909090909
BLM,goats,grassland,milk,0.0201279
BLR,goats,grassland,milk,0.028623700000000002
BLZ,goats,grassland,milk,0.01875825
BMU,goats,grassland,milk,0.0246537
BOL,goats,grassland,milk,0.021973950000000003
BRA,goats,grassland,milk,0.01816275
BRB,goats,grassland,milk,0.0201279
BRN,goats,grassland,milk,0.02144246625
BTN,goats,grassland,milk,0.020927571428571427
BWA,goats,grassland,milk,0.021378450000000004
CAF,goats,grassland,milk,0.01720995
CAN,goats,grassland,milk,0.0246537
CCK,goats,grassland,milk,0.00871415
CHE,goats,grassland,milk,0.026082900000000003
CHL,goats,grassland,milk,0.022271700000000002
CHN,goats,grassland,milk,0.01494705
CIV,goats,grassland,milk,0.016238540625
CMR,goats,grassland,milk,0.015304350000000001
COD,goats,grassland,milk,0.01720995
COG,goats,grassland,milk,0.01720995
COK,goats,grassland,milk,0.00871415
COL,goats,grassland,milk,0.02052093
COM,goats,grassland,milk,0.016189263000000002
CPV,goats,grassland,milk,0.014779565625
CRI,goats,grassland,milk,0.017388599999999997
CUB,goats,grassland,milk,0.017150399999999996
CUW,goats,grassland,milk,0.0201279
CXR,goats,grassland,milk,0.00871415
CYM,goats,grassland,milk,0.0201279
CYP,goats,grassland,milk,0.0217953
CZE,goats,grassland,milk,0.029179500000000004
DEU,goats,grassland,milk,0.0238994
DJI,goats,grassland,milk,0.016189263000000002
DMA,goats,grassland,milk,0.0201279
DNK,goats,grassland,milk,0.02337668333333334
