iso3c,animal,system,product,leach_n_rate
ABW,pigs,industrial,meat,0.185189781
AFG,pigs,industrial,meat,0.22247999099999996
AGO,pigs,industrial,meat,0.05349019199999999
AIA,pigs,industrial,meat,0.185189781
ALA,pigs,industrial,meat,0.06651092654
ALB,pigs,industrial,meat,0.0704940593
AND,pigs,industrial,meat,0.06319482887916666
ARE,pigs,industrial,meat,0.127138059
ARG,pigs,industrial,meat,0.2893951350000001
ARM,pigs,industrial,meat,0.098557632
ASM,pigs,industrial,meat,0.23584598849999996
ATG,pigs,industrial,meat,0.235906134
AUS,pigs,industrial,meat,0.17288853749999997
AUT,pigs,industrial,meat,0.05377762
AZE,pigs,industrial,meat,0.11890944
BDI,pigs,industrial,meat,0.040084296
BEL,pigs,industrial,meat,0.026420350000000006
BEN,pigs,industrial,meat,0.08036868
BES,pigs,industrial,meat,0.185189781
BFA,pigs,industrial,meat,0.09039689999999999
BGD,pigs,industrial,meat,0.22247999099999996
BGR,pigs,industrial,meat,0.07681950000000003
BHR,pigs,industrial,meat,0.127138059
BHS,pigs,industrial,meat,0.24618803699999997
BIH,pigs,industrial,meat,0.061710335050000016
BLM,pigs,industrial,meat,0.185189781
BLR,pigs,industrial,meat,0.0774547
BLZ,pigs,industrial,meat,0.166012299
BMU,pigs,industrial,meat,0.034965933799999994
BOL,pigs,industrial,meat,0.239025363
BRA,pigs,industrial,meat,0.19339219799999993
BRB,pigs,industrial,meat,0.09103527599999998
BRN,pigs,industrial,meat,0.250578063
BTN,pigs,industrial,meat,0.145679547
BWA,pigs,industrial,meat,0.059426136000000004
CAF,pigs,industrial,meat,0.069964104
CAN,pigs,industrial,meat,0.026660932
CCK,pigs,industrial,meat,0.16371932625
CHE,pigs,industrial,meat,0.07101734499999998
CHL,pigs,industrial,meat,0.24872963099999998
CHN,pigs,industrial,meat,0.184401339
CIV,pigs,industrial,meat,0.085237488
CMR,pigs,industrial,meat,0.05962622399999999
COD,pigs,industrial,meat,0.04035108
COG,pigs,industrial,meat,0.05315671200000001
COK,pigs,industrial,meat,0.24099765899999998
COL,pigs,industrial,meat,0.165896772
COM,pigs,industrial,meat,0.05091128
CPV,pigs,industrial,meat,0.09510849600000001
CRI,pigs,industrial,meat,0.178604742
CUB,pigs,industrial,meat,0.144986385
CUW,pigs,industrial,meat,0.185189781
CXR,pigs,industrial,meat,0.16371932625
CYM,pigs,industrial,meat,0.22585528499999993
CYP,pigs,industrial,meat,0.145130496
CZE,pigs,industrial,meat,0.07515210000000001
DEU,pigs,industrial,meat,0.04678646985
DJI,pigs,industrial,meat,0.05091128
DMA,pigs,industrial,meat,0.270217653
DNK,pigs,industrial,meat,0.041680236
DOM,pigs,industrial,meat,0.18911769900000003
DZA,pigs,industrial,meat,0.08377017599999999
ECU,pigs,industrial,meat,0.19524063
EGY,pigs,industrial,meat,0.054490632000000004
ERI,pigs,industrial,meat,0.05091128
ESH,pigs,industrial,meat,0.07928487000000001
ESP,pigs,industrial,meat,0.0658592431
EST,pigs,industrial,meat,0.07142849805
ETH,pigs,industrial,meat,0.050422176000000006
FIN,pigs,industrial,meat,0.07105472255
FJI,pigs,industrial,meat,0.31651360949999996
FLK,pigs,industrial,meat,0.236137188
FRA,pigs,industrial,meat,0.033802168
FRO,pigs,industrial,meat,0.06651092654
FSM,pigs,industrial,meat,0.2242721813333333
GAB,pigs,industrial,meat,0.041418216
GBR,pigs,industrial,meat,0.06134543250000001
GEO,pigs,industrial,meat,0.10938143999999998
GGY,pigs,industrial,meat,0.06651092654
GHA,pigs,industrial,meat,0.0683634
GIB,pigs,industrial,meat,0.06319482887916666
GIN,pigs,industrial,meat,0.100110696
GLP,pigs,industrial,meat,0.13689949499999998
GMB,pigs,industrial,meat,0.05715847200000001
GNB,pigs,industrial,meat,0.096909288
GNQ,pigs,industrial,meat,0.08130242399999997
GRC,pigs,industrial,meat,0.07105472255
GRD,pigs,industrial,meat,0.28488958200000003
GRL,pigs,industrial,meat,0.031048761266666666
GTM,pigs,industrial,meat,0.162546489
GUF,pigs,industrial,meat,0.145795074
GUM,pigs,industrial,meat,0.23270472599999995
GUY,pigs,industrial,meat,0.17190417600000002
HKG,pigs,industrial,meat,0.175832094
HND,pigs,industrial,meat,0.186229524
HRV,pigs,industrial,meat,0.06855042670000001
HTI,pigs,industrial,meat,0.154459599
HUN,pigs,industrial,meat,0.06494919999999998
IDN,pigs,industrial,meat,0.20667780300000002
IMN,pigs,industrial,meat,0.06651092654
IND,pigs,industrial,meat,0.3377009039999999
IOT,pigs,industrial,meat,0.05091128
IRL,pigs,industrial,meat,0.06970913074999999
IRN,pigs,industrial,meat,0.22247999099999996
IRQ,pigs,industrial,meat,0.127138059
ISL,pigs,industrial,meat,0.07105472255
ISR,pigs,industrial,meat,0.13499270400000002
ITA,pigs,industrial,meat,0.03539255
JAM,pigs,industrial,meat,0.20945045099999998
JEY,pigs,industrial,meat,0.06651092654
JOR,pigs,industrial,meat,0.127138059
JPN,pigs,industrial,meat,0.20501516700000003
KAZ,pigs,industrial,meat,0.165665718
KEN,pigs,industrial,meat,0.051822792
KGZ,pigs,industrial,meat,0.188193483
KHM,pigs,industrial,meat,0.131007618
KIR,pigs,industrial,meat,0.21435975299999996
KNA,pigs,industrial,meat,0.080637846
KOR,pigs,industrial,meat,0.26678221350000003
KWT,pigs,industrial,meat,0.127138059
LAO,pigs,industrial,meat,0.120956769
LBN,pigs,industrial,meat,0.16136620799999998
LBR,pigs,industrial,meat,0.065762256
LBY,pigs,industrial,meat,0.07928487000000001
LCA,pigs,industrial,meat,0.22862793299999998
LIE,pigs,industrial,meat,0.06305592685
LKA,pigs,industrial,meat,0.255661251
LSO,pigs,industrial,meat,0.04401936
LTU,pigs,industrial,meat,0.06701794714999999
LUX,pigs,industrial,meat,0.07083045725
LVA,pigs,industrial,meat,0.0651864472
MAC,pigs,industrial,meat,0.19651232025
MAF,pigs,industrial,meat,0.185189781
MAR,pigs,industrial,meat,0.067896528
MCO,pigs,industrial,meat,0.0534157396125
MDA,pigs,industrial,meat,0.07725620000000001
MDG,pigs,industrial,meat,0.05228966399999999
MDV,pigs,industrial,meat,0.22247999099999996
MEX,pigs,industrial,meat,0.127619223
MHL,pigs,industrial,meat,0.2242721813333333
MKD,pigs,industrial,meat,0.0646631615
MLI,pigs,industrial,meat,0.07303211999999999
MLT,pigs,industrial,meat,0.06417725335
MMR,pigs,industrial,meat,0.12569337600000002
MNE,pigs,industrial,meat,0.08092239575
MNG,pigs,industrial,meat,0.14729692500000002
MNP,pigs,industrial,meat,0.2242721813333333
MOZ,pigs,industrial,meat,0.05769204
MRT,pigs,industrial,meat,0.07365289153125
MSR,pigs,industrial,meat,0.292976472
MTQ,pigs,industrial,meat,0.13770818399999998
MUS,pigs,industrial,meat,0.036215928
MWI,pigs,industrial,meat,0.042685440000000005
MYS,pigs,industrial,meat,0.28003744799999997
MYT,pigs,industrial,meat,0.05091128
NAM,pigs,industrial,meat,0.056558208000000006
NCL,pigs,industrial,meat,0.3157597064999999
NER,pigs,industrial,meat,0.06569556000000001
NFK,pigs,industrial,meat,0.16371932625
NGA,pigs,industrial,meat,0.067496352
NIC,pigs,industrial,meat,0.15341985599999997
NIU,pigs,industrial,meat,0.2709892366785714
NLD,pigs,industrial,meat,0.06163557994999999
NOR,pigs,industrial,meat,0.07105472254999999
NPL,pigs,industrial,meat,0.15087826199999999
NRU,pigs,industrial,meat,0.225752065
NZL,pigs,industrial,meat,0.15455011500000002
OMN,pigs,industrial,meat,0.127138059
PAK,pigs,industrial,meat,0.22247999099999996
PAN,pigs,industrial,meat,0.16647440699999996
PCN,pigs,industrial,meat,0.2709892366785714
PER,pigs,industrial,meat,0.162315435
PHL,pigs,industrial,meat,0.22227394799999997
PLW,pigs,industrial,meat,0.2242721813333333
PNG,pigs,industrial,meat,0.353077905
POL,pigs,industrial,meat,0.06927649999999999
PRI,pigs,industrial,meat,0.16058253
PRK,pigs,industrial,meat,0.19974618299999997
PRT,pigs,industrial,meat,0.0434743981
PRY,pigs,industrial,meat,0.313424751
PSE,pigs,industrial,meat,0.127138059
PYF,pigs,industrial,meat,0.2709892366785714
QAT,pigs,industrial,meat,0.127138059
REU,pigs,industrial,meat,0.09784303200000001
ROU,pigs,industrial,meat,0.0615747
RUS,pigs,industrial,meat,0.07646220000000001
RWA,pigs,industrial,meat,0.042952224
SAU,pigs,industrial,meat,0.127138059
SDN,pigs,industrial,meat,0.07928487000000001
SEN,pigs,industrial,meat,0.056958383999999994
SGP,pigs,industrial,meat,0.1918143612
SHN,pigs,industrial,meat,0.0701350125
SJM,pigs,industrial,meat,0.06651092654
SLB,pigs,industrial,meat,0.31626230850000003
SLE,pigs,industrial,meat,0.052022879999999994
SLV,pigs,industrial,meat,0.165665718
SMR,pigs,industrial,meat,0.06319482887916666
SOM,pigs,industrial,meat,0.04595354399999999
SPM,pigs,industrial,meat,0.031048761266666666
SRB,pigs,industrial,meat,0.07051595385000001
SSD,pigs,industrial,meat,0.05091128
STP,pigs,industrial,meat,0.11144901600000001
SUR,pigs,industrial,meat,0.171442068
SVK,pigs,industrial,meat,0.07598579999999999
SVN,pigs,industrial,meat,0.0615234473
SWE,pigs,industrial,meat,0.07557740610000001
SWZ,pigs,industrial,meat,0.041018040000000006
SXM,pigs,industrial,meat,0.185189781
SYC,pigs,industrial,meat,0.021809592
SYR,pigs,industrial,meat,0.113011608
TCA,pigs,industrial,meat,0.185189781
TCD,pigs,industrial,meat,0.0783678
TGO,pigs,industrial,meat,0.053690280000000014
THA,pigs,industrial,meat,0.22729043999999998
TJK,pigs,industrial,meat,0.262015236
TKL,pigs,industrial,meat,0.2844188817857143
TKM,pigs,industrial,meat,0.26062891199999993
TLS,pigs,industrial,meat,0.202403304
TON,pigs,industrial,meat,0.249039291
TTO,pigs,industrial,meat,0.15515276099999997
TUN,pigs,industrial,meat,0.11098214400000003
TUR,pigs,industrial,meat,0.13575494399999996
TUV,pigs,industrial,meat,0.33121471799999996
TWN,pigs,industrial,meat,0.19651232025
TZA,pigs,industrial,meat,0.059359440000000006
UGA,pigs,industrial,meat,0.042085175999999995
UKR,pigs,industrial,meat,0.07860600000000001
URY,pigs,industrial,meat,0.17571656700000002
USA,pigs,industrial,meat,0.031519418
UZB,pigs,industrial,meat,0.2803840289999999
VCT,pigs,industrial,meat,0.16543466399999998
VEN,pigs,industrial,meat,0.16196885400000002
VGB,pigs,industrial,meat,0.147412452
VIR,pigs,industrial,meat,0.146257182
VNM,pigs,industrial,meat,0.151224843
VUT,pigs,industrial,meat,0.3745641405
WLF,pigs,industrial,meat,0.28441888178571423
WSM,pigs,industrial,meat,0.2709892366785714
XKO,pigs,industrial,meat,0.06319482887916666
XMI,pigs,industrial,meat,0.07928487000000001
YEM,pigs,industrial,meat,0.127138059
ZAF,pigs,industrial,meat,0.05669160000000001
ZMB,pigs,industrial,meat,0.057491952
ZWE,pigs,industrial,meat,0.064961904
