iso3c,animal,system,product,leach_n_rate
ABW,buffaloes,grassland,milk,0.2109626864929849
AFG,buffaloes,grassland,milk,0.2345929714285715
AGO,buffaloes,grassland,milk,0.1954431
AIA,buffaloes,grassland,milk,0.2109626864929849
ALA,buffaloes,grassland,milk,0.20938288974358976
ALB,buffaloes,grassland,milk,0.22128779999999998
AND,buffaloes,grassland,milk,0.22331911666666668
ARE,buffaloes,grassland,milk,0.261073155
ARG,buffaloes,grassland,milk,0.2109626864929849
ARM,buffaloes,grassland,milk,0.261073155
ASM,buffaloes,grassland,milk,0.2109626864929849
ATG,buffaloes,grassland,milk,0.2109626864929849
AUS,buffaloes,grassland,milk,0.2109626864929849
AUT,buffaloes,grassland,milk,0.20938288974358976
AZE,buffaloes,grassland,milk,0.261073155
BDI,buffaloes,grassland,milk,0.1954431
BEL,buffaloes,grassland,milk,0.20938288974358976
BEN,buffaloes,grassland,milk,0.1954431
BES,buffaloes,grassland,milk,0.2109626864929849
BFA,buffaloes,grassland,milk,0.1954431
BGD,buffaloes,grassland,milk,0.19318019999999997
BGR,buffaloes,grassland,milk,0.20945719999999998
BHR,buffaloes,grassland,milk,0.261073155
BHS,buffaloes,grassland,milk,0.2109626864929849
BIH,buffaloes,grassland,milk,0.22331911666666668
BLM,buffaloes,grassland,milk,0.2109626864929849
BLR,buffaloes,grassland,milk,0.19033503333333338
BLZ,buffaloes,grassland,milk,0.2109626864929849
BMU,buffaloes,grassland,milk,0.2109626864929849
BOL,buffaloes,grassland,milk,0.2109626864929849
BRA,buffaloes,grassland,milk,0.2109626864929849
BRB,buffaloes,grassland,milk,0.2109626864929849
BRN,buffaloes,grassland,milk,0.19669365000000005
BTN,buffaloes,grassland,milk,0.2449887
BWA,buffaloes,grassland,milk,0.1954431
CAF,buffaloes,grassland,milk,0.1954431
CAN,buffaloes,grassland,milk,0.2109626864929849
CCK,buffaloes,grassland,milk,0.2109626864929849
CHE,buffaloes,grassland,milk,0.20938288974358976
CHL,buffaloes,grassland,milk,0.2109626864929849
CHN,buffaloes,grassland,milk,0.1867488
CIV,buffaloes,grassland,milk,0.1954431
CMR,buffaloes,grassland,milk,0.1954431
COD,buffaloes,grassland,milk,0.1954431
COG,buffaloes,grassland,milk,0.1954431
COK,buffaloes,grassland,milk,0.2109626864929849
COL,buffaloes,grassland,milk,0.2109626864929849
COM,buffaloes,grassland,milk,0.1954431
CPV,buffaloes,grassland,milk,0.1954431
CRI,buffaloes,grassland,milk,0.2109626864929849
CUB,buffaloes,grassland,milk,0.2109626864929849
CUW,buffaloes,grassland,milk,0.2109626864929849
CXR,buffaloes,grassland,milk,0.2109626864929849
CYM,buffaloes,grassland,milk,0.2109626864929849
CYP,buffaloes,grassland,milk,0.261073155
CZE,buffaloes,grassland,milk,0.19033503333333338
DEU,buffaloes,grassland,milk,0.20938288974358976
DJI,buffaloes,grassland,milk,0.1954431
DMA,buffaloes,grassland,milk,0.2109626864929849
DNK,buffaloes,grassland,milk,0.20938288974358976
DOM,buffaloes,grassland,milk,0.2109626864929849
DZA,buffaloes,grassland,milk,0.1954431
ECU,buffaloes,grassland,milk,0.2109626864929849
EGY,buffaloes,grassland,milk,0.1954431
ERI,buffaloes,grassland,milk,0.1954431
ESH,buffaloes,grassland,milk,0.1954431
ESP,buffaloes,grassland,milk,0.2212878
EST,buffaloes,grassland,milk,0.20938288974358976
ETH,buffaloes,grassland,milk,0.1954431
FIN,buffaloes,grassland,milk,0.20938288974358976
FJI,buffaloes,grassland,milk,0.2109626864929849
FLK,buffaloes,grassland,milk,0.2109626864929849
FRA,buffaloes,grassland,milk,0.20938288974358976
FRO,buffaloes,grassland,milk,0.20938288974358976
FSM,buffaloes,grassland,milk,0.2109626864929849
GAB,buffaloes,grassland,milk,0.1954431
GBR,buffaloes,grassland,milk,0.20938288974358976
GEO,buffaloes,grassland,milk,0.27244125
GGY,buffaloes,grassland,milk,0.20938288974358976
GHA,buffaloes,grassland,milk,0.1954431
GIB,buffaloes,grassland,milk,0.22331911666666668
GIN,buffaloes,grassland,milk,0.1954431
GLP,buffaloes,grassland,milk,0.2109626864929849
GMB,buffaloes,grassland,milk,0.1954431
GNB,buffaloes,grassland,milk,0.1954431
GNQ,buffaloes,grassland,milk,0.1954431
GRC,buffaloes,grassland,milk,0.2212878
GRD,buffaloes,grassland,milk,0.2109626864929849
GRL,buffaloes,grassland,milk,0.2109626864929849
GTM,buffaloes,grassland,milk,0.2109626864929849
GUF,buffaloes,grassland,milk,0.2109626864929849
GUM,buffaloes,grassland,milk,0.2109626864929849
GUY,buffaloes,grassland,milk,0.2109626864929849
