iso3c,animal,system,product,leach_n_rate
ABW,cows,grassland,meat,0.20255436250000003
AFG,cows,grassland,meat,0.21068790000000007
AGO,cows,grassland,meat,0.19192964999999998
AIA,cows,grassland,meat,0.20177525000000002
ALA,cows,grassland,meat,0.24967771111111114
ALB,cows,grassland,meat,0.1686059
AND,cows,grassland,meat,0.18563058333333335
ARE,cows,grassland,meat,0.18311624999999995
ARG,cows,grassland,meat,0.2785749
ARM,cows,grassland,meat,0.2653548
ASM,cows,grassland,meat,0.09247370625
ATG,cows,grassland,meat,0.20255436250000003
AUS,cows,grassland,meat,0.09575640000000003
AUT,cows,grassland,meat,0.2471722
AZE,cows,grassland,meat,0.2789322000000001
BDI,cows,grassland,meat,0.15739065
BEL,cows,grassland,meat,0.2420112
BEN,cows,grassland,meat,0.19061955000000003
BES,cows,grassland,meat,0.20177525000000002
BFA,cows,grassland,meat,0.20908005
BGD,cows,grassland,meat,0.19038135
BGR,cows,grassland,meat,0.19238620000000003
BHR,cows,grassland,meat,0.2373663
BHS,cows,grassland,meat,0.2301012
BIH,cows,grassland,meat,0.16892349999999998
BLM,cows,grassland,meat,0.20177525000000002
BLR,cows,grassland,meat,0.18678850000000002
BLZ,cows,grassland,meat,0.20812725000000004
BMU,cows,grassland,meat,0.188029125
BOL,cows,grassland,meat,0.276312
BRA,cows,grassland,meat,0.2590425
BRB,cows,grassland,meat,0.20255436250000006
BRN,cows,grassland,meat,0.16411979999999998
BTN,cows,grassland,meat,0.19973070000000004
BWA,cows,grassland,meat,0.15876030000000002
CAF,cows,grassland,meat,0.20723399999999997
CAN,cows,grassland,meat,0.207631
CCK,cows,grassland,meat,0.10247562500000001
CHE,cows,grassland,meat,0.25169800000000003
CHL,cows,grassland,meat,0.2736918000000001
CHN,cows,grassland,meat,0.23790224999999998
CIV,cows,grassland,meat,0.19979024999999997
CMR,cows,grassland,meat,0.18216344999999998
COD,cows,grassland,meat,0.15637830000000003
COG,cows,grassland,meat,0.17275455
COK,cows,grassland,meat,0.09247370625000001
COL,cows,grassland,meat,0.26356830000000003
COM,cows,grassland,meat,0.15453225
CPV,cows,grassland,meat,0.18286688437499998
CRI,cows,grassland,meat,0.26541435
CUB,cows,grassland,meat,0.16453665
CUW,cows,grassland,meat,0.20177525000000002
CXR,cows,grassland,meat,0.10247562500000001
CYM,cows,grassland,meat,0.20177525000000002
CYP,cows,grassland,meat,0.22444394999999998
CZE,cows,grassland,meat,0.2205732
DEU,cows,grassland,meat,0.2652357
DJI,cows,grassland,meat,0.1662636
DMA,cows,grassland,meat,0.23784270000000002
DNK,cows,grassland,meat,0.23871610000000001
DOM,cows,grassland,meat,0.19550265
DZA,cows,grassland,meat,0.13696499999999998
ECU,cows,grassland,meat,0.25689870000000004
EGY,cows,grassland,meat,0.147554975
ERI,cows,grassland,meat,0.16810965000000003
ESH,cows,grassland,meat,0.10147319999999999
ESP,cows,grassland,meat,0.18901170000000003
EST,cows,grassland,meat,0.2545564
ETH,cows,grassland,meat,0.18549825
FIN,cows,grassland,meat,0.26730010000000004
FJI,cows,grassland,meat,0.0824717875
FLK,cows,grassland,meat,0.2566055307692308
FRA,cows,grassland,meat,0.2342697
FRO,cows,grassland,meat,0.24967771111111114
FSM,cows,grassland,meat,0.09247370625000001
GAB,cows,grassland,meat,0.1923465
GBR,cows,grassland,meat,0.24455200000000002
GEO,cows,grassland,meat,0.2508246
GGY,cows,grassland,meat,0.24967771111111114
GHA,cows,grassland,meat,0.19395435000000003
GIB,cows,grassland,meat,0.18472308205128207
GIN,cows,grassland,meat,0.19288245000000004
GLP,cows,grassland,meat,0.19907565
GMB,cows,grassland,meat,0.1847241
GNB,cows,grassland,meat,0.1744815
GNQ,cows,grassland,meat,0.14488515
GRC,cows,grassland,meat,0.19766630000000002
GRD,cows,grassland,meat,0.20255436250000003
GRL,cows,grassland,meat,0.188029125
GTM,cows,grassland,meat,0.21039015000000003
GUF,cows,grassland,meat,0.21164070000000001
GUM,cows,grassland,meat,0.09247370625000001
GUY,cows,grassland,meat,0.25147965000000005
HKG,cows,grassland,meat,0.15256710000000004
HND,cows,grassland,meat,0.24135615000000002
HRV,cows,grassland,meat,0.1784118
HTI,cows,grassland,meat,0.1966341
HUN,cows,grassland,meat,0.23764420000000003
IDN,cows,grassland,meat,0.18246120000000002
IMN,cows,grassland,meat,0.24967771111111112
IND,cows,grassland,meat,0.4105376999999999
IOT,cows,grassland,meat,0.188522738671875
IRL,cows,grassland,meat,0.2340315
IRN,cows,grassland,meat,0.20258910000000002
IRQ,cows,grassland,meat,0.18389039999999998
ISL,cows,grassland,meat,0.24967771111111114
ISR,cows,grassland,meat,0.43977675
ITA,cows,grassland,meat,0.2075516
JAM,cows,grassland,meat,0.19145325000000002
JEY,cows,grassland,meat,0.24967771111111117
JOR,cows,grassland,meat,0.2233125
JPN,cows,grassland,meat,0.3308598
KAZ,cows,grassland,meat,0.3271677
KEN,cows,grassland,meat,0.2112834
KGZ,cows,grassland,meat,0.3187711500000001
KHM,cows,grassland,meat,0.17751855
KIR,cows,grassland,meat,0.09247370625000001
KNA,cows,grassland,meat,0.20255436250000003
KOR,cows,grassland,meat,0.27607380000000004
KWT,cows,grassland,meat,0.20556660000000002
LAO,cows,grassland,meat,0.20318460000000002
LBN,cows,grassland,meat,0.2173575
LBR,cows,grassland,meat,0.17942414999999998
LBY,cows,grassland,meat,0.1659063
LCA,cows,grassland,meat,0.20919915000000006
LIE,cows,grassland,meat,0.2329199
LKA,cows,grassland,meat,0.1694793
LSO,cows,grassland,meat,0.14262225
LTU,cows,grassland,meat,0.24641790000000002
LUX,cows,grassland,meat,0.2418524
LVA,cows,grassland,meat,0.24351980000000004
MAC,cows,grassland,meat,0.225942625
MAF,cows,grassland,meat,0.20177525000000002
MAR,cows,grassland,meat,0.1416099
MCO,cows,grassland,meat,0.2467404625
MDA,cows,grassland,meat,0.18817799999999998
MDG,cows,grassland,meat,0.2031846
MDV,cows,grassland,meat,0.221258025
MEX,cows,grassland,meat,0.24933585
MHL,cows,grassland,meat,0.09247370625000001
MKD,cows,grassland,meat,0.1711864
MLI,cows,grassland,meat,0.19675320000000002
MLT,cows,grassland,meat,0.18472308205128207
MMR,cows,grassland,meat,0.17680395000000002
MNE,cows,grassland,meat,0.16979690000000003
MNG,cows,grassland,meat,0.1826994
MNP,cows,grassland,meat,0.09247370625000001
MOZ,cows,grassland,meat,0.21813165
MRT,cows,grassland,meat,0.19038135
MSR,cows,grassland,meat,0.2025543625
MTQ,cows,grassland,meat,0.20836545000000004
MUS,cows,grassland,meat,0.188522738671875
MWI,cows,grassland,meat,0.17865
MYS,cows,grassland,meat,0.14720760000000002
MYT,cows,grassland,meat,0.188522738671875
NAM,cows,grassland,meat,0.15762885
NCL,cows,grassland,meat,0.08251645
NER,cows,grassland,meat,0.18442635000000002
NFK,cows,grassland,meat,0.10247562500000001
NGA,cows,grassland,meat,0.16918154999999999
NIC,cows,grassland,meat,0.26803455000000004
NIU,cows,grassland,meat,0.09247370625000001
