iso3c,animal,system,product,leach_n_rate
ABW,chickens,industrial,meat,0.0031342105263157897
AFG,chickens,industrial,meat,0.0030966
AGO,chickens,industrial,meat,0.0023224500000000006
AIA,chickens,industrial,meat,0.002934964285714286
ALA,chickens,industrial,meat,0.0024404672727272726
ALB,chickens,industrial,meat,0.002779
AND,chickens,industrial,meat,0.00216365
ARE,chickens,industrial,meat,0.0026202000000000005
ARG,chickens,industrial,meat,0.0037516499999999996
ARM,chickens,industrial,meat,0.0028583999999999997
ASM,chickens,industrial,meat,0.0012654375
ATG,chickens,industrial,meat,0.002934964285714286
AUS,chickens,industrial,meat,0.0013696499999999998
AUT,chickens,industrial,meat,0.0018658999999999998
AZE,chickens,industrial,meat,0.0031561500000000004
BDI,chickens,industrial,meat,0.0022629
BEL,chickens,industrial,meat,0.0018659
BEN,chickens,industrial,meat,0.0032157
BES,chickens,industrial,meat,0.0031342105263157897
BFA,chickens,industrial,meat,0.0029775
BGD,chickens,industrial,meat,0.0021437999999999995
BGR,chickens,industrial,meat,0.0023423
BHR,chickens,industrial,meat,0.0018460500000000001
BHS,chickens,industrial,meat,0.00279885
BIH,chickens,industrial,meat,0.0026996000000000004
BLM,chickens,industrial,meat,0.0031342105263157897
BLR,chickens,industrial,meat,0.0034936
BLZ,chickens,industrial,meat,0.0032157000000000006
BMU,chickens,industrial,meat,0.0030569
BOL,chickens,industrial,meat,0.004942650000000001
BRA,chickens,industrial,meat,0.004108949999999999
BRB,chickens,industrial,meat,0.0029349642857142855
BRN,chickens,industrial,meat,0.0055977
BTN,chickens,industrial,meat,0.00267975
BWA,chickens,industrial,meat,0.0038707499999999996
CAF,chickens,industrial,meat,0.0033943499999999995
CAN,chickens,industrial,meat,0.0028584
CCK,chickens,industrial,meat,0.0013795749999999999
CHE,chickens,industrial,meat,0.002382
CHL,chickens,industrial,meat,0.0034538999999999998
CHN,chickens,industrial,meat,0.003334800000000001
CIV,chickens,industrial,meat,0.00387075
CMR,chickens,industrial,meat,0.0029775
COD,chickens,industrial,meat,0.00196515
COG,chickens,industrial,meat,0.0026797500000000003
COK,chickens,industrial,meat,0.0012654374999999999
COL,chickens,industrial,meat,0.0033943499999999995
COM,chickens,industrial,meat,0.0042876
CPV,chickens,industrial,meat,0.00315218
CRI,chickens,industrial,meat,0.00375165
CUB,chickens,industrial,meat,0.00279885
CUW,chickens,industrial,meat,0.0031342105263157897
CXR,chickens,industrial,meat,0.0013795749999999999
CYM,chickens,industrial,meat,0.0029349642857142855
CYP,chickens,industrial,meat,0.0033348000000000006
CZE,chickens,industrial,meat,0.0019850000000000002
DEU,chickens,industrial,meat,0.0017071
DJI,chickens,industrial,meat,0.0028544300000000002
DMA,chickens,industrial,meat,0.004764000000000001
DNK,chickens,industrial,meat,0.0024614
DOM,chickens,industrial,meat,0.0015483
DZA,chickens,industrial,meat,0.0037516500000000005
ECU,chickens,industrial,meat,0.004823550000000001
EGY,chickens,industrial,meat,0.0026202
ERI,chickens,industrial,meat,0.00315615
ESH,chickens,industrial,meat,0.00343008
ESP,chickens,industrial,meat,0.0018262
EST,chickens,industrial,meat,0.0023423
ETH,chickens,industrial,meat,0.00279885
FIN,chickens,industrial,meat,0.0021835
FJI,chickens,industrial,meat,0.0011513
FLK,chickens,industrial,meat,0.0036691961538461546
FRA,chickens,industrial,meat,0.0023025999999999997
FRO,chickens,industrial,meat,0.0024404672727272726
FSM,chickens,industrial,meat,0.0012654374999999999
GAB,chickens,industrial,meat,0.0020842499999999997
GBR,chickens,industrial,meat,0.0025408
GEO,chickens,industrial,meat,0.0031561500000000004
GGY,chickens,industrial,meat,0.0024404672727272726
GHA,chickens,industrial,meat,0.0030966
GIB,chickens,industrial,meat,0.00216365
GIN,chickens,industrial,meat,0.0042876
GLP,chickens,industrial,meat,0.00375165
GMB,chickens,industrial,meat,0.0025010999999999996
GNB,chickens,industrial,meat,0.0039303
GNQ,chickens,industrial,meat,0.004585349999999999
GRC,chickens,industrial,meat,0.0018658999999999998
GRD,chickens,industrial,meat,0.0037516500000000005
GRL,chickens,industrial,meat,0.0026350875
GTM,chickens,industrial,meat,0.00327525
GUF,chickens,industrial,meat,0.0026202
GUM,chickens,industrial,meat,0.0012654375
GUY,chickens,industrial,meat,0.0036921000000000002
HKG,chickens,industrial,meat,0.00346581
HND,chickens,industrial,meat,0.0038112000000000007
HRV,chickens,industrial,meat,0.0023423
HTI,chickens,industrial,meat,0.00303705
HUN,chickens,industrial,meat,0.0019453
IDN,chickens,industrial,meat,0.00482355
IMN,chickens,industrial,meat,0.0024455199999999996
IND,chickens,industrial,meat,0.0080988
IOT,chickens,industrial,meat,0.00285443
