iso3c,animal,system,product,leach_n_rate
ABW,sheep,grassland,milk,0.026007109090909093
AFG,sheep,grassland,milk,0.025249200000000006
AGO,sheep,grassland,milk,0.020455425000000003
AIA,sheep,grassland,milk,0.026007109090909093
ALA,sheep,grassland,milk,0.018237187499999998
ALB,sheep,grassland,milk,0.0190957
AND,sheep,grassland,milk,0.019492699999999998
ARE,sheep,grassland,milk,0.025666049999999996
ARG,sheep,grassland,milk,0.0264402
ARM,sheep,grassland,milk,0.025487400000000004
ASM,sheep,grassland,milk,0.02146122368834995
ATG,sheep,grassland,milk,0.026007109090909093
AUS,sheep,grassland,milk,0.02146122368834995
AUT,sheep,grassland,milk,0.022192299999999998
AZE,sheep,grassland,milk,0.0221526
BDI,sheep,grassland,milk,0.015125699999999999
BEL,sheep,grassland,milk,0.0220335
BEN,sheep,grassland,milk,0.017933057142857145
BES,sheep,grassland,milk,0.026007109090909093
BFA,sheep,grassland,milk,0.0194133
BGD,sheep,grassland,milk,0.015006600000000002
BGR,sheep,grassland,milk,0.0172298
BHR,sheep,grassland,milk,0.025701079411764707
BHS,sheep,grassland,milk,0.026007109090909093
BIH,sheep,grassland,milk,0.019095699999999997
BLM,sheep,grassland,milk,0.026007109090909093
BLR,sheep,grassland,milk,0.017084233333333334
BLZ,sheep,grassland,milk,0.025249200000000003
BMU,sheep,grassland,milk,0.026007109090909093
BOL,sheep,grassland,milk,0.030132300000000004
BRA,sheep,grassland,milk,0.0264402
BRB,sheep,grassland,milk,0.026007109090909093
BRN,sheep,grassland,milk,0.01653108
BTN,sheep,grassland,milk,0.023035925000000002
BWA,sheep,grassland,milk,0.017975140349544075
CAF,sheep,grassland,milk,0.020455425000000003
CAN,sheep,grassland,milk,0.026007109090909093
CCK,sheep,grassland,milk,0.02146122368834995
CHE,sheep,grassland,milk,0.0217953
CHL,sheep,grassland,milk,0.0264402
CHN,sheep,grassland,milk,0.02399865
CIV,sheep,grassland,milk,0.017933057142857145
CMR,sheep,grassland,milk,0.020544750000000004
COD,sheep,grassland,milk,0.020455425000000003
COG,sheep,grassland,milk,0.020455425000000003
COK,sheep,grassland,milk,0.02146122368834995
COL,sheep,grassland,milk,0.0264402
COM,sheep,grassland,milk,0.016946228571428572
CPV,sheep,grassland,milk,0.017933057142857145
CRI,sheep,grassland,milk,0.025249200000000003
CUB,sheep,grassland,milk,0.026007109090909093
CUW,sheep,grassland,milk,0.026007109090909093
CXR,sheep,grassland,milk,0.02146122368834995
CYM,sheep,grassland,milk,0.026007109090909093
CYP,sheep,grassland,milk,0.023939099999999998
CZE,sheep,grassland,milk,0.017745900000000002
DEU,sheep,grassland,milk,0.0220335
DJI,sheep,grassland,milk,0.016946228571428572
DMA,sheep,grassland,milk,0.026007109090909093
DNK,sheep,grassland,milk,0.018237187499999998
DOM,sheep,grassland,milk,0.026007109090909093
DZA,sheep,grassland,milk,0.01923465
ECU,sheep,grassland,milk,0.022748099999999997
EGY,sheep,grassland,milk,0.01875825
ERI,sheep,grassland,milk,0.019234650000000002
ESH,sheep,grassland,milk,0.01875825
ESP,sheep,grassland,milk,0.0193339
EST,sheep,grassland,milk,0.018237187499999998
ETH,sheep,grassland,milk,0.01649535
FIN,sheep,grassland,milk,0.018237187499999998
FJI,sheep,grassland,milk,0.02146122368834995
FLK,sheep,grassland,milk,0.0264402
FRA,sheep,grassland,milk,0.0221129
FRO,sheep,grassland,milk,0.018237187499999998
FSM,sheep,grassland,milk,0.02146122368834995
GAB,sheep,grassland,milk,0.020455425000000003
GBR,sheep,grassland,milk,0.018237187499999998
GEO,sheep,grassland,milk,0.0240582
GGY,sheep,grassland,milk,0.018237187499999998
GHA,sheep,grassland,milk,0.017933057142857145
GIB,sheep,grassland,milk,0.01939803076923077
GIN,sheep,grassland,milk,0.018996450000000005
GLP,sheep,grassland,milk,0.026007109090909093
GMB,sheep,grassland,milk,0.017933057142857145
GNB,sheep,grassland,milk,0.010063950000000002
GNQ,sheep,grassland,milk,0.020455425000000003
GRC,sheep,grassland,milk,0.020445500000000002
GRD,sheep,grassland,milk,0.026007109090909093
GRL,sheep,grassland,milk,0.026007109090909093
GTM,sheep,grassland,milk,0.025249200000000003
GUF,sheep,grassland,milk,0.0264402
GUM,sheep,grassland,milk,0.02146122368834995
GUY,sheep,grassland,milk,0.0264402
HKG,sheep,grassland,milk,0.02332375
HND,sheep,grassland,milk,0.025249200000000003
HRV,sheep,grassland,milk,0.019056
HTI,sheep,grassland,milk,0.026007109090909093
HUN,sheep,grassland,milk,0.016277
IDN,sheep,grassland,milk,0.019353750000000003
IMN,sheep,grassland,milk,0.018237187499999998
IND,sheep,grassland,milk,0.032752500000000004
IOT,sheep,grassland,milk,0.016946228571428572
IRL,sheep,grassland,milk,0.018237187499999998
IRN,sheep,grassland,milk,0.0200088
IRQ,sheep,grassland,milk,0.02268855
ISL,sheep,grassland,milk,0.018237187499999998
ISR,sheep,grassland,milk,0.025844699999999998
ITA,sheep,grassland,milk,0.020842500000000003
JAM,sheep,grassland,milk,0.026007109090909093
JEY,sheep,grassland,milk,0.018237187499999998
JOR,sheep,grassland,milk,0.024058200000000002
JPN,sheep,grassland,milk,0.02018745
KAZ,sheep,grassland,milk,0.027214350000000005
KEN,sheep,grassland,milk,0.019056000000000003
KGZ,sheep,grassland,milk,0.0263211
KHM,sheep,grassland,milk,0.01458975
KIR,sheep,grassland,milk,0.02146122368834995
KNA,sheep,grassland,milk,0.026007109090909093
KOR,sheep,grassland,milk,0.02332375
KWT,sheep,grassland,milk,0.023581799999999997
LAO,sheep,grassland,milk,0.014172899999999999
LBN,sheep,grassland,milk,0.025487400000000004
LBR,sheep,grassland,milk,0.017933057142857145
LBY,sheep,grassland,milk,0.0167931
LCA,sheep,grassland,milk,0.026007109090909093
LIE,sheep,grassland,milk,0.0220335
LKA,sheep,grassland,milk,0.023035925000000002
LSO,sheep,grassland,milk,0.017975140349544075
LTU,sheep,grassland,milk,0.018237187499999998
LUX,sheep,grassland,milk,0.0220335
LVA,sheep,grassland,milk,0.018237187499999998
MAC,sheep,grassland,milk,0.02332375
MAF,sheep,grassland,milk,0.026007109090909093
MAR,sheep,grassland,milk,0.01625715
MCO,sheep,grassland,milk,0.0220335
MDA,sheep,grassland,milk,0.016832800000000005
MDG,sheep,grassland,milk,0.016946228571428572
MDV,sheep,grassland,milk,0.023035925000000002
MEX,sheep,grassland,milk,0.025249200000000003
MHL,sheep,grassland,milk,0.02146122368834995
MKD,sheep,grassland,milk,0.019095699999999997
MLI,sheep,grassland,milk,0.019949249999999998
MLT,sheep,grassland,milk,0.01939803076923077
MMR,sheep,grassland,milk,0.01792455
MNE,sheep,grassland,milk,0.0189766
MNG,sheep,grassland,milk,0.02578515
MNP,sheep,grassland,milk,0.02146122368834995
MOZ,sheep,grassland,milk,0.016946228571428572
MRT,sheep,grassland,milk,0.018460500000000005
MSR,sheep,grassland,milk,0.026007109090909093
MTQ,sheep,grassland,milk,0.026007109090909093
MUS,sheep,grassland,milk,0.016946228571428572
MWI,sheep,grassland,milk,0.017984100000000003
MYS,sheep,grassland,milk,0.01653108
MYT,sheep,grassland,milk,0.016946228571428572
NAM,sheep,grassland,milk,0.017975140349544075
NCL,sheep,grassland,milk,0.02146122368834995
NER,sheep,grassland,milk,0.01947285
NFK,sheep,grassland,milk,0.02146122368834995
NGA,sheep,grassland,milk,0.017933057142857145
NIC,sheep,grassland,milk,0.025249200000000003
NIU,sheep,grassland,milk,0.02146122368834995
NLD,sheep,grassland,milk,0.0220335
NOR,sheep,grassland,milk,0.018237187499999998
NPL,sheep,grassland,milk,0.0254874
NRU,sheep,grassland,milk,0.02146122368834995
NZL,sheep,grassland,milk,0.02146122368834995
OMN,sheep,grassland,milk,0.0256065
PAK,sheep,grassland,milk,0.019711049999999997
PAN,sheep,grassland,milk,0.025249200000000003
PCN,sheep,grassland,milk,0.02146122368834995
PER,sheep,grassland,milk,0.0264402
PHL,sheep,grassland,milk,0.01653108
PLW,sheep,grassland,milk,0.02146122368834995
PNG,sheep,grassland,milk,0.02146122368834995
POL,sheep,grassland,milk,0.016832800000000002
PRI,sheep,grassland,milk,0.026007109090909093
PRK,sheep,grassland,milk,0.02332375
PRT,sheep,grassland,milk,0.019611800000000006
PRY,sheep,grassland,milk,0.0264402
PSE,sheep,grassland,milk,0.04990290000000001
PYF,sheep,grassland,milk,0.02146122368834995
QAT,sheep,grassland,milk,0.025666049999999996
REU,sheep,grassland,milk,0.016946228571428572
ROU,sheep,grassland,milk,0.0179444
RUS,sheep,grassland,milk,0.016157900000000003
RWA,sheep,grassland,milk,0.01327965
SAU,sheep,grassland,milk,0.023641350000000002
SDN,sheep,grassland,milk,0.024594150000000006
SEN,sheep,grassland,milk,0.019175100000000004
SGP,sheep,grassland,milk,0.01653108
SHN,sheep,grassland,milk,0.017933057142857145
SJM,sheep,grassland,milk,0.018237187499999998
SLB,sheep,grassland,milk,0.02146122368834995
SLE,sheep,grassland,milk,0.017933057142857145
SLV,sheep,grassland,milk,0.025249200000000003
SMR,sheep,grassland,milk,0.019492699999999998
SOM,sheep,grassland,milk,0.017448150000000006
SPM,sheep,grassland,milk,0.026007109090909093
SRB,sheep,grassland,milk,0.018976600000000003
