iso3c,animal,system,product,leach_n_rate
ABW,cows,mixed,meat,0.20255436250000003
AFG,cows,mixed,meat,0.21068789999999998
AGO,cows,mixed,meat,0.19192965
AIA,cows,mixed,meat,0.20181420562500002
ALA,cows,mixed,meat,0.21921460403115492
ALB,cows,mixed,meat,0.1441580445
AND,cows,mixed,meat,0.18563058333333335
ARE,cows,mixed,meat,0.18311625000000004
ARG,cows,mixed,meat,0.2785749
ARM,cows,mixed,meat,0.2653548
ASM,cows,mixed,meat,0.09247370625000002
ATG,cows,mixed,meat,0.2025543625
AUS,cows,mixed,meat,0.09575639999999999
AUT,cows,mixed,meat,0.21780261467412013
AZE,cows,mixed,meat,0.2789322000000001
BDI,cows,mixed,meat,0.15739065
BEL,cows,mixed,meat,0.2233763376
BEN,cows,mixed,meat,0.19061954999999997
BES,cows,mixed,meat,0.20181420562500002
BFA,cows,mixed,meat,0.20908005000000005
BGD,cows,mixed,meat,0.19038135000000003
BGR,cows,mixed,meat,0.1923862
BHR,cows,mixed,meat,0.20419695000000002
BHS,cows,mixed,meat,0.23010120000000003
BIH,cows,mixed,meat,0.12779062775000002
BLM,cows,mixed,meat,0.20181420562500002
BLR,cows,mixed,meat,0.1867885
BLZ,cows,mixed,meat,0.20812725
BMU,cows,mixed,meat,0.1961328875
BOL,cows,mixed,meat,0.27631199999999995
BRA,cows,mixed,meat,0.25904250000000006
BRB,cows,mixed,meat,0.20255436249999997
BRN,cows,mixed,meat,0.16411980000000004
BTN,cows,mixed,meat,0.1997307
BWA,cows,mixed,meat,0.15876030000000002
CAF,cows,mixed,meat,0.20723400000000003
CAN,cows,mixed,meat,0.20244022499999997
CCK,cows,mixed,meat,0.10247562499999999
CHE,cows,mixed,meat,0.18701161400000002
CHL,cows,mixed,meat,0.27369180000000004
CHN,cows,mixed,meat,0.23790225000000004
CIV,cows,mixed,meat,0.19979024999999997
CMR,cows,mixed,meat,0.18216345
COD,cows,mixed,meat,0.15637830000000003
COG,cows,mixed,meat,0.17275455000000003
COK,cows,mixed,meat,0.09247370625000001
COL,cows,mixed,meat,0.2635683
COM,cows,mixed,meat,0.15453225
CPV,cows,mixed,meat,0.182866884375
CRI,cows,mixed,meat,0.26541435
CUB,cows,mixed,meat,0.16453665
CUW,cows,mixed,meat,0.20181420562500002
CXR,cows,mixed,meat,0.10247562499999999
CYM,cows,mixed,meat,0.20181420562500002
CYP,cows,mixed,meat,0.22444394999999998
CZE,cows,mixed,meat,0.22057320000000002
DEU,cows,mixed,meat,0.1933568253
DJI,cows,mixed,meat,0.1662636
DMA,cows,mixed,meat,0.23784270000000002
DNK,cows,mixed,meat,0.20194170739671105
DOM,cows,mixed,meat,0.19550265
DZA,cows,mixed,meat,0.136965
ECU,cows,mixed,meat,0.2568987
EGY,cows,mixed,meat,0.14559975
ERI,cows,mixed,meat,0.16810965
ESH,cows,mixed,meat,0.10147320000000001
ESP,cows,mixed,meat,0.18901170000000003
EST,cows,mixed,meat,0.240555798
ETH,cows,mixed,meat,0.18549824999999998
FIN,cows,mixed,meat,0.2365605885
FJI,cows,mixed,meat,0.0824717875
FLK,cows,mixed,meat,0.25660553076923076
FRA,cows,mixed,meat,0.1909298055
FRO,cows,mixed,meat,0.2421873797777778
FSM,cows,mixed,meat,0.09247370625
GAB,cows,mixed,meat,0.19234650000000003
GBR,cows,mixed,meat,0.23721544
GEO,cows,mixed,meat,0.2508246
GGY,cows,mixed,meat,0.21921460403115492
GHA,cows,mixed,meat,0.19395435
GIB,cows,mixed,meat,0.15745088836964286
GIN,cows,mixed,meat,0.19288244999999998
GLP,cows,mixed,meat,0.19907565
GMB,cows,mixed,meat,0.1847241
GNB,cows,mixed,meat,0.1744815
GNQ,cows,mixed,meat,0.14488515
GRC,cows,mixed,meat,0.19568963699999997
GRD,cows,mixed,meat,0.20255436250000003
GRL,cows,mixed,meat,0.22563494999999997
GTM,cows,mixed,meat,0.21039015000000003
GUF,cows,mixed,meat,0.21164070000000001
GUM,cows,mixed,meat,0.09247370625
GUY,cows,mixed,meat,0.25147965
HKG,cows,mixed,meat,0.1525671
HND,cows,mixed,meat,0.24135614999999996
HRV,cows,mixed,meat,0.1349685267
HTI,cows,mixed,meat,0.1966341
HUN,cows,mixed,meat,0.23764420000000003
IDN,cows,mixed,meat,0.1824612
IMN,cows,mixed,meat,0.2421873797777778
IND,cows,mixed,meat,0.41053770000000006
IOT,cows,mixed,meat,0.18220066875
IRL,cows,mixed,meat,0.20671536753390196
IRN,cows,mixed,meat,0.20258910000000005
