iso3c,animal,system,product,leach_n_rate
ABW,cows,feedlot,meat,0.28073248672727275
AFG,cows,feedlot,meat,0.22537481052631583
AGO,cows,feedlot,meat,0.24903810000000007
AIA,cows,feedlot,meat,0.28073248672727275
ALA,cows,feedlot,meat,0.185231466
ALB,cows,feedlot,meat,0.185231466
AND,cows,feedlot,meat,0.185231466
ARE,cows,feedlot,meat,0.22537481052631583
ARG,cows,feedlot,meat,0.37329036599999993
ARM,cows,feedlot,meat,0.22537481052631583
ASM,cows,feedlot,meat,0.0957564
ATG,cows,feedlot,meat,0.28073248672727275
AUS,cows,feedlot,meat,0.0957564
AUT,cows,feedlot,meat,0.185231466
AZE,cows,feedlot,meat,0.22537481052631583
BDI,cows,feedlot,meat,0.24903810000000007
BEL,cows,feedlot,meat,0.185231466
BEN,cows,feedlot,meat,0.24903810000000007
BES,cows,feedlot,meat,0.28073248672727275
BFA,cows,feedlot,meat,0.24903810000000007
BGD,cows,feedlot,meat,0.22537481052631583
BGR,cows,feedlot,meat,0.185231466
BHR,cows,feedlot,meat,0.22537481052631583
BHS,cows,feedlot,meat,0.28073248672727275
BIH,cows,feedlot,meat,0.185231466
BLM,cows,feedlot,meat,0.28073248672727275
BLR,cows,feedlot,meat,0.185231466
BLZ,cows,feedlot,meat,0.24933585
BMU,cows,feedlot,meat,0.22563495
BOL,cows,feedlot,meat,0.298673422
BRA,cows,feedlot,meat,0.26940420000000004
BRB,cows,feedlot,meat,0.28073248672727275
BRN,cows,feedlot,meat,0.18246120000000002
BTN,cows,feedlot,meat,0.22537481052631583
BWA,cows,feedlot,meat,0.24903810000000007
CAF,cows,feedlot,meat,0.24903810000000007
CAN,cows,feedlot,meat,0.20763099999999998
CCK,cows,feedlot,meat,0.0957564
CHE,cows,feedlot,meat,0.185231466
CHL,cows,feedlot,meat,0.298673422
CHN,cows,feedlot,meat,0.23790225000000004
CIV,cows,feedlot,meat,0.24903810000000007
CMR,cows,feedlot,meat,0.24903810000000007
COD,cows,feedlot,meat,0.24903810000000007
COG,cows,feedlot,meat,0.24903810000000007
COK,cows,feedlot,meat,0.0957564
COL,cows,feedlot,meat,0.298673422
COM,cows,feedlot,meat,0.24903810000000007
CPV,cows,feedlot,meat,0.24903810000000007
CRI,cows,feedlot,meat,0.24933585
CUB,cows,feedlot,meat,0.28073248672727275
CUW,cows,feedlot,meat,0.28073248672727275
CXR,cows,feedlot,meat,0.0957564
CYM,cows,feedlot,meat,0.28073248672727275
CYP,cows,feedlot,meat,0.22537481052631583
CZE,cows,feedlot,meat,0.185231466
DEU,cows,feedlot,meat,0.185231466
DJI,cows,feedlot,meat,0.24903810000000007
DMA,cows,feedlot,meat,0.28073248672727275
DNK,cows,feedlot,meat,0.185231466
DOM,cows,feedlot,meat,0.28073248672727275
DZA,cows,feedlot,meat,0.24903810000000007
ECU,cows,feedlot,meat,0.298673422
EGY,cows,feedlot,meat,0.24903810000000007
ERI,cows,feedlot,meat,0.24903810000000007
ESH,cows,feedlot,meat,0.24903810000000007
