iso3c,animal,system,product,leach_n_rate
ABW,buffaloes,mixed,milk,0.2021242422767976
AFG,buffaloes,mixed,milk,0.23459297142857144
AGO,buffaloes,mixed,milk,0.1954431
AIA,buffaloes,mixed,milk,0.2021242422767976
ALA,buffaloes,mixed,milk,0.16823915190897437
ALB,buffaloes,mixed,milk,0.200265459
AND,buffaloes,mixed,milk,0.19171416170833336
ARE,buffaloes,mixed,milk,0.26241983571428573
ARG,buffaloes,mixed,milk,0.2021242422767976
ARM,buffaloes,mixed,milk,0.26241983571428573
ASM,buffaloes,mixed,milk,0.2021242422767976
ATG,buffaloes,mixed,milk,0.2021242422767976
AUS,buffaloes,mixed,milk,0.2021242422767976
AUT,buffaloes,mixed,milk,0.1769285418333334
AZE,buffaloes,mixed,milk,0.26241983571428573
BDI,buffaloes,mixed,milk,0.1954431
BEL,buffaloes,mixed,milk,0.1769285418333334
BEN,buffaloes,mixed,milk,0.1954431
BES,buffaloes,mixed,milk,0.2021242422767976
BFA,buffaloes,mixed,milk,0.1954431
BGD,buffaloes,mixed,milk,0.19318020000000002
BGR,buffaloes,mixed,milk,0.2094572
BHR,buffaloes,mixed,milk,0.26241983571428573
BHS,buffaloes,mixed,milk,0.2021242422767976
BIH,buffaloes,mixed,milk,0.19171416170833336
BLM,buffaloes,mixed,milk,0.2021242422767976
BLR,buffaloes,mixed,milk,0.19033503333333335
BLZ,buffaloes,mixed,milk,0.2021242422767976
BMU,buffaloes,mixed,milk,0.2021242422767976
BOL,buffaloes,mixed,milk,0.2021242422767976
BRA,buffaloes,mixed,milk,0.2021242422767976
BRB,buffaloes,mixed,milk,0.2021242422767976
BRN,buffaloes,mixed,milk,0.19669365000000003
BTN,buffaloes,mixed,milk,0.24498870000000003
BWA,buffaloes,mixed,milk,0.19544309999999998
CAF,buffaloes,mixed,milk,0.1954431
CAN,buffaloes,mixed,milk,0.2021242422767976
CCK,buffaloes,mixed,milk,0.2021242422767976
CHE,buffaloes,mixed,milk,0.15557148707948723
CHL,buffaloes,mixed,milk,0.2021242422767976
CHN,buffaloes,mixed,milk,0.18674880000000002
CIV,buffaloes,mixed,milk,0.1954431
CMR,buffaloes,mixed,milk,0.1954431
COD,buffaloes,mixed,milk,0.1954431
COG,buffaloes,mixed,milk,0.1954431
COK,buffaloes,mixed,milk,0.2021242422767976
COL,buffaloes,mixed,milk,0.2021242422767976
COM,buffaloes,mixed,milk,0.1954431
CPV,buffaloes,mixed,milk,0.1954431
CRI,buffaloes,mixed,milk,0.2021242422767976
CUB,buffaloes,mixed,milk,0.2021242422767976
CUW,buffaloes,mixed,milk,0.2021242422767976
CXR,buffaloes,mixed,milk,0.2021242422767976
CYM,buffaloes,mixed,milk,0.2021242422767976
CYP,buffaloes,mixed,milk,0.26241983571428573
CZE,buffaloes,mixed,milk,0.19033503333333332
DEU,buffaloes,mixed,milk,0.1769285418333334
DJI,buffaloes,mixed,milk,0.1954431
DMA,buffaloes,mixed,milk,0.2021242422767976
DNK,buffaloes,mixed,milk,0.16823915190897437
DOM,buffaloes,mixed,milk,0.2021242422767976
DZA,buffaloes,mixed,milk,0.1954431
ECU,buffaloes,mixed,milk,0.2021242422767976
EGY,buffaloes,mixed,milk,0.1954431
ERI,buffaloes,mixed,milk,0.1954431
ESH,buffaloes,mixed,milk,0.1954431
ESP,buffaloes,mixed,milk,0.20469121500000004
EST,buffaloes,mixed,milk,0.16823915190897437
ETH,buffaloes,mixed,milk,0.1954431
FIN,buffaloes,mixed,milk,0.15913099620512822
FJI,buffaloes,mixed,milk,0.2021242422767976
FLK,buffaloes,mixed,milk,0.2021242422767976
FRA,buffaloes,mixed,milk,0.19828559658717954
FRO,buffaloes,mixed,milk,0.16823915190897437
FSM,buffaloes,mixed,milk,0.2021242422767976
GAB,buffaloes,mixed,milk,0.1954431
GBR,buffaloes,mixed,milk,0.17734730761282053
GEO,buffaloes,mixed,milk,0.27244125
GGY,buffaloes,mixed,milk,0.16823915190897437
GHA,buffaloes,mixed,milk,0.1954431
GIB,buffaloes,mixed,milk,0.19171416170833336
GIN,buffaloes,mixed,milk,0.1954431
GLP,buffaloes,mixed,milk,0.2021242422767976
GMB,buffaloes,mixed,milk,0.1954431
GNB,buffaloes,mixed,milk,0.1954431
GNQ,buffaloes,mixed,milk,0.1954431
GRC,buffaloes,mixed,milk,0.2212878
GRD,buffaloes,mixed,milk,0.2021242422767976
GRL,buffaloes,mixed,milk,0.2021242422767976
GTM,buffaloes,mixed,milk,0.2021242422767976
GUF,buffaloes,mixed,milk,0.2021242422767976
GUM,buffaloes,mixed,milk,0.2021242422767976
GUY,buffaloes,mixed,milk,0.2021242422767976
HKG,buffaloes,mixed,milk,0.19063443750000003
HND,buffaloes,mixed,milk,0.2021242422767976
HRV,buffaloes,mixed,milk,0.19171416170833336
HTI,buffaloes,mixed,milk,0.2021242422767976
HUN,buffaloes,mixed,milk,0.1915475375
IDN,buffaloes,mixed,milk,0.18913080000000002
IMN,buffaloes,mixed,milk,0.16823915190897437
IND,buffaloes,mixed,milk,0.4831886999999999
IOT,buffaloes,mixed,milk,0.1954431
IRL,buffaloes,mixed,milk,0.16823915190897437
IRN,buffaloes,mixed,milk,0.25213470000000004
IRQ,buffaloes,mixed,milk,0.26578653750000003
ISL,buffaloes,mixed,milk,0.16823915190897437
ISR,buffaloes,mixed,milk,0.26578653750000003
ITA,buffaloes,mixed,milk,0.18923205485000005
JAM,buffaloes,mixed,milk,0.2021242422767976
JEY,buffaloes,mixed,milk,0.16823915190897437
JOR,buffaloes,mixed,milk,0.26241983571428573
JPN,buffaloes,mixed,milk,0.19063443750000003
KAZ,buffaloes,mixed,milk,0.20896095
KEN,buffaloes,mixed,milk,0.1954431
KGZ,buffaloes,mixed,milk,0.20896094999999998
KHM,buffaloes,mixed,milk,0.18853530000000002
KIR,buffaloes,mixed,milk,0.2021242422767976
KNA,buffaloes,mixed,milk,0.2021242422767976
KOR,buffaloes,mixed,milk,0.19063443750000003
KWT,buffaloes,mixed,milk,0.26578653750000003
LAO,buffaloes,mixed,milk,0.18853530000000002
LBN,buffaloes,mixed,milk,0.26241983571428573
LBR,buffaloes,mixed,milk,0.1954431
LBY,buffaloes,mixed,milk,0.1954431
LCA,buffaloes,mixed,milk,0.2021242422767976
LIE,buffaloes,mixed,milk,0.1769285418333334
LKA,buffaloes,mixed,milk,0.2200968
LSO,buffaloes,mixed,milk,0.19544309999999998
LTU,buffaloes,mixed,milk,0.16823915190897437
LUX,buffaloes,mixed,milk,0.1769285418333334
LVA,buffaloes,mixed,milk,0.16823915190897437
MAC,buffaloes,mixed,milk,0.19063443750000003
MAF,buffaloes,mixed,milk,0.2021242422767976
MAR,buffaloes,mixed,milk,0.1954431
MCO,buffaloes,mixed,milk,0.1769285418333334
MDA,buffaloes,mixed,milk,0.19033503333333335
MDG,buffaloes,mixed,milk,0.1954431
MDV,buffaloes,mixed,milk,0.26479226517857146
MEX,buffaloes,mixed,milk,0.2021242422767976
MHL,buffaloes,mixed,milk,0.2021242422767976
MKD,buffaloes,mixed,milk,0.19171416170833336
MLI,buffaloes,mixed,milk,0.1954431
MLT,buffaloes,mixed,milk,0.19171416170833336
MMR,buffaloes,mixed,milk,0.20193405000000003
MNE,buffaloes,mixed,milk,0.16740422070000002
MNG,buffaloes,mixed,milk,0.19452007500000001
MNP,buffaloes,mixed,milk,0.2021242422767976
MOZ,buffaloes,mixed,milk,0.1954431
MRT,buffaloes,mixed,milk,0.1954431
MSR,buffaloes,mixed,milk,0.2021242422767976
MTQ,buffaloes,mixed,milk,0.2021242422767976
MUS,buffaloes,mixed,milk,0.1954431
MWI,buffaloes,mixed,milk,0.1954431
MYS,buffaloes,mixed,milk,0.17954325
MYT,buffaloes,mixed,milk,0.1954431
NAM,buffaloes,mixed,milk,0.19544309999999998
NCL,buffaloes,mixed,milk,0.2021242422767976
NER,buffaloes,mixed,milk,0.1954431
NFK,buffaloes,mixed,milk,0.2021242422767976
NGA,buffaloes,mixed,milk,0.1954431
NIC,buffaloes,mixed,milk,0.2021242422767976
NIU,buffaloes,mixed,milk,0.2021242422767976
NLD,buffaloes,mixed,milk,0.1769285418333334
NOR,buffaloes,mixed,milk,0.16823915190897437
NPL,buffaloes,mixed,milk,0.2321259
NRU,buffaloes,mixed,milk,0.2021242422767976
NZL,buffaloes,mixed,milk,0.2021242422767976
OMN,buffaloes,mixed,milk,0.26241983571428573
PAK,buffaloes,mixed,milk,0.25803015000000007
PAN,buffaloes,mixed,milk,0.2021242422767976
PCN,buffaloes,mixed,milk,0.2021242422767976
PER,buffaloes,mixed,milk,0.2021242422767976
PHL,buffaloes,mixed,milk,0.18853530000000002
PLW,buffaloes,mixed,milk,0.2021242422767976
PNG,buffaloes,mixed,milk,0.2021242422767976
POL,buffaloes,mixed,milk,0.19033503333333335
PRI,buffaloes,mixed,milk,0.2021242422767976
PRK,buffaloes,mixed,milk,0.19063443750000003
PRT,buffaloes,mixed,milk,0.19171416170833336
PRY,buffaloes,mixed,milk,0.2021242422767976
PSE,buffaloes,mixed,milk,0.26241983571428573
PYF,buffaloes,mixed,milk,0.2021242422767976
QAT,buffaloes,mixed,milk,0.26241983571428573
REU,buffaloes,mixed,milk,0.1954431
ROU,buffaloes,mixed,milk,0.1809129
RUS,buffaloes,mixed,milk,0.1915475375
RWA,buffaloes,mixed,milk,0.1954431
