iso3c,animal,system,product,leach_n_rate
SAU,buffaloes,mixed,milk,0.26578653750000003
SDN,buffaloes,mixed,milk,0.1954431
SEN,buffaloes,mixed,milk,0.1954431
SGP,buffaloes,mixed,milk,0.18853530000000002
SHN,buffaloes,mixed,milk,0.1954431
SJM,buffaloes,mixed,milk,0.16823915190897437
SLB,buffaloes,mixed,milk,0.2021242422767976
SLE,buffaloes,mixed,milk,0.1954431
SLV,buffaloes,mixed,milk,0.2021242422767976
SMR,buffaloes,mixed,milk,0.19171416170833336
SOM,buffaloes,mixed,milk,0.1954431
SPM,buffaloes,mixed,milk,0.2021242422767976
SRB,buffaloes,mixed,milk,0.16740422070000005
SSD,buffaloes,mixed,milk,0.1954431
STP,buffaloes,mixed,milk,0.1954431
SUR,buffaloes,mixed,milk,0.2021242422767976
SVK,buffaloes,mixed,milk,0.19033503333333332
SVN,buffaloes,mixed,milk,0.19171416170833336
SWE,buffaloes,mixed,milk,0.16823915190897437
SWZ,buffaloes,mixed,milk,0.19544309999999998
SXM,buffaloes,mixed,milk,0.2021242422767976
SYC,buffaloes,mixed,milk,0.1954431
SYR,buffaloes,mixed,milk,0.26874915
TCA,buffaloes,mixed,milk,0.2021242422767976
TCD,buffaloes,mixed,milk,0.1954431
TGO,buffaloes,mixed,milk,0.1954431
THA,buffaloes,mixed,milk,0.18853530000000002
TJK,buffaloes,mixed,milk,0.20896095
TKL,buffaloes,mixed,milk,0.2021242422767976
TKM,buffaloes,mixed,milk,0.20896094999999998
TLS,buffaloes,mixed,milk,0.18853530000000002
TON,buffaloes,mixed,milk,0.2021242422767976
TTO,buffaloes,mixed,milk,0.2021242422767976
TUN,buffaloes,mixed,milk,0.1954431
TUR,buffaloes,mixed,milk,0.23260230000000007
TUV,buffaloes,mixed,milk,0.2021242422767976
TWN,buffaloes,mixed,milk,0.19063443750000003
TZA,buffaloes,mixed,milk,0.1954431
UGA,buffaloes,mixed,milk,0.1954431
UKR,buffaloes,mixed,milk,0.19033503333333335
URY,buffaloes,mixed,milk,0.2021242422767976
USA,buffaloes,mixed,milk,0.2021242422767976
UZB,buffaloes,mixed,milk,0.20896095000000006
VCT,buffaloes,mixed,milk,0.2021242422767976
VEN,buffaloes,mixed,milk,0.2021242422767976
VGB,buffaloes,mixed,milk,0.2021242422767976
VIR,buffaloes,mixed,milk,0.2021242422767976
VNM,buffaloes,mixed,milk,0.17537475
VUT,buffaloes,mixed,milk,0.2021242422767976
WLF,buffaloes,mixed,milk,0.2021242422767976
WSM,buffaloes,mixed,milk,0.2021242422767976
XKO,buffaloes,mixed,milk,0.19171416170833336
XMI,buffaloes,mixed,milk,0.1954431
YEM,buffaloes,mixed,milk,0.26241983571428573
ZAF,buffaloes,mixed,milk,0.19544309999999998
ZMB,buffaloes,mixed,milk,0.1954431
ZWE,buffaloes,mixed,milk,0.1954431
