iso3c,animal,system,product,leach_n_rate
ABW,chickens,industrial,eggs,0.004701315789473684
AFG,chickens,industrial,eggs,0.0030965999999999993
AGO,chickens,industrial,eggs,0.0023224499999999998
AIA,chickens,industrial,eggs,0.004701315789473684
ALA,chickens,industrial,eggs,0.0021463408000000003
ALB,chickens,industrial,eggs,0.0027790000000000002
AND,chickens,industrial,eggs,0.00216365
ARE,chickens,industrial,eggs,0.0026201999999999996
ARG,chickens,industrial,eggs,0.004370672249999999
ARM,chickens,industrial,eggs,0.0038302559999999993
ASM,chickens,industrial,eggs,0.0012654375
ATG,chickens,industrial,eggs,0.0044024464285714274
AUS,chickens,industrial,eggs,0.00136965
AUT,chickens,industrial,eggs,0.0018658999999999998
AZE,chickens,industrial,eggs,0.004229241
BDI,chickens,industrial,eggs,0.0022628999999999995
BEL,chickens,industrial,eggs,0.0018658999999999998
BEN,chickens,industrial,eggs,0.0032156999999999997
BES,chickens,industrial,eggs,0.004701315789473684
BFA,chickens,industrial,eggs,0.0029774999999999997
BGD,chickens,industrial,eggs,0.0021438
BGR,chickens,industrial,eggs,0.0023423
BHR,chickens,industrial,eggs,0.0024737069999999995
BHS,chickens,industrial,eggs,0.004198275
BIH,chickens,industrial,eggs,0.0026996
BLM,chickens,industrial,eggs,0.004701315789473684
BLR,chickens,industrial,eggs,0.0034936
BLZ,chickens,industrial,eggs,0.00482355
BMU,chickens,industrial,eggs,0.001570482375
BOL,chickens,industrial,eggs,0.0057581872499999995
BRA,chickens,industrial,eggs,0.004108949999999999
BRB,chickens,industrial,eggs,0.004402446428571428
BRN,chickens,industrial,eggs,0.0055977
BTN,chickens,industrial,eggs,0.0026797500000000003
BWA,chickens,industrial,eggs,0.003870749999999999
CAF,chickens,industrial,eggs,0.0033943499999999982
CAN,chickens,industrial,eggs,0.0022224060000000006
CCK,chickens,industrial,eggs,0.001379575
CHE,chickens,industrial,eggs,0.002382
CHL,chickens,industrial,eggs,0.004023793499999998
CHN,chickens,industrial,eggs,0.0033348000000000006
CIV,chickens,industrial,eggs,0.0038707499999999996
CMR,chickens,industrial,eggs,0.0029774999999999997
COD,chickens,industrial,eggs,0.0019651499999999997
COG,chickens,industrial,eggs,0.00267975
COK,chickens,industrial,eggs,0.0012654374999999999
COL,chickens,industrial,eggs,0.0050915249999999995
COM,chickens,industrial,eggs,0.004287599999999999
CPV,chickens,industrial,eggs,0.0031521799999999997
CRI,chickens,industrial,eggs,0.005627475
CUB,chickens,industrial,eggs,0.004198275
CUW,chickens,industrial,eggs,0.004701315789473684
CXR,chickens,industrial,eggs,0.001379575
CYM,chickens,industrial,eggs,0.004402446428571429
CYP,chickens,industrial,eggs,0.004468632
CZE,chickens,industrial,eggs,0.0019850000000000002
DEU,chickens,industrial,eggs,0.0017071000000000002
DJI,chickens,industrial,eggs,0.0028544299999999994
DMA,chickens,industrial,eggs,0.0071460000000000004
DNK,chickens,industrial,eggs,0.002166032
DOM,chickens,industrial,eggs,0.00232245
DZA,chickens,industrial,eggs,0.003751649999999999
ECU,chickens,industrial,eggs,0.0056194357499999995
EGY,chickens,industrial,eggs,0.0026201999999999996
ERI,chickens,industrial,eggs,0.0031561499999999995
ESH,chickens,industrial,eggs,0.0034300799999999994
ESP,chickens,industrial,eggs,0.0018262
EST,chickens,industrial,eggs,0.002061224
ETH,chickens,industrial,eggs,0.0027988499999999994
FIN,chickens,industrial,eggs,0.0021835
FJI,chickens,industrial,eggs,0.0011513
FLK,chickens,industrial,eggs,0.004274613519230768
