iso3c,animal,system,product,leach_n_rate
ABW,cows,mixed,milk,0.2025543625
AFG,cows,mixed,milk,0.21068790000000004
AGO,cows,mixed,milk,0.19192964999999995
AIA,cows,mixed,milk,0.201814205625
ALA,cows,mixed,milk,0.19718840141744332
ALB,cows,mixed,milk,0.1525883395
AND,cows,mixed,milk,0.17170828958333334
ARE,cows,mixed,milk,0.18311625
ARG,cows,mixed,milk,0.2785749
ARM,cows,mixed,milk,0.26535480000000006
ASM,cows,mixed,milk,0.09247370625000001
ATG,cows,mixed,milk,0.20255436250000003
AUS,cows,mixed,milk,0.12003064740000002
AUT,cows,mixed,milk,0.22375263405000004
AZE,cows,mixed,milk,0.2789322
BDI,cows,mixed,milk,0.15739065
BEL,cows,mixed,milk,0.20220035760000002
BEN,cows,mixed,milk,0.19061955000000003
BES,cows,mixed,milk,0.201814205625
BFA,cows,mixed,milk,0.20908005000000002
BGD,cows,mixed,milk,0.19038135
BGR,cows,mixed,milk,0.1923862
BHR,cows,mixed,milk,0.20419695000000002
BHS,cows,mixed,milk,0.23010119999999998
BIH,cows,mixed,milk,0.12779062775
BLM,cows,mixed,milk,0.201814205625
BLR,cows,mixed,milk,0.18678850000000002
BLZ,cows,mixed,milk,0.20812725000000004
BMU,cows,mixed,milk,0.17255963590249998
BOL,cows,mixed,milk,0.276312
BRA,cows,mixed,milk,0.2590425
BRB,cows,mixed,milk,0.20255436250000003
BRN,cows,mixed,milk,0.16411979999999998
BTN,cows,mixed,milk,0.1997307
BWA,cows,mixed,milk,0.1587603
CAF,cows,mixed,milk,0.207234
CAN,cows,mixed,milk,0.16299033500000001
CCK,cows,mixed,milk,0.13235691182500003
CHE,cows,mixed,milk,0.18701161400000005
CHL,cows,mixed,milk,0.27369180000000004
CHN,cows,mixed,milk,0.23790225000000004
CIV,cows,mixed,milk,0.19979024999999997
CMR,cows,mixed,milk,0.18216345
COD,cows,mixed,milk,0.15637830000000003
COG,cows,mixed,milk,0.17275454999999998
COK,cows,mixed,milk,0.09247370625000001
COL,cows,mixed,milk,0.2635682999999999
COM,cows,mixed,milk,0.15453225
CPV,cows,mixed,milk,0.182866884375
CRI,cows,mixed,milk,0.26541434999999997
CUB,cows,mixed,milk,0.16453664999999998
CUW,cows,mixed,milk,0.201814205625
CXR,cows,mixed,milk,0.13235691182500003
CYM,cows,mixed,milk,0.201814205625
CYP,cows,mixed,milk,0.22444395
CZE,cows,mixed,milk,0.22057319999999997
DEU,cows,mixed,milk,0.17253582285000005
DJI,cows,mixed,milk,0.1662636
DMA,cows,mixed,milk,0.2378427
DNK,cows,mixed,milk,0.136068177
DOM,cows,mixed,milk,0.19550264999999997
DZA,cows,mixed,milk,0.136965
ECU,cows,mixed,milk,0.25689870000000004
EGY,cows,mixed,milk,0.14559975
ERI,cows,mixed,milk,0.16810965
ESH,cows,mixed,milk,0.1014732
ESP,cows,mixed,milk,0.1748358225
EST,cows,mixed,milk,0.193462864
ETH,cows,mixed,milk,0.18549825
FIN,cows,mixed,milk,0.203148076
FJI,cows,mixed,milk,0.08247178749999999
FLK,cows,mixed,milk,0.2566055307692308
FRA,cows,mixed,milk,0.22185340590000005
FRO,cows,mixed,milk,0.21147702131111112
FSM,cows,mixed,milk,0.09994402795625001
GAB,cows,mixed,milk,0.1923465
GBR,cows,mixed,milk,0.20713554400000003
GEO,cows,mixed,milk,0.2508246
GGY,cows,mixed,milk,0.19718840141744332
GHA,cows,mixed,milk,0.19395435
GIB,cows,mixed,milk,0.1551845557375
GIN,cows,mixed,milk,0.19288245
GLP,cows,mixed,milk,0.19907564999999997
GMB,cows,mixed,milk,0.1847241
GNB,cows,mixed,milk,0.1744815
GNQ,cows,mixed,milk,0.14488515
GRC,cows,mixed,milk,0.1976663
GRD,cows,mixed,milk,0.2025543625
GRL,cows,mixed,milk,0.22563495
GTM,cows,mixed,milk,0.21039015
GUF,cows,mixed,milk,0.21164070000000001
GUM,cows,mixed,milk,0.09994402795625001
GUY,cows,mixed,milk,0.25147964999999994
HKG,cows,mixed,milk,0.15256709999999998
HND,cows,mixed,milk,0.24135615000000002
HRV,cows,mixed,milk,0.1349685267
HTI,cows,mixed,milk,0.19663410000000003
HUN,cows,mixed,milk,0.23764420000000003
IDN,cows,mixed,milk,0.1824612
IMN,cows,mixed,milk,0.2114770213111111
IND,cows,mixed,milk,0.41053769999999995
IOT,cows,mixed,milk,0.18220066875000002
IRL,cows,mixed,milk,0.1865844410886504
IRN,cows,mixed,milk,0.2025891
IRQ,cows,mixed,milk,0.1838904
ISL,cows,mixed,milk,0.18351311766666673
ISR,cows,mixed,milk,0.43977674999999994
ITA,cows,mixed,milk,0.16822057180000002
JAM,cows,mixed,milk,0.19145325
JEY,cows,mixed,milk,0.21147702131111115
JOR,cows,mixed,milk,0.22331250000000002
JPN,cows,mixed,milk,0.33085980000000004
KAZ,cows,mixed,milk,0.32716769999999995
KEN,cows,mixed,milk,0.21128339999999998
KGZ,cows,mixed,milk,0.31877114999999995
KHM,cows,mixed,milk,0.17751855000000002
KIR,cows,mixed,milk,0.09994402795625001
KNA,cows,mixed,milk,0.20255436250000003
KOR,cows,mixed,milk,0.2760738
KWT,cows,mixed,milk,0.20556660000000004
LAO,cows,mixed,milk,0.2031846
LBN,cows,mixed,milk,0.2173575
LBR,cows,mixed,milk,0.17942415
LBY,cows,mixed,milk,0.16590629999999998
LCA,cows,mixed,milk,0.20919915000000003
LIE,cows,mixed,milk,0.17305948570000004
LKA,cows,mixed,milk,0.1694793
LSO,cows,mixed,milk,0.14262225
LTU,cows,mixed,milk,0.22424028899999998
LUX,cows,mixed,milk,0.20073749200000002
LVA,cows,mixed,milk,0.23548364660000004
MAC,cows,mixed,milk,0.22594262500000006
MAF,cows,mixed,milk,0.201814205625
MAR,cows,mixed,milk,0.14160990000000004
MCO,cows,mixed,milk,0.19253638013750005
MDA,cows,mixed,milk,0.18817799999999998
MDG,cows,mixed,milk,0.20318460000000002
MDV,cows,mixed,milk,0.221258025
MEX,cows,mixed,milk,0.24933585000000003
MHL,cows,mixed,milk,0.09994402795625001
MKD,cows,mixed,milk,0.12950251160000004
MLI,cows,mixed,milk,0.19675320000000002
MLT,cows,mixed,milk,0.1974281
MMR,cows,mixed,milk,0.17680395000000004
MNE,cows,mixed,milk,0.12845135485000003
MNG,cows,mixed,milk,0.1826994
MNP,cows,mixed,milk,0.09994402795625001
MOZ,cows,mixed,milk,0.21813165000000004
MRT,cows,mixed,milk,0.19038135
MSR,cows,mixed,milk,0.2025543625
MTQ,cows,mixed,milk,0.20836545
MUS,cows,mixed,milk,0.18220066875000002
MWI,cows,mixed,milk,0.17864999999999998
MYS,cows,mixed,milk,0.1472076
MYT,cows,mixed,milk,0.08104755
NAM,cows,mixed,milk,0.15762885000000001
NCL,cows,mixed,milk,0.08251645
NER,cows,mixed,milk,0.18442635000000002
NFK,cows,mixed,milk,0.13235691182500003
NGA,cows,mixed,milk,0.16918155000000001
NIC,cows,mixed,milk,0.26803455000000004
NIU,cows,mixed,milk,0.09247370625000001
NLD,cows,mixed,milk,0.15914022900000002
NOR,cows,mixed,milk,0.1793437575
NPL,cows,mixed,milk,0.17859045
NRU,cows,mixed,milk,0.09994402795625001
NZL,cows,mixed,milk,0.14468317625000002
OMN,cows,mixed,milk,0.18037695
PAK,cows,mixed,milk,0.2080677
PAN,cows,mixed,milk,0.21229575000000003
PCN,cows,mixed,milk,0.09247370625000001
PER,cows,mixed,milk,0.27422774999999994
PHL,cows,mixed,milk,0.14756490000000003
PLW,cows,mixed,milk,0.09994402795625001
PNG,cows,mixed,milk,0.0824569
POL,cows,mixed,milk,0.1932596
PRI,cows,mixed,milk,0.2061621
PRK,cows,mixed,milk,0.17555340000000003
PRT,cows,mixed,milk,0.16365677890000005
PRY,cows,mixed,milk,0.25142010000000004
PSE,cows,mixed,milk,0.3669471
PYF,cows,mixed,milk,0.09247370625000001
QAT,cows,mixed,milk,0.18680835
REU,cows,mixed,milk,0.18220066874999996
ROU,cows,mixed,milk,0.17722079999999998
RUS,cows,mixed,milk,0.1784515
RWA,cows,mixed,milk,0.16930065
SAU,cows,mixed,milk,0.25076505
SDN,cows,mixed,milk,0.140885375
SEN,cows,mixed,milk,0.19187010000000002
SGP,cows,mixed,milk,0.17281410000000003
SHN,cows,mixed,milk,0.1887206958984375
SJM,cows,mixed,milk,0.1810163405555556
SLB,cows,mixed,milk,0.0824569
SLE,cows,mixed,milk,0.19389480000000003
SLV,cows,mixed,milk,0.21384405
SMR,cows,mixed,milk,0.1504535877916667
SOM,cows,mixed,milk,0.18603420000000004
SPM,cows,mixed,milk,0.112817475
SRB,cows,mixed,milk,0.1290820489
SSD,cows,mixed,milk,0.18220066875000002
STP,cows,mixed,milk,0.15935580000000005
SUR,cows,mixed,milk,0.21848895000000002
SVK,cows,mixed,milk,0.22418590000000002
SVN,cows,mixed,milk,0.14623092045
SWE,cows,mixed,milk,0.19621030250000004
SWZ,cows,mixed,milk,0.18484319999999999
SXM,cows,mixed,milk,0.201814205625
SYC,cows,mixed,milk,0.18220066875000002
SYR,cows,mixed,milk,0.18502185000000002
TCA,cows,mixed,milk,0.20255436250000003
TCD,cows,mixed,milk,0.20068350000000001
TGO,cows,mixed,milk,0.18520050000000002
THA,cows,mixed,milk,0.14643344999999997
TJK,cows,mixed,milk,0.30632519999999996
TKL,cows,mixed,milk,0.09247370625000001
TKM,cows,mixed,milk,0.30823079999999997
TLS,cows,mixed,milk,0.19085775000000002
TON,cows,mixed,milk,0.09247370625000001
TTO,cows,mixed,milk,0.2025543625
TUN,cows,mixed,milk,0.15375809999999998
TUR,cows,mixed,milk,0.20491155
TUV,cows,mixed,milk,0.09247370625000001
TWN,cows,mixed,milk,0.225942625
TZA,cows,mixed,milk,0.22313385000000002
UGA,cows,mixed,milk,0.22182375000000004
UKR,cows,mixed,milk,0.19703110000000001
URY,cows,mixed,milk,0.2533257
USA,cows,mixed,milk,0.18879578360999993
UZB,cows,mixed,milk,0.3178779
VCT,cows,mixed,milk,0.17442195
VEN,cows,mixed,milk,0.26720085000000005
VGB,cows,mixed,milk,0.201814205625
VIR,cows,mixed,milk,0.20255436250000003
VNM,cows,mixed,milk,0.17329050000000001
VUT,cows,mixed,milk,0.0824569
WLF,cows,mixed,milk,0.09247370625000001
WSM,cows,mixed,milk,0.09247370625000001
XKO,cows,mixed,milk,0.1551845557375
XMI,cows,mixed,milk,0.19145835428571428
YEM,cows,mixed,milk,0.1878207
ZAF,cows,mixed,milk,0.24903809999999998
ZMB,cows,mixed,milk,0.1940139
ZWE,cows,mixed,milk,0.19681275
