iso3c,animal,system,product,leach_n_rate
ABW,sheep,mixed,meat,0.02288705
AFG,sheep,mixed,meat,0.0252492
AGO,sheep,mixed,meat,0.020306550000000007
AIA,sheep,mixed,meat,0.0226915275
ALA,sheep,mixed,meat,0.01812646171875
ALB,sheep,mixed,meat,0.0192148
AND,sheep,mixed,meat,0.0194927
ARE,sheep,mixed,meat,0.02566605
ARG,sheep,mixed,meat,0.029000849999999998
ARM,sheep,mixed,meat,0.023960754545454547
ASM,sheep,mixed,meat,0.011642025000000002
ATG,sheep,mixed,meat,0.02288705
AUS,sheep,mixed,meat,0.012505500000000001
AUT,sheep,mixed,meat,0.0221923
AZE,sheep,mixed,meat,0.0221526
BDI,sheep,mixed,meat,0.0151257
BEL,sheep,mixed,meat,0.0212395
BEN,sheep,mixed,meat,0.018520050000000003
BES,sheep,mixed,meat,0.0226915275
BFA,sheep,mixed,meat,0.0194133
BGD,sheep,mixed,meat,0.0150066
BGR,sheep,mixed,meat,0.016865883333333335
BHR,sheep,mixed,meat,0.0217953
BHS,sheep,mixed,meat,0.026380649999999995
BIH,sheep,mixed,meat,0.0190957
BLM,sheep,mixed,meat,0.0226915275
BLR,sheep,mixed,meat,0.0161579
BLZ,sheep,mixed,meat,0.0269166
BMU,sheep,mixed,meat,0.02249253125
BOL,sheep,mixed,meat,0.030132299999999994
BRA,sheep,mixed,meat,0.029775000000000003
BRB,sheep,mixed,meat,0.02288705
BRN,sheep,mixed,meat,0.008753849999999999
BTN,sheep,mixed,meat,0.022688550000000002
BWA,sheep,mixed,meat,0.021318900000000002
CAF,sheep,mixed,meat,0.02197395
CAN,sheep,mixed,meat,0.0256859
CCK,sheep,mixed,meat,0.0125055
CHE,sheep,mixed,meat,0.021795300000000004
CHL,sheep,mixed,meat,0.0339435
CHN,sheep,mixed,meat,0.02399865
CIV,sheep,mixed,meat,0.01649535
CMR,sheep,mixed,meat,0.02054475
COD,sheep,mixed,meat,0.018817800000000003
COG,sheep,mixed,meat,0.02042565
COK,sheep,mixed,meat,0.011642025000000002
COL,sheep,mixed,meat,0.028822199999999996
COM,sheep,mixed,meat,0.00875385
CPV,sheep,mixed,meat,0.016674
CRI,sheep,mixed,meat,0.026440200000000004
CUB,sheep,mixed,meat,0.019472849999999996
CUW,sheep,mixed,meat,0.0226915275
CXR,sheep,mixed,meat,0.0125055
CYM,sheep,mixed,meat,0.0226915275
CYP,sheep,mixed,meat,0.023960754545454547
CZE,sheep,mixed,meat,0.0177459
DEU,sheep,mixed,meat,0.0208028
DJI,sheep,mixed,meat,0.01661445
DMA,sheep,mixed,meat,0.029834550000000005
DNK,sheep,mixed,meat,0.0215571
DOM,sheep,mixed,meat,0.0244155
DZA,sheep,mixed,meat,0.01525671
ECU,sheep,mixed,meat,0.022748100000000004
EGY,sheep,mixed,meat,0.014232450000000002
ERI,sheep,mixed,meat,0.019234650000000006
ESH,sheep,mixed,meat,0.012088649999999998
ESP,sheep,mixed,meat,0.0193339
EST,sheep,mixed,meat,0.0185796
ETH,sheep,mixed,meat,0.016495350000000002
FIN,sheep,mixed,meat,0.0165549
FJI,sheep,mixed,meat,0.01077855
FLK,sheep,mixed,meat,0.0290604
FRA,sheep,mixed,meat,0.022112900000000005
FRO,sheep,mixed,meat,0.0182371875
FSM,sheep,mixed,meat,0.011642025
GAB,sheep,mixed,meat,0.018877349999999998
GBR,sheep,mixed,meat,0.0182371875
GEO,sheep,mixed,meat,0.024058200000000005
GGY,sheep,mixed,meat,0.01812646171875
GHA,sheep,mixed,meat,0.01613805
GIB,sheep,mixed,meat,0.0192148
GIN,sheep,mixed,meat,0.01899645
GLP,sheep,mixed,meat,0.0110763
GMB,sheep,mixed,meat,0.01875825
GNB,sheep,mixed,meat,0.017494939285714287
GNQ,sheep,mixed,meat,0.01899645
GRC,sheep,mixed,meat,0.0192148
GRD,sheep,mixed,meat,0.02288705
GRL,sheep,mixed,meat,0.02570575
GTM,sheep,mixed,meat,0.02566605
GUF,sheep,mixed,meat,0.029239050000000003
GUM,sheep,mixed,meat,0.011642025
GUY,sheep,mixed,meat,0.027809849999999997
HKG,sheep,mixed,meat,0.00780105
HND,sheep,mixed,meat,0.0267975
HRV,sheep,mixed,meat,0.019056
