iso3c,animal,system,product,leach_mms_rate
ABW,pigs,backyard,meat,0.0016363432571428569
AFG,pigs,backyard,meat,0.00152500404
AGO,pigs,backyard,meat,8.119047e-4
AIA,pigs,backyard,meat,0.0016363432571428569
ALA,pigs,backyard,meat,5.260647e-4
ALB,pigs,backyard,meat,5.241194e-4
AND,pigs,backyard,meat,5.112202083333334e-4
ARE,pigs,backyard,meat,0.00150093541875
ARG,pigs,backyard,meat,0.00253593675
ARM,pigs,backyard,meat,0.0013089685500000002
ASM,pigs,backyard,meat,0.00130404575
ATG,pigs,backyard,meat,0.0020672187000000002
AUS,pigs,backyard,meat,8.510687500000001e-4
AUT,pigs,backyard,meat,5.791436e-4
AZE,pigs,backyard,meat,0.001579266
BDI,pigs,backyard,meat,6.0842235e-4
BEL,pigs,backyard,meat,3.6988490000000005e-4
BEN,pigs,backyard,meat,0.00121988175
BES,pigs,backyard,meat,0.0016245639465838509
BFA,pigs,backyard,meat,7.6837365e-4
BGD,pigs,backyard,meat,0.00122595585
BGR,pigs,backyard,meat,6.913755000000002e-4
BHR,pigs,backyard,meat,0.00150093541875
BHS,pigs,backyard,meat,0.00215731785
BIH,pigs,backyard,meat,4.5881290000000005e-4
BLM,pigs,backyard,meat,0.0016245639465838509
BLR,pigs,backyard,meat,6.970923000000002e-4
BLZ,pigs,backyard,meat,0.0014547469500000001
BMU,pigs,backyard,meat,3.298673e-4
BOL,pigs,backyard,meat,0.0020945521500000002
BRA,pigs,backyard,meat,0.0016946739
BRB,pigs,backyard,meat,7.977318e-4
BRN,pigs,backyard,meat,0.00219578715
BTN,pigs,backyard,meat,0.00127657335
BWA,pigs,backyard,meat,9.0200385e-4
CAF,pigs,backyard,meat,0.0010619551500000001
CAN,pigs,backyard,meat,3.6238160000000004e-4
CCK,pigs,backyard,meat,8.528056250000001e-4
CHE,pigs,backyard,meat,5.2801e-4
CHL,pigs,backyard,meat,0.00217958955
CHN,pigs,backyard,meat,0.00146487045
CIV,pigs,backyard,meat,0.0012937833
CMR,pigs,backyard,meat,9.050409000000001e-4
COD,pigs,backyard,meat,6.1247175e-4
COG,pigs,backyard,meat,8.0684295e-4
COK,pigs,backyard,meat,0.0013325305000000001
COL,pigs,backyard,meat,0.0014537346000000001
COM,pigs,backyard,meat,7.727605e-4
CPV,pigs,backyard,meat,0.0014436111
CRI,pigs,backyard,meat,0.0015650931000000003
CUB,pigs,backyard,meat,0.00127049925
CUW,pigs,backyard,meat,0.0016245639465838509
CXR,pigs,backyard,meat,8.528056250000001e-4
CYM,pigs,backyard,meat,0.0019791442500000003
CYP,pigs,backyard,meat,0.0019275143999999999
CZE,pigs,backyard,meat,6.763689000000001e-4
DEU,pigs,backyard,meat,5.760867000000001e-4
DJI,pigs,backyard,meat,7.727605e-4
DMA,pigs,backyard,meat,0.00236788665
DNK,pigs,backyard,meat,5.610801000000001e-4
DOM,pigs,backyard,meat,0.0016572169500000003
DZA,pigs,backyard,meat,0.0012715116000000001
ECU,pigs,backyard,meat,0.0017108714999999998
EGY,pigs,backyard,meat,8.2708995e-4
ERI,pigs,backyard,meat,7.727605e-4
ESH,pigs,backyard,meat,0.0012034310625
ESP,pigs,backyard,meat,4.896598000000001e-4
EST,pigs,backyard,meat,5.310669e-4
ETH,pigs,backyard,meat,7.653366e-4
FIN,pigs,backyard,meat,5.282879000000001e-4
FJI,pigs,backyard,meat,0.0017500752500000003
FLK,pigs,backyard,meat,0.0020692434000000003
FRA,pigs,backyard,meat,4.0795720000000004e-4
FRO,pigs,backyard,meat,5.260647e-4
FSM,pigs,backyard,meat,0.001272782
GAB,pigs,backyard,meat,6.2866935e-4
GBR,pigs,backyard,meat,5.205067e-4
GEO,pigs,backyard,meat,0.0014527222500000001
GGY,pigs,backyard,meat,5.260647e-4
GHA,pigs,backyard,meat,0.0010376587500000002
GIB,pigs,backyard,meat,5.112202083333334e-4
GIN,pigs,backyard,meat,0.00151953735
GLP,pigs,backyard,meat,0.00119963475
GMB,pigs,backyard,meat,8.6758395e-4
GNB,pigs,backyard,meat,0.00147094455
GNQ,pigs,backyard,meat,0.00123405465
GRC,pigs,backyard,meat,5.282879000000001e-4
GRD,pigs,backyard,meat,0.0024964551000000003
GRL,pigs,backyard,meat,3.298673e-4
GTM,pigs,backyard,meat,0.0014243764500000001
GUF,pigs,backyard,meat,0.0012775857
GUM,pigs,backyard,meat,0.001286677
GUY,pigs,backyard,meat,0.0015063768
HKG,pigs,backyard,meat,0.0015407967000000001
HND,pigs,backyard,meat,0.0016319082000000003
HRV,pigs,backyard,meat,5.096686e-4
HTI,pigs,backyard,meat,0.00135351195
HUN,pigs,backyard,meat,5.845428e-4
IDN,pigs,backyard,meat,0.0018110941500000001
IMN,pigs,backyard,meat,5.260647e-4
IND,pigs,backyard,meat,0.0031200627
IOT,pigs,backyard,meat,7.727605e-4
IRL,pigs,backyard,meat,5.182835000000001e-4
IRN,pigs,backyard,meat,0.00152500404
IRQ,pigs,backyard,meat,0.00150093541875
ISL,pigs,backyard,meat,5.282879000000001e-4
ISR,pigs,backyard,meat,0.0017928718500000002
ITA,pigs,backyard,meat,4.954957e-4
JAM,pigs,backyard,meat,0.00183539055
JEY,pigs,backyard,meat,5.260647e-4
JOR,pigs,backyard,meat,0.00150093541875
JPN,pigs,backyard,meat,0.0011854618500000001
KAZ,pigs,backyard,meat,0.0014517099000000001
KEN,pigs,backyard,meat,7.865959500000001e-4
KGZ,pigs,backyard,meat,0.00164911815
KHM,pigs,backyard,meat,0.0011480049
KIR,pigs,backyard,meat,0.0011852435
KNA,pigs,backyard,meat,7.066203e-4
KOR,pigs,backyard,meat,0.0015478831500000002
KWT,pigs,backyard,meat,0.00150093541875
LAO,pigs,backyard,meat,0.00105993045
LBN,pigs,backyard,meat,0.00214314495
LBR,pigs,backyard,meat,9.981770999999999e-4
LBY,pigs,backyard,meat,0.0012034310625
LCA,pigs,backyard,meat,0.00200344065
LIE,pigs,backyard,meat,4.688173e-4
LKA,pigs,backyard,meat,0.00224033055
LSO,pigs,backyard,meat,6.681510000000001e-4
LTU,pigs,backyard,meat,4.982747e-4
LUX,pigs,backyard,meat,5.266205e-4
LVA,pigs,backyard,meat,4.8465760000000003e-4
MAC,pigs,backyard,meat,0.001463351925
MAF,pigs,backyard,meat,0.0016245639465838509
MAR,pigs,backyard,meat,0.0010305723
MCO,pigs,backyard,meat,4.893471625e-4
MDA,pigs,backyard,meat,6.953058000000002e-4
MDG,pigs,backyard,meat,7.936824e-4
MDV,pigs,backyard,meat,0.00152500404
MEX,pigs,backyard,meat,0.00130694385
MHL,pigs,backyard,meat,0.0012482341666666668
MKD,pigs,backyard,meat,4.80767e-4
MLI,pigs,backyard,meat,0.00110852325
MLT,pigs,backyard,meat,4.771543000000001e-4
MMR,pigs,backyard,meat,0.0011014368000000002
MNE,pigs,backyard,meat,6.016535e-4
MNG,pigs,backyard,meat,0.00129074625
MNP,pigs,backyard,meat,0.0012482341666666668
MOZ,pigs,backyard,meat,8.756827500000001e-4
MRT,pigs,backyard,meat,8.139293999999999e-4
MSR,pigs,backyard,meat,0.0025673196000000004
MTQ,pigs,backyard,meat,0.0012067212
MUS,pigs,backyard,meat,5.4970605e-4
MWI,pigs,backyard,meat,6.47904e-4
MYS,pigs,backyard,meat,0.0024539364
MYT,pigs,backyard,meat,7.727605e-4
NAM,pigs,backyard,meat,8.584728e-4
NCL,pigs,backyard,meat,0.0017459067500000002
NER,pigs,backyard,meat,9.9716475e-4
NFK,pigs,backyard,meat,8.528056250000002e-4
NGA,pigs,backyard,meat,0.0010244981999999998
NIC,pigs,backyard,meat,0.0013444008
NIU,pigs,backyard,meat,0.0017083902500000003
NLD,pigs,backyard,meat,4.582571e-4
NOR,pigs,backyard,meat,5.282879000000001e-4
NPL,pigs,backyard,meat,0.0013221291
NRU,pigs,backyard,meat,0.0012482341666666668
NZL,pigs,backyard,meat,8.545425000000001e-4
OMN,pigs,backyard,meat,0.00150093541875
PAK,pigs,backyard,meat,0.00152500404
PAN,pigs,backyard,meat,0.0014587963500000002
PCN,pigs,backyard,meat,0.0015726162500000003
PER,pigs,backyard,meat,0.0014223517500000001
PHL,pigs,backyard,meat,0.0019477614
PLW,pigs,backyard,meat,0.0012482341666666668
PNG,pigs,backyard,meat,0.0019522475000000002
POL,pigs,backyard,meat,6.234885000000001e-4
PRI,pigs,backyard,meat,0.0014071665000000002
PRK,pigs,backyard,meat,0.0017503531500000001
PRT,pigs,backyard,meat,5.955397000000001e-4
PRY,pigs,backyard,meat,0.0027465055499999998
PSE,pigs,backyard,meat,0.0030018708375
PYF,pigs,backyard,meat,0.0016375257500000002
QAT,pigs,backyard,meat,0.00150093541875
REU,pigs,backyard,meat,0.0014851174500000001
ROU,pigs,backyard,meat,5.541723e-4
RUS,pigs,backyard,meat,6.881598000000002e-4
RWA,pigs,backyard,meat,6.519534000000001e-4
SAU,pigs,backyard,meat,0.00167751605625
SDN,pigs,backyard,meat,0.0012034310625
SEN,pigs,backyard,meat,8.645469e-4
SGP,pigs,backyard,meat,0.0016302884400000001
SHN,pigs,backyard,meat,0.0010645492968750002
SJM,pigs,backyard,meat,5.260647e-4
SLB,pigs,backyard,meat,0.0017486857500000003
SLE,pigs,backyard,meat,7.89633e-4
SLV,pigs,backyard,meat,0.0014517099000000001
SMR,pigs,backyard,meat,5.112202083333334e-4
SOM,pigs,backyard,meat,6.9750915e-4
SPM,pigs,backyard,meat,8.246682500000001e-4
SRB,pigs,backyard,meat,5.160603e-4
SSD,pigs,backyard,meat,7.727605e-4
STP,pigs,backyard,meat,0.00169163685
SUR,pigs,backyard,meat,0.0015023274
SVK,pigs,backyard,meat,6.838722000000002e-4
SVN,pigs,backyard,meat,4.574234000000001e-4
SWE,pigs,backyard,meat,5.619138e-4
SWZ,pigs,backyard,meat,6.225952500000001e-4
SXM,pigs,backyard,meat,0.0016245639465838509
SYC,pigs,backyard,meat,3.3103845e-4
SYR,pigs,backyard,meat,0.00150093541875
TCA,pigs,backyard,meat,0.0016363432571428569
TCD,pigs,backyard,meat,0.0011895112500000002
TGO,pigs,backyard,meat,8.149417500000001e-4
THA,pigs,backyard,meat,0.0014861298000000002
TJK,pigs,backyard,meat,0.0022960098
TKL,pigs,backyard,meat,0.0015726162500000003
TKM,pigs,backyard,meat,0.0022838616
TLS,pigs,backyard,meat,0.0017736372000000003
TON,pigs,backyard,meat,0.0013769945000000003
TTO,pigs,backyard,meat,0.00135958605
TUN,pigs,backyard,meat,0.0016845504000000003
TUR,pigs,backyard,meat,0.00180299535
TUV,pigs,backyard,meat,0.001831361
TWN,pigs,backyard,meat,0.001463351925
TZA,pigs,backyard,meat,9.009915e-4
UGA,pigs,backyard,meat,6.3879285e-4
UKR,pigs,backyard,meat,7.074540000000002e-4
URY,pigs,backyard,meat,0.00153978435
USA,pigs,backyard,meat,2.97353e-4
UZB,pigs,backyard,meat,0.0024569734500000003
VCT,pigs,backyard,meat,0.0014496852
VEN,pigs,backyard,meat,0.0014193147
VGB,pigs,backyard,meat,0.0012917586
VIR,pigs,backyard,meat,0.0012816351
VNM,pigs,backyard,meat,0.00132516615
VUT,pigs,backyard,meat,0.00207104975
WLF,pigs,backyard,meat,0.0015726162500000003
WSM,pigs,backyard,meat,0.0018174660000000002
XKO,pigs,backyard,meat,5.112202083333334e-4
XMI,pigs,backyard,meat,0.0012034310625
YEM,pigs,backyard,meat,0.00150093541875
ZAF,pigs,backyard,meat,8.604975000000001e-4
ZMB,pigs,backyard,meat,8.726456999999999e-4
ZWE,pigs,backyard,meat,9.860289e-4
