iso3c,animal,system,product,leach_mms_rate
ABW,buffaloes,mixed,meat,0.0020279954157954544
AFG,buffaloes,mixed,meat,0.0014075578285714287
AGO,buffaloes,mixed,meat,0.0014658232500000003
AIA,buffaloes,mixed,meat,0.0020279954157954544
ALA,buffaloes,mixed,meat,8.979376092885963e-4
ALB,buffaloes,mixed,meat,0.0014051775300000003
AND,buffaloes,mixed,meat,8.187648600000001e-4
ARE,buffaloes,mixed,meat,0.0019933990312500003
ARG,buffaloes,mixed,meat,0.0021573118949999998
ARM,buffaloes,mixed,meat,0.0019933990312500003
ASM,buffaloes,mixed,meat,0.001566890266972045
ATG,buffaloes,mixed,meat,0.0020279954157954544
AUS,buffaloes,mixed,meat,0.001566890266972045
AUT,buffaloes,mixed,meat,0.001641560615492558
AZE,buffaloes,mixed,meat,0.0021701508750000004
BDI,buffaloes,mixed,meat,0.0014658232500000003
BEL,buffaloes,mixed,meat,9.840995817948718e-4
BEN,buffaloes,mixed,meat,0.0014658232500000003
BES,buffaloes,mixed,meat,0.0020279954157954544
BFA,buffaloes,mixed,meat,0.0014658232500000003
BGD,buffaloes,mixed,meat,0.0011590812
BGR,buffaloes,mixed,meat,0.00163376616
BHR,buffaloes,mixed,meat,0.0019933990312500003
BHS,buffaloes,mixed,meat,0.0020279954157954544
BIH,buffaloes,mixed,meat,0.0013371938605000002
BLM,buffaloes,mixed,meat,0.0020279954157954544
BLR,buffaloes,mixed,meat,0.0016749482933333336
BLZ,buffaloes,mixed,meat,0.0018580731449999999
BMU,buffaloes,mixed,meat,0.00123401495
BOL,buffaloes,mixed,meat,0.00212509385625
BRA,buffaloes,mixed,meat,0.0021046458749999996
BRB,buffaloes,mixed,meat,0.0020279954157954544
BRN,buffaloes,mixed,meat,0.0014752023750000003
BTN,buffaloes,mixed,meat,0.0014699322000000003
BWA,buffaloes,mixed,meat,0.0014658232500000003
CAF,buffaloes,mixed,meat,0.0014658232500000003
CAN,buffaloes,mixed,meat,0.00114175215
CCK,buffaloes,mixed,meat,0.001566890266972045
CHE,buffaloes,mixed,meat,0.0011474182357948718
CHL,buffaloes,mixed,meat,0.00212509385625
CHN,buffaloes,mixed,meat,0.0014006160000000001
CIV,buffaloes,mixed,meat,0.0014658232500000003
CMR,buffaloes,mixed,meat,0.0014658232500000003
COD,buffaloes,mixed,meat,0.0014658232500000003
COG,buffaloes,mixed,meat,0.0014658232500000003
COK,buffaloes,mixed,meat,0.001566890266972045
COL,buffaloes,mixed,meat,0.002095070235
COM,buffaloes,mixed,meat,0.0014658232500000003
CPV,buffaloes,mixed,meat,0.0014658232500000003
CRI,buffaloes,mixed,meat,0.0018580731449999999
CUB,buffaloes,mixed,meat,0.0020279954157954544
CUW,buffaloes,mixed,meat,0.0020279954157954544
CXR,buffaloes,mixed,meat,0.001566890266972045
CYM,buffaloes,mixed,meat,0.0020279954157954544
CYP,buffaloes,mixed,meat,0.0019933990312500003
CZE,buffaloes,mixed,meat,0.0012752447233333336
DEU,buffaloes,mixed,meat,0.001231171391692308
DJI,buffaloes,mixed,meat,0.0014658232500000003
DMA,buffaloes,mixed,meat,0.0020279954157954544
DNK,buffaloes,mixed,meat,0.0011530997823729048
DOM,buffaloes,mixed,meat,0.0020279954157954544
DZA,buffaloes,mixed,meat,0.0014658232500000003
ECU,buffaloes,mixed,meat,0.00212509385625
EGY,buffaloes,mixed,meat,0.0014658232500000003
ERI,buffaloes,mixed,meat,0.0014658232500000003
ESH,buffaloes,mixed,meat,0.0014658232500000003
ESP,buffaloes,mixed,meat,8.187648600000001e-4
EST,buffaloes,mixed,meat,0.0013505196388461543
ETH,buffaloes,mixed,meat,0.0014658232500000003
FIN,buffaloes,mixed,meat,0.0018530385742307693
FJI,buffaloes,mixed,meat,0.001566890266972045
FLK,buffaloes,mixed,meat,0.00212509385625
FRA,buffaloes,mixed,meat,8.731266502307693e-4
FRO,buffaloes,mixed,meat,4.941436197948718e-4
FSM,buffaloes,mixed,meat,0.001566890266972045
GAB,buffaloes,mixed,meat,0.0014658232500000003
GBR,buffaloes,mixed,meat,4.941436197948718e-4
GEO,buffaloes,mixed,meat,0.0020433093750000003
GGY,buffaloes,mixed,meat,4.941436197948718e-4
