iso3c,animal,system,product,leach_mms_rate
ABW,cows,mixed,meat,0.0013571142287499998
AFG,cows,mixed,meat,0.0012641274000000002
AGO,cows,mixed,meat,0.001439472375
AIA,cows,mixed,meat,0.0013571142287499998
ALA,cows,mixed,meat,0.0010784165279753082
ALB,cows,mixed,meat,0.0010706474650000002
AND,cows,mixed,meat,6.868331583333334e-4
ARE,cows,mixed,meat,0.0013733718750000002
ARG,cows,mixed,meat,0.00186645183
ARM,cows,mixed,meat,0.0019901610000000003
ASM,cows,mixed,meat,0.0013940221485475217
ATG,cows,mixed,meat,0.0013571142287499998
AUS,cows,mixed,meat,0.0013940221485475217
AUT,cows,mixed,meat,0.0019378285840907473
AZE,cows,mixed,meat,0.0020919915000000007
BDI,cows,mixed,meat,0.0011804298750000002
BEL,cows,mixed,meat,0.00113745264
BEN,cows,mixed,meat,0.001429646625
BES,cows,mixed,meat,0.0013528020104347825
BFA,cows,mixed,meat,0.0015681003750000005
BGD,cows,mixed,meat,0.0011422881
BGR,cows,mixed,meat,0.0015006123600000002
BHR,cows,mixed,meat,0.0015314771250000002
BHS,cows,mixed,meat,0.00154167804
BIH,cows,mixed,meat,0.0010802657825
BLM,cows,mixed,meat,0.0013528020104347825
BLR,cows,mixed,meat,0.0016437388
BLZ,cows,mixed,meat,0.0013944525749999999
BMU,cows,mixed,meat,0.0012143485625000002
BOL,cows,mixed,meat,0.0018512903999999997
BRA,cows,mixed,meat,0.0017355847499999997
BRB,cows,mixed,meat,0.0013571142287499998
BRN,cows,mixed,meat,0.0012308985000000002
BTN,cows,mixed,meat,0.0011983842
BWA,cows,mixed,meat,0.0011907022500000002
CAF,cows,mixed,meat,0.0015542550000000003
CAN,cows,mixed,meat,0.0010277734500000002
CCK,cows,mixed,meat,0.0013940221485475217
CHE,cows,mixed,meat,0.00137930504
CHL,cows,mixed,meat,0.00183373506
CHN,cows,mixed,meat,0.0017842668750000003
CIV,cows,mixed,meat,0.0014984268750000002
CMR,cows,mixed,meat,0.0013662258750000002
COD,cows,mixed,meat,0.0011728372500000002
COG,cows,mixed,meat,0.0012956591250000004
COK,cows,mixed,meat,0.0013940221485475217
COL,cows,mixed,meat,0.0017659076099999999
COM,cows,mixed,meat,0.0011589918750000002
CPV,cows,mixed,meat,0.0013715016328125001
CRI,cows,mixed,meat,0.0017782761449999997
CUB,cows,mixed,meat,0.0011023955549999999
CUW,cows,mixed,meat,0.0013528020104347825
CXR,cows,mixed,meat,0.0013940221485475217
CYM,cows,mixed,meat,0.0013571142287499998
CYP,cows,mixed,meat,0.001683329625
CZE,cows,mixed,meat,0.0014778404400000002
DEU,cows,mixed,meat,0.0015595859160000003
DJI,cows,mixed,meat,0.0012469770000000002
DMA,cows,mixed,meat,0.0015935460899999998
DNK,cows,mixed,meat,0.001314641723093975
DOM,cows,mixed,meat,0.0013098677549999997
DZA,cows,mixed,meat,0.0010272375000000002
ECU,cows,mixed,meat,0.0017212212899999997
EGY,cows,mixed,meat,0.0010919981250000002
ERI,cows,mixed,meat,0.0012608223750000002
ESH,cows,mixed,meat,7.610490000000001e-4
ESP,cows,mixed,meat,6.9934329e-4
EST,cows,mixed,meat,0.0016418887800000006
ETH,cows,mixed,meat,0.001391236875
FIN,cows,mixed,meat,0.002365605885
FJI,cows,mixed,meat,0.0013940221485475217
FLK,cows,mixed,meat,0.001719257056153846
FRA,cows,mixed,meat,9.76904649e-4
FRO,cows,mixed,meat,5.892393982222224e-4
FSM,cows,mixed,meat,0.0013940221485475217
GAB,cows,mixed,meat,0.00144259875
GBR,cows,mixed,meat,5.7714272e-4
GEO,cows,mixed,meat,0.0018811845000000003
GGY,cows,mixed,meat,5.892393982222224e-4
GHA,cows,mixed,meat,0.0014546576250000004
GIB,cows,mixed,meat,0.0010595205734940476
GIN,cows,mixed,meat,0.0014466183750000004
GLP,cows,mixed,meat,0.001333806855
GMB,cows,mixed,meat,0.0013854307500000003
GNB,cows,mixed,meat,0.0013086112500000002
GNQ,cows,mixed,meat,0.0010866386250000001
GRC,cows,mixed,meat,0.0012452976900000003
GRD,cows,mixed,meat,0.0013571142287499998
GRL,cows,mixed,meat,0.0012143485625000002
GTM,cows,mixed,meat,0.001409614005
GUF,cows,mixed,meat,0.00141799269
GUM,cows,mixed,meat,0.0013940221485475217
GUY,cows,mixed,meat,0.0016849136549999997
HKG,cows,mixed,meat,0.0011442532500000001
HND,cows,mixed,meat,0.001617086205
HRV,cows,mixed,meat,0.001140943461
HTI,cows,mixed,meat,0.00131744847
HUN,cows,mixed,meat,0.0020199757
IDN,cows,mixed,meat,0.0013684590000000003
IMN,cows,mixed,meat,5.892393982222224e-4
IND,cows,mixed,meat,0.0024632262000000003
IOT,cows,mixed,meat,0.0013665050156250003
IRL,cows,mixed,meat,5.418530954800909e-4
IRN,cows,mixed,meat,0.0012155346000000003
IRQ,cows,mixed,meat,0.0013791780000000002
ISL,cows,mixed,meat,9.862269588888889e-4
ISR,cows,mixed,meat,0.0032983256250000005
ITA,cows,mixed,meat,0.001443521378
JAM,cows,mixed,meat,0.0012827367749999998
JEY,cows,mixed,meat,5.892393982222224e-4
JOR,cows,mixed,meat,0.0016748437500000003
JPN,cows,mixed,meat,0.002481448500000001
KAZ,cows,mixed,meat,0.00219202359
KEN,cows,mixed,meat,0.0015846255000000003
KGZ,cows,mixed,meat,0.0021357667049999997
KHM,cows,mixed,meat,0.0013313891250000002
KIR,cows,mixed,meat,0.0013940221485475217
KNA,cows,mixed,meat,0.0013571142287499998
KOR,cows,mixed,meat,0.0020705535000000003
KWT,cows,mixed,meat,0.0015417495000000004
LAO,cows,mixed,meat,0.0015238845000000003
LBN,cows,mixed,meat,0.0016301812500000002
LBR,cows,mixed,meat,0.0013456811250000002
LBY,cows,mixed,meat,0.0012442972500000002
LCA,cows,mixed,meat,0.001401634305
LIE,cows,mixed,meat,0.001276401052
LKA,cows,mixed,meat,0.0010168758
LSO,cows,mixed,meat,0.0010696668750000001
LTU,cows,mixed,meat,0.0017064439575000003
LUX,cows,mixed,meat,8.440648760000001e-4
LVA,cows,mixed,meat,0.0012492565740000001
MAC,cows,mixed,meat,0.0016945696875000004
MAF,cows,mixed,meat,0.0013528020104347825
MAR,cows,mixed,meat,0.0010620742500000004
MCO,cows,mixed,meat,0.0013521377345
MDA,cows,mixed,meat,0.0016616117400000002
MDG,cows,mixed,meat,0.0015238845000000003
MDV,cows,mixed,meat,0.0011735965125000002
MEX,cows,mixed,meat,0.0016705501949999997
MHL,cows,mixed,meat,0.0013940221485475217
MKD,cows,mixed,meat,0.001094737028
MLI,cows,mixed,meat,0.0014756490000000003
MLT,cows,mixed,meat,0.0012437970300000001
MMR,cows,mixed,meat,0.0013260296250000004
MNE,cows,mixed,meat,0.0010858511755
MNG,cows,mixed,meat,0.0013702455000000001
MNP,cows,mixed,meat,0.0013940221485475217
MOZ,cows,mixed,meat,0.0016359873750000004
MRT,cows,mixed,meat,0.0014278601250000001
MSR,cows,mixed,meat,0.0013571142287499998
MTQ,cows,mixed,meat,0.0013960485149999999
MUS,cows,mixed,meat,0.0013665050156250003
MWI,cows,mixed,meat,0.0013398750000000001
MYS,cows,mixed,meat,0.001104057
MYT,cows,mixed,meat,6.07856625e-4
NAM,cows,mixed,meat,0.0011822163750000003
NCL,cows,mixed,meat,0.0013940221485475217
