iso3c,animal,system,product,leach_mms_rate
ABW,chickens,industrial,meat,2.9349642857142857e-5
AFG,chickens,industrial,meat,3.0966e-5
AGO,chickens,industrial,meat,2.3224499999999998e-5
AIA,chickens,industrial,meat,2.9349642857142857e-5
ALA,chickens,industrial,meat,2.44552e-5
ALB,chickens,industrial,meat,2.779e-5
AND,chickens,industrial,meat,2.1636500000000002e-5
ARE,chickens,industrial,meat,2.6202e-5
ARG,chickens,industrial,meat,3.75165e-5
ARM,chickens,industrial,meat,2.8583999999999996e-5
ASM,chickens,industrial,meat,1.2654374999999999e-5
ATG,chickens,industrial,meat,2.9349642857142857e-5
AUS,chickens,industrial,meat,1.3696499999999998e-5
AUT,chickens,industrial,meat,1.8659e-5
AZE,chickens,industrial,meat,3.15615e-5
BDI,chickens,industrial,meat,2.2629e-5
BEL,chickens,industrial,meat,1.8659e-5
BEN,chickens,industrial,meat,3.2157e-5
BES,chickens,industrial,meat,3.107040584415584e-5
BFA,chickens,industrial,meat,2.9775e-5
BGD,chickens,industrial,meat,2.1437999999999997e-5
BGR,chickens,industrial,meat,2.3422999999999996e-5
BHR,chickens,industrial,meat,1.84605e-5
BHS,chickens,industrial,meat,2.7988499999999998e-5
BIH,chickens,industrial,meat,2.6996e-5
BLM,chickens,industrial,meat,3.107040584415584e-5
BLR,chickens,industrial,meat,3.4936e-5
BLZ,chickens,industrial,meat,3.2157e-5
BMU,chickens,industrial,meat,3.0569000000000005e-5
BOL,chickens,industrial,meat,4.94265e-5
BRA,chickens,industrial,meat,4.10895e-5
BRB,chickens,industrial,meat,2.9349642857142857e-5
BRN,chickens,industrial,meat,5.5976999999999996e-5
BTN,chickens,industrial,meat,2.67975e-5
BWA,chickens,industrial,meat,3.8707499999999995e-5
CAF,chickens,industrial,meat,3.39435e-5
CAN,chickens,industrial,meat,2.8583999999999996e-5
CCK,chickens,industrial,meat,1.379575e-5
CHE,chickens,industrial,meat,2.382e-5
CHL,chickens,industrial,meat,3.4539e-5
CHN,chickens,industrial,meat,3.3348e-5
CIV,chickens,industrial,meat,3.8707499999999995e-5
CMR,chickens,industrial,meat,2.9775e-5
COD,chickens,industrial,meat,1.96515e-5
COG,chickens,industrial,meat,2.67975e-5
COK,chickens,industrial,meat,1.2654374999999999e-5
COL,chickens,industrial,meat,3.39435e-5
COM,chickens,industrial,meat,4.2875999999999994e-5
CPV,chickens,industrial,meat,3.15218e-5
CRI,chickens,industrial,meat,3.75165e-5
CUB,chickens,industrial,meat,2.7988499999999998e-5
CUW,chickens,industrial,meat,3.107040584415584e-5
CXR,chickens,industrial,meat,1.379575e-5
CYM,chickens,industrial,meat,2.9349642857142857e-5
CYP,chickens,industrial,meat,3.3348e-5
CZE,chickens,industrial,meat,1.985e-5
DEU,chickens,industrial,meat,1.7071e-5
DJI,chickens,industrial,meat,2.85443e-5
DMA,chickens,industrial,meat,4.7640000000000005e-5
DNK,chickens,industrial,meat,2.4614e-5
DOM,chickens,industrial,meat,1.5483e-5
DZA,chickens,industrial,meat,3.75165e-5
ECU,chickens,industrial,meat,4.82355e-5
EGY,chickens,industrial,meat,2.6202e-5
ERI,chickens,industrial,meat,3.15615e-5
ESH,chickens,industrial,meat,3.31495e-5
ESP,chickens,industrial,meat,1.8262e-5
EST,chickens,industrial,meat,2.3422999999999996e-5
ETH,chickens,industrial,meat,2.7988499999999998e-5
FIN,chickens,industrial,meat,2.1835e-5
FJI,chickens,industrial,meat,1.1513000000000001e-5
FLK,chickens,industrial,meat,3.6691961538461535e-5
FRA,chickens,industrial,meat,2.3026e-5
FRO,chickens,industrial,meat,2.44552e-5
FSM,chickens,industrial,meat,1.2654374999999999e-5
GAB,chickens,industrial,meat,2.08425e-5
GBR,chickens,industrial,meat,2.5408e-5
GEO,chickens,industrial,meat,3.15615e-5
GGY,chickens,industrial,meat,2.44552e-5
GHA,chickens,industrial,meat,3.0966e-5
GIB,chickens,industrial,meat,2.16365e-5
GIN,chickens,industrial,meat,4.2875999999999994e-5
GLP,chickens,industrial,meat,3.75165e-5
GMB,chickens,industrial,meat,2.5010999999999998e-5
GNB,chickens,industrial,meat,3.9303e-5
GNQ,chickens,industrial,meat,4.5853500000000004e-5
GRC,chickens,industrial,meat,1.8659e-5
GRD,chickens,industrial,meat,3.75165e-5
GRL,chickens,industrial,meat,3.0569000000000005e-5
GTM,chickens,industrial,meat,3.27525e-5
GUF,chickens,industrial,meat,2.6202e-5
GUM,chickens,industrial,meat,1.2654374999999999e-5
GUY,chickens,industrial,meat,3.6921e-5
HKG,chickens,industrial,meat,3.46581e-5
HND,chickens,industrial,meat,3.8112000000000004e-5
HRV,chickens,industrial,meat,2.3422999999999996e-5
HTI,chickens,industrial,meat,3.03705e-5
HUN,chickens,industrial,meat,1.9452999999999998e-5
IDN,chickens,industrial,meat,4.82355e-5
IMN,chickens,industrial,meat,2.44552e-5
IND,chickens,industrial,meat,8.0988e-5
IOT,chickens,industrial,meat,2.85443e-5
IRL,chickens,industrial,meat,2.5011e-5
IRN,chickens,industrial,meat,3.2157e-5
IRQ,chickens,industrial,meat,2.7988499999999998e-5
ISL,chickens,industrial,meat,2.5011e-5
ISR,chickens,industrial,meat,3.2157e-5
ITA,chickens,industrial,meat,1.9056e-5
JAM,chickens,industrial,meat,4.2280499999999996e-5
JEY,chickens,industrial,meat,2.44552e-5
JOR,chickens,industrial,meat,4.2280499999999996e-5
JPN,chickens,industrial,meat,2.9179499999999997e-5
KAZ,chickens,industrial,meat,3.15615e-5
KEN,chickens,industrial,meat,2.9775e-5
KGZ,chickens,industrial,meat,3.6921e-5
KHM,chickens,industrial,meat,3.0966e-5
KIR,chickens,industrial,meat,1.2654374999999999e-5
KNA,chickens,industrial,meat,2.9349642857142857e-5
KOR,chickens,industrial,meat,3.3348e-5
KWT,chickens,industrial,meat,2.3224499999999998e-5
LAO,chickens,industrial,meat,3.03705e-5
LBN,chickens,industrial,meat,4.2875999999999994e-5
LBR,chickens,industrial,meat,3.0966e-5
LBY,chickens,industrial,meat,2.6202e-5
LCA,chickens,industrial,meat,1.60785e-5
LIE,chickens,industrial,meat,2.0133571428571428e-5
LKA,chickens,industrial,meat,3.4539e-5
LSO,chickens,industrial,meat,2.7988499999999998e-5
LTU,chickens,industrial,meat,2.5408e-5
LUX,chickens,industrial,meat,2.1040999999999997e-5
LVA,chickens,industrial,meat,2.4614e-5
MAC,chickens,industrial,meat,3.46581e-5
MAF,chickens,industrial,meat,3.107040584415584e-5
MAR,chickens,industrial,meat,3.4539e-5
MCO,chickens,industrial,meat,2.0133571428571428e-5
MDA,chickens,industrial,meat,3.1363e-5
MDG,chickens,industrial,meat,2.7988499999999998e-5
MDV,chickens,industrial,meat,3.04449375e-5
MEX,chickens,industrial,meat,3.2157e-5
MHL,chickens,industrial,meat,1.2654374999999999e-5
MKD,chickens,industrial,meat,2.382e-5
MLI,chickens,industrial,meat,3.27525e-5
MLT,chickens,industrial,meat,1.9056e-5
MMR,chickens,industrial,meat,3.27525e-5
MNE,chickens,industrial,meat,2.2232000000000003e-5
MNG,chickens,industrial,meat,3.98985e-5
MNP,chickens,industrial,meat,1.2654374999999999e-5
MOZ,chickens,industrial,meat,3.15615e-5
MRT,chickens,industrial,meat,2.3820000000000002e-5
MSR,chickens,industrial,meat,2.9349642857142857e-5
MTQ,chickens,industrial,meat,3.15615e-5
MUS,chickens,industrial,meat,2.85443e-5
MWI,chickens,industrial,meat,2.3820000000000002e-5
MYS,chickens,industrial,meat,3.98985e-5
MYT,chickens,industrial,meat,2.85443e-5
