iso3c,animal,system,product,leach_mms_rate
ABW,goats,mixed,meat,8.736481249999999e-5
AFG,goats,mixed,meat,1.1761125000000001e-4
AGO,goats,mixed,meat,8.485875e-5
AIA,goats,mixed,meat,8.736481249999999e-5
ALA,goats,mixed,meat,8.115262775641027e-5
ALB,goats,mixed,meat,5.658044e-5
AND,goats,mixed,meat,5.902596e-5
ARE,goats,mixed,meat,1.0867875e-4
ARG,goats,mixed,meat,1.2594825e-4
ARM,goats,mixed,meat,1.2416175e-4
ASM,goats,mixed,meat,9.049317342163009e-5
ATG,goats,mixed,meat,8.736481249999999e-5
AUS,goats,mixed,meat,9.049317342163009e-5
AUT,goats,mixed,meat,1.6482249e-4
AZE,goats,mixed,meat,9.111150000000001e-5
BDI,goats,mixed,meat,6.282525e-5
BEL,goats,mixed,meat,1.0354554e-4
BEN,goats,mixed,meat,1.2922350000000001e-4
BES,goats,mixed,meat,8.687827173913043e-5
BFA,goats,mixed,meat,7.622400000000001e-5
BGD,goats,mixed,meat,8.8134e-5
BGR,goats,mixed,meat,9.58755e-5
BHR,goats,mixed,meat,8.337e-5
BHS,goats,mixed,meat,1.1284725e-4
BIH,goats,mixed,meat,5.246752e-5
BLM,goats,mixed,meat,8.687827173913043e-5
BLR,goats,mixed,meat,2.1754012000000004e-4
BLZ,goats,mixed,meat,9.676874999999999e-5
BMU,goats,mixed,meat,1.0731307000000001e-4
BOL,goats,mixed,meat,1.0986975e-4
BRA,goats,mixed,meat,9.081375e-5
BRB,goats,mixed,meat,8.736481249999999e-5
BRN,goats,mixed,meat,5.41905e-5
BTN,goats,mixed,meat,8.99205e-5
BWA,goats,mixed,meat,1.0689225e-4
CAF,goats,mixed,meat,8.03925e-5
CAN,goats,mixed,meat,9.135764e-5
CCK,goats,mixed,meat,9.049317342163009e-5
CHE,goats,mixed,meat,2.0866320000000003e-4
CHL,goats,mixed,meat,1.1135850000000001e-4
CHN,goats,mixed,meat,7.473524999999999e-5
CIV,goats,mixed,meat,7.5033e-5
CMR,goats,mixed,meat,7.652174999999999e-5
COD,goats,mixed,meat,8.069025e-5
COG,goats,mixed,meat,8.069025e-5
COK,goats,mixed,meat,9.049317342163009e-5
COL,goats,mixed,meat,1.0034175e-4
COM,goats,mixed,meat,3.602775e-5
CPV,goats,mixed,meat,7.3897828125e-5
CRI,goats,mixed,meat,8.6943e-5
CUB,goats,mixed,meat,8.575199999999999e-5
CUW,goats,mixed,meat,8.687827173913043e-5
CXR,goats,mixed,meat,9.049317342163009e-5
CYM,goats,mixed,meat,8.736481249999999e-5
CYP,goats,mixed,meat,1.089765e-4
CZE,goats,mixed,meat,1.4589749999999998e-4
DEU,goats,mixed,meat,1.6251592e-4
DJI,goats,mixed,meat,7.8606e-5
DMA,goats,mixed,meat,1.0867875e-4
DNK,goats,mixed,meat,6.311704500000001e-5
DOM,goats,mixed,meat,8.9325e-5
DZA,goats,mixed,meat,7.20555e-5
ECU,goats,mixed,meat,9.706649999999999e-5
EGY,goats,mixed,meat,5.0319749999999995e-5
ERI,goats,mixed,meat,7.92015e-5
ESH,goats,mixed,meat,6.9623875e-5
ESP,goats,mixed,meat,4.58932e-5
EST,goats,mixed,meat,8.115262775641027e-5
ETH,goats,mixed,meat,7.890375e-5
FIN,goats,mixed,meat,1.0932188999999999e-4
FJI,goats,mixed,meat,9.049317342163009e-5
FLK,goats,mixed,meat,1.0336505769230769e-4
FRA,goats,mixed,meat,3.00529e-4
FRO,goats,mixed,meat,9.350673333333334e-6
