iso3c,animal,system,product,leach_mms_rate
KIR,cows,feedlot,meat,9.247370625e-4
KNA,cows,feedlot,meat,0.0023091197325
KOR,cows,feedlot,meat,0.002760738
KWT,cows,feedlot,meat,0.0020556660000000003
LAO,cows,feedlot,meat,0.002031846
LBN,cows,feedlot,meat,0.0021735749999999996
LBR,cows,feedlot,meat,0.0017942415
LBY,cows,feedlot,meat,0.001659063
LCA,cows,feedlot,meat,0.0023848703100000004
LIE,cows,feedlot,meat,0.0022826150200000003
LKA,cows,feedlot,meat,0.001694793
LSO,cows,feedlot,meat,0.0014262225
LTU,cows,feedlot,meat,0.0024148954200000003
LUX,cows,feedlot,meat,0.0023701535200000004
LVA,cows,feedlot,meat,0.0023864940400000006
MAC,cows,feedlot,meat,0.0022594262500000004
MAF,cows,feedlot,meat,0.0023017825252173913
MAR,cows,feedlot,meat,0.001416099
MCO,cows,feedlot,meat,0.0024180565325000003
MDA,cows,feedlot,meat,0.0018817799999999998
MDG,cows,feedlot,meat,0.002031846
MDV,cows,feedlot,meat,0.0019559941875
MEX,cows,feedlot,meat,0.0024933585
MHL,cows,feedlot,meat,9.247370625e-4
MKD,cows,feedlot,meat,0.0016776267200000001
MLI,cows,feedlot,meat,0.001967532
MLT,cows,feedlot,meat,0.00193479538
MMR,cows,feedlot,meat,0.0017680395
MNE,cows,feedlot,meat,0.0016640096200000003
MNG,cows,feedlot,meat,0.001826994
MNP,cows,feedlot,meat,9.247370625e-4
MOZ,cows,feedlot,meat,0.0021813165
MRT,cows,feedlot,meat,0.0019038134999999998
MSR,cows,feedlot,meat,0.0023091197325
MTQ,cows,feedlot,meat,0.00237536613
MUS,cows,feedlot,meat,0.0018220066874999998
MWI,cows,feedlot,meat,0.0017865
MYS,cows,feedlot,meat,0.001472076
MYT,cows,feedlot,meat,8.104754999999999e-4
NAM,cows,feedlot,meat,0.0015762885
NCL,cows,feedlot,meat,8.251645e-4
NER,cows,feedlot,meat,0.0018442634999999998
NFK,cows,feedlot,meat,0.00102475625
NGA,cows,feedlot,meat,0.0016918155000000001
NIC,cows,feedlot,meat,0.00305559387
NIU,cows,feedlot,meat,9.247370625e-4
NLD,cows,feedlot,meat,0.00253589308
NOR,cows,feedlot,meat,0.00242423286
NPL,cows,feedlot,meat,0.0017859045
NRU,cows,feedlot,meat,9.247370625e-4
NZL,cows,feedlot,meat,0.0010919484999999999
OMN,cows,feedlot,meat,0.0018037694999999997
PAK,cows,feedlot,meat,0.002080677
PAN,cows,feedlot,meat,0.00242017155
PCN,cows,feedlot,meat,9.247370625e-4
PER,cows,feedlot,meat,0.00312619635
PHL,cows,feedlot,meat,0.0014756489999999999
PLW,cows,feedlot,meat,9.247370625e-4
PNG,cows,feedlot,meat,8.24569e-4
POL,cows,feedlot,meat,0.001932596
PRI,cows,feedlot,meat,0.00235024794
PRK,cows,feedlot,meat,0.001755534
PRT,cows,feedlot,meat,0.0021075380200000003
PRY,cows,feedlot,meat,0.00286618914
PSE,cows,feedlot,meat,0.0036694709999999997
PYF,cows,feedlot,meat,9.247370625e-4
QAT,cows,feedlot,meat,0.0018680835000000002
REU,cows,feedlot,meat,0.0018220066874999998
ROU,cows,feedlot,meat,0.001772208
RUS,cows,feedlot,meat,0.0017845150000000002
RWA,cows,feedlot,meat,0.0016930064999999999
SAU,cows,feedlot,meat,0.0025076505
SDN,cows,feedlot,meat,0.0014088537499999999
SEN,cows,feedlot,meat,0.0019187009999999999
SGP,cows,feedlot,meat,0.001728141
SHN,cows,feedlot,meat,8.92059e-4
SJM,cows,feedlot,meat,0.0024468415688888895
SLB,cows,feedlot,meat,8.24569e-4
SLE,cows,feedlot,meat,0.0019389480000000002
SLV,cows,feedlot,meat,0.00243782217
SMR,cows,feedlot,meat,0.0018191797166666667
SOM,cows,feedlot,meat,0.0018603419999999999
SPM,cows,feedlot,meat,0.00164149426125
SRB,cows,feedlot,meat,0.00167217988
SSD,cows,feedlot,meat,0.0018220066874999998
STP,cows,feedlot,meat,0.0015935580000000001
SUR,cows,feedlot,meat,0.00249077403
SVK,cows,feedlot,meat,0.002241859
SVN,cows,feedlot,meat,0.00189433314
SWE,cows,feedlot,meat,0.0026522220200000004
SWZ,cows,feedlot,meat,0.001848432
SXM,cows,feedlot,meat,0.0023017825252173913
SYC,cows,feedlot,meat,0.0018220066874999998
SYR,cows,feedlot,meat,0.0018502185
TCA,cows,feedlot,meat,0.0023091197325
TCD,cows,feedlot,meat,0.0020068350000000002
TGO,cows,feedlot,meat,0.001852005
THA,cows,feedlot,meat,0.0014643345
TJK,cows,feedlot,meat,0.003063252
TKL,cows,feedlot,meat,9.247370625e-4
TKM,cows,feedlot,meat,0.0030823079999999997
TLS,cows,feedlot,meat,0.0019085774999999996
TON,cows,feedlot,meat,9.247370625e-4
TTO,cows,feedlot,meat,0.0023091197325
TUN,cows,feedlot,meat,0.0015375809999999999
TUR,cows,feedlot,meat,0.0020491154999999995
TUV,cows,feedlot,meat,9.247370625e-4
TWN,cows,feedlot,meat,0.00225942625
TZA,cows,feedlot,meat,0.0022313384999999995
UGA,cows,feedlot,meat,0.0022182375
UKR,cows,feedlot,meat,0.0019703109999999998
URY,cows,feedlot,meat,0.002533257
USA,cows,feedlot,meat,0.0024363889999999997
UZB,cows,feedlot,meat,0.003178779
VCT,cows,feedlot,meat,0.0019884102300000003
VEN,cows,feedlot,meat,0.00304608969
VGB,cows,feedlot,meat,0.0023091197325
VIR,cows,feedlot,meat,0.0023091197325
VNM,cows,feedlot,meat,0.001732905
VUT,cows,feedlot,meat,8.24569e-4
WLF,cows,feedlot,meat,9.247370625e-4
WSM,cows,feedlot,meat,9.247370625e-4
XKO,cows,feedlot,meat,0.0018191797166666667
XMI,cows,feedlot,meat,0.0015905770971428575
YEM,cows,feedlot,meat,0.0018782069999999998
ZAF,cows,feedlot,meat,0.0024903810000000003
ZMB,cows,feedlot,meat,0.0019401389999999998
ZWE,cows,feedlot,meat,0.0019681275
