iso3c,animal,system,product,leach_mms_rate
ABW,pigs,industrial,meat,0.0018481053257142855
AFG,pigs,industrial,meat,0.001740298728
AGO,pigs,industrial,meat,5.3490192e-4
AIA,pigs,industrial,meat,0.0018481053257142855
ALA,pigs,industrial,meat,6.613310561e-4
ALB,pigs,industrial,meat,6.899657529999999e-4
AND,pigs,industrial,meat,6.729848885416666e-4
ARE,pigs,industrial,meat,0.00113011608
ARG,pigs,industrial,meat,0.0028641168000000006
ARM,pigs,industrial,meat,9.8557632e-4
ASM,pigs,industrial,meat,0.0023584598849999997
ATG,pigs,industrial,meat,0.0023347411200000004
AUS,pigs,industrial,meat,0.001728885375
AUT,pigs,industrial,meat,5.377762000000001e-4
AZE,pigs,industrial,meat,0.0011890944
BDI,pigs,industrial,meat,4.0084296e-4
BEL,pigs,industrial,meat,2.642035e-4
BEN,pigs,industrial,meat,8.036868e-4
BES,pigs,industrial,meat,0.0018348016337888199
BFA,pigs,industrial,meat,8.813697750000001e-4
BGD,pigs,industrial,meat,0.00139903197
BGR,pigs,industrial,meat,0.00076819500000000005
BHR,pigs,industrial,meat,0.00113011608
BHS,pigs,industrial,meat,0.00243650016
BIH,pigs,industrial,meat,6.039944105e-4
BLM,pigs,industrial,meat,0.0018348016337888199
BLR,pigs,industrial,meat,7.745470000000001e-4
BLZ,pigs,industrial,meat,0.0016430083200000003
BMU,pigs,industrial,meat,3.49659338e-4
BOL,pigs,industrial,meat,0.0023656118400000006
BRA,pigs,industrial,meat,0.00191398464
BRB,pigs,industrial,meat,9.0096768e-4
BRN,pigs,industrial,meat,0.00250578063
BTN,pigs,industrial,meat,0.00145679547
BWA,pigs,industrial,meat,5.9426136e-4
CAF,pigs,industrial,meat,6.996410400000001e-4
CAN,pigs,industrial,meat,2.6660932e-4
CCK,pigs,industrial,meat,0.0016055821375
CHE,pigs,industrial,meat,6.9508745e-4
CHL,pigs,industrial,meat,0.0024616540800000003
CHN,pigs,industrial,meat,0.00184401339
CIV,pigs,industrial,meat,8.523748800000001e-4
CMR,pigs,industrial,meat,5.962622400000001e-4
COD,pigs,industrial,meat,4.0351080000000005e-4
COG,pigs,industrial,meat,5.3156712e-4
COK,pigs,industrial,meat,0.0024099765899999997
COL,pigs,industrial,meat,0.0016418649600000003
COM,pigs,industrial,meat,5.091128e-4
CPV,pigs,industrial,meat,9.510849600000001e-4
CRI,pigs,industrial,meat,0.0017676345600000003
CUB,pigs,industrial,meat,0.0014349168000000001
CUW,pigs,industrial,meat,0.0018348016337888199
CXR,pigs,industrial,meat,0.0016055821375
CYM,pigs,industrial,meat,0.0022352688
CYP,pigs,industrial,meat,0.00145130496
CZE,pigs,industrial,meat,7.515209999999999e-4
DEU,pigs,industrial,meat,4.6786469850000005e-4
DJI,pigs,industrial,meat,5.091128e-4
DMA,pigs,industrial,meat,0.0026743190400000004
DNK,pigs,industrial,meat,4.1680236e-4
DOM,pigs,industrial,meat,0.0018716803200000004
DZA,pigs,industrial,meat,8.3770176e-4
ECU,pigs,industrial,meat,0.0019322783999999999
EGY,pigs,industrial,meat,5.449063200000001e-4
ERI,pigs,industrial,meat,5.091128e-4
ESH,pigs,industrial,meat,7.928487e-4
ESP,pigs,industrial,meat,6.44602151e-4
EST,pigs,industrial,meat,6.991116404999999e-4
ETH,pigs,industrial,meat,5.0422176e-4
FIN,pigs,industrial,meat,6.954532855000001e-4
FJI,pigs,industrial,meat,0.003165136095
FLK,pigs,industrial,meat,0.0023370278400000003
FRA,pigs,industrial,meat,3.3802168000000003e-4
FRO,pigs,industrial,meat,6.925266014999999e-4
FSM,pigs,industrial,meat,0.00230191716
GAB,pigs,industrial,meat,4.1418216000000004e-4
GBR,pigs,industrial,meat,5.39096225e-4
GEO,pigs,industrial,meat,0.0010938144
GGY,pigs,industrial,meat,6.925266014999999e-4
GHA,pigs,industrial,meat,6.836340000000001e-4
GIB,pigs,industrial,meat,6.285707687559524e-4
GIN,pigs,industrial,meat,0.00100110696
GLP,pigs,industrial,meat,0.0013548816
GMB,pigs,industrial,meat,5.7158472e-4
GNB,pigs,industrial,meat,9.6909288e-4
GNQ,pigs,industrial,meat,8.1302424e-4
GRC,pigs,industrial,meat,6.954532855000001e-4
GRD,pigs,industrial,meat,0.0028195257600000002
GRL,pigs,industrial,meat,3.49659338e-4
GTM,pigs,industrial,meat,0.0016087075200000001
GUF,pigs,industrial,meat,0.00144292032
GUM,pigs,industrial,meat,0.00232704726
GUY,pigs,industrial,meat,0.0017013196800000003
HKG,pigs,industrial,meat,0.0017583209400000002
HND,pigs,industrial,meat,0.0018430963200000005
HRV,pigs,industrial,meat,6.70942307e-4
HTI,pigs,industrial,meat,0.00152867232
HUN,pigs,industrial,meat,6.49492e-4
IDN,pigs,industrial,meat,0.00206677803
IMN,pigs,industrial,meat,6.925266014999999e-4
IND,pigs,industrial,meat,0.0032118292500000005
IOT,pigs,industrial,meat,5.091128e-4
IRL,pigs,industrial,meat,6.822832075e-4
IRN,pigs,industrial,meat,0.001740298728
IRQ,pigs,industrial,meat,0.00113011608
ISL,pigs,industrial,meat,6.954532855000001e-4
ISR,pigs,industrial,meat,0.00134992704
ITA,pigs,industrial,meat,3.5392549999999995e-4
JAM,pigs,industrial,meat,0.00207291168
JEY,pigs,industrial,meat,6.925266014999999e-4
JOR,pigs,industrial,meat,0.00113011608
JPN,pigs,industrial,meat,0.0020501516700000004
KAZ,pigs,industrial,meat,0.0016566571800000001
KEN,pigs,industrial,meat,5.1822792e-4
KGZ,pigs,industrial,meat,0.00188193483
KHM,pigs,industrial,meat,0.00131007618
KIR,pigs,industrial,meat,0.0021435975299999997
KNA,pigs,industrial,meat,7.980652800000001e-4
KOR,pigs,industrial,meat,0.0026678221349999997
KWT,pigs,industrial,meat,0.00113011608
LAO,pigs,industrial,meat,0.00120956769
LBN,pigs,industrial,meat,0.0016136620800000002
LBR,pigs,industrial,meat,6.5762256e-4
LBY,pigs,industrial,meat,7.928487e-4
LCA,pigs,industrial,meat,0.00226270944
LIE,pigs,industrial,meat,6.171644885e-4
LKA,pigs,industrial,meat,0.0025566125100000003
LSO,pigs,industrial,meat,4.401936e-4
LTU,pigs,industrial,meat,6.559430514999999e-4
LUX,pigs,industrial,meat,6.932582724999999e-4
LVA,pigs,industrial,meat,6.38017112e-4
MAC,pigs,industrial,meat,0.0016699427850000001
MAF,pigs,industrial,meat,0.0018348016337888199
MAR,pigs,industrial,meat,6.789652800000001e-4
MCO,pigs,industrial,meat,6.441905860625e-4
MDA,pigs,industrial,meat,7.725620000000001e-4
MDG,pigs,industrial,meat,5.228966400000001e-4
MDV,pigs,industrial,meat,0.001740298728
MEX,pigs,industrial,meat,0.00126081642
MHL,pigs,industrial,meat,0.00225752065
MKD,pigs,industrial,meat,6.328954149999999e-4
MLI,pigs,industrial,meat,7.303212e-4
MLT,pigs,industrial,meat,6.281395535000001e-4
MMR,pigs,industrial,meat,0.0012569337600000002
MNE,pigs,industrial,meat,7.920338575e-4
MNG,pigs,industrial,meat,0.00147296925
MNP,pigs,industrial,meat,0.00225752065
MOZ,pigs,industrial,meat,5.769204e-4
MRT,pigs,industrial,meat,5.362358399999999e-4
MSR,pigs,industrial,meat,0.0028995609600000003
MTQ,pigs,industrial,meat,0.00136288512
MUS,pigs,industrial,meat,3.6215928000000005e-4
MWI,pigs,industrial,meat,4.2685440000000003e-4
MYS,pigs,industrial,meat,0.00280037448
MYT,pigs,industrial,meat,5.091128e-4
NAM,pigs,industrial,meat,5.6558208e-4
NCL,pigs,industrial,meat,0.003157597065
NER,pigs,industrial,meat,6.569556e-4
NFK,pigs,industrial,meat,0.0015423598875000002
NGA,pigs,industrial,meat,6.7496352e-4
NIC,pigs,industrial,meat,0.00151838208
NIU,pigs,industrial,meat,0.003089745795
NLD,pigs,industrial,meat,6.032627394999999e-4
NOR,pigs,industrial,meat,6.954532855000001e-4
NPL,pigs,industrial,meat,0.00150878262
NRU,pigs,industrial,meat,0.00225752065
NZL,pigs,industrial,meat,0.00154550115
OMN,pigs,industrial,meat,0.00113011608
PAK,pigs,industrial,meat,0.001740298728
PAN,pigs,industrial,meat,0.0016475817600000002
PCN,pigs,industrial,meat,0.002844188817857143
PER,pigs,industrial,meat,0.0016064208000000004
PHL,pigs,industrial,meat,0.0022227394800000003
PLW,pigs,industrial,meat,0.00225752065
PNG,pigs,industrial,meat,0.0035307790499999997
POL,pigs,industrial,meat,6.927650000000001e-4
PRI,pigs,industrial,meat,0.0015892704000000002
PRK,pigs,industrial,meat,0.00199746183
PRT,pigs,industrial,meat,4.3474398100000006e-4
PRY,pigs,industrial,meat,0.00310193568
PSE,pigs,industrial,meat,0.00226023216
PYF,pigs,industrial,meat,0.002961582285
QAT,pigs,industrial,meat,0.00113011608
REU,pigs,industrial,meat,9.784303200000002e-4
ROU,pigs,industrial,meat,6.15747e-4
RUS,pigs,industrial,meat,7.646220000000003e-4
RWA,pigs,industrial,meat,4.2952224000000007e-4
SAU,pigs,industrial,meat,0.0012630709129411765
SDN,pigs,industrial,meat,7.928487000000001e-4
SEN,pigs,industrial,meat,5.6958384e-4
SGP,pigs,industrial,meat,0.0019181436120000001
SHN,pigs,industrial,meat,7.013501250000001e-4
SJM,pigs,industrial,meat,6.925266014999999e-4
SLB,pigs,industrial,meat,0.003162623085
SLE,pigs,industrial,meat,5.202288e-4
SLV,pigs,industrial,meat,0.0016395782400000002
SMR,pigs,industrial,meat,6.729848885416666e-4
SOM,pigs,industrial,meat,4.5953544e-4
SPM,pigs,industrial,meat,0.0010258873030000002
SRB,pigs,industrial,meat,7.051595385e-4
SSD,pigs,industrial,meat,5.091128e-4
STP,pigs,industrial,meat,0.0011144901600000001
SUR,pigs,industrial,meat,0.00169674624
SVK,pigs,industrial,meat,7.59858e-4
SVN,pigs,industrial,meat,6.02165233e-4
SWE,pigs,industrial,meat,7.397193809999999e-4
SWZ,pigs,industrial,meat,4.1018040000000003e-4
SXM,pigs,industrial,meat,0.0018348016337888199
SYC,pigs,industrial,meat,2.1809592e-4
SYR,pigs,industrial,meat,0.00113011608
TCA,pigs,industrial,meat,0.0018481053257142855
TCD,pigs,industrial,meat,7.836780000000001e-4
TGO,pigs,industrial,meat,5.369028000000001e-4
THA,pigs,industrial,meat,0.0022729044
TJK,pigs,industrial,meat,0.00262015236
TKL,pigs,industrial,meat,0.002844188817857143
TKM,pigs,industrial,meat,0.0026062891200000003
TLS,pigs,industrial,meat,0.00202403304
TON,pigs,industrial,meat,0.00249039291
TTO,pigs,industrial,meat,0.00153553248
TUN,pigs,industrial,meat,0.0011098214400000002
