iso3c,animal,system,product,leach_mms_rate
DEU,buffaloes,grassland,milk,0
DJI,buffaloes,grassland,milk,0
DMA,buffaloes,grassland,milk,0
DNK,buffaloes,grassland,milk,0
DOM,buffaloes,grassland,milk,0
DZA,buffaloes,grassland,milk,0
ECU,buffaloes,grassland,milk,0
EGY,buffaloes,grassland,milk,0
ERI,buffaloes,grassland,milk,0
ESH,buffaloes,grassland,milk,0
ESP,buffaloes,grassland,milk,0
EST,buffaloes,grassland,milk,0
ETH,buffaloes,grassland,milk,0
FIN,buffaloes,grassland,milk,0
FJI,buffaloes,grassland,milk,0
FLK,buffaloes,grassland,milk,0
FRA,buffaloes,grassland,milk,0
FRO,buffaloes,grassland,milk,0
FSM,buffaloes,grassland,milk,0
GAB,buffaloes,grassland,milk,0
GBR,buffaloes,grassland,milk,0
GEO,buffaloes,grassland,milk,0
GGY,buffaloes,grassland,milk,0
GHA,buffaloes,grassland,milk,0
GIB,buffaloes,grassland,milk,0
GIN,buffaloes,grassland,milk,0
GLP,buffaloes,grassland,milk,0
GMB,buffaloes,grassland,milk,0
GNB,buffaloes,grassland,milk,0
GNQ,buffaloes,grassland,milk,0
GRC,buffaloes,grassland,milk,0
GRD,buffaloes,grassland,milk,0
GRL,buffaloes,grassland,milk,0
GTM,buffaloes,grassland,milk,0
GUF,buffaloes,grassland,milk,0
GUM,buffaloes,grassland,milk,0
GUY,buffaloes,grassland,milk,0
HKG,buffaloes,grassland,milk,0
HND,buffaloes,grassland,milk,0
HRV,buffaloes,grassland,milk,0
HTI,buffaloes,grassland,milk,0
HUN,buffaloes,grassland,milk,0
IDN,buffaloes,grassland,milk,0
IMN,buffaloes,grassland,milk,0
IND,buffaloes,grassland,milk,0
IOT,buffaloes,grassland,milk,0
IRL,buffaloes,grassland,milk,0
IRN,buffaloes,grassland,milk,0
IRQ,buffaloes,grassland,milk,0
ISL,buffaloes,grassland,milk,0
ISR,buffaloes,grassland,milk,0
ITA,buffaloes,grassland,milk,0
JAM,buffaloes,grassland,milk,0
JEY,buffaloes,grassland,milk,0
JOR,buffaloes,grassland,milk,0
JPN,buffaloes,grassland,milk,0
KAZ,buffaloes,grassland,milk,0
KEN,buffaloes,grassland,milk,0
KGZ,buffaloes,grassland,milk,0
KHM,buffaloes,grassland,milk,0
KIR,buffaloes,grassland,milk,0
KNA,buffaloes,grassland,milk,0
KOR,buffaloes,grassland,milk,0
KWT,buffaloes,grassland,milk,0
LAO,buffaloes,grassland,milk,0
LBN,buffaloes,grassland,milk,0
LBR,buffaloes,grassland,milk,0
LBY,buffaloes,grassland,milk,0
LCA,buffaloes,grassland,milk,0
LIE,buffaloes,grassland,milk,0
LKA,buffaloes,grassland,milk,0
LSO,buffaloes,grassland,milk,0
LTU,buffaloes,grassland,milk,0
LUX,buffaloes,grassland,milk,0
LVA,buffaloes,grassland,milk,0
MAC,buffaloes,grassland,milk,0
MAF,buffaloes,grassland,milk,0
MAR,buffaloes,grassland,milk,0
MCO,buffaloes,grassland,milk,0
MDA,buffaloes,grassland,milk,0
MDG,buffaloes,grassland,milk,0
MDV,buffaloes,grassland,milk,0
MEX,buffaloes,grassland,milk,0
MHL,buffaloes,grassland,milk,0
MKD,buffaloes,grassland,milk,0
MLI,buffaloes,grassland,milk,0
MLT,buffaloes,grassland,milk,0
MMR,buffaloes,grassland,milk,0
MNE,buffaloes,grassland,milk,0
MNG,buffaloes,grassland,milk,0
MNP,buffaloes,grassland,milk,0
MOZ,buffaloes,grassland,milk,0
MRT,buffaloes,grassland,milk,0
MSR,buffaloes,grassland,milk,0
MTQ,buffaloes,grassland,milk,0
MUS,buffaloes,grassland,milk,0
MWI,buffaloes,grassland,milk,0
MYS,buffaloes,grassland,milk,0
MYT,buffaloes,grassland,milk,0
NAM,buffaloes,grassland,milk,0
NCL,buffaloes,grassland,milk,0
NER,buffaloes,grassland,milk,0
NFK,buffaloes,grassland,milk,0
NGA,buffaloes,grassland,milk,0
NIC,buffaloes,grassland,milk,0
NIU,buffaloes,grassland,milk,0
NLD,buffaloes,grassland,milk,0
NOR,buffaloes,grassland,milk,0
NPL,buffaloes,grassland,milk,0
NRU,buffaloes,grassland,milk,0
NZL,buffaloes,grassland,milk,0
OMN,buffaloes,grassland,milk,0
PAK,buffaloes,grassland,milk,0
PAN,buffaloes,grassland,milk,0
PCN,buffaloes,grassland,milk,0
PER,buffaloes,grassland,milk,0
PHL,buffaloes,grassland,milk,0
PLW,buffaloes,grassland,milk,0
PNG,buffaloes,grassland,milk,0
POL,buffaloes,grassland,milk,0
PRI,buffaloes,grassland,milk,0
PRK,buffaloes,grassland,milk,0
PRT,buffaloes,grassland,milk,0
PRY,buffaloes,grassland,milk,0
PSE,buffaloes,grassland,milk,0
PYF,buffaloes,grassland,milk,0
QAT,buffaloes,grassland,milk,0
REU,buffaloes,grassland,milk,0
ROU,buffaloes,grassland,milk,0
RUS,buffaloes,grassland,milk,0
RWA,buffaloes,grassland,milk,0
SAU,buffaloes,grassland,milk,0
SDN,buffaloes,grassland,milk,0
SEN,buffaloes,grassland,milk,0
SGP,buffaloes,grassland,milk,0
SHN,buffaloes,grassland,milk,0
SJM,buffaloes,grassland,milk,0
SLB,buffaloes,grassland,milk,0
SLE,buffaloes,grassland,milk,0
SLV,buffaloes,grassland,milk,0
SMR,buffaloes,grassland,milk,0
SOM,buffaloes,grassland,milk,0
SPM,buffaloes,grassland,milk,0
SRB,buffaloes,grassland,milk,0
SSD,buffaloes,grassland,milk,0
STP,buffaloes,grassland,milk,0
SUR,buffaloes,grassland,milk,0
SVK,buffaloes,grassland,milk,0
SVN,buffaloes,grassland,milk,0
SWE,buffaloes,grassland,milk,0
SWZ,buffaloes,grassland,milk,0
SXM,buffaloes,grassland,milk,0
SYC,buffaloes,grassland,milk,0
SYR,buffaloes,grassland,milk,0
TCA,buffaloes,grassland,milk,0
TCD,buffaloes,grassland,milk,0
TGO,buffaloes,grassland,milk,0
THA,buffaloes,grassland,milk,0
TJK,buffaloes,grassland,milk,0
TKL,buffaloes,grassland,milk,0
TKM,buffaloes,grassland,milk,0
TLS,buffaloes,grassland,milk,0
TON,buffaloes,grassland,milk,0
TTO,buffaloes,grassland,milk,0
TUN,buffaloes,grassland,milk,0
TUR,buffaloes,grassland,milk,0
TUV,buffaloes,grassland,milk,0
TWN,buffaloes,grassland,milk,0
TZA,buffaloes,grassland,milk,0
UGA,buffaloes,grassland,milk,0
UKR,buffaloes,grassland,milk,0
URY,buffaloes,grassland,milk,0
USA,buffaloes,grassland,milk,0
UZB,buffaloes,grassland,milk,0
VCT,buffaloes,grassland,milk,0
VEN,buffaloes,grassland,milk,0
VGB,buffaloes,grassland,milk,0
VIR,buffaloes,grassland,milk,0
VNM,buffaloes,grassland,milk,0
VUT,buffaloes,grassland,milk,0
WLF,buffaloes,grassland,milk,0
WSM,buffaloes,grassland,milk,0
XKO,buffaloes,grassland,milk,0
XMI,buffaloes,grassland,milk,0
YEM,buffaloes,grassland,milk,0
ZAF,buffaloes,grassland,milk,0
ZMB,buffaloes,grassland,milk,0
ZWE,buffaloes,grassland,milk,0
