iso3c,animal,system,product,leach_mms_rate
ABW,chickens,industrial,eggs,4.4024464285714296e-5
AFG,chickens,industrial,eggs,3.0966e-5
AGO,chickens,industrial,eggs,2.3224499999999998e-5
AIA,chickens,industrial,eggs,4.4024464285714296e-5
ALA,chickens,industrial,eggs,2.1467907333333334e-5
ALB,chickens,industrial,eggs,2.779e-5
AND,chickens,industrial,eggs,2.1636500000000002e-5
ARE,chickens,industrial,eggs,2.6202e-5
ARG,chickens,industrial,eggs,4.3706722500000004e-5
ARM,chickens,industrial,eggs,3.830256e-5
ASM,chickens,industrial,eggs,9.74386875e-6
ATG,chickens,industrial,eggs,4.4024464285714296e-5
AUS,chickens,industrial,eggs,1.0546305e-5
AUT,chickens,industrial,eggs,1.8659e-5
AZE,chickens,industrial,eggs,4.229241e-5
BDI,chickens,industrial,eggs,2.2629e-5
BEL,chickens,industrial,eggs,1.8659e-5
BEN,chickens,industrial,eggs,3.2157e-5
BES,chickens,industrial,eggs,4.660560876623378e-5
BFA,chickens,industrial,eggs,2.9775e-5
BGD,chickens,industrial,eggs,2.1437999999999997e-5
BGR,chickens,industrial,eggs,2.3423e-5
BHR,chickens,industrial,eggs,2.4737070000000002e-5
BHS,chickens,industrial,eggs,4.1982750000000004e-5
BIH,chickens,industrial,eggs,2.6996e-5
BLM,chickens,industrial,eggs,4.660560876623378e-5
BLR,chickens,industrial,eggs,3.4936000000000006e-5
BLZ,chickens,industrial,eggs,4.823550000000001e-5
BMU,chickens,industrial,eggs,1.5704823750000002e-5
BOL,chickens,industrial,eggs,5.75818725e-5
BRA,chickens,industrial,eggs,4.10895e-5
BRB,chickens,industrial,eggs,4.4024464285714296e-5
BRN,chickens,industrial,eggs,2.23908e-5
BTN,chickens,industrial,eggs,2.67975e-5
BWA,chickens,industrial,eggs,3.8707499999999995e-5
CAF,chickens,industrial,eggs,3.39435e-5
CAN,chickens,industrial,eggs,2.222406e-5
CCK,chickens,industrial,eggs,1.0622727500000001e-5
CHE,chickens,industrial,eggs,1.9672767857142857e-5
CHL,chickens,industrial,eggs,4.0237935e-5
CHN,chickens,industrial,eggs,3.3348e-5
CIV,chickens,industrial,eggs,3.8707499999999995e-5
CMR,chickens,industrial,eggs,2.9775e-5
COD,chickens,industrial,eggs,1.96515e-5
COG,chickens,industrial,eggs,2.67975e-5
COK,chickens,industrial,eggs,9.74386875e-6
COL,chickens,industrial,eggs,5.091525000000001e-5
COM,chickens,industrial,eggs,4.2875999999999994e-5
CPV,chickens,industrial,eggs,3.15218e-5
CRI,chickens,industrial,eggs,5.6274750000000015e-5
CUB,chickens,industrial,eggs,4.1982750000000004e-5
CUW,chickens,industrial,eggs,4.660560876623378e-5
CXR,chickens,industrial,eggs,1.0622727500000001e-5
CYM,chickens,industrial,eggs,4.4024464285714296e-5
CYP,chickens,industrial,eggs,4.468632000000001e-5
CZE,chickens,industrial,eggs,1.9850000000000005e-5
DEU,chickens,industrial,eggs,1.7071e-5
DJI,chickens,industrial,eggs,2.85443e-5
DMA,chickens,industrial,eggs,7.146000000000001e-5
DNK,chickens,industrial,eggs,2.166032e-5
DOM,chickens,industrial,eggs,2.3224500000000008e-5
DZA,chickens,industrial,eggs,3.75165e-5
ECU,chickens,industrial,eggs,5.6194357500000006e-5
EGY,chickens,industrial,eggs,2.6202e-5
ERI,chickens,industrial,eggs,3.15615e-5
ESH,chickens,industrial,eggs,3.31495e-5
ESP,chickens,industrial,eggs,1.8262e-5
EST,chickens,industrial,eggs,2.061224e-5
ETH,chickens,industrial,eggs,2.7988499999999998e-5
FIN,chickens,industrial,eggs,2.1616650000000002e-5
FJI,chickens,industrial,eggs,8.865010000000003e-6
FLK,chickens,industrial,eggs,4.2746135192307694e-5
FRA,chickens,industrial,eggs,2.3026e-5
FRO,chickens,industrial,eggs,2.1520576000000003e-5
FSM,chickens,industrial,eggs,9.74386875e-6
GAB,chickens,industrial,eggs,2.08425e-5
GBR,chickens,industrial,eggs,2.5408e-5
GEO,chickens,industrial,eggs,4.229241e-5
GGY,chickens,industrial,eggs,2.1520576000000003e-5
GHA,chickens,industrial,eggs,3.0966e-5
GIB,chickens,industrial,eggs,2.16365e-5
GIN,chickens,industrial,eggs,4.2875999999999994e-5
GLP,chickens,industrial,eggs,5.6274750000000015e-5
GMB,chickens,industrial,eggs,2.5010999999999998e-5
GNB,chickens,industrial,eggs,3.9303e-5
GNQ,chickens,industrial,eggs,4.5853500000000004e-5
GRC,chickens,industrial,eggs,1.8659e-5
GRD,chickens,industrial,eggs,5.6274750000000015e-5
GRL,chickens,industrial,eggs,1.5704823750000002e-5
GTM,chickens,industrial,eggs,4.912875000000001e-5
GUF,chickens,industrial,eggs,3.052533e-5
GUM,chickens,industrial,eggs,9.74386875e-6
GUY,chickens,industrial,eggs,4.3012965e-5
HKG,chickens,industrial,eggs,4.609527300000001e-5
HND,chickens,industrial,eggs,5.716800000000001e-5
HRV,chickens,industrial,eggs,2.3422999999999996e-5
HTI,chickens,industrial,eggs,4.555575000000001e-5
HUN,chickens,industrial,eggs,1.9452999999999998e-5
IDN,chickens,industrial,eggs,4.82355e-5
IMN,chickens,industrial,eggs,2.1520576000000003e-5
IND,chickens,industrial,eggs,8.0988e-5
IOT,chickens,industrial,eggs,2.85443e-5
IRL,chickens,industrial,eggs,1.3005720000000003e-5
IRN,chickens,industrial,eggs,3.2157e-5
IRQ,chickens,industrial,eggs,3.750459e-5
ISL,chickens,industrial,eggs,2.2009680000000002e-5
ISR,chickens,industrial,eggs,4.309038e-5
ITA,chickens,industrial,eggs,1.9056e-5
JAM,chickens,industrial,eggs,6.342075e-5
JEY,chickens,industrial,eggs,2.1520576000000003e-5
JOR,chickens,industrial,eggs,5.665587e-5
JPN,chickens,industrial,eggs,4.3769250000000004e-05
KAZ,chickens,industrial,eggs,4.1976795e-5
KEN,chickens,industrial,eggs,2.9775e-5
KGZ,chickens,industrial,eggs,4.910493000000001e-5
KHM,chickens,industrial,eggs,1.2386400000000002e-5
KIR,chickens,industrial,eggs,9.74386875e-6
KNA,chickens,industrial,eggs,4.4024464285714296e-5
KOR,chickens,industrial,eggs,5.002200000000002e-5
KWT,chickens,industrial,eggs,3.1120830000000004e-5
LAO,chickens,industrial,eggs,1.2148200000000002e-5
LBN,chickens,industrial,eggs,5.745384e-5
LBR,chickens,industrial,eggs,3.0966e-5
LBY,chickens,industrial,eggs,2.6202e-5
LCA,chickens,industrial,eggs,2.4117750000000005e-5
LIE,chickens,industrial,eggs,2.0133571428571428e-5
LKA,chickens,industrial,eggs,3.4539e-5
LSO,chickens,industrial,eggs,2.7988499999999998e-5
LTU,chickens,industrial,eggs,2.2359040000000003e-5
LUX,chickens,industrial,eggs,2.1040999999999997e-5
LVA,chickens,industrial,eggs,2.166032e-5
MAC,chickens,industrial,eggs,4.609527300000001e-5
MAF,chickens,industrial,eggs,4.660560876623378e-5
MAR,chickens,industrial,eggs,3.4539e-5
MCO,chickens,industrial,eggs,2.0133571428571428e-5
MDA,chickens,industrial,eggs,3.1363000000000004e-5
MDG,chickens,industrial,eggs,2.7988499999999998e-5
MDV,chickens,industrial,eggs,3.04449375e-5
MEX,chickens,industrial,eggs,4.823550000000001e-5
MHL,chickens,industrial,eggs,9.74386875e-6
MKD,chickens,industrial,eggs,2.382e-5
MLI,chickens,industrial,eggs,3.27525e-5
MLT,chickens,industrial,eggs,1.9056e-5
MMR,chickens,industrial,eggs,1.3101e-5
MNE,chickens,industrial,eggs,2.2232000000000003e-5
MNG,chickens,industrial,eggs,5.306500500000001e-5
MNP,chickens,industrial,eggs,9.74386875e-6
MOZ,chickens,industrial,eggs,3.15615e-5
MRT,chickens,industrial,eggs,2.3820000000000002e-5
MSR,chickens,industrial,eggs,4.4024464285714296e-5
MTQ,chickens,industrial,eggs,4.7342250000000006e-5
MUS,chickens,industrial,eggs,2.85443e-5
MWI,chickens,industrial,eggs,2.3820000000000002e-5
MYS,chickens,industrial,eggs,1.5959400000000002e-5
MYT,chickens,industrial,eggs,2.85443e-5
NAM,chickens,industrial,eggs,2.7988499999999998e-5
NCL,chickens,industrial,eggs,5.655265e-6
NER,chickens,industrial,eggs,3.8112000000000004e-5
NFK,chickens,industrial,eggs,1.0622727500000001e-5
NGA,chickens,industrial,eggs,3.03705e-5
NIC,chickens,industrial,eggs,4.6449000000000016e-5
NIU,chickens,industrial,eggs,9.74386875e-6
NLD,chickens,industrial,eggs,1.8659e-5
NOR,chickens,industrial,eggs,2.3057760000000002e-5
NPL,chickens,industrial,eggs,2.5010999999999998e-5
NRU,chickens,industrial,eggs,9.74386875e-6
NZL,chickens,industrial,eggs,1.069915e-5
OMN,chickens,industrial,eggs,3.0322860000000005e-5
PAK,chickens,industrial,eggs,3.2157e-5
PAN,chickens,industrial,eggs,4.912875000000001e-5
PCN,chickens,industrial,eggs,9.74386875e-6
PER,chickens,industrial,eggs,3.3348e-5
PHL,chickens,industrial,eggs,7.3842e-6
PLW,chickens,industrial,eggs,9.74386875e-6
PNG,chickens,industrial,eggs,1.1921910000000001e-5
POL,chickens,industrial,eggs,1.8262e-5
PRI,chickens,industrial,eggs,6.163425e-5
PRK,chickens,industrial,eggs,4.989694500000001e-5
PRT,chickens,industrial,eggs,1.8262e-5
PRY,chickens,industrial,eggs,4.717551e-5
PSE,chickens,industrial,eggs,8.139294000000001e-5
PYF,chickens,industrial,eggs,9.74386875e-6
QAT,chickens,industrial,eggs,8.77767e-6
REU,chickens,industrial,eggs,2.85443e-5
ROU,chickens,industrial,eggs,2.4614000000000005e-5
RUS,chickens,industrial,eggs,2.3026e-5
RWA,chickens,industrial,eggs,2.7393e-5
SAU,chickens,industrial,eggs,3.750459e-5
SDN,chickens,industrial,eggs,3.4108916666666665e-5
SEN,chickens,industrial,eggs,2.67975e-5
SGP,chickens,industrial,eggs,1.79047e-5
SHN,chickens,industrial,eggs,3.15218e-5
SJM,chickens,industrial,eggs,2.1520576000000003e-5
SLB,chickens,industrial,eggs,5.9609550000000004e-6
SLE,chickens,industrial,eggs,2.67975e-5
SLV,chickens,industrial,eggs,4.6449000000000016e-5
SMR,chickens,industrial,eggs,2.1636500000000002e-5
SOM,chickens,industrial,eggs,2.3820000000000002e-5
SPM,chickens,industrial,eggs,4.734845312499999e-5
SRB,chickens,industrial,eggs,2.5804999999999998e-5
SSD,chickens,industrial,eggs,2.85443e-5
STP,chickens,industrial,eggs,4.4067e-5
SUR,chickens,industrial,eggs,3.5381632500000006e-5
SVK,chickens,industrial,eggs,2.0247000000000005e-5
SVN,chickens,industrial,eggs,1.6277e-5
SWE,chickens,industrial,eggs,2.3026e-5
SWZ,chickens,industrial,eggs,2.3820000000000002e-5
SXM,chickens,industrial,eggs,4.660560876623378e-5
SYC,chickens,industrial,eggs,1.60785e-5
SYR,chickens,industrial,eggs,4.149444000000001e-5
TCA,chickens,industrial,eggs,4.4024464285714296e-5
TCD,chickens,industrial,eggs,3.3348e-5
TGO,chickens,industrial,eggs,2.44155e-5
THA,chickens,industrial,eggs,1.79047e-5
TJK,chickens,industrial,eggs,7.128135000000001e-5
TKL,chickens,industrial,eggs,9.74386875e-6
TKM,chickens,industrial,eggs,4.8312915000000004e-5
TLS,chickens,industrial,eggs,1.6674e-5
TON,chickens,industrial,eggs,9.74386875e-6
TTO,chickens,industrial,eggs,4.4024464285714296e-5
TUN,chickens,industrial,eggs,4.70445e-5
TUR,chickens,industrial,eggs,5.436915000000002e-5
TUV,chickens,industrial,eggs,9.74386875e-6
TWN,chickens,industrial,eggs,4.604167800000001e-5
TZA,chickens,industrial,eggs,2.9775e-5
UGA,chickens,industrial,eggs,2.9775e-5
UKR,chickens,industrial,eggs,2.5805e-5
URY,chickens,industrial,eggs,3.7462905000000004e-5
USA,chickens,industrial,eggs,2.2841395e-5
UZB,chickens,industrial,eggs,5.385702000000001e-5
VCT,chickens,industrial,eggs,5.180850000000001e-5
VEN,chickens,industrial,eggs,3.81566625e-5
VGB,chickens,industrial,eggs,4.660560876623378e-5
VIR,chickens,industrial,eggs,4.4024464285714296e-5
VNM,chickens,industrial,eggs,1.28628e-5
VUT,chickens,industrial,eggs,1.1921910000000001e-5
WLF,chickens,industrial,eggs,9.74386875e-6
WSM,chickens,industrial,eggs,9.74386875e-6
XKO,chickens,industrial,eggs,2.16365e-5
