iso3c,animal,system,product,leach_mms_rate
KEN,buffaloes,grassland,meat,0
KGZ,buffaloes,grassland,meat,0
KHM,buffaloes,grassland,meat,0
KIR,buffaloes,grassland,meat,0
KNA,buffaloes,grassland,meat,0
KOR,buffaloes,grassland,meat,0
KWT,buffaloes,grassland,meat,0
LAO,buffaloes,grassland,meat,0
LBN,buffaloes,grassland,meat,0
LBR,buffaloes,grassland,meat,0
LBY,buffaloes,grassland,meat,0
LCA,buffaloes,grassland,meat,0
LIE,buffaloes,grassland,meat,0
LKA,buffaloes,grassland,meat,0
LSO,buffaloes,grassland,meat,0
LTU,buffaloes,grassland,meat,0
LUX,buffaloes,grassland,meat,0
LVA,buffaloes,grassland,meat,0
MAC,buffaloes,grassland,meat,0
MAF,buffaloes,grassland,meat,0
MAR,buffaloes,grassland,meat,0
MCO,buffaloes,grassland,meat,0
MDA,buffaloes,grassland,meat,0
MDG,buffaloes,grassland,meat,0
MDV,buffaloes,grassland,meat,0
MEX,buffaloes,grassland,meat,0
MHL,buffaloes,grassland,meat,0
MKD,buffaloes,grassland,meat,0
MLI,buffaloes,grassland,meat,0
MLT,buffaloes,grassland,meat,0
MMR,buffaloes,grassland,meat,0
MNE,buffaloes,grassland,meat,0
MNG,buffaloes,grassland,meat,0
MNP,buffaloes,grassland,meat,0
MOZ,buffaloes,grassland,meat,0
MRT,buffaloes,grassland,meat,0
MSR,buffaloes,grassland,meat,0
MTQ,buffaloes,grassland,meat,0
MUS,buffaloes,grassland,meat,0
MWI,buffaloes,grassland,meat,0
MYS,buffaloes,grassland,meat,0
MYT,buffaloes,grassland,meat,0
NAM,buffaloes,grassland,meat,0
NCL,buffaloes,grassland,meat,0
NER,buffaloes,grassland,meat,0
NFK,buffaloes,grassland,meat,0
NGA,buffaloes,grassland,meat,0
NIC,buffaloes,grassland,meat,0
NIU,buffaloes,grassland,meat,0
NLD,buffaloes,grassland,meat,0
NOR,buffaloes,grassland,meat,0
NPL,buffaloes,grassland,meat,0
NRU,buffaloes,grassland,meat,0
NZL,buffaloes,grassland,meat,0
OMN,buffaloes,grassland,meat,0
PAK,buffaloes,grassland,meat,0
PAN,buffaloes,grassland,meat,0
PCN,buffaloes,grassland,meat,0
PER,buffaloes,grassland,meat,0
PHL,buffaloes,grassland,meat,0
PLW,buffaloes,grassland,meat,0
PNG,buffaloes,grassland,meat,0
POL,buffaloes,grassland,meat,0
PRI,buffaloes,grassland,meat,0
PRK,buffaloes,grassland,meat,0
PRT,buffaloes,grassland,meat,0
PRY,buffaloes,grassland,meat,0
PSE,buffaloes,grassland,meat,0
PYF,buffaloes,grassland,meat,0
QAT,buffaloes,grassland,meat,0
REU,buffaloes,grassland,meat,0
ROU,buffaloes,grassland,meat,0
RUS,buffaloes,grassland,meat,0
RWA,buffaloes,grassland,meat,0
SAU,buffaloes,grassland,meat,0
SDN,buffaloes,grassland,meat,0
SEN,buffaloes,grassland,meat,0
SGP,buffaloes,grassland,meat,0
SHN,buffaloes,grassland,meat,0
SJM,buffaloes,grassland,meat,0
SLB,buffaloes,grassland,meat,0
SLE,buffaloes,grassland,meat,0
SLV,buffaloes,grassland,meat,0
SMR,buffaloes,grassland,meat,0
SOM,buffaloes,grassland,meat,0
SPM,buffaloes,grassland,meat,0
SRB,buffaloes,grassland,meat,0
SSD,buffaloes,grassland,meat,0
STP,buffaloes,grassland,meat,0
SUR,buffaloes,grassland,meat,0
SVK,buffaloes,grassland,meat,0
SVN,buffaloes,grassland,meat,0
SWE,buffaloes,grassland,meat,0
SWZ,buffaloes,grassland,meat,0
SXM,buffaloes,grassland,meat,0
SYC,buffaloes,grassland,meat,0
SYR,buffaloes,grassland,meat,0
TCA,buffaloes,grassland,meat,0
TCD,buffaloes,grassland,meat,0
TGO,buffaloes,grassland,meat,0
THA,buffaloes,grassland,meat,0
TJK,buffaloes,grassland,meat,0
TKL,buffaloes,grassland,meat,0
TKM,buffaloes,grassland,meat,0
TLS,buffaloes,grassland,meat,0
TON,buffaloes,grassland,meat,0
TTO,buffaloes,grassland,meat,0
TUN,buffaloes,grassland,meat,0
TUR,buffaloes,grassland,meat,0
TUV,buffaloes,grassland,meat,0
TWN,buffaloes,grassland,meat,0
TZA,buffaloes,grassland,meat,0
UGA,buffaloes,grassland,meat,0
UKR,buffaloes,grassland,meat,0
URY,buffaloes,grassland,meat,0
USA,buffaloes,grassland,meat,0
UZB,buffaloes,grassland,meat,0
VCT,buffaloes,grassland,meat,0
VEN,buffaloes,grassland,meat,0
VGB,buffaloes,grassland,meat,0
VIR,buffaloes,grassland,meat,0
VNM,buffaloes,grassland,meat,0
VUT,buffaloes,grassland,meat,0
WLF,buffaloes,grassland,meat,0
WSM,buffaloes,grassland,meat,0
XKO,buffaloes,grassland,meat,0
XMI,buffaloes,grassland,meat,0
YEM,buffaloes,grassland,meat,0
ZAF,buffaloes,grassland,meat,0
ZMB,buffaloes,grassland,meat,0
ZWE,buffaloes,grassland,meat,0
