iso3c,animal,system,product,leach_mms_rate
ABW,pigs,intermediate,meat,0.0018481053257142855
AFG,pigs,intermediate,meat,0.001740298728
AGO,pigs,intermediate,meat,5.3490192e-4
AIA,pigs,intermediate,meat,0.0018481053257142855
ALA,pigs,intermediate,meat,6.613310561e-4
ALB,pigs,intermediate,meat,6.899657529999999e-4
AND,pigs,intermediate,meat,6.729848885416666e-4
ARE,pigs,intermediate,meat,0.00113011608
ARG,pigs,intermediate,meat,0.0028641168000000006
ARM,pigs,intermediate,meat,9.8557632e-4
ASM,pigs,intermediate,meat,0.0023584598849999997
ATG,pigs,intermediate,meat,0.0023347411200000004
AUS,pigs,intermediate,meat,0.001728885375
AUT,pigs,intermediate,meat,5.314883551999999e-4
AZE,pigs,intermediate,meat,0.0011890944
BDI,pigs,intermediate,meat,4.0084296e-4
BEL,pigs,intermediate,meat,2.642035e-4
BEN,pigs,intermediate,meat,8.036868e-4
BES,pigs,intermediate,meat,0.0018348016337888199
BFA,pigs,intermediate,meat,8.813697750000001e-4
BGD,pigs,intermediate,meat,0.00139903197
BGR,pigs,intermediate,meat,0.00076819500000000005
BHR,pigs,intermediate,meat,0.00113011608
BHS,pigs,intermediate,meat,0.00243650016
BIH,pigs,intermediate,meat,6.039944105e-4
BLM,pigs,intermediate,meat,0.0018348016337888199
BLR,pigs,intermediate,meat,7.745470000000001e-4
BLZ,pigs,intermediate,meat,0.0016430083200000003
BMU,pigs,intermediate,meat,3.503661965e-4
BOL,pigs,intermediate,meat,0.0023656118400000006
BRA,pigs,intermediate,meat,0.00191398464
BRB,pigs,intermediate,meat,9.0096768e-4
BRN,pigs,intermediate,meat,0.00250578063
BTN,pigs,intermediate,meat,0.00145679547
BWA,pigs,intermediate,meat,5.9426136e-4
CAF,pigs,intermediate,meat,6.996410400000001e-4
CAN,pigs,intermediate,meat,2.673340832e-4
CCK,pigs,intermediate,meat,0.0016055821375
CHE,pigs,intermediate,meat,6.9508745e-4
CHL,pigs,intermediate,meat,0.0024616540800000003
CHN,pigs,intermediate,meat,0.00184401339
CIV,pigs,intermediate,meat,8.523748800000001e-4
CMR,pigs,intermediate,meat,5.962622400000001e-4
COD,pigs,intermediate,meat,4.0351080000000005e-4
COG,pigs,intermediate,meat,5.3156712e-4
COK,pigs,intermediate,meat,0.0024099765899999997
COL,pigs,intermediate,meat,0.0016418649600000003
COM,pigs,intermediate,meat,5.091128e-4
CPV,pigs,intermediate,meat,9.510849600000001e-4
CRI,pigs,intermediate,meat,0.0017676345600000003
CUB,pigs,intermediate,meat,0.0014349168000000001
CUW,pigs,intermediate,meat,0.0018348016337888199
CXR,pigs,intermediate,meat,0.0016055821375
CYM,pigs,intermediate,meat,0.0022352688
CYP,pigs,intermediate,meat,0.00145130496
CZE,pigs,intermediate,meat,7.515209999999999e-4
DEU,pigs,intermediate,meat,4.6786469850000005e-4
DJI,pigs,intermediate,meat,5.091128e-4
DMA,pigs,intermediate,meat,0.0026743190400000004
DNK,pigs,intermediate,meat,4.1680236e-4
DOM,pigs,intermediate,meat,0.0018716803200000004
DZA,pigs,intermediate,meat,9.5737344e-4
ECU,pigs,intermediate,meat,0.0019322783999999999
EGY,pigs,intermediate,meat,6.2275008e-4
ERI,pigs,intermediate,meat,5.091128e-4
ESH,pigs,intermediate,meat,9.061127999999999e-4
ESP,pigs,intermediate,meat,6.44602151e-4
EST,pigs,intermediate,meat,6.991116404999999e-4
ETH,pigs,intermediate,meat,5.0422176e-4
FIN,pigs,intermediate,meat,6.954532855000001e-4
FJI,pigs,intermediate,meat,0.003165136095
FLK,pigs,intermediate,meat,0.0023370278400000003
FRA,pigs,intermediate,meat,3.3802168000000003e-4
FRO,pigs,intermediate,meat,6.925266014999999e-4
FSM,pigs,intermediate,meat,0.00230191716
GAB,pigs,intermediate,meat,4.1418216000000004e-4
GBR,pigs,intermediate,meat,5.39096225e-4
GEO,pigs,intermediate,meat,0.0010938144
GGY,pigs,intermediate,meat,6.925266014999999e-4
GHA,pigs,intermediate,meat,6.836340000000001e-4
GIB,pigs,intermediate,meat,6.285707687559524e-4
GIN,pigs,intermediate,meat,0.00100110696
GLP,pigs,intermediate,meat,0.0013548816
GMB,pigs,intermediate,meat,5.7158472e-4
GNB,pigs,intermediate,meat,9.6909288e-4
GNQ,pigs,intermediate,meat,8.1302424e-4
GRC,pigs,intermediate,meat,6.954532855000001e-4
GRD,pigs,intermediate,meat,0.0028195257600000002
GRL,pigs,intermediate,meat,3.503661965e-4
GTM,pigs,intermediate,meat,0.0016087075200000001
GUF,pigs,intermediate,meat,0.00144292032
GUM,pigs,intermediate,meat,0.00232704726
GUY,pigs,intermediate,meat,0.0017013196800000003
HKG,pigs,intermediate,meat,0.0017583209400000002
HND,pigs,intermediate,meat,0.0018430963200000005
HRV,pigs,intermediate,meat,6.70942307e-4
HTI,pigs,intermediate,meat,0.00152867232
HUN,pigs,intermediate,meat,6.49492e-4
IDN,pigs,intermediate,meat,0.00206677803
IMN,pigs,intermediate,meat,6.925266014999999e-4
IND,pigs,intermediate,meat,0.0032118292500000005
IOT,pigs,intermediate,meat,5.091128e-4
IRL,pigs,intermediate,meat,6.822832075e-4
IRN,pigs,intermediate,meat,0.001740298728
