iso3c,animal,system,product,leach_mms_rate
MYS,sheep,mixed,meat,8.634749999999999e-5
MYT,sheep,mixed,meat,3.0966e-5
NAM,sheep,mixed,meat,7.68195e-5
NCL,sheep,mixed,meat,1.0038072888585565e-4
NER,sheep,mixed,meat,9.736424999999999e-5
NFK,sheep,mixed,meat,1.0038072888585565e-4
NGA,sheep,mixed,meat,7.949925e-5
NIC,sheep,mixed,meat,1.22673e-4
NIU,sheep,mixed,meat,1.0038072888585565e-4
NLD,sheep,mixed,meat,1.2855654e-4
NOR,sheep,mixed,meat,7.114240000000002e-5
NPL,sheep,mixed,meat,1.27437e-4
NRU,sheep,mixed,meat,1.0038072888585565e-4
NZL,sheep,mixed,meat,1.0038072888585565e-4
OMN,sheep,mixed,meat,1.280325e-4
PAK,sheep,mixed,meat,9.855525e-5
PAN,sheep,mixed,meat,1.423245e-4
PCN,sheep,mixed,meat,1.0038072888585565e-4
PER,sheep,mixed,meat,1.2207749999999998e-4
PHL,sheep,mixed,meat,5.716799999999999e-5
PLW,sheep,mixed,meat,1.0038072888585565e-4
PNG,sheep,mixed,meat,1.0038072888585565e-4
POL,sheep,mixed,meat,1.5149519999999999e-4
PRI,sheep,mixed,meat,1.3279649999999997e-4
PRK,sheep,mixed,meat,9.736424999999999e-5
PRT,sheep,mixed,meat,3.922360000000001e-5
PRY,sheep,mixed,meat,0.00014500425000000001
PSE,sheep,mixed,meat,2.495145e-4
PYF,sheep,mixed,meat,1.0038072888585565e-4
QAT,sheep,mixed,meat,1.2833025e-4
REU,sheep,mixed,meat,8.720353124999999e-5
ROU,sheep,mixed,meat,1.435552e-5
RUS,sheep,mixed,meat,1.3249478e-4
RWA,sheep,mixed,meat,6.639824999999999e-5
SAU,sheep,mixed,meat,1.1820675000000001e-4
SDN,sheep,mixed,meat,7.959849999999999e-5
SEN,sheep,mixed,meat,9.587550000000001e-5
SGP,sheep,mixed,meat,1.09572e-4
SHN,sheep,mixed,meat,4.2578249999999995e-5
SJM,sheep,mixed,meat,7.294875e-5
SLB,sheep,mixed,meat,1.0038072888585565e-4
SLE,sheep,mixed,meat,7.562850000000001e-5
SLV,sheep,mixed,meat,1.1701575e-4
SMR,sheep,mixed,meat,5.4579560000000006e-5
SOM,sheep,mixed,meat,8.724075000000001e-5
SPM,sheep,mixed,meat,1.2082298000000002e-4
SRB,sheep,mixed,meat,5.313448000000001e-5
SSD,sheep,mixed,meat,8.720353125e-5
STP,sheep,mixed,meat,4.2875999999999994e-5
SUR,sheep,mixed,meat,1.4172899999999997e-4
SVK,sheep,mixed,meat,8.35685e-5
SVN,sheep,mixed,meat,1.0075860000000001e-4
SWE,sheep,mixed,meat,7.003080000000001e-5
SWZ,sheep,mixed,meat,9.170700000000001e-5
SXM,sheep,mixed,meat,1.1358515217391304e-4
SYC,sheep,mixed,meat,8.720353124999999e-5
SYR,sheep,mixed,meat,1.1135850000000001e-4
TCA,sheep,mixed,meat,1.1443524999999999e-4
TCD,sheep,mixed,meat,1.018305e-4
TGO,sheep,mixed,meat,8.188124999999999e-5
THA,sheep,mixed,meat,7.413975e-5
TJK,sheep,mixed,meat,1.48875e-4
TKL,sheep,mixed,meat,1.0038072888585565e-4
TKM,sheep,mixed,meat,1.566165e-4
TLS,sheep,mixed,meat,9.438675e-5
TON,sheep,mixed,meat,1.0038072888585565e-4
TTO,sheep,mixed,meat,1.1443524999999999e-4
TUN,sheep,mixed,meat,8.456099999999999e-5
TUR,sheep,mixed,meat,1.1939775e-4
TUV,sheep,mixed,meat,1.0038072888585565e-4
TWN,sheep,mixed,meat,9.8456e-5
TZA,sheep,mixed,meat,9.7662e-5
UGA,sheep,mixed,meat,8.6943e-5
UKR,sheep,mixed,meat,9.571317111111112e-5
URY,sheep,mixed,meat,1.7329050000000002e-4
USA,sheep,mixed,meat,1.2862800000000002e-4
UZB,sheep,mixed,meat,1.4053799999999997e-4
VCT,sheep,mixed,meat,8.485875e-5
VEN,sheep,mixed,meat,1.4947049999999997e-4
VGB,sheep,mixed,meat,1.1443524999999999e-4
VIR,sheep,mixed,meat,1.1443524999999999e-4
VNM,sheep,mixed,meat,8.307225e-5
VUT,sheep,mixed,meat,1.0038072888585565e-4
WLF,sheep,mixed,meat,1.0038072888585565e-4
WSM,sheep,mixed,meat,1.0038072888585565e-4
XKO,sheep,mixed,meat,5.2377431538461544e-5
XMI,sheep,mixed,meat,4.804494e-5
YEM,sheep,mixed,meat,1.149315e-4
ZAF,sheep,mixed,meat,1.1165625e-4
ZMB,sheep,mixed,meat,1.0986975e-4
ZWE,sheep,mixed,meat,1.4708850000000003e-4
