iso3c,animal,system,product,leach_mms_rate
ABW,sheep,grassland,milk,0
AFG,sheep,grassland,milk,0
AGO,sheep,grassland,milk,0
AIA,sheep,grassland,milk,0
ALA,sheep,grassland,milk,0
ALB,sheep,grassland,milk,0
AND,sheep,grassland,milk,0
ARE,sheep,grassland,milk,0
ARG,sheep,grassland,milk,0
ARM,sheep,grassland,milk,0
ASM,sheep,grassland,milk,0
ATG,sheep,grassland,milk,0
AUS,sheep,grassland,milk,0
AUT,sheep,grassland,milk,0
AZE,sheep,grassland,milk,0
BDI,sheep,grassland,milk,0
BEL,sheep,grassland,milk,0
BEN,sheep,grassland,milk,0
BES,sheep,grassland,milk,0
BFA,sheep,grassland,milk,0
BGD,sheep,grassland,milk,0
BGR,sheep,grassland,milk,0
BHR,sheep,grassland,milk,0
BHS,sheep,grassland,milk,0
BIH,sheep,grassland,milk,0
BLM,sheep,grassland,milk,0
BLR,sheep,grassland,milk,0
BLZ,sheep,grassland,milk,0
BMU,sheep,grassland,milk,0
BOL,sheep,grassland,milk,0
BRA,sheep,grassland,milk,0
BRB,sheep,grassland,milk,0
BRN,sheep,grassland,milk,0
BTN,sheep,grassland,milk,0
BWA,sheep,grassland,milk,0
CAF,sheep,grassland,milk,0
CAN,sheep,grassland,milk,0
CCK,sheep,grassland,milk,0
CHE,sheep,grassland,milk,0
CHL,sheep,grassland,milk,0
CHN,sheep,grassland,milk,0
CIV,sheep,grassland,milk,0
CMR,sheep,grassland,milk,0
COD,sheep,grassland,milk,0
COG,sheep,grassland,milk,0
COK,sheep,grassland,milk,0
COL,sheep,grassland,milk,0
COM,sheep,grassland,milk,0
CPV,sheep,grassland,milk,0
CRI,sheep,grassland,milk,0
CUB,sheep,grassland,milk,0
CUW,sheep,grassland,milk,0
CXR,sheep,grassland,milk,0
CYM,sheep,grassland,milk,0
CYP,sheep,grassland,milk,0
CZE,sheep,grassland,milk,0
DEU,sheep,grassland,milk,0
DJI,sheep,grassland,milk,0
DMA,sheep,grassland,milk,0
DNK,sheep,grassland,milk,0
DOM,sheep,grassland,milk,0
DZA,sheep,grassland,milk,0
ECU,sheep,grassland,milk,0
EGY,sheep,grassland,milk,0
ERI,sheep,grassland,milk,0
ESH,sheep,grassland,milk,0
ESP,sheep,grassland,milk,0
EST,sheep,grassland,milk,0
ETH,sheep,grassland,milk,0
FIN,sheep,grassland,milk,0
FJI,sheep,grassland,milk,0
FLK,sheep,grassland,milk,0
FRA,sheep,grassland,milk,0
FRO,sheep,grassland,milk,0
FSM,sheep,grassland,milk,0
GAB,sheep,grassland,milk,0
GBR,sheep,grassland,milk,0
GEO,sheep,grassland,milk,0
GGY,sheep,grassland,milk,0
GHA,sheep,grassland,milk,0
