iso3c,animal,system,product,leach_mms_rate
ABW,buffaloes,mixed,milk,0.0020279954157954544
AFG,buffaloes,mixed,milk,0.0014075578285714287
AGO,buffaloes,mixed,milk,0.0014658232500000003
AIA,buffaloes,mixed,milk,0.0020279954157954544
ALA,buffaloes,mixed,milk,8.55925097601247e-4
ALB,buffaloes,mixed,milk,0.0016928516700000001
AND,buffaloes,mixed,milk,0.0014936926500000002
ARE,buffaloes,mixed,milk,0.0019933990312500003
ARG,buffaloes,mixed,milk,0.0021573118949999998
ARM,buffaloes,mixed,milk,0.0019933990312500003
ASM,buffaloes,mixed,milk,2.8775593524200716e-4
ATG,buffaloes,mixed,milk,0.0020279954157954544
AUS,buffaloes,mixed,milk,2.521905949311973e-4
AUT,buffaloes,mixed,milk,0.0016724458318269236
AZE,buffaloes,mixed,milk,0.0021701508750000004
BDI,buffaloes,mixed,milk,0.0014658232500000003
BEL,buffaloes,mixed,milk,8.532352757051284e-4
BEN,buffaloes,mixed,milk,0.0014658232500000003
BES,buffaloes,mixed,milk,0.0020279954157954544
BFA,buffaloes,mixed,milk,0.0014658232500000003
BGD,buffaloes,mixed,milk,0.0011590812
BGR,buffaloes,mixed,milk,0.00180133192
BHR,buffaloes,mixed,milk,0.0019933990312500003
BHS,buffaloes,mixed,milk,0.0020279954157954544
BIH,buffaloes,mixed,milk,0.0013371938605000002
BLM,buffaloes,mixed,milk,0.0020279954157954544
BLR,buffaloes,mixed,milk,0.0014465462533333334
BLZ,buffaloes,mixed,milk,0.0018580731449999999
BMU,buffaloes,mixed,milk,0.0012175229745
BOL,buffaloes,mixed,milk,0.00212509385625
BRA,buffaloes,mixed,milk,0.0021046458749999996
BRB,buffaloes,mixed,milk,0.0020279954157954544
BRN,buffaloes,mixed,milk,0.0014752023750000003
BTN,buffaloes,mixed,milk,0.0014699322000000003
BWA,buffaloes,mixed,milk,0.0014658232500000003
CAF,buffaloes,mixed,milk,0.0014658232500000003
CAN,buffaloes,mixed,milk,0.00141854055
CCK,buffaloes,mixed,milk,2.8775593524200716e-4
CHE,buffaloes,mixed,milk,0.0011474182357948718
CHL,buffaloes,mixed,milk,0.00212509385625
CHN,buffaloes,mixed,milk,0.0014006160000000001
CIV,buffaloes,mixed,milk,0.0014658232500000003
CMR,buffaloes,mixed,milk,0.0014658232500000003
COD,buffaloes,mixed,milk,0.0014658232500000003
COG,buffaloes,mixed,milk,0.0014658232500000003
COK,buffaloes,mixed,milk,2.8775593524200716e-4
