iso3c,animal,system,product,leach_mms_rate
GIB,cows,mixed,milk,0.0012918002070178571
GIN,cows,mixed,milk,0.0014466183750000004
GLP,cows,mixed,milk,0.001333806855
GMB,cows,mixed,milk,0.0013854307500000003
GNB,cows,mixed,milk,0.0013086112500000002
GNQ,cows,mixed,milk,0.0010866386250000001
GRC,cows,mixed,milk,0.0017789967
GRD,cows,mixed,milk,0.0013571142287499998
GRL,cows,mixed,milk,0.0011753236411499999
GTM,cows,mixed,milk,0.001409614005
GUF,cows,mixed,milk,0.00141799269
GUM,cows,mixed,milk,3.4478407875e-4
GUY,cows,mixed,milk,0.0016849136549999997
HKG,cows,mixed,milk,0.0011442532500000001
HND,cows,mixed,milk,0.001617086205
HRV,cows,mixed,milk,0.001140943461
HTI,cows,mixed,milk,0.00131744847
HUN,cows,mixed,milk,0.00218632664
IDN,cows,mixed,milk,0.0013684590000000003
IMN,cows,mixed,milk,6.266910548888891e-4
IND,cows,mixed,milk,0.0024632262000000003
IOT,cows,mixed,milk,0.0013665050156250003
IRL,cows,mixed,milk,5.377333343286281e-4
IRN,cows,mixed,milk,0.0012155346000000003
IRQ,cows,mixed,milk,0.0013791780000000002
ISL,cows,mixed,milk,9.862269588888889e-4
ISR,cows,mixed,milk,0.0032983256250000005
ITA,cows,mixed,milk,0.001578429918
JAM,cows,mixed,milk,0.0012827367749999998
JEY,cows,mixed,milk,6.266910548888891e-4
JOR,cows,mixed,milk,0.0016748437500000003
JPN,cows,mixed,milk,0.002481448500000001
KAZ,cows,mixed,milk,0.00219202359
KEN,cows,mixed,milk,0.0015846255000000003
KGZ,cows,mixed,milk,0.0021357667049999997
KHM,cows,mixed,milk,0.0013313891250000002
KIR,cows,mixed,milk,3.4478407875e-4
KNA,cows,mixed,milk,0.0013571142287499998
KOR,cows,mixed,milk,0.0020705535000000003
KWT,cows,mixed,milk,0.0015417495000000004
LAO,cows,mixed,milk,0.0015238845000000003
LBN,cows,mixed,milk,0.0016301812500000002
LBR,cows,mixed,milk,0.0013456811250000002
LBY,cows,mixed,milk,0.0012442972500000002
LCA,cows,mixed,milk,0.001401634305
LIE,cows,mixed,milk,0.001276401052
LKA,cows,mixed,milk,0.0010168758
LSO,cows,mixed,milk,0.0010696668750000001
LTU,cows,mixed,milk,0.00125673129
LUX,cows,mixed,milk,8.609945440000001e-4
LVA,cows,mixed,milk,0.001356405286
MAC,cows,mixed,milk,0.0016945696875000004
MAF,cows,mixed,milk,0.0013528020104347825
MAR,cows,mixed,milk,0.0010620742500000004
MCO,cows,mixed,milk,0.0013521377345
MDA,cows,mixed,milk,0.0016616117400000002
MDG,cows,mixed,milk,0.0015238845000000003
MDV,cows,mixed,milk,0.0011735965125000002
MEX,cows,mixed,milk,0.0016705501949999997
MHL,cows,mixed,milk,3.4478407875e-4
MKD,cows,mixed,milk,0.001094737028
MLI,cows,mixed,milk,0.0014756490000000003
MLT,cows,mixed,milk,0.0017768528999999999
MMR,cows,mixed,milk,0.0013260296250000004
MNE,cows,mixed,milk,0.0010858511755
MNG,cows,mixed,milk,0.0013702455000000001
MNP,cows,mixed,milk,3.4478407875e-4
MOZ,cows,mixed,milk,0.0016359873750000004
MRT,cows,mixed,milk,0.0014278601250000001
MSR,cows,mixed,milk,0.0013571142287499998
MTQ,cows,mixed,milk,0.0013960485149999999
MUS,cows,mixed,milk,0.0013665050156250003
MWI,cows,mixed,milk,0.0013398750000000001
MYS,cows,mixed,milk,0.001104057
MYT,cows,mixed,milk,6.07856625e-4
NAM,cows,mixed,milk,0.0011822163750000003
NCL,cows,mixed,milk,3.4478407875e-4
NER,cows,mixed,milk,0.0013831976250000002
NFK,cows,mixed,milk,3.4478407875e-4
NGA,cows,mixed,milk,0.0012688616250000004
NIC,cows,mixed,milk,0.001795831485
NIU,cows,mixed,milk,3.4478407875e-4
NLD,cows,mixed,milk,0.0010479966300000001
NOR,cows,mixed,milk,0.0011750108250000002
NPL,cows,mixed,milk,0.0010715427000000002
NRU,cows,mixed,milk,3.4478407875e-4
NZL,cows,mixed,milk,4.0948068749999995e-4
OMN,cows,mixed,milk,0.0013528271250000002
PAK,cows,mixed,milk,0.0012484062000000001
PAN,cows,mixed,milk,0.001422381525
PCN,cows,mixed,milk,3.4478407875e-4
PER,cows,mixed,milk,0.0014808298499999998
PHL,cows,mixed,milk,0.0011067367500000001
PLW,cows,mixed,milk,3.4478407875e-4
PNG,cows,mixed,milk,3.4478407875e-4
POL,cows,mixed,milk,0.00170068448
PRI,cows,mixed,milk,0.0013812860699999997
PRK,cows,mixed,milk,0.0013166505000000001
PRT,cows,mixed,milk,9.914030890000004e-4
PRY,cows,mixed,milk,0.00168451467
PSE,cows,mixed,milk,0.0027521032500000004
PYF,cows,mixed,milk,3.4478407875e-4
QAT,cows,mixed,milk,0.0014010626250000003
REU,cows,mixed,milk,0.0013665050156250003
ROU,cows,mixed,milk,0.0015240988800000002
RUS,cows,mixed,milk,0.0013740765500000003
RWA,cows,mixed,milk,0.0012697548750000003
SAU,cows,mixed,milk,0.0018807378750000004
SDN,cows,mixed,milk,0.0010566403125000002
SEN,cows,mixed,milk,0.0014390257500000003
SGP,cows,mixed,milk,0.0012961057500000003
SHN,cows,mixed,milk,6.690442500000001e-4
SJM,cows,mixed,milk,0.0011859691277777782
SLB,cows,mixed,milk,3.4478407875e-4
SLE,cows,mixed,milk,0.0014542110000000006
SLV,cows,mixed,milk,0.0014327551349999999
SMR,cows,mixed,milk,0.00141172058625
SOM,cows,mixed,milk,0.0013952565
SPM,cows,mixed,milk,0.0011753236411499999
SRB,cows,mixed,milk,0.001091182687
SSD,cows,mixed,milk,0.0013665050156250003
STP,cows,mixed,milk,0.0011951685000000003
SUR,cows,mixed,milk,0.001463875965
SVK,cows,mixed,milk,0.001979561497
SVN,cows,mixed,milk,0.0012361490235
SWE,cows,mixed,milk,0.0012855157750000003
SWZ,cows,mixed,milk,0.0013863240000000002
SXM,cows,mixed,milk,0.0013528020104347825
SYC,cows,mixed,milk,0.0013665050156250003
SYR,cows,mixed,milk,0.0013876638750000003
TCA,cows,mixed,milk,0.0013571142287499998
TCD,cows,mixed,milk,0.0015051262500000004
TGO,cows,mixed,milk,0.0013890037500000005
THA,cows,mixed,milk,0.0010982508750000002
TJK,cows,mixed,milk,0.0020523788399999998
TKL,cows,mixed,milk,3.4478407875e-4
TKM,cows,mixed,milk,0.0020651463599999998
TLS,cows,mixed,milk,0.0014314331250000001
TON,cows,mixed,milk,3.4478407875e-4
TTO,cows,mixed,milk,0.0013571142287499998
TUN,cows,mixed,milk,0.0011531857500000002
TUR,cows,mixed,milk,0.001536836625
TUV,cows,mixed,milk,3.4478407875e-4
TWN,cows,mixed,milk,0.0016945696875000002
TZA,cows,mixed,milk,0.0016735038750000002
UGA,cows,mixed,milk,0.0016636781250000002
UKR,cows,mixed,milk,0.00151713947
URY,cows,mixed,milk,0.00169728219
USA,cows,mixed,milk,0.0010737166322999999
UZB,cows,mixed,milk,0.00212978193
VCT,cows,mixed,milk,0.001168627065
VEN,cows,mixed,milk,0.0017902456949999998
VGB,cows,mixed,milk,0.0013571142287499998
VIR,cows,mixed,milk,0.0013571142287499998
VNM,cows,mixed,milk,0.0012996787500000003
VUT,cows,mixed,milk,3.4478407875e-4
WLF,cows,mixed,milk,3.4478407875e-4
WSM,cows,mixed,milk,3.4478407875e-4
XKO,cows,mixed,milk,0.0012918002070178571
XMI,cows,mixed,milk,0.0015463944000000006
YEM,cows,mixed,milk,0.0014086552500000003
ZAF,cows,mixed,milk,0.0018677857500000005
ZMB,cows,mixed,milk,0.0014551042500000001
ZWE,cows,mixed,milk,0.001476095625
