"iso3c","system","origin","cum_pressure_prop_rescaled","total_cum_prop","cum_pressure_prop_final","percent_final"
"ABW","aquaculture","land",0,7.30143007815862e-06,0,0
"ABW","aquaculture","marine",9.80595905547881e-08,7.30143007815862e-06,0.0134301896347843,1.3
"ABW","backyard","land",0,7.30143007815862e-06,0,0
"ABW","backyard","marine",2.07303041625147e-10,7.30143007815862e-06,2.83921148879136e-05,0
"ABW","crop","land",0,7.30143007815862e-06,0,0
"ABW","feedlot","land",0,7.30143007815862e-06,0,0
"ABW","fisheries","freshwater",2.45355914277493e-09,7.30143007815862e-06,0.000336038161909469,0
"ABW","fisheries","marine",6.91415131698932e-06,7.30143007815862e-06,0.94695850579631,94.7
"ABW","grassland","land",5.66536116535986e-08,7.30143007815862e-06,0.00775924867418389,0.8
"ABW","industrial","land",0,7.30143007815862e-06,0,0
"ABW","industrial","marine",4.26008149198944e-08,7.30143007815862e-06,0.00583458506948246,0.6
"ABW","intermediate","land",0,7.30143007815862e-06,0,0
"ABW","intermediate","marine",3.91587792863143e-09,7.30143007815862e-06,0.000536316569043827,0.1
"ABW","mixed","land",1.83388003927986e-07,7.30143007815862e-06,0.0251167239793982,2.5
"AFG","aquaculture","land",1.69767981653426e-06,0.00783280351709691,0.000216739742396025,0
"AFG","aquaculture","marine",0,0.00783280351709691,0,0
"AFG","backyard","land",8.20719648501658e-05,0.00783280351709691,0.0104779807984491,1
"AFG","backyard","marine",0,0.00783280351709691,0,0
"AFG","crop","land",0.00421484363342836,0.00783280351709691,0.538101539790764,53.8
"AFG","feedlot","land",1.64233211584561e-08,0.00783280351709691,2.0967360055194e-06,0
"AFG","fisheries","freshwater",2.23443304193025e-05,0.00783280351709691,0.00285266065598746,0.3
"AFG","fisheries","marine",0,0.00783280351709691,0,0
"AFG","grassland","land",0.00131701517742201,0.00783280351709691,0.168140969519703,16.8
"AFG","industrial","land",3.05590032164309e-05,0.00783280351709691,0.00390141322321297,0.4
"AFG","industrial","marine",0,0.00783280351709691,0,0
"AFG","intermediate","land",1.91054657034141e-06,0.00783280351709691,0.000243916059705978,0
"AFG","intermediate","marine",0,0.00783280351709691,0,0
"AFG","mixed","land",0.0021623447580526,0.00783280351709691,0.276062683473776,27.6
"AGO","aquaculture","land",9.08702086305804e-07,0.0132161227715791,6.87570857210817e-05,0
"AGO","aquaculture","marine",5.94402642906725e-05,0.0132161227715791,0.00449755690969345,0.4
"AGO","backyard","land",0.000758574231543264,0.0132161227715791,0.0573976380708688,5.7
"AGO","backyard","marine",2.08433793749417e-07,0.0132161227715791,1.5771175658087e-05,0
"AGO","crop","land",0.00567158714341819,0.0132161227715791,0.429141529739326,42.9
