"rgn_id","food_group","n_cells_dom","proportion_area_dominated","iso3c","Country","area","domination_threshold"
13,"small.pelagic_fisheries",0,0,"ARM","Armenia","ocean","50%"
13,"benthic_fisheries",0,0,"ARM","Armenia","ocean","50%"
13,"reef_fisheries",0,0,"ARM","Armenia","ocean","50%"
13,"aquaculture_marine",0,0,"ARM","Armenia","ocean","50%"
14,"demersal_fisheries",0,0,"ABW","Aruba","ocean","50%"
14,"fofm_fisheries",9,8.97396695607579e-07,"ABW","Aruba","ocean","50%"
14,"large.pelagic_fisheries",299,2.98135124429629e-05,"ABW","Aruba","ocean","50%"
14,"medium.pelagic_fisheries",0,0,"ABW","Aruba","ocean","50%"
14,"small.pelagic_fisheries",0,0,"ABW","Aruba","ocean","50%"
14,"benthic_fisheries",0,0,"ABW","Aruba","ocean","50%"
14,"reef_fisheries",0,0,"ABW","Aruba","ocean","50%"
14,"aquaculture_marine",0,0,"ABW","Aruba","ocean","50%"
15,"demersal_fisheries",48832,0.00486907504887881,"AUS","Australia","ocean","50%"
15,"fofm_fisheries",26552,0.00264751967353027,"AUS","Australia","ocean","50%"
15,"large.pelagic_fisheries",85159,0.00849126724458287,"AUS","Australia","ocean","50%"
15,"medium.pelagic_fisheries",3706,0.00036952801710241,"AUS","Australia","ocean","50%"
15,"small.pelagic_fisheries",0,0,"AUS","Australia","ocean","50%"
15,"benthic_fisheries",696,6.93986777936527e-05,"AUS","Australia","ocean","50%"
15,"reef_fisheries",765,7.62787191266442e-05,"AUS","Australia","ocean","50%"
15,"aquaculture_marine",75,7.47830579672982e-06,"AUS","Australia","ocean","50%"
16,"demersal_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"fofm_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"large.pelagic_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"medium.pelagic_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"small.pelagic_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"benthic_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"reef_fisheries",0,0,"AUT","Austria","ocean","50%"
16,"aquaculture_marine",0,0,"AUT","Austria","ocean","50%"
17,"demersal_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"fofm_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"large.pelagic_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"medium.pelagic_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"small.pelagic_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"benthic_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"reef_fisheries",0,0,"AZE","Azerbaijan","ocean","50%"
17,"aquaculture_marine",0,0,"AZE","Azerbaijan","ocean","50%"
18,"demersal_fisheries",921,9.18335951838422e-05,"BHS","Bahamas","ocean","50%"
18,"fofm_fisheries",300,2.99132231869193e-05,"BHS","Bahamas","ocean","50%"
18,"large.pelagic_fisheries",1689,0.000168411446542356,"BHS","Bahamas","ocean","50%"
18,"medium.pelagic_fisheries",343,3.42007851770444e-05,"BHS","Bahamas","ocean","50%"
18,"small.pelagic_fisheries",0,0,"BHS","Bahamas","ocean","50%"
18,"benthic_fisheries",1310,0.000130621074582881,"BHS","Bahamas","ocean","50%"
18,"reef_fisheries",227,2.26343388781023e-05,"BHS","Bahamas","ocean","50%"
18,"aquaculture_marine",0,0,"BHS","Bahamas","ocean","50%"
19,"demersal_fisheries",132,1.31618182022445e-05,"BHR","Bahrain","ocean","50%"
19,"fofm_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"large.pelagic_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"medium.pelagic_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"small.pelagic_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"benthic_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"reef_fisheries",0,0,"BHR","Bahrain","ocean","50%"
19,"aquaculture_marine",0,0,"BHR","Bahrain","ocean","50%"
20,"demersal_fisheries",535,5.33452480166727e-05,"BGD","Bangladesh","ocean","50%"
20,"fofm_fisheries",248,2.47282645011866e-05,"BGD","Bangladesh","ocean","50%"
20,"large.pelagic_fisheries",158,1.57542975451108e-05,"BGD","Bangladesh","ocean","50%"
20,"medium.pelagic_fisheries",617,6.15215290210973e-05,"BGD","Bangladesh","ocean","50%"
20,"small.pelagic_fisheries",0,0,"BGD","Bangladesh","ocean","50%"
20,"benthic_fisheries",81,8.07657026046821e-06,"BGD","Bangladesh","ocean","50%"
20,"reef_fisheries",0,0,"BGD","Bangladesh","ocean","50%"
20,"aquaculture_marine",8,7.97685951651181e-07,"BGD","Bangladesh","ocean","50%"
21,"demersal_fisheries",9,8.97396695607579e-07,"BRB","Barbados","ocean","50%"
21,"fofm_fisheries",299,2.98135124429629e-05,"BRB","Barbados","ocean","50%"
21,"large.pelagic_fisheries",4795,0.000478113017270927,"BRB","Barbados","ocean","50%"
21,"medium.pelagic_fisheries",0,0,"BRB","Barbados","ocean","50%"
21,"small.pelagic_fisheries",0,0,"BRB","Barbados","ocean","50%"
21,"benthic_fisheries",0,0,"BRB","Barbados","ocean","50%"
21,"reef_fisheries",0,0,"BRB","Barbados","ocean","50%"
21,"aquaculture_marine",0,0,"BRB","Barbados","ocean","50%"
22,"demersal_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"fofm_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"large.pelagic_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"medium.pelagic_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"small.pelagic_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"benthic_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"reef_fisheries",0,0,"BLR","Belarus","ocean","50%"
22,"aquaculture_marine",0,0,"BLR","Belarus","ocean","50%"
23,"demersal_fisheries",69,6.88004133299144e-06,"BEL","Belgium","ocean","50%"
23,"fofm_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"large.pelagic_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"medium.pelagic_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"small.pelagic_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"benthic_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"reef_fisheries",0,0,"BEL","Belgium","ocean","50%"
23,"aquaculture_marine",0,0,"BEL","Belgium","ocean","50%"
24,"demersal_fisheries",391,3.89869008869515e-05,"BLZ","Belize","ocean","50%"
24,"fofm_fisheries",0,0,"BLZ","Belize","ocean","50%"
24,"large.pelagic_fisheries",261,2.60245041726198e-05,"BLZ","Belize","ocean","50%"
24,"medium.pelagic_fisheries",0,0,"BLZ","Belize","ocean","50%"
24,"small.pelagic_fisheries",0,0,"BLZ","Belize","ocean","50%"
24,"benthic_fisheries",2,1.99421487912795e-07,"BLZ","Belize","ocean","50%"
24,"reef_fisheries",0,0,"BLZ","Belize","ocean","50%"
24,"aquaculture_marine",8,7.97685951651181e-07,"BLZ","Belize","ocean","50%"
25,"demersal_fisheries",631,6.29174794364869e-05,"BEN","Benin","ocean","50%"
25,"fofm_fisheries",33,3.29045455056112e-06,"BEN","Benin","ocean","50%"
25,"large.pelagic_fisheries",99,9.87136365168337e-06,"BEN","Benin","ocean","50%"
25,"medium.pelagic_fisheries",0,0,"BEN","Benin","ocean","50%"
25,"small.pelagic_fisheries",0,0,"BEN","Benin","ocean","50%"
25,"benthic_fisheries",0,0,"BEN","Benin","ocean","50%"
25,"reef_fisheries",0,0,"BEN","Benin","ocean","50%"
25,"aquaculture_marine",0,0,"BEN","Benin","ocean","50%"
26,"demersal_fisheries",0,0,"BMU","Bermuda","ocean","50%"
26,"fofm_fisheries",531,5.29464050408471e-05,"BMU","Bermuda","ocean","50%"
26,"large.pelagic_fisheries",12140,0.00121048843163067,"BMU","Bermuda","ocean","50%"
26,"medium.pelagic_fisheries",0,0,"BMU","Bermuda","ocean","50%"
26,"small.pelagic_fisheries",0,0,"BMU","Bermuda","ocean","50%"
26,"benthic_fisheries",0,0,"BMU","Bermuda","ocean","50%"
26,"reef_fisheries",91,9.07367770003218e-06,"BMU","Bermuda","ocean","50%"
26,"aquaculture_marine",0,0,"BMU","Bermuda","ocean","50%"
27,"demersal_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"fofm_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"large.pelagic_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"medium.pelagic_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"small.pelagic_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"benthic_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"reef_fisheries",0,0,"BTN","Bhutan","ocean","50%"
27,"aquaculture_marine",0,0,"BTN","Bhutan","ocean","50%"
28,"demersal_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"fofm_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"large.pelagic_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"medium.pelagic_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"small.pelagic_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"benthic_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"reef_fisheries",0,0,"BOL","Bolivia","ocean","50%"
28,"aquaculture_marine",0,0,"BOL","Bolivia","ocean","50%"
29,"demersal_fisheries",275,2.74204545880094e-05,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"fofm_fisheries",54,5.38438017364547e-06,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"large.pelagic_fisheries",219,2.18366529264511e-05,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"medium.pelagic_fisheries",0,0,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"small.pelagic_fisheries",0,0,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"benthic_fisheries",0,0,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"reef_fisheries",0,0,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
29,"aquaculture_marine",0,0,"BES","Bonaire, Sint Eustatius and Saba","ocean","50%"
30,"demersal_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"fofm_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"large.pelagic_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"medium.pelagic_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"small.pelagic_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"benthic_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"reef_fisheries",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
30,"aquaculture_marine",0,0,"BIH","Bosnia and Herzegovina","ocean","50%"
31,"demersal_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"fofm_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"large.pelagic_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"medium.pelagic_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"small.pelagic_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"benthic_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"reef_fisheries",0,0,"BWA","Botswana","ocean","50%"
31,"aquaculture_marine",0,0,"BWA","Botswana","ocean","50%"
33,"demersal_fisheries",21551,0.00214886624300433,"BRA","Brazil","ocean","50%"
33,"fofm_fisheries",5132,0.000511715537984233,"BRA","Brazil","ocean","50%"
33,"large.pelagic_fisheries",60198,0.00600238736468722,"BRA","Brazil","ocean","50%"
33,"medium.pelagic_fisheries",66,6.58090910112224e-06,"BRA","Brazil","ocean","50%"
33,"small.pelagic_fisheries",0,0,"BRA","Brazil","ocean","50%"
33,"benthic_fisheries",0,0,"BRA","Brazil","ocean","50%"
33,"reef_fisheries",105,1.04696281154218e-05,"BRA","Brazil","ocean","50%"
33,"aquaculture_marine",388,3.86877686550823e-05,"BRA","Brazil","ocean","50%"
34,"demersal_fisheries",710,7.07946282090423e-05,"IOT","British Indian Ocean Territory","ocean","50%"
34,"fofm_fisheries",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
34,"large.pelagic_fisheries",17361,0.00173107822582702,"IOT","British Indian Ocean Territory","ocean","50%"
34,"medium.pelagic_fisheries",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
34,"small.pelagic_fisheries",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
34,"benthic_fisheries",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
34,"reef_fisheries",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
34,"aquaculture_marine",0,0,"IOT","British Indian Ocean Territory","ocean","50%"
35,"demersal_fisheries",176,1.7549090936326e-05,"VGB","British Virgin Islands","ocean","50%"
35,"fofm_fisheries",0,0,"VGB","British Virgin Islands","ocean","50%"
35,"large.pelagic_fisheries",1992,0.000198623801961144,"VGB","British Virgin Islands","ocean","50%"
35,"medium.pelagic_fisheries",0,0,"VGB","British Virgin Islands","ocean","50%"
35,"small.pelagic_fisheries",0,0,"VGB","British Virgin Islands","ocean","50%"
35,"benthic_fisheries",0,0,"VGB","British Virgin Islands","ocean","50%"
35,"reef_fisheries",0,0,"VGB","British Virgin Islands","ocean","50%"
35,"aquaculture_marine",0,0,"VGB","British Virgin Islands","ocean","50%"
36,"demersal_fisheries",199,1.98424380473231e-05,"BRN","Brunei","ocean","50%"
36,"fofm_fisheries",0,0,"BRN","Brunei","ocean","50%"
36,"large.pelagic_fisheries",709,7.06949174650859e-05,"BRN","Brunei","ocean","50%"
36,"medium.pelagic_fisheries",45,4.48698347803789e-06,"BRN","Brunei","ocean","50%"
36,"small.pelagic_fisheries",0,0,"BRN","Brunei","ocean","50%"
36,"benthic_fisheries",12,1.19652892747677e-06,"BRN","Brunei","ocean","50%"
36,"reef_fisheries",0,0,"BRN","Brunei","ocean","50%"
36,"aquaculture_marine",0,0,"BRN","Brunei","ocean","50%"
37,"demersal_fisheries",223,2.22354959022767e-05,"BGR","Bulgaria","ocean","50%"
37,"fofm_fisheries",123,1.22644215066369e-05,"BGR","Bulgaria","ocean","50%"
37,"large.pelagic_fisheries",378,3.76906612155183e-05,"BGR","Bulgaria","ocean","50%"
37,"medium.pelagic_fisheries",0,0,"BGR","Bulgaria","ocean","50%"
37,"small.pelagic_fisheries",0,0,"BGR","Bulgaria","ocean","50%"
37,"benthic_fisheries",0,0,"BGR","Bulgaria","ocean","50%"
37,"reef_fisheries",0,0,"BGR","Bulgaria","ocean","50%"
37,"aquaculture_marine",14,1.39595041538957e-06,"BGR","Bulgaria","ocean","50%"
38,"demersal_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"fofm_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"large.pelagic_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"medium.pelagic_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"small.pelagic_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"benthic_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"reef_fisheries",0,0,"BFA","Burkina Faso","ocean","50%"
38,"aquaculture_marine",0,0,"BFA","Burkina Faso","ocean","50%"
39,"demersal_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"fofm_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"large.pelagic_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"medium.pelagic_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"small.pelagic_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"benthic_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"reef_fisheries",0,0,"BDI","Burundi","ocean","50%"
39,"aquaculture_marine",0,0,"BDI","Burundi","ocean","50%"
40,"demersal_fisheries",1090,0.000108684710912473,"KHM","Cambodia","ocean","50%"
40,"fofm_fisheries",0,0,"KHM","Cambodia","ocean","50%"
40,"large.pelagic_fisheries",0,0,"KHM","Cambodia","ocean","50%"
40,"medium.pelagic_fisheries",0,0,"KHM","Cambodia","ocean","50%"
40,"small.pelagic_fisheries",0,0,"KHM","Cambodia","ocean","50%"
40,"benthic_fisheries",6,5.98264463738386e-07,"KHM","Cambodia","ocean","50%"
40,"reef_fisheries",0,0,"KHM","Cambodia","ocean","50%"
40,"aquaculture_marine",11,1.09681818352037e-06,"KHM","Cambodia","ocean","50%"
41,"demersal_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"fofm_fisheries",240,2.39305785495354e-05,"CMR","Cameroon","ocean","50%"
41,"large.pelagic_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"medium.pelagic_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"small.pelagic_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"benthic_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"reef_fisheries",0,0,"CMR","Cameroon","ocean","50%"
41,"aquaculture_marine",0,0,"CMR","Cameroon","ocean","50%"
42,"demersal_fisheries",38289,0.00381782467534651,"CAN","Canada","ocean","50%"
42,"fofm_fisheries",16866,0.0016817214075686,"CAN","Canada","ocean","50%"
42,"large.pelagic_fisheries",9907,0.000987834340376031,"CAN","Canada","ocean","50%"
42,"medium.pelagic_fisheries",49,4.88582645386348e-06,"CAN","Canada","ocean","50%"
42,"small.pelagic_fisheries",57,5.68351240551467e-06,"CAN","Canada","ocean","50%"
42,"benthic_fisheries",1130,0.000112673140670729,"CAN","Canada","ocean","50%"
42,"reef_fisheries",83,8.275991748381e-06,"CAN","Canada","ocean","50%"
42,"aquaculture_marine",456,4.54680992441173e-05,"CAN","Canada","ocean","50%"
43,"demersal_fisheries",2002,0.000199620909400708,"CPV","Cape Verde","ocean","50%"
43,"fofm_fisheries",334,3.33033884814368e-05,"CPV","Cape Verde","ocean","50%"
43,"large.pelagic_fisheries",19097,0.00190417607733533,"CPV","Cape Verde","ocean","50%"
43,"medium.pelagic_fisheries",555,5.53394628958007e-05,"CPV","Cape Verde","ocean","50%"
43,"small.pelagic_fisheries",0,0,"CPV","Cape Verde","ocean","50%"
43,"benthic_fisheries",0,0,"CPV","Cape Verde","ocean","50%"
43,"reef_fisheries",0,0,"CPV","Cape Verde","ocean","50%"
43,"aquaculture_marine",0,0,"CPV","Cape Verde","ocean","50%"
45,"demersal_fisheries",806,8.03668596288565e-05,"CYM","Cayman Islands","ocean","50%"
45,"fofm_fisheries",345,3.44002066649572e-05,"CYM","Cayman Islands","ocean","50%"
45,"large.pelagic_fisheries",74,7.37859505277343e-06,"CYM","Cayman Islands","ocean","50%"
45,"medium.pelagic_fisheries",0,0,"CYM","Cayman Islands","ocean","50%"
45,"small.pelagic_fisheries",0,0,"CYM","Cayman Islands","ocean","50%"
45,"benthic_fisheries",0,0,"CYM","Cayman Islands","ocean","50%"
45,"reef_fisheries",0,0,"CYM","Cayman Islands","ocean","50%"
45,"aquaculture_marine",0,0,"CYM","Cayman Islands","ocean","50%"
46,"demersal_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"fofm_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"large.pelagic_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"medium.pelagic_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"small.pelagic_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"benthic_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"reef_fisheries",0,0,"CAF","Central African Republic","ocean","50%"
46,"aquaculture_marine",0,0,"CAF","Central African Republic","ocean","50%"
47,"demersal_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"fofm_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"large.pelagic_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"medium.pelagic_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"small.pelagic_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"benthic_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"reef_fisheries",0,0,"TCD","Chad","ocean","50%"
47,"aquaculture_marine",0,0,"TCD","Chad","ocean","50%"
48,"demersal_fisheries",1897,0.000189151281285286,"CHL","Chile","ocean","50%"
48,"fofm_fisheries",1524,0.00015195917378955,"CHL","Chile","ocean","50%"
48,"large.pelagic_fisheries",22933,0.00228666649115207,"CHL","Chile","ocean","50%"
48,"medium.pelagic_fisheries",1947,0.000194136818483106,"CHL","Chile","ocean","50%"
