"zone","food_group","n_cells_dom_80%","proportion_dominated","iso3c","Country"
59,"reef_fisheries",0,0,"CUB","Cuba"
59,"aquaculture_marine",6,5.98264463738386e-07,"CUB","Cuba"
60,"demersal_fisheries",84,8.3757024923374e-06,"CUW","Curaçao"
60,"fofm_fisheries",0,0,"CUW","Curaçao"
60,"large.pelagic_fisheries",128,1.27629752264189e-05,"CUW","Curaçao"
60,"medium.pelagic_fisheries",0,0,"CUW","Curaçao"
60,"small.pelagic_fisheries",0,0,"CUW","Curaçao"
60,"benthic_fisheries",0,0,"CUW","Curaçao"
60,"reef_fisheries",0,0,"CUW","Curaçao"
60,"aquaculture_marine",0,0,"CUW","Curaçao"
61,"demersal_fisheries",16,1.59537190330236e-06,"CYP","Cyprus"
61,"fofm_fisheries",58,5.78322314947106e-06,"CYP","Cyprus"
61,"large.pelagic_fisheries",1299,0.000129524256399361,"CYP","Cyprus"
61,"medium.pelagic_fisheries",0,0,"CYP","Cyprus"
61,"small.pelagic_fisheries",0,0,"CYP","Cyprus"
61,"benthic_fisheries",0,0,"CYP","Cyprus"
61,"reef_fisheries",0,0,"CYP","Cyprus"
61,"aquaculture_marine",6,5.98264463738386e-07,"CYP","Cyprus"
62,"demersal_fisheries",0,0,"CZE","Czech Republic"
62,"fofm_fisheries",0,0,"CZE","Czech Republic"
62,"large.pelagic_fisheries",0,0,"CZE","Czech Republic"
62,"medium.pelagic_fisheries",0,0,"CZE","Czech Republic"
62,"small.pelagic_fisheries",0,0,"CZE","Czech Republic"
62,"benthic_fisheries",0,0,"CZE","Czech Republic"
62,"reef_fisheries",0,0,"CZE","Czech Republic"
62,"aquaculture_marine",0,0,"CZE","Czech Republic"
64,"demersal_fisheries",571,5.6934834799103e-05,"DNK","Denmark"
64,"fofm_fisheries",0,0,"DNK","Denmark"
64,"large.pelagic_fisheries",0,0,"DNK","Denmark"
64,"medium.pelagic_fisheries",0,0,"DNK","Denmark"
64,"small.pelagic_fisheries",0,0,"DNK","Denmark"
64,"benthic_fisheries",0,0,"DNK","Denmark"
64,"reef_fisheries",0,0,"DNK","Denmark"
64,"aquaculture_marine",11,1.09681818352037e-06,"DNK","Denmark"
65,"demersal_fisheries",93,9.27309918794498e-06,"DJI","Djibouti"
65,"fofm_fisheries",0,0,"DJI","Djibouti"
65,"large.pelagic_fisheries",2,1.99421487912795e-07,"DJI","Djibouti"
65,"medium.pelagic_fisheries",0,0,"DJI","Djibouti"
65,"small.pelagic_fisheries",0,0,"DJI","Djibouti"
65,"benthic_fisheries",0,0,"DJI","Djibouti"
65,"reef_fisheries",0,0,"DJI","Djibouti"
65,"aquaculture_marine",0,0,"DJI","Djibouti"
66,"demersal_fisheries",31,3.09103306264833e-06,"DMA","Dominica"
66,"fofm_fisheries",0,0,"DMA","Dominica"
66,"large.pelagic_fisheries",222,2.21357851583203e-05,"DMA","Dominica"
66,"medium.pelagic_fisheries",0,0,"DMA","Dominica"
66,"small.pelagic_fisheries",0,0,"DMA","Dominica"
66,"benthic_fisheries",0,0,"DMA","Dominica"
66,"reef_fisheries",0,0,"DMA","Dominica"
66,"aquaculture_marine",0,0,"DMA","Dominica"
67,"demersal_fisheries",274,2.7320743844053e-05,"DOM","Dominican Republic"
67,"fofm_fisheries",0,0,"DOM","Dominican Republic"
67,"large.pelagic_fisheries",6936,0.000691593720081574,"DOM","Dominican Republic"
67,"medium.pelagic_fisheries",0,0,"DOM","Dominican Republic"
67,"small.pelagic_fisheries",0,0,"DOM","Dominican Republic"
67,"benthic_fisheries",0,0,"DOM","Dominican Republic"
67,"reef_fisheries",0,0,"DOM","Dominican Republic"
67,"aquaculture_marine",0,0,"DOM","Dominican Republic"
68,"demersal_fisheries",0,0,"ECU","Ecuador"
68,"fofm_fisheries",46,4.58669422199429e-06,"ECU","Ecuador"
68,"large.pelagic_fisheries",4279,0.000426662273389425,"ECU","Ecuador"
68,"medium.pelagic_fisheries",1494,0.000148967851470858,"ECU","Ecuador"
68,"small.pelagic_fisheries",0,0,"ECU","Ecuador"
68,"benthic_fisheries",0,0,"ECU","Ecuador"
68,"reef_fisheries",0,0,"ECU","Ecuador"
68,"aquaculture_marine",86,8.5751239802502e-06,"ECU","Ecuador"
69,"demersal_fisheries",258,2.57253719407506e-05,"EGY","Egypt"
69,"fofm_fisheries",277,2.76198760759221e-05,"EGY","Egypt"
69,"large.pelagic_fisheries",1843,0.000183766901111641,"EGY","Egypt"
69,"medium.pelagic_fisheries",0,0,"EGY","Egypt"
69,"small.pelagic_fisheries",0,0,"EGY","Egypt"
69,"benthic_fisheries",0,0,"EGY","Egypt"
69,"reef_fisheries",0,0,"EGY","Egypt"
69,"aquaculture_marine",16,1.59537190330236e-06,"EGY","Egypt"
70,"demersal_fisheries",557,5.55388843837135e-05,"SLV","El Salvador"
70,"fofm_fisheries",0,0,"SLV","El Salvador"
70,"large.pelagic_fisheries",1803,0.000179778471353385,"SLV","El Salvador"
