"zone","food_group","n_cells_dom_50%","proportion_dominated","iso3c","Country"
39,"farm_crop",554,0.000133906270981603,"BDI","Burundi"
39,"shoats_meat.milk",0,0,"BDI","Burundi"
39,"chickens_eggs.meat",0,0,"BDI","Burundi"
39,"buffaloes_milk",0,0,"BDI","Burundi"
39,"pigs_meat",0,0,"BDI","Burundi"
39,"wildcaught_freshwater",19,4.59245333691419e-06,"BDI","Burundi"
40,"cows_meat.milk",1230,0.000297300926547603,"KHM","Cambodia"
40,"farm_crop",2882,0.000696602658788774,"KHM","Cambodia"
40,"shoats_meat.milk",66,1.59527326440177e-05,"KHM","Cambodia"
40,"chickens_eggs.meat",9,2.17537263327514e-06,"KHM","Cambodia"
40,"buffaloes_milk",0,0,"KHM","Cambodia"
40,"pigs_meat",8,1.93366456291124e-06,"KHM","Cambodia"
40,"wildcaught_freshwater",139,3.35974217805828e-05,"KHM","Cambodia"
41,"cows_meat.milk",2746,0.000663730361219283,"CMR","Cameroon"
41,"farm_crop",5458,0.00131924264804619,"CMR","Cameroon"
41,"shoats_meat.milk",772,0.000186598630320935,"CMR","Cameroon"
41,"chickens_eggs.meat",18,4.35074526655029e-06,"CMR","Cameroon"
41,"buffaloes_milk",0,0,"CMR","Cameroon"
41,"pigs_meat",0,0,"CMR","Cameroon"
41,"wildcaught_freshwater",222,5.36591916207869e-05,"CMR","Cameroon"
42,"cows_meat.milk",215127,0.0519979320531758,"CAN","Canada"
42,"farm_crop",10903,0.00263534309117766,"CAN","Canada"
42,"shoats_meat.milk",10839,0.00261987377467437,"CAN","Canada"
42,"chickens_eggs.meat",7939,0.00191892037061904,"CAN","Canada"
42,"buffaloes_milk",0,0,"CAN","Canada"
42,"pigs_meat",345,8.33892842755472e-05,"CAN","Canada"
42,"wildcaught_freshwater",25290,0.00611279709950316,"CAN","Canada"
43,"cows_meat.milk",0,0,"CPV","Cape Verde"
43,"farm_crop",44,1.06351550960118e-05,"CPV","Cape Verde"
43,"shoats_meat.milk",10,2.41708070363905e-06,"CPV","Cape Verde"
43,"chickens_eggs.meat",4,9.6683228145562e-07,"CPV","Cape Verde"
43,"buffaloes_milk",0,0,"CPV","Cape Verde"
43,"pigs_meat",0,0,"CPV","Cape Verde"
43,"wildcaught_freshwater",0,0,"CPV","Cape Verde"
45,"cows_meat.milk",0,0,"CYM","Cayman Islands"
45,"farm_crop",2,4.8341614072781e-07,"CYM","Cayman Islands"
45,"shoats_meat.milk",0,0,"CYM","Cayman Islands"
45,"chickens_eggs.meat",0,0,"CYM","Cayman Islands"
45,"buffaloes_milk",0,0,"CYM","Cayman Islands"
45,"pigs_meat",2,4.8341614072781e-07,"CYM","Cayman Islands"
45,"wildcaught_freshwater",0,0,"CYM","Cayman Islands"
46,"cows_meat.milk",6177,0.00149303075063784,"CAF","Central African Republic"
46,"farm_crop",3057,0.000738901571102457,"CAF","Central African Republic"
46,"shoats_meat.milk",4340,0.00104901302537935,"CAF","Central African Republic"
46,"chickens_eggs.meat",0,0,"CAF","Central African Republic"
46,"buffaloes_milk",0,0,"CAF","Central African Republic"
46,"pigs_meat",14,3.38391298509467e-06,"CAF","Central African Republic"
46,"wildcaught_freshwater",419,0.000101275681482476,"CAF","Central African Republic"
47,"cows_meat.milk",21495,0.00519551497247214,"TCD","Chad"
47,"farm_crop",396,9.57163958641064e-05,"TCD","Chad"
47,"shoats_meat.milk",8756,0.00211639586410635,"TCD","Chad"
47,"chickens_eggs.meat",1448,0.000349993285886934,"TCD","Chad"
47,"buffaloes_milk",0,0,"TCD","Chad"
47,"pigs_meat",1,2.41708070363905e-07,"TCD","Chad"
47,"wildcaught_freshwater",73,1.76446891365651e-05,"TCD","Chad"
48,"cows_meat.milk",8559,0.00206877937424466,"CHL","Chile"
48,"farm_crop",1440,0.000348059621324023,"CHL","Chile"
48,"shoats_meat.milk",2133,0.000515563314086209,"CHL","Chile"
48,"chickens_eggs.meat",1181,0.000285457231099772,"CHL","Chile"
48,"buffaloes_milk",0,0,"CHL","Chile"
48,"pigs_meat",90,2.17537263327514e-05,"CHL","Chile"
48,"wildcaught_freshwater",247,5.97018933798845e-05,"CHL","Chile"
49,"cows_meat.milk",33899,0.00819366187726601,"CHN","China"
49,"farm_crop",50967,0.0123191352222371,"CHN","China"
49,"shoats_meat.milk",82514,0.0199442997180072,"CHN","China"
49,"chickens_eggs.meat",11743,0.00283837787028334,"CHN","China"
49,"buffaloes_milk",20,4.8341614072781e-06,"CHN","China"
49,"pigs_meat",1721,0.00041597958909628,"CHN","China"
49,"wildcaught_freshwater",784,0.000189499127165301,"CHN","China"
50,"cows_meat.milk",0,0,"CXR","Christmas Island"
50,"farm_crop",0,0,"CXR","Christmas Island"
50,"shoats_meat.milk",0,0,"CXR","Christmas Island"
50,"chickens_eggs.meat",0,0,"CXR","Christmas Island"
50,"buffaloes_milk",0,0,"CXR","Christmas Island"
50,"pigs_meat",0,0,"CXR","Christmas Island"
50,"wildcaught_freshwater",0,0,"CXR","Christmas Island"
52,"cows_meat.milk",0,0,"CCK","Cocos Islands"
52,"farm_crop",0,0,"CCK","Cocos Islands"
52,"shoats_meat.milk",0,0,"CCK","Cocos Islands"
52,"chickens_eggs.meat",0,0,"CCK","Cocos Islands"
52,"buffaloes_milk",0,0,"CCK","Cocos Islands"
52,"pigs_meat",0,0,"CCK","Cocos Islands"
52,"wildcaught_freshwater",0,0,"CCK","Cocos Islands"
53,"cows_meat.milk",23294,0.0056303477910568,"COL","Colombia"
53,"farm_crop",1613,0.000389875117496979,"COL","Colombia"
53,"shoats_meat.milk",1037,0.000250651268967369,"COL","Colombia"
53,"chickens_eggs.meat",1036,0.000250409560897005,"COL","Colombia"
53,"buffaloes_milk",0,0,"COL","Colombia"
53,"pigs_meat",470,0.000113602793071035,"COL","Colombia"
53,"wildcaught_freshwater",1054,0.000254760306163556,"COL","Colombia"
54,"cows_meat.milk",27,6.52611789982543e-06,"COM","Comoros"
54,"farm_crop",0,0,"COM","Comoros"
54,"shoats_meat.milk",1,2.41708070363905e-07,"COM","Comoros"
54,"chickens_eggs.meat",0,0,"COM","Comoros"
54,"buffaloes_milk",0,0,"COM","Comoros"
54,"pigs_meat",0,0,"COM","Comoros"
54,"wildcaught_freshwater",0,0,"COM","Comoros"
55,"cows_meat.milk",0,0,"COK","Cook Islands"
55,"farm_crop",0,0,"COK","Cook Islands"
55,"shoats_meat.milk",0,0,"COK","Cook Islands"
55,"chickens_eggs.meat",0,0,"COK","Cook Islands"
55,"buffaloes_milk",0,0,"COK","Cook Islands"
55,"pigs_meat",8,1.93366456291124e-06,"COK","Cook Islands"
55,"wildcaught_freshwater",0,0,"COK","Cook Islands"
56,"cows_meat.milk",826,0.000199650866120585,"CRI","Costa Rica"
56,"farm_crop",385,9.30576070901034e-05,"CRI","Costa Rica"
56,"shoats_meat.milk",0,0,"CRI","Costa Rica"
56,"chickens_eggs.meat",18,4.35074526655029e-06,"CRI","Costa Rica"
56,"buffaloes_milk",0,0,"CRI","Costa Rica"
56,"pigs_meat",0,0,"CRI","Costa Rica"
56,"wildcaught_freshwater",47,1.13602793071035e-05,"CRI","Costa Rica"
57,"cows_meat.milk",1055,0.00025500201423392,"CIV","Côte d'Ivoire"
57,"farm_crop",5990,0.00144783134147979,"CIV","Côte d'Ivoire"
57,"shoats_meat.milk",0,0,"CIV","Côte d'Ivoire"
57,"chickens_eggs.meat",87,2.10286021216597e-05,"CIV","Côte d'Ivoire"
57,"buffaloes_milk",0,0,"CIV","Côte d'Ivoire"
57,"pigs_meat",0,0,"CIV","Côte d'Ivoire"
57,"wildcaught_freshwater",323,7.80717067275413e-05,"CIV","Côte d'Ivoire"
58,"cows_meat.milk",114,2.75547200214852e-05,"HRV","Croatia"
58,"farm_crop",82,1.98200617698402e-05,"HRV","Croatia"
58,"shoats_meat.milk",50,1.20854035181952e-05,"HRV","Croatia"
58,"chickens_eggs.meat",0,0,"HRV","Croatia"
58,"buffaloes_milk",0,0,"HRV","Croatia"
58,"pigs_meat",2,4.8341614072781e-07,"HRV","Croatia"
58,"wildcaught_freshwater",0,0,"HRV","Croatia"
59,"cows_meat.milk",686,0.000165811736269639,"CUB","Cuba"
59,"farm_crop",1492,0.000360628440982946,"CUB","Cuba"
59,"shoats_meat.milk",0,0,"CUB","Cuba"
59,"chickens_eggs.meat",0,0,"CUB","Cuba"
59,"buffaloes_milk",0,0,"CUB","Cuba"
59,"pigs_meat",278,6.71948435611656e-05,"CUB","Cuba"
59,"wildcaught_freshwater",0,0,"CUB","Cuba"
60,"cows_meat.milk",0,0,"CUW","Curaçao"
60,"farm_crop",0,0,"CUW","Curaçao"
60,"shoats_meat.milk",0,0,"CUW","Curaçao"
60,"chickens_eggs.meat",16,3.86732912582248e-06,"CUW","Curaçao"
60,"buffaloes_milk",0,0,"CUW","Curaçao"
60,"pigs_meat",0,0,"CUW","Curaçao"
60,"wildcaught_freshwater",0,0,"CUW","Curaçao"
61,"cows_meat.milk",9,2.17537263327514e-06,"CYP","Cyprus"
61,"farm_crop",48,1.16019873774674e-05,"CYP","Cyprus"
61,"shoats_meat.milk",9,2.17537263327514e-06,"CYP","Cyprus"
61,"chickens_eggs.meat",0,0,"CYP","Cyprus"
61,"buffaloes_milk",0,0,"CYP","Cyprus"
61,"pigs_meat",4,9.6683228145562e-07,"CYP","Cyprus"
61,"wildcaught_freshwater",0,0,"CYP","Cyprus"
62,"cows_meat.milk",640,0.000154693165032899,"CZE","Czech Republic"
62,"farm_crop",68,1.64361487847455e-05,"CZE","Czech Republic"
62,"shoats_meat.milk",0,0,"CZE","Czech Republic"
62,"chickens_eggs.meat",0,0,"CZE","Czech Republic"
62,"buffaloes_milk",0,0,"CZE","Czech Republic"
62,"pigs_meat",1,2.41708070363905e-07,"CZE","Czech Republic"
62,"wildcaught_freshwater",0,0,"CZE","Czech Republic"
64,"cows_meat.milk",54,1.30522357996509e-05,"DNK","Denmark"
64,"farm_crop",178,4.30240365247751e-05,"DNK","Denmark"
64,"shoats_meat.milk",0,0,"DNK","Denmark"
64,"chickens_eggs.meat",0,0,"DNK","Denmark"
64,"buffaloes_milk",0,0,"DNK","Denmark"
64,"pigs_meat",36,8.70149053310058e-06,"DNK","Denmark"
64,"wildcaught_freshwater",0,0,"DNK","Denmark"
65,"cows_meat.milk",209,5.05169867060561e-05,"DJI","Djibouti"
65,"farm_crop",4,9.6683228145562e-07,"DJI","Djibouti"
65,"shoats_meat.milk",2,4.8341614072781e-07,"DJI","Djibouti"
65,"chickens_eggs.meat",89,2.15120182623875e-05,"DJI","Djibouti"
65,"buffaloes_milk",0,0,"DJI","Djibouti"
65,"pigs_meat",0,0,"DJI","Djibouti"
65,"wildcaught_freshwater",0,0,"DJI","Djibouti"
66,"cows_meat.milk",0,0,"DMA","Dominica"
66,"farm_crop",26,6.28440982946153e-06,"DMA","Dominica"
66,"shoats_meat.milk",0,0,"DMA","Dominica"
66,"chickens_eggs.meat",0,0,"DMA","Dominica"
66,"buffaloes_milk",0,0,"DMA","Dominica"
66,"pigs_meat",0,0,"DMA","Dominica"
66,"wildcaught_freshwater",0,0,"DMA","Dominica"
67,"cows_meat.milk",266,6.42943467167987e-05,"DOM","Dominican Republic"
67,"farm_crop",481,0.000116261581845038,"DOM","Dominican Republic"
67,"shoats_meat.milk",0,0,"DOM","Dominican Republic"
67,"chickens_eggs.meat",36,8.70149053310058e-06,"DOM","Dominican Republic"
67,"buffaloes_milk",0,0,"DOM","Dominican Republic"
67,"pigs_meat",0,0,"DOM","Dominican Republic"
67,"wildcaught_freshwater",3,7.25124211091715e-07,"DOM","Dominican Republic"
68,"cows_meat.milk",4078,0.000985685510944004,"ECU","Ecuador"
68,"farm_crop",1031,0.000249201020545186,"ECU","Ecuador"
